0.0022065-0.0015976i,0.0019074-0.0023211i,0.00086773-0.0027535i,-0.00078421-0.0023575i,-0.003127-0.0012078i,-0.0033881+0.00047598i,-0.00071577+0.0023834i,0.0014848+0.0029731i,0.0019584+0.0017829i,0.0013372-0.00028176i,-0.00028742-0.0013984i,-0.0016673-0.00094559i,-0.0021277-0.00027438i,-0.0014855-0.00027952i,-0.00042449-0.00040416i,-0.00065344+0.00023067i,-0.00063038+0.00025441i,6.1407e-05+0.0004938i,-0.00024466+0.0011385i,5.077e-05+0.00099861i,0.00032131+0.00015601i,-4.5078e-05-0.00066391i,6.2923e-05-0.00051982i
-0.001442+0.0021689i,-0.0010972+0.0025327i,-0.0011361+0.0027164i,-0.00050301+0.001424i,0.0002304+0.0001217i,0.00076677+0.00021041i,0.00066095+0.0007665i,0.0012403+0.001074i,0.00071329+0.00082603i,0.00013203+0.00044523i,0.00075503+0.00036122i,7.0405e-05+0.00015987i,-0.00043727-0.00038749i,-0.00017223-0.00085573i,-1.2345e-05-0.00064947i,-0.00017274-0.00045989i,-0.00027709-6.6921e-05i,0.00062606+8.5236e-05i,0.00097616-0.00017258i,0.00051706-5.6828e-05i,0.0004575-0.00047792i,0.0006244-0.00079759i,-0.00039772+0.00014481i
6.2605e-05-0.00023182i,-0.00047312-0.00081959i,-0.00042719-0.0013625i,-0.00054306-0.0003661i,-0.0001017-0.00012143i,0.0003116-0.0004657i,0.00038567-0.00039227i,0.00012112-0.0008197i,0.00012261-0.00088932i,9.487e-05-0.00087238i,-0.00012997-0.00077203i,-0.00042212-0.00069868i,-0.0006301-0.00085704i,-0.00084789-0.00015915i,-0.00090402+0.0004943i,-0.00106+0.00094175i,-0.00060827+0.0011765i,6.6909e-05+0.00076746i,0.00067952+0.00036633i,0.00061196+3.346e-06i,0.00062714-3.1437e-05i,0.00052036-3.6536e-05i,0.00034519-0.00020516i
0.0013233-0.00067147i,-0.00021076-0.00020613i,-0.00069652+0.00036469i,-0.00041003+0.00031469i,-0.00013539-0.00012252i,-0.00051601+0.00014356i,-0.00040513+0.00029635i,0.00025888+0.00039747i,0.00059691+0.00031075i,0.00013161-0.0001913i,-0.00081663-0.0002294i,-0.00082548-0.00016435i,-0.00044031-0.00031533i,-2.8687e-05-0.00045937i,0.00026911-0.00034315i,0.00024616-3.6118e-07i,0.00033081+0.00046153i,-0.00025044-2.218e-06i,-0.00058338-0.00082225i,-0.00069272-0.00043813i,-0.0011555+0.0001214i,-0.00089981-0.00035886i,0.00023957-0.00028028i
-0.00043638+0.0019122i,-0.0004025+0.0023547i,0.00040702+0.0017348i,0.00026628-0.00010667i,9.4165e-05-0.00094011i,0.00031881+0.00026159i,0.00057657+0.0010878i,0.00084927+0.00077575i,0.0010286+0.00036549i,0.00073175+0.00017841i,-0.00052108+0.000146i,-0.0011933-0.0003148i,-0.00049604-0.00098185i,-7.1004e-05-0.0010138i,-0.00083984-0.00068535i,-0.00098086-0.00061569i,-0.00048127+9.0476e-05i,-0.00039317+0.00067079i,-0.00075157-0.00010606i,-0.0011005-0.00067075i,-0.0003909+0.00020786i,0.00013292+0.00024438i,-0.0003043-0.00020522i
0.00093558+0.00027206i,0.00082759+0.0011612i,0.00071106+0.00095624i,0.00073197+0.0012216i,0.00099832+0.00079677i,0.00066004-0.00020746i,-0.00096863-0.00016191i,-0.0013576-7.6645e-06i,-0.0004073-0.00058595i,-3.6126e-05-0.00032098i,6.3984e-05+0.00044266i,0.00013161+0.00045479i,-0.00031163+0.00051192i,-0.00031623-2.7846e-05i,3.1151e-05-0.00010906i,1.1925e-05+0.00060191i,0.00017407+0.00020115i,0.00018159+0.00044101i,-2.9091e-05+0.000852i,0.0001883+0.0004762i,7.7634e-05+0.00052381i,-0.00032632-0.00013302i,-9.4478e-05-0.00035094i
-0.0035795+0.00025846i,-0.0039348+0.00023777i,-0.0023095+0.0011147i,0.00052208+0.0016797i,0.0007465+0.0021631i,3.3611e-05+0.0016198i,0.00026566+0.00052341i,-0.00022839+0.00081416i,-0.00064122+0.00094331i,-0.00047676+0.0005604i,0.00012722+0.00028876i,0.00036152-9.2701e-05i,-0.00025821-0.00020352i,-0.00078458-0.00043628i,-0.00015636-0.00068567i,0.00079231-0.00045425i,0.00040312-0.00070433i,-0.00018562-0.00038053i,-0.00036363+0.00033915i,-8.8383e-05+0.00019977i,0.00081815+0.00032027i,0.00087577+0.00058298i,0.00033376+0.00048613i
-0.00017421-0.00046904i,0.00020041+0.00032923i,0.00038377+0.0009913i,-4.3076e-05+0.00093238i,3.3185e-05+0.00047291i,0.00062337+3.6905e-05i,0.0012771-0.00072409i,0.00073318-0.001175i,-0.0004536-0.00027236i,-0.00065786+0.00078003i,-0.00020695+0.00044988i,0.00017944+0.00038888i,-0.00015584+0.0010281i,-0.00040877-0.00010981i,0.00011276-0.0010232i,0.0001243-0.00076392i,-0.0003952-0.00049076i,-0.00026167-0.00013943i,6.1538e-05+0.00044115i,0.0002827+0.0006579i,0.00027772-0.00011759i,0.00045432-0.00032677i,0.00013074+0.00038386i
7.3305e-06+0.0014194i,0.00046151+0.00088504i,0.00046288+8.1486e-05i,0.00063885-2.9679e-05i,0.00092236+0.00030904i,0.00075117+0.0002434i,9.2025e-05+0.00011209i,-7.8331e-05-2.6425e-05i,9.4088e-07-0.00055263i,-0.00028414-0.00030805i,-0.00028569+0.00011438i,3.4408e-05+9.5575e-05i,0.00012-0.00020931i,0.00027756-0.00056842i,0.00046295-4.7391e-05i,0.00020784+0.00088391i,-0.00013391+0.00090915i,-7.7487e-05+0.00027973i,-0.00011631-0.00021349i,-0.00011447+8.1634e-05i,-1.4986e-05-4.7458e-05i,-0.00024003-9.1627e-05i,-0.00030587+0.00036026i
-0.0002974-0.0016395i,-0.0018529-0.00055761i,-0.0025624-0.00045947i,-0.0026728+1.4733e-05i,-0.0015393+0.00087054i,-0.00062366+0.0010346i,-0.00012503+0.00074929i,0.00055089+0.00052586i,0.00049481+7.9127e-05i,-0.0006034-0.00081456i,-0.00019157-0.00089887i,0.00039879+7.4463e-05i,0.00070595+0.00083715i,0.00022761+0.00079444i,-0.00081875+0.0012025i,-0.00065793+0.0013501i,0.00016511+0.00058468i,0.00079002+0.0001269i,0.00094636-0.00033291i,0.0011256-0.00027779i,0.00035478-9.4697e-05i,0.0003065-2.8792e-05i,0.00085001+8.5605e-05i
0.0013652-0.001188i,0.0003144-0.00034809i,0.00038519+0.00032324i,-0.0001179+0.00078386i,-0.00062079+0.0015998i,0.00030691+0.001724i,0.00087587+0.00030416i,0.0015667-0.00088035i,0.0015015-0.00097339i,0.00050122-0.00074432i,0.00079521-0.00066125i,0.00067719-0.00067334i,-0.00027804-0.00042144i,-0.00050807-5.5523e-06i,-0.00070347+0.00043435i,-0.00048393+0.00055951i,4.3601e-05-0.00023131i,-0.0002983-0.00074434i,-0.00028994-0.00029046i,0.00035231+0.00041073i,-8.1267e-05+0.00084058i,-0.00046957+0.00091897i,-0.00015342+0.00081614i
-0.00021668+0.0005347i,0.00030706-0.00066225i,0.00023287-0.00055412i,-4.8044e-06-0.00011844i,8.2579e-05+0.0002556i,0.00023961+0.00047751i,-0.00036944+0.00028118i,-0.00098776+0.00038125i,-0.0010578+0.0009576i,-0.0004372+0.00064137i,-0.00013962+0.00023374i,-0.00091148-0.00018277i,-0.00072343-0.00068831i,0.0003026-0.00037079i,0.00052426+3.1164e-05i,0.00040569-0.00027586i,-0.00019721-0.00026255i,-0.00067026-0.00030792i,-0.00048656-0.00038194i,-0.00010222+0.00018588i,-5.1251e-05+0.0004331i,-0.00024752+0.00054087i,1.2696e-05+0.00018495i
-0.0013069+0.00049336i,-0.0017971+0.0007354i,-0.0011834+0.00041939i,-0.00075273+0.00016168i,-0.00024959+0.00020486i,0.00012502-4.0078e-05i,0.00025464-0.00034147i,0.0005574-0.00023103i,0.00035151-0.00027446i,0.00018585-0.00016987i,5.4144e-05+0.00052683i,-0.00018999+0.00032557i,-0.00022923+2.9146e-05i,-9.5135e-05+0.00010934i,-0.00039829-0.0004234i,-0.00037441-0.00024507i,2.7622e-05+0.0003192i,0.00012917+0.00029179i,0.00042944+0.00063391i,0.00073056+0.0012567i,0.00048155+0.00092948i,-0.00020521-0.00019059i,-0.00049606-0.00051025i
9.0203e-05+0.00077552i,-0.00011415+0.0026832i,-0.00020454+0.0032288i,0.00079988+0.0017474i,0.0010473+0.0016818i,6.2767e-05+0.0016827i,0.00045929+0.00057312i,0.0012195+0.00036974i,0.00097497+0.00018895i,0.00032345-0.00056734i,-0.00025213-0.00073735i,-0.00073714-0.00078426i,-0.00073834-0.00060875i,-0.00045489+6.1916e-05i,-0.00045308+0.0004142i,-0.0005685-0.00021999i,-0.00013408-0.00044568i,-8.3611e-05+0.0007345i,-0.0003265+0.00087321i,-0.00039319+0.0010338i,-0.00046714+0.00045941i,-0.00035209-0.00059155i,-0.00025039-0.00050116i
-0.00031498+0.0013498i,7.5641e-05+0.0014364i,-5.5829e-06+0.0010462i,-0.00062461+0.00023615i,-0.00044186-0.000592i,0.00057314-0.00089814i,0.0012191-0.00085453i,0.00089055-0.00040686i,-0.00038037+0.00025802i,-0.00085011+0.00045693i,-0.0003153+0.00052394i,0.00062679+0.00034219i,0.00082204-0.00010058i,0.00035069-0.00014824i,0.00015457+4.0524e-05i,0.00016911+0.00051351i,-0.00011773+0.00059454i,8.0175e-05+0.00012373i,0.00044145-0.00042577i,0.00022997-0.00040116i,-0.00021809+0.00033187i,0.00024354+0.00059694i,0.00035821+0.00048129i
-0.00047298-0.00066992i,-0.00024475-0.0015745i,-0.00091622-0.0016591i,-0.00029622-0.0014213i,-1.0062e-05-0.00070567i,-0.00064672-0.00074591i,-0.00040859-0.00086115i,0.00029827-0.00073746i,0.00019471-0.00099213i,-0.00035856-0.00061428i,-0.000715-0.0001395i,-0.00040851-0.00021083i,-0.00047375-0.00022197i,-0.00082153-0.00022393i,1.6065e-05-0.00027461i,0.00016607-0.0011229i,-0.00015426-0.0008189i,-0.0010433+9.1065e-05i,-0.00081496+6.7989e-05i,0.00031788+0.00045953i,-9.7207e-05+0.00033527i,-0.0010521+9.181e-05i,-0.00028863-0.00023672i
-0.00087649-0.0013317i,-0.00024804+2.3094e-05i,-0.00059189+0.001009i,-0.00013672+0.0011215i,0.00012648+0.0010216i,-0.00036532+0.000424i,-0.00071909+0.00043488i,-0.00068966+0.00043252i,-0.00035959-0.0003227i,-0.00038996-0.00078538i,1.5947e-05-0.00051802i,-0.00044058-0.00039181i,-0.0008658-0.00082171i,-0.00033273-0.00089965i,-0.0002759-0.0006656i,0.00080583+4.98e-06i,0.0011897+0.00059688i,0.00092114+0.00098827i,0.00079975+0.0007425i,0.00034065+0.00039158i,-0.00030997-0.00022749i,-0.00069271-0.0005248i,-0.00020286-0.00084141i
-0.00031282+0.0013973i,-0.00021664+0.0013286i,-0.0009703+0.0018602i,-0.000752+0.002271i,0.00035077+0.0015086i,0.00092276-4.9985e-05i,0.00082518-0.00076139i,0.00092492-0.00042071i,0.0010904-2.1034e-05i,0.00092989+0.00026038i,0.00075368+0.00023903i,0.00026043+0.00014996i,-0.00028062-0.00013708i,0.00034238-0.00011666i,0.00075027+0.00049534i,0.00056668+0.0011123i,0.00098589+0.00099437i,0.0011172+0.00050404i,0.0011466+0.00072795i,0.0013575+0.001117i,0.00074983+0.00013511i,0.0002857+0.00033087i,0.0001264+0.0009871i
-0.0015195+0.00047445i,-0.0016898+0.001004i,-0.0012285+0.0017342i,-0.00026275+0.0018487i,3.064e-05+0.00089637i,0.00024698+0.00011119i,0.00017466-0.00026908i,-0.00038694-0.00044276i,-0.00055864-0.00028974i,-0.000332+0.00028458i,-0.0009808+0.0010108i,-0.00070509+0.00099653i,6.2479e-05+0.0004656i,-0.00017185+4.9488e-05i,-2.3904e-05-0.00041849i,0.00033639-0.00016004i,0.00014144+0.00052062i,-0.00010078+0.00023799i,-2.2714e-05-3.1535e-05i,0.00042778-9.0166e-06i,0.0010038+0.00068513i,0.00038855+0.0009816i,0.00011188+3.4352e-05i
0.00032029-0.00090986i,-0.00040836+0.00057218i,-0.0012651+0.00074919i,-0.0010107+7.7661e-05i,-0.00033228-0.0001097i,0.00035283+0.000268i,0.00027072+0.00043333i,4.5807e-05+0.00063845i,-0.00029114+0.00098826i,-0.00062164+0.0011287i,-0.00073225+0.0001487i,0.00044776-0.00035947i,0.0014581-0.00032116i,0.00087646-6.5892e-05i,0.00027872+3.4057e-05i,0.00040137-0.00011086i,0.00073752+0.00025703i,0.0010107+0.00039666i,0.00096674+0.00036262i,0.00054434+0.0003277i,0.00021959+1.1189e-05i,0.00022052-2.1986e-05i,0.00056526+0.00039154i
-0.00021339-0.00027819i,0.0016221-0.00026955i,0.001557-0.00034034i,0.0003523+0.00047691i,-6.814e-05+0.0010263i,0.00047488+0.0012617i,0.00072775+0.00099009i,0.00030408-0.00010722i,-0.00068684-0.00028476i,-0.00081237+0.00024059i,0.00010371+2.9633e-05i,0.00045002-0.0005607i,0.0008228-0.0010075i,0.00061255-0.00030733i,7.85e-06+0.00074768i,-2.6924e-05+0.0006528i,0.0002938+0.00024717i,0.00054217+0.001022i,-8.2151e-05+0.0016677i,-0.00043651+0.00067804i,0.00037277+7.9883e-05i,0.00077106+0.0007541i,0.00083307+0.00093065i
0.0013346-0.00026363i,0.0010579+0.00066377i,-0.00025907+1.6457e-05i,-0.0005755+0.00024658i,-0.0001339+0.00049235i,-0.00027822+0.00037558i,-0.00067367+0.00039981i,-0.0004578+0.00061968i,0.00031457+0.00057359i,9.1886e-05+0.00058147i,-4.0421e-05-1.7331e-05i,1.9986e-07+3.7541e-05i,1.4891e-05+0.00083719i,0.00010162+0.00086645i,0.00025297+0.00044109i,0.00047612-0.00016188i,0.00027644-0.0002428i,0.00051675+0.00018956i,0.00066714+1.0064e-05i,0.00029389-0.00076021i,0.00039193-0.0007459i,0.0006716+0.0004299i,0.00022429+0.00024748i
-0.0012653+0.00017251i,-0.0035672+0.00020644i,-0.0037607+0.00016785i,-0.0032512-0.00087794i,-0.0019009-0.0012624i,-0.0010687+5.1563e-05i,-0.0003384+0.0010079i,0.00081905+0.00080383i,0.00029349+0.00024649i,-0.00069262+1.3542e-06i,-0.0009403+0.00084016i,-0.0010857+0.00070319i,-0.00091568-0.00029616i,-0.00059606-0.00030974i,-0.00097831-0.00038461i,-0.00078735-0.00070677i,-0.00032711+4.1116e-05i,-0.00050678+0.0010567i,-0.00064532+0.00088829i,-0.0010234+0.00064099i,-0.001236+0.0006075i,-0.0013444+0.00088222i,-0.0011721+0.00069301i
-0.001733-0.0013544i,-0.0023673-0.00024735i,-0.0019822+0.00082693i,-0.00068438+0.0017257i,-0.00028387+0.0012559i,0.00032457+0.0003569i,0.00082908-0.00067567i,0.0014912-0.00049094i,0.0013223-0.00035907i,-6.2071e-05-0.00088938i,-0.0015151+0.00038913i,-0.002509+0.0025255i,-0.0022048+0.0014073i,-0.0013069+0.00025691i,-0.00061047+0.00077709i,0.00023021+0.00029968i,0.00052493-0.00022434i,-0.00020513-0.00025099i,-0.00062746-0.00011199i,-0.00014189+0.00053739i,-0.00021506+0.00050483i,-0.00070853+0.00047204i,6.0396e-05+0.00045436i
0.00031918-0.00039969i,0.00084349-0.0013811i,0.0012328-0.001174i,0.0010108+0.00018839i,0.00044957+0.00096106i,-0.00011275+0.00031592i,-0.0005487-9.8282e-05i,-0.00049648-0.00066678i,-0.00059932-0.00074439i,-0.00047379+0.00058155i,-0.00028217+0.0003485i,0.0001897-0.0010741i,-2.3756e-05-0.00078243i,-0.00026762-0.00025942i,-0.00017997-1.9694e-05i,-0.00056781+0.00070628i,-0.00085294+0.00096664i,-0.00019947+0.00093592i,0.00052588+0.00071552i,0.00060507-0.00051182i,0.00064026-0.00080101i,0.00042282-0.00038859i,0.00041167-0.00034027i
-0.0019633-0.002217i,-0.00185-0.00092088i,-0.0010786+0.0018446i,-0.0010532+0.002682i,-0.0015879+0.0019883i,-0.00055733+0.0019881i,0.0016041+0.0010745i,0.0021954+2.9097e-05i,0.0014526+0.00030451i,-1.7513e-05+0.00031788i,-0.00090039-0.0005491i,-0.00073612-0.00084278i,-0.00045202+0.00016775i,-7.1852e-05+0.00028404i,8.5594e-05-0.00012978i,-0.00010209-0.00011162i,-8.2726e-05+0.00017438i,-9.6517e-05+0.00068557i,-0.00036416+0.00054599i,-0.00070869+9.2965e-05i,-0.0005106+0.00036935i,-0.00031113+0.0008516i,-3.4347e-05+0.00090207i
-0.00040475+0.0006427i,-7.4523e-05+0.0016168i,-0.0002829+0.0018569i,-0.00036501+0.0010521i,0.00017409-7.4336e-05i,0.000993-0.00044148i,0.00071393-0.0012009i,0.00079787-0.0016918i,0.00071177-0.0015706i,-0.00015898-0.00052972i,-9.1501e-06+0.00020047i,0.00051771+0.00029037i,0.00016719+0.00065816i,1.9395e-05+0.00019919i,-3.5689e-05-0.00014238i,0.00021619+0.00033255i,0.000914+0.00048486i,0.00069724+0.00012491i,-0.00010781-0.00045686i,-0.00029136-0.00074074i,0.00028258-0.00036219i,0.00050445-0.00044064i,-3.7348e-05-0.00086407i
-0.00074922+0.0012184i,0.00018327+0.00037434i,0.00050959-0.00040013i,-0.00095035-2.4708e-05i,-0.0015833+0.00034036i,-0.00051967+0.00047008i,0.00078242+0.00059201i,0.0010417+0.00019388i,0.00050697-0.00081109i,-7.8309e-05-0.00088651i,-2.018e-06+0.00043448i,0.00049396+0.0012381i,3.8533e-05+0.00079832i,-0.00038125-0.00024741i,-0.00039568-0.00015526i,-0.0003651+0.00037299i,-0.00026656+0.00024625i,-0.00015833-1.1522e-05i,-0.00010676-0.00032184i,-5.681e-05-0.00070724i,0.00019403-0.0004876i,0.00045556+6.1162e-05i,1.0629e-05+0.00058704i
-0.00048611-0.0025144i,-0.0013561-0.0017207i,-0.000739-0.00071564i,1.6331e-05+4.128e-05i,0.0010856+0.00032693i,0.0012662+0.0010795i,0.0006034+0.0011287i,0.00036953-6.2463e-05i,-0.00067141-0.0012562i,-0.0012629-0.0012652i,-0.00015845-0.0010624i,0.0013371-0.0011084i,0.0015736-0.00045955i,0.0010942-5.0492e-06i,-0.00010379-0.00028819i,0.00012895-0.00034588i,0.00089886-0.00031586i,0.00038295-0.00026955i,0.00039728-0.00050735i,0.00055994-0.00031755i,-0.00010419+0.00033069i,-0.00050579+0.0007177i,-0.00081246+7.0438e-05i
0.00073206+0.0019427i,0.00052239+0.0018413i,0.0010555+0.00078393i,4.948e-05+0.00052871i,-0.0012752+0.00070936i,-0.00028348+0.00052127i,0.00020237-0.00038283i,-0.00037808-0.00049465i,-0.0013435+0.00017822i,-0.0013627+5.0963e-05i,-0.00016798-5.6191e-05i,0.00016712-0.00047326i,-0.00037356-0.00041245i,-0.00068981-7.8747e-05i,-0.00069594+0.001191i,-0.00027086+0.0012919i,0.00095388+0.00020675i,0.0010826+0.00012758i,0.00012706+0.00020159i,-6.0267e-05-0.00011405i,1.1868e-05-0.00026916i,0.00037954-0.00051174i,0.00020694-0.0010128i
-0.00060571+0.00053541i,-0.00045686+0.00086126i,0.00016162+0.00083612i,0.00041881+0.0011405i,0.00011498+0.0015523i,-0.00026083+0.0012263i,0.0002741-4.3063e-05i,0.00099215-0.0013316i,0.00026326-0.0012875i,-0.00081717-0.00087338i,-0.00040154-0.00011421i,8.8141e-05+0.00048282i,-0.00022761+0.00072415i,-0.00017445+0.00068858i,-0.00010685-8.241e-05i,-0.00041252-0.00028356i,-0.00067736+0.00090454i,-0.00054882+0.00043305i,-0.00010078-0.00059884i,-0.00020526-0.00091251i,-0.00054808-0.00082208i,-0.00027987-0.00040526i,0.0004886+9.1285e-05i
0.00030391-0.0034929i,-0.0011727-0.0026612i,-0.0017693-0.0010585i,-0.00070198+0.00021304i,0.0007829+0.0010446i,0.00083784+0.0018366i,0.00012364+0.0018207i,0.0002442+0.00042592i,0.00077931-0.00063068i,0.00070899-0.00074156i,4.5006e-05-0.00036722i,-0.0005092+0.00045896i,-0.00065769+0.00042751i,-0.000437+8.3548e-05i,-0.0005409+0.00048715i,-0.000457+0.00062284i,-0.00023128+0.0002094i,-0.00038336+0.00023913i,-0.00014272+0.00020197i,0.00066017+0.00065479i,0.00075435+0.00098585i,-0.00038175+0.00023908i,-0.00060629-0.00032574i
0.0010853+0.0015399i,0.0014031+0.0023217i,0.00083951+0.0013443i,-0.00030287-2.0106e-06i,2.4788e-05-0.00014638i,0.00067538+8.9736e-05i,0.00039082+0.00015669i,-0.00027282+0.00076839i,0.00019826+0.00073188i,3.1916e-05-0.00048342i,-0.00098514-0.00053378i,-0.00072438-0.00013341i,-0.00051287+0.00025621i,-0.00030877+0.00023666i,6.781e-05+4.5509e-05i,0.00032514+0.00028919i,0.00024284+0.0010176i,0.00012527+0.00079128i,0.0003891-0.00020519i,2.7446e-05+4.2412e-05i,-0.0002054+2.4161e-05i,0.00015901-7.5409e-05i,0.0007716+6.7804e-05i
-0.00057723+0.0016158i,-0.00012141+0.0012999i,0.00046056+0.0013282i,0.00047171+0.00097929i,0.00027025+0.00037586i,0.00041623+4.3205e-05i,0.00011855+6.2996e-05i,0.00046924+0.00064577i,0.0010017+0.00084006i,0.00053531+0.00064414i,-0.00041504+0.0001468i,-0.00067229-0.0001259i,-0.00027323-0.00043072i,5.3068e-05-0.00060355i,0.00050986-0.00036883i,0.00071098-0.00051626i,0.00090637-0.00071451i,0.00093047+5.6617e-05i,0.00063111+0.00097558i,0.00020073+0.00078532i,0.00017471+0.00015534i,0.0010999-3.6684e-05i,0.00091039-5.1416e-05i
-6.2891e-06+0.0028754i,0.0004974+0.0021646i,0.00078264+0.0013573i,0.00082123-2.4294e-05i,0.0010241-0.0012408i,0.00014626-0.00057395i,-0.00058583+0.00067448i,-0.00029526+0.00072383i,0.00028164+0.00054581i,0.00016665-3.8673e-05i,0.0003044-0.00016405i,0.00020201+2.8584e-05i,0.00029233-0.00037126i,-0.00027452-0.00025315i,-0.00067235-0.00025894i,-0.00018507-0.00032369i,-0.00056365-0.00024046i,-0.0011035-0.000192i,-0.00025588-6.4292e-05i,0.00023288-0.00031978i,-8.8961e-05-2.1978e-05i,0.00031123+0.00013545i,0.00083891+8.2837e-05i
-0.00091098-0.0017215i,-0.002692-0.00086172i,-0.0030676-0.00050664i,-0.0020525-0.00018824i,-0.0013874+0.00021617i,-0.00092513+0.0011656i,0.00020252+0.0017364i,0.0013478+0.0011196i,0.00071347+0.00051998i,-0.00085975+0.00025391i,-0.0010494+0.00032428i,-0.00055565+0.00065038i,-0.0010641+0.00049852i,-0.0013371-0.00051503i,-0.00089879-0.00027908i,-0.00052885+0.00057407i,-0.00034207-0.00015734i,4.4714e-05-3.9556e-05i,0.00047462+0.00056583i,0.00055664+0.00098665i,4.8294e-05+0.00060687i,-0.0003635+0.00029083i,-0.00023939-0.00018345i
-0.0011808-0.0004105i,0.00022307+0.0003671i,0.00050519+0.0025838i,0.00050098+0.0034076i,0.001019+0.0021733i,0.0019607+0.00091095i,0.0013164+0.00090526i,-0.00038531+0.0011368i,-0.00057906+0.00064396i,-0.0001078-9.6439e-05i,0.00039109-0.00027933i,0.00039974-0.00033769i,0.00041267-0.00019805i,4.8008e-05-6.7543e-05i,-0.00037248+0.00023648i,0.000343+0.00057394i,0.00025638+0.00052741i,-0.0011614+0.00073981i,-0.0017278+0.0010368i,-0.0010119+0.00036313i,-0.00042175-0.00012656i,-0.00091986+0.00021382i,-0.00095464+0.000393i
-0.0012681+0.001985i,-0.001296+0.0010582i,-0.0011574+0.00095538i,-0.00084441+0.00083785i,0.00027983+0.00016392i,0.00084171-0.0001046i,0.00068575-0.00021126i,0.00029645-0.00050568i,0.00060904-0.00027529i,0.00048356+0.00029844i,0.00013939-0.00034448i,1.9205e-05-0.00066426i,-0.00038-0.00015268i,-0.00016634-0.0002607i,-6.8474e-05-0.00054013i,-0.00039186-0.00055745i,-0.000458-0.00021732i,-0.00047194+0.00041451i,-0.00037031-3.6622e-05i,0.00014799-0.00011905i,0.00066975+0.0003865i,0.00045793+5.3062e-05i,-3.5333e-05-0.00047288i
-0.0012965-0.0016768i,-0.0011342-0.00048321i,-0.00020399+0.00052539i,0.00010977+0.00044854i,-0.00081509-0.00019868i,-0.00051328+0.00036382i,0.00043444+0.00078868i,0.00034256+0.00041631i,-7.9065e-05-0.0001077i,-0.0010308+0.00014138i,-0.00083851+0.00052255i,-0.0001366+0.00032685i,0.00019157-0.00045433i,0.00051126-0.0001829i,0.00058437+0.00089803i,0.00046458+0.00021712i,-0.00018435-0.00032465i,-0.00054865-5.8423e-05i,-0.00078356-0.00027041i,-0.00092172-0.00091217i,-0.00040333-0.00085175i,0.0003135-0.00036502i,0.00047104-1.4864e-05i
-0.00074003+0.0019452i,0.00025974+0.00299i,0.0012046+0.0043517i,0.0015048+0.0036069i,0.0020318+0.0020195i,0.0024407+0.0010103i,0.0015582+0.00046414i,0.00026774+0.00025652i,-0.00043748-0.00043296i,-0.00011905-0.0003344i,0.00033565-7.8287e-05i,0.0003877-0.00032022i,0.00031807-0.00030413i,0.00019267+0.00021517i,-0.00016878+0.00074147i,-0.00041572+0.00078877i,-0.00042517+0.00065037i,-0.00019174+0.00057898i,0.00040002+0.00019383i,0.00086596+0.00028079i,0.0011438-1.6215e-05i,0.00071713-0.00077155i,0.00046165-0.00084699i
-0.0012592+0.00052785i,-0.0019292-0.0006963i,-0.0013747-0.00057543i,-0.00077281-1.0972e-05i,-0.00026102+1.9353e-05i,0.00035847+0.00017982i,0.0010356+4.0207e-05i,0.00069241+2.6006e-05i,0.00011452+9.0221e-05i,-6.1192e-05-8.4661e-05i,-0.00069789-2.134e-06i,-0.00029736+0.00043887i,0.0008378+0.00025061i,0.0011364-0.00031847i,0.00078577+0.00038126i,0.00056113+0.00018354i,0.00054441-0.00020525i,0.00037135+0.00030624i,-0.00024118+0.00018016i,-0.00038958-3.8676e-05i,-0.0002323+0.00025704i,-0.00028263+0.00064628i,6.0051e-05+0.00053093i
0.00043239-0.0016999i,0.00046616-0.0012691i,-0.00021231-0.00038073i,-0.001164+0.00027306i,-0.00077877+0.00032266i,-0.00056075+0.00049058i,-0.00056363+0.0010873i,-6.0759e-05+0.00089248i,0.00039224-0.0001653i,-1.6159e-05+5.8038e-05i,-0.00051224+0.00063874i,-0.00051918+0.00073355i,-0.00044209+0.00070282i,4.4445e-05-0.000222i,0.0004342-0.00063409i,0.00051208+0.00017176i,-0.00022755+0.00037856i,0.00023261+0.00014328i,0.00050764+0.00012351i,-0.00028701-0.00048103i,-0.00024519-0.00074716i,-1.1612e-05+2.2891e-05i,0.00026054+0.0011512i
0.00049907-0.00030931i,-0.00017597+0.00020447i,-0.00095549-0.00015895i,-0.0004838+0.0002948i,0.00010488+0.0013114i,0.00047919+0.0010686i,0.00081672+0.00010955i,0.0016744+0.00018369i,0.001977+0.00036615i,0.00099512-0.00018718i,0.00012336-0.00057985i,0.00046991-0.00048197i,0.00033846+0.00025908i,-0.0002545+0.00016347i,-8.7567e-05-0.00090344i,-0.00028282-0.00076786i,-0.00062154-0.00028592i,-0.00015936-0.00015134i,0.00038756-0.00022364i,0.00077264-0.0001608i,0.00081195-0.00019834i,0.00033482-0.00016885i,0.00015439-0.00025634i
