-0.0014933+0.00019571i,-0.0019726-0.00074921i,-0.0016924-0.0013366i,-0.00084511-0.00051388i,-0.00082098+0.00054259i,-0.0012925+0.00061991i,-0.00069697+0.00090291i,0.00023481+0.0011096i,0.00097974+0.00047754i,0.00059337+0.00044015i,8.6738e-05-0.00049724i,4.0118e-05-0.0012672i,1.7566e-05-0.00083811i,0.00071927-0.00059482i,0.0005484+3.1142e-05i,-0.00071275+0.00077213i,-0.0012713+0.00029117i,-0.0008486-0.0009899i,7.7231e-05-0.0012533i,0.0006852-0.00020394i,0.00075488+0.00066035i,0.00026123+0.0005992i,-0.00021555-3.7498e-06i
-0.00070648+0.0002299i,-0.00039869-0.00059774i,-8.8812e-05-0.00099866i,0.00014868-0.00026455i,0.00054946-0.00018577i,0.00060461-0.00094234i,-0.0002727-0.0010134i,-0.00088348-0.00053433i,1.5014e-05-0.00016026i,0.00098645+0.00010781i,0.0011737-0.00033076i,0.001176-0.00049099i,0.00053725-0.0012049i,0.0002537-0.0011756i,0.00018789+0.00017014i,-7.9175e-05+0.00063285i,0.00020253+0.00084881i,0.00031235+0.0006463i,0.00036453+0.00039163i,0.00037727+0.0003705i,0.00051863-0.00027938i,0.00056694-0.00030038i,0.00075692+0.00058352i
-0.00025036-0.00050607i,-0.00012041-0.0017729i,-0.0006112-0.0020976i,-0.00030157-0.00080841i,0.00077311-0.0003498i,0.00080739-0.0013739i,0.00011863-0.0012461i,0.00015735-9.2583e-05i,0.00038754+0.00070375i,0.00026956+0.00014115i,0.00014565-0.00023828i,-8.828e-05-1.6317e-05i,0.00016178-0.00060654i,3.0682e-05-0.00054455i,-0.0006924-0.00034679i,-0.00055628-0.00019828i,-0.00035067-0.00040655i,-0.00043246-0.00060685i,-0.0002172-0.00020705i,-0.00025672+0.00033587i,-0.00013845+0.00054583i,0.0003379+1.436e-05i,0.0007563-0.00046857i
-0.0012644-0.00064822i,-0.0013103+0.0013361i,-0.0012221+0.0017105i,-0.0016736+0.0013513i,-0.0016797+0.0011941i,-0.00035188+0.00059737i,-5.7016e-05+0.00010509i,-0.0007271-0.00041528i,-0.00095953-0.00041338i,-0.00096687+0.00067464i,-0.00040295+0.00048677i,0.00020394-0.00024109i,0.00014487-0.00011856i,-0.00020211+0.00015655i,0.00028597-0.0001732i,0.00051658-0.00073961i,0.00031494-0.00029198i,0.00037845-3.2715e-05i,0.00030939+0.00044567i,0.00028573+0.00080418i,7.9707e-05+0.00026844i,-2.8398e-05-3.5624e-05i,3.5839e-05+0.00016395i
0.00055777-0.00047914i,-0.00019202-0.00035518i,-0.00020294-0.0013237i,0.00047706-0.0011477i,0.00075563+0.00012657i,0.00013527-0.00042606i,-0.00053449-0.00062152i,7.2e-05-3.0204e-06i,0.00065217-2.5675e-05i,0.00012625+0.00034153i,-0.00011899+0.00019947i,0.00046588+0.00029511i,0.00026822+0.00073002i,-0.00029993+0.00084925i,-0.00085607+0.00071299i,-0.00072249+0.00048211i,-3.9003e-05-0.00015938i,0.0003812-0.00033233i,0.00064858-0.00020938i,0.00028404-0.00056711i,0.00018536-0.00011804i,-0.00030473-0.00011202i,-0.00045324-0.00048367i
4.1536e-05-0.0012908i,0.00018399-0.00098065i,0.00064821-0.0014299i,0.00021332-0.00090749i,-0.00068735-0.00055217i,-0.00010048-0.00010918i,0.00022023-0.00016876i,-0.0001351-0.00054764i,8.5707e-05-0.00064697i,0.00030536+4.1502e-05i,0.00014974+0.00032375i,0.00041921-5.3994e-06i,0.00060387-0.00071578i,-0.00012956-0.00085866i,-0.00052352-0.00018124i,0.00018263+3.5722e-05i,0.00033447-6.1314e-05i,-0.00036888-0.00015732i,-0.00095742-2.821e-05i,-0.00079794+0.00035721i,-6.8396e-05-5.4965e-05i,0.00028815-0.0002786i,0.00037528+4.4972e-05i
0.0020294-0.001664i,0.0014716-0.0028971i,-4.1537e-05-0.0029119i,-0.00030231-0.0010427i,-0.00057227-0.00058808i,-0.00094781-0.00075874i,-0.00040965-0.00018265i,7.053e-05-0.00016775i,-0.0002947-5.544e-05i,-0.00049207-6.7429e-05i,-0.00042611-0.00074922i,0.00022565-0.0014998i,-0.0001203-0.0015844i,-0.00085811-0.0012712i,-0.0007824-0.00037851i,-0.0012102+0.00011174i,-0.0011642+0.00028191i,-0.0002943+0.00066295i,-7.7238e-05+0.00047139i,-0.00024946-0.00039366i,-0.00065327+5.5797e-05i,-0.0013346+0.00063435i,-0.001258+0.0001298i
-0.0002374+0.0015824i,0.00036912+0.0021319i,0.00057388+0.0013583i,0.0013114+0.00014114i,0.0012932+1.6841e-05i,0.00022078-0.00027607i,-0.00044844-0.00051203i,-0.00032371+3.774e-06i,-0.00021688+0.00019005i,-0.00014477+0.00091815i,-1.1205e-05+0.0014906i,0.00017197+0.00039288i,9.7692e-05+8.8602e-05i,-0.00066385+0.00023591i,-0.00084889-0.0003412i,-0.0001038-0.00041041i,0.00042772-5.4801e-05i,5.6331e-05+0.00027892i,-0.00077924+0.00028718i,-0.00072075+0.00061362i,0.00030568+0.001068i,0.00064811+0.0013035i,-0.00030129+0.00088764i
-0.00011006-0.00070357i,-0.0010682-0.0011754i,-0.0017959-0.0022015i,-0.0019808-0.001124i,-0.0010202+0.00058071i,0.00061939+0.0016242i,0.0011439+0.0012999i,0.00027164+0.00019584i,-0.00017742+2.7113e-05i,-0.00019546-1.921e-05i,-0.00011891-0.00046123i,-0.00046321+0.00014136i,-6.189e-05+0.0011346i,0.00074195+0.00090226i,0.0006352+0.00041446i,-0.0001671-9.8472e-05i,-0.00037547-0.00067194i,-0.00017105-0.00058833i,-4.964e-06+0.00013995i,-8.5507e-06+0.00031665i,-0.0002302-0.00013136i,4.4234e-05-0.00085396i,0.00068294-0.0007465i
-0.0015632-0.0020198i,-0.0014919-0.0020386i,-0.00060594-0.00041437i,0.00016334+0.0011929i,0.00035802+0.0018914i,-0.0001766+0.0012922i,-0.00074388+0.00019984i,-0.00071795-0.00026797i,-0.00066429-0.00010135i,-0.00090686-0.00012231i,-0.00046142-0.00014856i,0.00027435+0.00016292i,0.0001829+0.00022222i,-0.00055878-0.00053146i,-0.00083641-0.00063664i,-0.00081816-9.9336e-05i,-0.00014857+0.0001048i,0.00035209-0.0001646i,0.0001204+0.0003042i,0.00029699+0.00096815i,0.00057412+0.00065545i,0.00066401+0.00066152i,0.00081582+0.00039557i
-0.0010099-0.0026957i,-0.0011636-0.0035719i,0.00033435-0.0033968i,-1.0963e-05-0.002253i,-0.0015275-0.0010901i,-0.0023854-0.00060434i,-0.0016576-0.0006928i,-0.0003354-5.253e-05i,-2.0089e-06+0.00025447i,-5.7544e-05-0.00014585i,-0.00024544+0.00032405i,-9.9227e-05+8.9226e-05i,0.00084983+0.00023734i,0.00080732+0.00092494i,-8.5167e-05+0.00026723i,4.2372e-06+0.00053443i,0.00047414+0.00081201i,-0.00014026-2.5483e-05i,-0.00076901-0.00023721i,-0.00052343+0.0001497i,-5.3875e-05+0.00017631i,-0.00021219+0.00047659i,-0.0005984+0.00040333i
0.003209-0.00074025i,0.0027889-0.0017899i,0.0019959-0.0012652i,0.0010215-0.00029527i,-0.00014503-0.00058745i,-0.00058846-0.00069381i,-0.0012821-0.00023665i,-0.0018374+0.00037814i,-0.0012087+0.00032116i,-0.00097908-0.00033567i,-0.00025773+0.00016851i,-3.2145e-05+0.00082791i,-0.001174+0.0011242i,-0.0013365+0.00070062i,-0.0010186-0.00020796i,-0.0010699+0.00024892i,-0.00027435+0.00020008i,0.00049407+0.00029573i,0.0011988+0.0015978i,0.0019384+0.0015369i,0.0018433+0.00075499i,0.00092866+0.00018158i,0.00052291-0.00048912i
0.00021952+0.00043018i,0.0011387+0.00064113i,0.0016907+0.00014576i,0.0012654+1.6945e-05i,0.00062916+0.00022402i,-0.00010729+2.2866e-05i,-0.00048486-0.00023401i,-0.00021061-0.00010074i,-0.00010668-0.0001055i,-0.00020986-0.00034452i,-0.0002196-0.0005927i,-0.00033381-0.00047144i,-0.00028792-0.00054859i,-0.00014931-0.0010492i,-0.00081542-0.00024921i,-0.0010386+0.00021762i,-0.00063111-0.00017954i,-0.00039625-0.00025796i,3.8674e-05-0.00080525i,-2.4212e-05-0.0001726i,0.00019068+0.00072417i,0.00056977+0.00065901i,0.00088001+0.0012003i
0.0014038-0.0012207i,0.0012985-0.0034549i,0.00078545-0.0040482i,-8.5096e-05-0.0032237i,-0.000493-0.0020945i,-0.0011822-0.00072048i,-0.00090603+0.00017704i,-0.00013696+0.00031567i,0.00022407-0.00015858i,0.0010187-0.00076483i,0.0010375-0.00014144i,2.0611e-05+0.00038307i,-0.00056259-8.066e-05i,-0.00073963-0.00032659i,-0.001013+0.00018327i,-0.00074121-0.00022143i,0.00037915-0.00069451i,-0.00018451-0.00045556i,-0.00038163-0.00052517i,4.2249e-05-0.00029084i,-0.0003286-3.552e-05i,-0.00027529-0.00040136i,-0.00054467-0.00036387i
-0.002364-0.00065179i,-0.00095166+0.0004035i,-0.0011972+0.001166i,-0.0016821+0.00028722i,-0.00064217-0.00032612i,6.9488e-05+0.00017808i,0.00038158-6.5903e-05i,0.00080994-0.00030504i,0.00055082+1.3156e-05i,0.00025317-0.0003369i,9.3875e-06-0.00033725i,0.00030965-0.00010986i,0.0011676-0.00042188i,0.0014943-0.0004538i,0.0010152+9.294e-06i,-0.00026592+0.00071884i,-0.0008491+0.00082898i,-0.00010777+0.00058595i,0.00027694+0.00052677i,-3.4439e-05+0.000665i,-9.7674e-06+0.00048416i,-0.00015161+0.0003849i,-0.00064453+0.00027504i
-0.00010062+0.0011949i,0.0013825+0.0013317i,0.0016607+0.0012428i,0.0014133+0.00097433i,0.001193+0.00035652i,0.00023502+8.4239e-05i,-0.00071869+0.00018941i,-0.00079052+0.0002189i,-0.00086388+0.00034586i,-0.00035267+9.8405e-05i,0.0010854-0.00034688i,0.0011316-0.00048423i,-0.00030748-0.00022904i,-0.00067788+0.00019499i,-0.00042543+9.6182e-05i,-0.00040588+0.00074635i,-0.00094262+0.00096935i,-0.00094657+0.0005168i,-0.00085746+0.00037399i,-0.00084414+0.00054177i,-0.00058842+0.00015382i,-0.00039823-0.00031277i,7.9941e-05-0.00065128i
0.0014009-0.00099156i,0.0014244-0.0014082i,0.00097195-0.0018963i,6.5806e-05-0.0021507i,-0.00038291-0.00062648i,-0.00013266+0.00057115i,-0.00075541+2.2276e-05i,-0.0010389+9.32e-05i,0.00014582+0.00072i,0.00071223+0.00039802i,0.00077748-0.00012839i,0.00013514-0.00037109i,-0.00017108-0.00039261i,0.00018954+0.00034057i,0.00043288+0.0010601i,0.00012576+0.00060894i,2.8732e-05-0.00036032i,0.00013935-0.00075687i,-0.00040703-0.00038209i,-0.00076406+0.00055559i,-0.00085451+0.00076713i,-0.000477+0.00018144i,-6.7094e-05-2.8075e-05i
-0.00046017-0.00016912i,-0.0014361+3.8946e-05i,-0.0018223+3.7039e-05i,-0.0019856+0.00020975i,-0.0017292+0.0003411i,-0.00072387+0.00011394i,0.00042814+0.00059236i,-0.00012035+0.0015037i,-0.00043675+0.0008807i,-0.00054706-0.001061i,-0.00061436-0.0015779i,-0.00028329-0.00070653i,-0.00052699-0.00049496i,-0.00097832-0.00041902i,-0.0012086-0.00019133i,-0.0010868+0.00017603i,-0.00054304+2.396e-05i,0.00033871-0.0003921i,0.00075519-6.1399e-05i,-0.00045779-0.00024664i,-0.00082006-0.00068622i,-2.0293e-06-0.00034464i,0.00015649+0.00017172i
0.001899-0.0032729i,0.0025835-0.0040286i,0.0024732-0.003025i,0.0017603-0.0017998i,0.0015925-0.00056336i,0.0015097+0.0001824i,0.0005565+0.00093151i,-0.00011761+0.00077852i,-0.00025154+0.0001288i,-0.00024038-0.00035986i,-0.00033356-0.00014628i,-0.00012431+0.00058937i,0.00020037+0.00033771i,0.00034935-0.0002219i,-0.00040391+0.00018444i,-0.0011092+0.00010956i,-0.00069686-3.5303e-05i,-0.0003996-3.7831e-05i,-0.00073633-0.00030092i,-0.0003246+0.00011451i,0.00010087+0.00087666i,1.8858e-05+0.0017458i,0.00010017+0.0016782i
0.00012563-0.0015704i,-0.00036996-0.0020712i,-0.0013113-0.0015641i,-0.0010825-0.0018209i,-0.00076483-0.0014813i,-0.0004472-0.00094266i,-0.0003523-0.0011153i,-0.00037954-0.00036048i,-0.00025053+0.00064523i,-0.00052501+0.00073662i,-0.00054189+0.00032511i,-0.00039706+0.00063554i,-0.0010109+0.00077482i,-0.00099482+0.00056923i,7.842e-05+0.00039449i,0.00049291+0.00032868i,0.00047693+0.00053974i,0.00023015-0.00035347i,-0.00011504-0.001287i,0.00026801-0.0010523i,0.00030942-0.00031531i,-2.4609e-05+0.00031269i,-0.00013458+3.3386e-05i
0.0019865-0.00043317i,0.0017179-0.00048848i,0.00093001-0.00077172i,0.00010359-0.00027804i,-0.00065323+7.1866e-05i,-0.00085215-0.00024971i,-0.00087756-0.00015724i,-0.0001167+0.00082878i,0.00045952+0.0010733i,-0.00013767+0.00044205i,-0.00071818+0.00041606i,-0.00041815+0.00012378i,-0.00018717-0.00041622i,-0.00063567-0.00010329i,-0.00086087+0.00059333i,1.3189e-05+0.00073322i,9.8391e-05+0.00080953i,-0.00083363+0.00015179i,-0.00085178-0.0002548i,-0.00069782+0.00048742i,-0.00041482+0.00097413i,-2.3535e-05+0.00024323i,0.00047478+0.00034268i
-0.00079176-3.3335e-05i,-0.00039099+0.0015579i,-0.0016279+0.0010913i,-0.00098729+0.00077041i,0.00058672+0.0010934i,0.0001695+0.001007i,0.00028349+0.00065943i,0.00098276-0.00031168i,0.00064417-0.00042302i,0.00038783-1.9663e-05i,0.00079447-0.00015942i,0.00099375+7.2728e-05i,0.00039055-6.2759e-05i,-0.00018992-0.00062746i,-0.00025516-0.00059244i,-5.6604e-05-1.9846e-05i,3.6831e-05+0.00057504i,0.00038207+0.00081918i,0.00061084+0.00039601i,0.00084385-0.00010396i,0.00066743-0.00067202i,0.00026893-0.0006841i,0.00021885-0.00055537i
0.0004522-0.0016186i,0.00012694-0.0034949i,-0.0007226-0.0044565i,-0.0007996-0.0023896i,-0.00062682+8.0046e-05i,-0.0011281+0.00012472i,-0.00086939-2.6207e-06i,-0.00083095+0.00084064i,-0.00090834+0.00081331i,-0.00020485-0.00027664i,0.00054871-0.00052996i,0.00052709-6.5625e-05i,0.00081197-0.00048014i,0.00051943-0.00071229i,-0.0004797-8.7386e-05i,-5.8298e-05+9.2679e-05i,0.00012311+2.3697e-05i,-9.4519e-05+0.00016164i,0.00030664-0.00022043i,0.00062571-0.00074988i,0.00016166-0.00082585i,-0.00026802-0.00025992i,-0.00070054-0.0003072i
-0.0018782-0.0012012i,-0.0019593-0.00078552i,-0.001804-0.00059678i,-0.0012982-0.00044517i,-0.0004933-0.00038573i,-2.8158e-05-0.00086486i,-0.00028612-0.00061644i,-6.2327e-05+0.00075524i,-0.00025208+0.0008547i,-5.4857e-05+0.00060889i,7.1415e-05+0.0010513i,-0.00051275+0.00094266i,-0.00066186+0.00064575i,-0.00024238+0.00020056i,-0.00016761+0.00020762i,9.6201e-05+7.8449e-05i,0.00037926-0.00010296i,0.00022249+0.00010611i,0.00010703+0.00033912i,0.00033414+0.00025122i,0.00047129-3.279e-05i,-0.00065343+0.00050123i,-0.00076718+0.0010572i
0.0016088-0.0013182i,0.0021533-0.003092i,0.0018365-0.0039416i,4.8617e-05-0.002643i,-0.00033406-0.00061748i,0.000397+0.00075374i,0.00076695+0.0011828i,-3.145e-05+0.00092926i,-0.00042497+0.00060641i,-0.00053539+0.00047887i,-0.00070696-0.00016942i,0.00018411-0.00033623i,0.00098368-6.3896e-05i,0.00072429+0.0001649i,-0.00043409+0.00083718i,-0.00069753+0.0012597i,-0.00064039+0.00053705i,-0.00060952-0.00042208i,0.00025068+0.00013235i,0.00041585+0.00061359i,0.00034546+5.1807e-06i,0.0004685-6.4565e-05i,-6.0261e-05-0.00042866i
0.00061311-3.1981e-05i,-0.00023306-3.3132e-06i,-0.0016163+0.00078938i,-0.0021599+0.00053054i,-0.0002851+0.00022873i,0.00024867+0.0006895i,3.4712e-05+0.00036327i,0.00052953+0.00049679i,0.00049427-2.9115e-05i,-0.00010396-0.00059794i,-0.00068463+1.8367e-05i,0.00010885+0.00023386i,0.00064392+0.00057029i,0.00044597+0.0011367i,0.000317+0.00083665i,0.00018907+0.0001167i,-0.00012782+0.00025468i,-0.00086742+0.00049364i,-0.00075786+0.00048381i,-0.00031579+0.0006276i,-4.9364e-05+9.6029e-05i,-0.00044615-0.00045009i,-0.00038696+5.5438e-05i
-0.00051844-0.002123i,-0.00055995-0.0031044i,-0.00018665-0.0023585i,-3.8087e-05+0.00011986i,0.00021843+0.00082271i,6.602e-05-0.00097389i,-0.0003237-0.0014753i,-0.00045279-0.00056324i,-6.4088e-05-0.00082625i,0.00023108-0.0008544i,0.00011036+0.00021567i,-0.00046705+0.00088256i,-0.00073183-7.0625e-05i,-0.00011809-0.00092367i,-6.0406e-05-0.0012846i,0.00033557-0.00044407i,0.00082387+0.0010591i,0.00036813+0.0010653i,0.00037424+0.000144i,0.00079482-0.00053235i,0.00042981-0.00073171i,-0.00022784-0.00032788i,-0.00080704-0.00013767i
0.00016988-0.0010916i,-0.00028987-0.00032971i,-0.00048759-0.00098635i,-0.00069025-0.0017991i,-0.00033745-0.0012599i,0.00036553+2.9124e-05i,0.00046706+0.0010948i,0.00056782+0.00066493i,0.00034821-0.0007744i,-0.00010508-0.00084003i,6.0335e-05+0.00021852i,0.00016305+0.00045362i,0.00028259-0.000222i,0.00060746-0.00055952i,0.00069261+1.3823e-05i,0.00037259+0.00037028i,0.00043417-1.5513e-05i,-7.7033e-05-0.00028177i,-0.00069539+7.678e-06i,-9.9492e-05+0.00027688i,0.00044085+0.00039741i,0.00018599+0.00055332i,-0.00052945-7.4225e-05i
-0.0012485-0.0044735i,-0.0018246-0.002967i,-0.0033072-0.0011189i,-0.003422+0.0004553i,-0.0021295+0.001284i,-0.00068811+0.00087845i,-0.00022043+8.5242e-05i,-0.00034967-0.00039982i,-0.00081759-0.00065196i,-0.00094689-0.00084211i,0.00024209-0.00048065i,0.001591-0.00046179i,0.001188-0.0004696i,0.00074745-0.0004433i,0.0014304+4.8017e-05i,0.00096655+0.00022623i,-2.8383e-05-0.00025981i,-0.00078922-0.00014409i,-0.00071548-0.00026546i,2.5424e-05-0.00024515i,0.00022573-5.7266e-05i,-2.5089e-05+8.2027e-05i,8.9066e-05+8.1393e-05i
0.0036202-0.0010785i,0.0033845-0.0015341i,0.003345-0.0008392i,0.0026454-0.0013085i,0.00023359-0.0013372i,-0.001937-0.0003693i,-0.001495+0.00061932i,-0.00034901+0.00089677i,-2.6658e-05+0.00022721i,0.00010888-9.7883e-06i,0.00072958+5.081e-05i,0.00078474+0.00024119i,3.5185e-05+0.00038356i,-0.0010176+0.001178i,-0.0010169+0.0012433i,3.3514e-05+0.00056861i,0.0006071-6.9089e-05i,0.00021428-0.00021357i,-0.0002296-0.00072368i,0.00024044-0.0010636i,0.00038739-0.00029574i,-0.00023807+0.00014649i,-0.00018332+0.00052869i
0.0010701-0.0016357i,-0.00020787-0.0026397i,-0.00097968-0.0022351i,-0.00039406-0.0013449i,0.0010495-0.0012528i,0.00092641-0.0012617i,-1.0702e-05-0.00053474i,-0.00026526-0.00012574i,0.0002521+0.00017904i,0.0002624+0.00032399i,-0.00035582-0.00016877i,-0.0010227-0.00010616i,-0.00061651-7.5583e-05i,0.00032478-0.00036955i,0.00075092-0.00033758i,-0.00042222+0.00019743i,-0.00080119+9.2258e-05i,-0.00032444-0.00022284i,-0.00065285+0.00048485i,-0.00031591+0.00081117i,0.00052176-5.8581e-06i,0.00044761-0.00072138i,0.00042916-0.00048161i
0.00071713-0.0011654i,-0.00051212-0.0010645i,-0.0019034-0.0015637i,-0.0025292-0.0018256i,-0.001772-0.0012936i,-0.00047418-0.00030198i,-0.00055179-0.00018908i,-0.0013778-0.00037376i,-0.00053225-0.00022111i,0.00036647-0.00014202i,0.00034732+0.00061252i,-0.00023664+0.00064014i,-0.00032559-0.00028683i,0.00024667-0.00043958i,0.00019887-0.00020814i,0.00068872-0.00031075i,0.00058116-0.00021185i,0.00036548+0.00083324i,0.00040723+0.00062986i,0.00030313-0.00017203i,0.00073952+0.00031809i,0.00071637+0.00018845i,-0.00024238+0.00019283i
2.2329e-05-0.0004286i,0.0011041-0.00079895i,0.003153+0.00061087i,0.0034952+0.00086319i,0.0025502+0.00027517i,0.0007562+0.00023994i,-7.13e-06+0.00076002i,-0.00036359+0.0009658i,-0.00016054+0.00048293i,0.00074598-0.00034274i,0.0012144-0.00027815i,0.00082344+0.00066116i,0.00030487+0.00080701i,-0.00030991-0.00027474i,-0.00085917-0.0010019i,-0.00020432-0.00067004i,0.00055623-3.468e-05i,0.00031417+0.0010552i,0.00039253+0.0013146i,0.00060076+0.00064726i,0.0007871+0.00026575i,0.0012572+0.00011892i,0.00019541+9.1762e-05i
-0.00022657-0.0017707i,0.00029405-0.0023727i,-0.00013769-0.0026141i,-0.0011378-0.0018861i,-0.00062566-0.00070826i,0.00031447-0.00068947i,0.00073909-0.001054i,0.00056932-0.00075016i,0.00069294-5.8918e-05i,0.00018923+2.9381e-05i,0.00012432-0.00030637i,-7.939e-05-0.00019351i,-0.00097899+0.00063142i,-0.00068967+0.0011655i,-0.0010319+0.00037339i,-0.0012237+0.00041423i,-0.00064589+0.00027912i,-0.00073458-0.00024394i,-7.0341e-05-0.000569i,-5.4302e-05-0.00038819i,-0.00046888+2.8041e-05i,-0.00046456+3.8532e-05i,5.1523e-05+0.00052737i
2.1051e-05+0.001838i,-0.00095564+0.0024072i,-0.0014187+0.0021919i,-0.0012248+0.0010028i,-0.00069745+2.0236e-05i,-0.00081778-0.00027694i,-0.0010287-0.00064751i,-0.00081468-0.00026537i,-0.00060729-4.7743e-05i,-6.4499e-05-0.00043554i,3.3855e-05-0.00031338i,-0.00024881+0.00036135i,-0.00010898+0.00059484i,7.1114e-06+0.00082691i,-0.00042651+0.00043506i,0.00011145-9.3157e-05i,0.0010902-0.00034657i,0.00081736-0.00032387i,-0.00032112+4.7916e-05i,-0.0010416+9.4695e-05i,-0.00064229+4.8398e-05i,-0.00039015+0.00064415i,-9.3982e-05+0.0011299i
0.0014511+0.00011815i,0.0021433-0.0013461i,0.0022251-0.0025071i,0.00082291-0.0025756i,-0.00090953-0.001792i,-0.0019425-0.00095001i,-0.001126-0.00034612i,7.4692e-05-0.00044715i,0.00041532-0.00081169i,-0.00054409-0.00064685i,-0.0008958+0.00022225i,0.00026639+0.00068816i,0.00068399+0.00067038i,-0.00017148+0.00012114i,-0.00054203-0.00020439i,-0.00027299-0.00053181i,-0.00011359-0.0009572i,-0.00012697-0.00085694i,0.0003833-7.4202e-05i,0.00075635+0.0004054i,0.00062827-9.1383e-05i,0.00030996-0.00044414i,-0.00034518+7.2253e-06i
-0.0010949-0.0011833i,-0.00016242-0.0011956i,0.000134-0.001119i,-0.00043824-0.0013841i,0.0004848-0.0021766i,0.00044466-0.002291i,-0.00052398-0.0018828i,-0.00032364-0.0015304i,0.00028153-0.0011643i,0.00046256-0.00096164i,0.00012091-0.00025332i,4.4331e-05-0.00019832i,-0.00040501-0.001206i,-0.00034307-0.0011495i,0.00020091-7.167e-06i,0.00027686+0.00053452i,0.00012724+0.00015008i,1.3266e-06-0.00024931i,7.0207e-05+0.00034857i,-0.00031077+0.0007946i,-0.00049139+0.00047578i,-0.00051189+0.00016096i,-0.00098371-0.00010772i
-0.0015577+0.00179i,-0.00075183+0.0015807i,0.00016304+0.0026144i,0.0014494+0.0020771i,0.0021046-0.00019574i,0.0013219-0.0012029i,0.00027156-0.00069524i,-2.9087e-05+8.8575e-05i,0.00014862+0.00075441i,0.00023996+0.00031824i,0.00053438-0.00016912i,0.00068476-0.00025154i,-1.1033e-05-0.00058614i,-0.00055984-0.00077796i,-0.00012311-0.0012085i,-6.2533e-05-0.00075988i,-0.00064151-6.4607e-05i,-0.0004947+0.0002465i,-0.0007614+0.00067932i,-0.00074871+0.00026938i,-0.00026869+7.0198e-05i,-0.00041347+0.00060749i,-0.000391-0.00019096i
-0.00048601-0.00051377i,-0.00080081-0.0013033i,0.00067582-0.00090373i,0.0016573-0.00047901i,0.0013593-0.00036972i,0.00043252+0.00071135i,-0.00034959+0.0013969i,0.00027942+0.00050359i,0.00055719+0.0004601i,0.00053292+0.0010292i,0.0010239+0.0012659i,0.00064043+0.00097636i,-1.6075e-05+0.00019874i,-2.0792e-05-0.00085441i,0.00026975-7.6112e-05i,5.8041e-05+0.00081499i,-0.0001973+0.00036974i,-0.00062662+4.4415e-05i,-0.0010025-0.00039438i,-0.00066762-0.00034903i,4.7294e-05-0.00023915i,0.00067969+5.7334e-05i,0.00014418+0.00067485i
-0.0010929-0.0011479i,-0.00075368-0.0019871i,0.00037735-0.0026109i,0.0012954-0.0018641i,0.0014718-0.001092i,0.00041601-0.0010207i,-0.00071598-0.00083983i,-0.0017759-6.584e-05i,-0.0019127+0.00018472i,-0.00050894+0.00025929i,0.00033506+0.00062938i,0.0006548+0.00049396i,0.0005704+0.00033125i,3.2671e-05-0.00017954i,-0.0005129-0.00061623i,-0.00081599-0.001116i,-0.00044128-0.00041761i,-6.0832e-05+0.00036971i,-0.00029104+0.00011817i,-0.00076044-8.3586e-05i,6.219e-05+0.00018846i,0.00031003+0.00087712i,-0.00050302+0.00050377i
0.001021-0.00092369i,0.0017721-0.0015345i,0.00091187+0.00047918i,-0.00036072+0.0011437i,-0.0005481-0.00011154i,-0.0008304-0.0010127i,-0.0012963-0.0010249i,-0.0010679-0.00023741i,-0.00079687+0.00020411i,-4.38e-05+0.00028719i,0.00077671+0.00017257i,0.0010349-6.1454e-05i,0.00019693-0.00044573i,-0.00068556-0.00065834i,-0.00048195-0.00059939i,0.00017534-0.00012294i,0.00015933-9.2319e-05i,0.00010603-0.00016244i,0.00032274-0.00035644i,0.00093702+1.2836e-05i,0.00042382+0.00046779i,0.00021391+0.00086164i,0.00033286+0.0013796i
0.0017664+0.0003888i,0.0020828+0.0012583i,0.002737+0.00085085i,0.002032+8.1155e-05i,0.00047347-0.00030115i,-7.6465e-05-0.00061686i,0.00018431-0.00026721i,-0.000103-6.0277e-05i,-0.00028398+0.0001616i,-0.00012271+0.00059052i,0.00050243+0.00091669i,0.00081407+0.00030651i,0.00056923-0.00018558i,-4.2898e-06+0.00043893i,-0.00069342+0.0009436i,-0.00075505+0.00075837i,-0.00091448+5.4261e-06i,-0.00023655-0.0003601i,0.00051535+0.00014804i,-1.605e-05+6.4565e-06i,-0.00079199-0.00028595i,-0.0012408+0.00015023i,-0.0010375+0.00042613i
0.0019586+0.002084i,0.0010928+0.00062371i,7.4341e-05-0.001222i,0.00014785-0.0022297i,0.00043803-0.0019666i,0.00010232-0.0019743i,-0.00024551-0.0018844i,-8.8419e-05-0.0014204i,-4.5975e-05-0.00084388i,-0.00021007-0.00084616i,-0.00021744-0.0010779i,-0.00036211-0.00055455i,-0.0004268+0.00028256i,-0.00056593+0.0008463i,-0.00065725+0.00066816i,-0.00050614-3.9252e-06i,-0.00036665+1.7192e-05i,-0.00016476+0.00042041i,0.00026166+9.4739e-05i,0.00062377-0.0003223i,0.00054625+0.00014605i,0.00013944+0.00092124i,-0.00016076+0.001007i
