-0.0005278+0.0011326i,6.9301e-05-6.9411e-06i,-0.0022562-0.00076194i,-0.0033681-0.00037935i,-0.0017031-0.00033026i,-0.00023576-0.00012989i,0.00079168+0.00074969i,0.001209+0.0010573i,0.00076205+0.00050948i,0.00059543+0.000622i,0.00077768+0.00067692i,0.001219-0.00017479i,0.00092317-0.00023865i,0.00012603-0.00023133i,0.00062612-0.00023243i,0.00091372+0.00032829i,0.00018936+0.00082097i,-6.5277e-05+0.00031293i,0.00051343-0.00012079i,0.00040894+0.000359i,0.00015214+0.00017301i,0.00049227+4.0145e-05i,0.00063132-4.2683e-06i
-0.0021904-0.0016154i,-0.0017048-0.0027159i,-0.0016374-0.0027866i,-0.0014126-0.00042661i,-0.00078491+0.0015404i,0.00037304+0.00087672i,0.0005357-0.00063784i,-3.0519e-05-0.00089893i,-0.00046576-0.00034829i,-0.00050144-0.00038222i,-0.00067704+0.00020085i,-0.00038636+0.00082931i,0.00011897+0.00089109i,-4.5894e-05+0.00069212i,-0.00036781+0.00048287i,-9.8562e-05+5.4592e-05i,0.00052512-7.6885e-05i,0.00048974+0.00016204i,0.00020066+0.00024127i,0.00030118+0.00010808i,0.00049704+0.00011209i,0.00023272+0.00084955i,-0.00056457+0.00098346i
0.0016333+0.0012172i,0.002436+0.00049298i,0.0031098-3.2016e-05i,0.0018179-0.0005986i,0.0012066-0.0011832i,0.0013333-0.00084491i,0.00088836-0.00049059i,0.00054324-0.00057856i,0.0001401-0.00016279i,-0.00011409+0.00039026i,0.00041711+0.00039209i,0.00097099+0.00043002i,0.00085827+0.0005323i,0.00027149-0.00036529i,1.12e-05-0.0010081i,-0.00024208-0.0013928i,-0.00071807-0.0014347i,-0.00024163-0.00034034i,-0.00022191+0.00056065i,-0.00027553+0.00031525i,-0.00012128-0.00040823i,-0.0001541-0.00068808i,0.00025988-0.00087417i
-0.0018553+0.0013591i,-0.0018679+0.0029572i,-0.0014254+0.0040599i,-0.00065656+0.0028439i,0.00073245+0.00087108i,0.00074584+9.7361e-06i,0.00022899-0.00032475i,-6.8544e-05-0.0011195i,-0.00048753-0.00052054i,-0.00049119+0.00089451i,-0.00020561+0.0013352i,0.00043078+0.0013597i,0.001271+0.0013258i,0.0010725+0.0010833i,0.00091968+0.00042402i,0.0012558-0.00033568i,0.00054133-0.00024541i,-0.00038838-0.0002947i,-0.00064743-0.00047085i,-0.0005077-4.3082e-05i,-0.00046695+8.4983e-06i,-0.00015973+7.6503e-05i,0.0005124-5.5348e-05i
0.0014203-0.00059284i,0.0010053-0.0012997i,-0.00030838-0.0012584i,-0.00033773-0.00074643i,0.00097747+0.00028604i,0.0011133+0.00032538i,0.00085273+0.00038218i,-0.00028131+0.00021943i,-0.0016035+3.8203e-05i,-0.0011226+0.0010023i,-0.0003951+0.0012974i,0.00019187+0.0011635i,0.00073571+0.0016683i,0.00091478+0.0012675i,0.00044992+0.00079986i,-8.0339e-05+0.00081547i,1.7999e-05+0.00049754i,0.00032621-9.7205e-05i,0.00062642-0.00044571i,0.00065972+0.00034132i,-9.7974e-06+0.00098659i,-0.00032366+0.00053299i,0.00030757-0.00050189i
0.00012847+0.0014596i,0.00016676+0.00085662i,0.00021259+0.0013051i,0.00049646+0.00069019i,0.0010277-0.00033974i,0.0016659-0.0012082i,0.00092061-0.001898i,-0.00070294-0.00090471i,-0.00027549+0.00066939i,-0.00061365+0.00096447i,-0.0016661+0.0003062i,-0.0007399+0.00079344i,0.00047606+0.0019374i,0.00045607+0.0014327i,0.00035813+0.00044611i,0.00045046+8.6395e-05i,0.00066769-3.0549e-05i,0.0011708-0.00016484i,0.00090963-0.00034571i,-0.00034942+5.9634e-05i,-0.0011167+0.00047315i,-0.00013547+5.9856e-05i,0.00070748-0.00049726i
-0.0016781-0.0014814i,-0.001373-0.00072105i,-0.00082773+7.0582e-05i,-0.00053616-2.6509e-05i,-0.00010538+0.00017207i,0.00099077+0.00073185i,0.0019677-0.00018236i,0.0015665-0.0014051i,-0.00018306-0.0014732i,-0.00088724-0.00091205i,-0.00090509+0.00016372i,-0.00030784+0.00094768i,0.00080464+0.0012534i,0.00069954+0.0012248i,-6.3272e-05+0.00092539i,-0.00026892+0.00013155i,0.00029227-1.8974e-05i,0.00052957-0.00043408i,0.00034216-0.0010199i,0.00023317-0.0011995i,0.00030631-0.00086662i,-0.00032672-4.7846e-05i,-0.0011289-0.00012061i
-0.00038541-0.001468i,-0.0016408-0.0030069i,-0.0014739-0.0028141i,-0.0010466-0.0017061i,-0.00092701-0.00080421i,-0.00076473-0.00067065i,-0.00071789-0.00097196i,-0.0009913-0.0013307i,-0.0013601-0.0012456i,-0.00060479-0.00059352i,-0.00062328+0.00035125i,-0.00083294+0.00063335i,0.00086555+0.00063034i,0.0018189+0.0006522i,0.0017677-0.00040243i,0.0010618-0.0010179i,0.00027142-0.00012418i,2.3599e-05+0.00045295i,-0.00022721-0.0001749i,-0.00059435-0.00025305i,-0.00042287+0.00063355i,0.00042758+0.00039723i,0.00080127+7.7574e-05i
3.3934e-05+0.00040843i,0.00078482+0.00071999i,0.00090236+0.00090814i,0.00099443+0.00045421i,0.00088341+0.00014852i,0.00096798-0.00012019i,0.00096499-0.00063414i,-0.00044703-0.0015176i,-0.0018362-0.0014149i,-0.0012283-0.00015463i,5.1863e-05+0.0012938i,-3.7567e-05+0.0023129i,-0.00037723+0.0021643i,-0.00036783+0.000626i,-0.00037537-0.00012627i,-0.00030531-0.00035481i,-3.9589e-05-0.00052784i,0.00027761+0.00032373i,0.00039405-0.00035869i,-0.00047141-0.00086581i,-0.00098825-1.7261e-05i,-0.0010077+0.00029558i,-0.00077418+0.00048451i
0.0018141+0.0011325i,0.0013996+0.0018452i,9.7584e-05+0.0015954i,0.00020764+0.0011067i,0.00058505+0.00089268i,0.00019361+0.00032611i,-0.00058374-0.00015341i,-0.00079757-0.00023357i,-0.00078425-1.1577e-05i,-0.0010508+0.00064922i,-0.00068172+0.0011809i,0.00010073+0.0012281i,0.0002749+0.0012899i,0.00058234+0.00060365i,0.00065645-0.00066839i,-9.4039e-05-0.00077928i,-0.0006257-0.00014232i,-0.00021899-9.7485e-06i,2.643e-05+0.0002349i,4.6739e-05+7.8675e-05i,9.2432e-05-0.00023678i,0.0003916-0.00036435i,0.00083524-0.0006257i
-0.0004458+0.00094183i,-0.0010379+0.00039821i,-0.00074409-0.00035314i,-2.2656e-05+0.00010212i,2.5562e-05+0.00014021i,-4.8893e-05+0.00036108i,0.00036201-0.00042178i,0.00023745-0.0011498i,0.00014135-0.00057473i,0.00085208+0.0002849i,0.00093537+0.0012817i,0.00076737+0.0013369i,0.0010565+0.00086094i,0.00053773-5.4003e-05i,3.345e-05-0.0005625i,-7.0144e-06-0.00056563i,5.6343e-05-0.00029002i,0.00036445-0.00041456i,0.0006365-0.00096795i,0.00032087-0.00014762i,-3.6098e-05+0.0010139i,0.00020313+0.00086123i,-0.00064959+5.5331e-05i
-0.00063524+0.00057981i,-0.00018187+0.00071305i,-0.00023758+0.0011532i,0.00018692+0.0017912i,0.00083313+0.0015597i,0.0016589+0.00082402i,0.0015937-0.00021282i,1.3908e-05-0.0010806i,-0.00085821-0.00052324i,-0.00036639+0.00046046i,0.00032568+0.0007427i,0.00029092+0.0014833i,0.00043671+0.0020651i,0.00031483+0.0016293i,3.5061e-05+0.00057168i,0.00042877-0.00013407i,0.0006526-4.0453e-05i,0.00042271-0.00012152i,0.00014127+1.6582e-05i,-0.0005302-6.3491e-05i,-0.00096332-0.00024675i,-0.00065651+0.0003362i,-0.00016407+0.00020747i
7.7627e-05+0.00045422i,0.00044833+0.00023946i,0.00099113+0.00024887i,0.00072661-0.00042532i,0.00026965-0.00092591i,-0.00018494-0.00075073i,1.5821e-05-0.00086043i,0.00020668-0.0012917i,-0.00013933-0.0010077i,-0.00018504-0.00039595i,0.00051735+0.00015293i,0.00037453+0.00014467i,-0.00016337+6.7571e-05i,-0.0001815-0.00016272i,-0.00020808-0.0001439i,-0.00024487-0.00023751i,-0.00060265-0.00051093i,-0.00043421-0.00090134i,4.1618e-05+0.00019772i,-0.00010225+0.0015518i,-0.00037286+0.00050359i,-0.00070425-0.00029824i,-0.00075958+0.00026379i
-0.00027997+0.0018212i,-0.00068015+0.0019124i,-0.00036249+0.0024879i,0.0006353+0.0011727i,0.00076355+6.6845e-05i,0.00033846+0.00024066i,0.0002063-0.00026148i,-3.8567e-05-0.00073732i,-0.00088274-0.00052785i,-0.00075106-0.00034093i,3.3954e-05+0.00026102i,-3.8119e-05+0.00033974i,0.00047201+0.00047188i,0.0013226+0.0014481i,0.00076625+0.0014488i,0.00016193+0.000197i,0.0007982-1.6552e-06i,0.00069891+0.00024321i,-0.000465+0.00035825i,-0.00073787+0.00098025i,9.2023e-05+0.00085556i,0.00058862-0.00013157i,0.00040839-0.00048669i
-0.001076-0.00016894i,-0.0011022-0.00088858i,-0.0010047-0.00088242i,-0.0010301+0.00027849i,-0.00023204+0.0006758i,0.00052494-0.00057262i,0.00033552-0.001534i,-0.00018793-0.0019244i,-0.0011559-0.0017578i,-0.0010564+0.00013935i,-0.00012376+0.0010766i,0.00036813+0.0010255i,0.00099164+0.0011384i,0.0014561+0.00090107i,0.00097121+0.00068151i,0.00050639+0.00043544i,-0.00016682-0.0006111i,-0.00025092-0.00069748i,-0.00032352-0.00024028i,-0.00067757-2.109e-05i,-0.00016525-0.0004082i,0.00027691-7.3922e-05i,0.00023164+0.00044082i
0.00324+0.00011772i,0.0023842+0.00016314i,0.0030763-4.2162e-05i,0.0026976-0.00059191i,0.0012832-0.00030682i,0.0014194-0.00074983i,0.0020511-0.0012235i,0.0013581-0.0004796i,-4.6876e-05+0.00082879i,-0.00081704+0.0012197i,-0.0008634+0.0009514i,-0.00019818+0.00086107i,0.00033585+0.00056431i,0.00042336+0.0002982i,0.00011269-5.5003e-05i,-0.00037545-0.00073433i,-0.00041551-0.00070542i,-0.00020041-0.00074633i,-7.3213e-05-0.0010757i,0.00019386+0.00038077i,0.00048686+0.0011737i,0.00037091+0.00042547i,0.00045696-0.00053098i
0.00046668+0.0016703i,8.2275e-05+0.0025354i,-0.00039879+0.0020567i,-0.00038158+0.00053614i,0.00059138-0.0010198i,0.001131-0.0017774i,0.00031708-0.00167i,-0.00022209-0.0013058i,3.9824e-05-0.00065435i,-0.00042759+3.9419e-06i,-0.00026709+0.00015684i,0.00072306+0.0010347i,0.0010963+0.0014023i,0.00081924+0.00076115i,-1.97e-05+4.6471e-05i,-0.00043239-0.00020526i,-0.00048318-0.00029209i,-0.00024331-0.00026929i,-0.00044958+0.00062578i,-0.00080978+0.00059925i,-0.00067655-0.00057698i,-6.9978e-05-0.00032374i,0.00014137+0.00033486i
-0.00052897+0.00018448i,-0.0012186+0.00020251i,-0.0015457+0.00068752i,-0.001452+0.0012683i,-0.00022439+0.0011308i,0.0003389-0.00031924i,0.00027656-0.0016244i,6.5971e-05-0.0017274i,-0.00070602-0.00059431i,-0.0010726+0.0010097i,-0.00075993+0.0014627i,-3.3765e-05+0.0010326i,0.00065016+0.00078863i,0.00052447+0.0009725i,0.00023354+0.00060511i,8.527e-05-2.0552e-05i,0.00046293-0.00027993i,0.0010505-0.00048218i,0.00057373-0.00026327i,-0.00035085-0.00013877i,-0.00070571+0.00013401i,-0.00062648+0.0007382i,-9.7075e-05+0.0009569i
-0.0011598-0.00051826i,-0.00049205-0.00039659i,-0.001351-0.00070739i,-0.00031524-0.00035691i,0.00034972+0.00022979i,-4.0291e-05+2.3602e-05i,0.0001579+3.6164e-05i,-0.00044563-0.00028732i,-0.00089859-6.5592e-05i,-0.00016773+0.00047314i,0.00026597+0.00085397i,0.00020614+0.0013109i,0.00031115+0.0013176i,0.00019568+0.0011215i,0.00028983+0.00069752i,0.00012349-0.00043792i,0.0004047-0.00045477i,0.00078235-0.00029182i,-0.00016315-0.00053177i,-0.00045521-0.00068593i,-8.8202e-05-0.00044807i,0.00032371+0.00026574i,0.0010264+0.0007405i
0.00056373-0.0012022i,0.0016484-0.00019265i,0.00065335+0.0010996i,-0.00057494+0.00084494i,-0.00033359+0.00032194i,0.0011883+5.0272e-05i,0.0012779-0.00059727i,-0.00013099-0.0011342i,-0.000663-0.00034259i,-0.00064553+0.00086085i,-0.00024849+0.00060124i,0.00063297+0.00070182i,0.00079713+0.001367i,0.0002511+0.0015446i,-0.00043625+0.0010594i,-0.00048078+0.00048564i,0.00058088-0.00014123i,0.00087965-0.00019339i,-0.00014603+0.00034782i,-0.00039064+0.00069757i,-7.6579e-05+0.00068124i,0.00049948+0.00045949i,0.00082572+0.00062508i
-0.00044358+0.0014646i,-0.00068704+0.0022399i,-0.00088291-0.00051462i,-0.00097985-0.00132i,-0.0002274+0.00017426i,0.00086624+0.00070427i,0.00022529+6.9443e-05i,-0.00080575-0.00090477i,-0.0011864-0.0010077i,-0.0003331+8.641e-06i,0.00050078+0.00080132i,0.00059861+0.0010038i,0.0012349+0.000805i,0.0015893+0.0003025i,0.0011913-4.214e-05i,0.00043213+0.00030368i,-9.5656e-05+0.00049809i,-0.0004497-0.00034318i,-0.00039759-0.0010547i,-8.6882e-05-0.00041322i,-1.861e-05+0.00048555i,0.00072484+0.00094774i,0.00035776+0.00072737i
-0.00026179-0.0012071i,-0.00054757-0.00095189i,0.00059438-0.0026817i,0.00087676-0.0022441i,0.00090691-0.0004912i,0.0010715-0.00025904i,0.001253-0.0017099i,0.00058426-0.0020036i,-0.00029275-0.0011311i,-0.00043746-0.0010035i,-0.00035335-0.0011628i,-0.00014494-0.00022084i,-4.5706e-05+0.0011876i,0.00022428+0.0016818i,0.00025409+0.0010904i,0.00044959+0.00047739i,0.00015881+5.7557e-05i,-0.0006949-0.000272i,-0.00054691+0.00032755i,-7.9714e-05+0.00079548i,-0.00027322+0.00030055i,-0.00020655+0.00038749i,9.287e-05+0.00016327i
-0.00069865+0.001482i,0.00049878+0.0035267i,-0.00056778+0.00078031i,-0.0016059-4.2661e-06i,-0.00043699+0.00073513i,0.00063497-3.4364e-05i,0.00057478-0.0011004i,-0.00071431-0.00088712i,-0.0011827+6.6354e-05i,-9.854e-05+0.0013258i,0.00053313+0.0016464i,0.0011421+0.0014096i,0.00099016+0.0022251i,0.00059134+0.0018641i,0.0011224+0.001255i,0.0011672+0.0014237i,0.00099974+0.00089117i,-0.00015523-3.1513e-05i,-0.0014294-0.00094368i,-0.00093265-0.0010376i,-0.00033498-0.00013188i,-0.00014246+0.00039968i,0.00021725+0.00013859i
-6.8314e-05+0.0019495i,5.6224e-05+0.0020568i,-0.0001308+0.0025514i,0.00018249+0.0020355i,0.001288+0.0010898i,0.0013395+0.00020684i,0.00063443-0.0010868i,5.5311e-05-0.0020611i,-0.00071573-0.001618i,-0.00089466-0.00075861i,-0.00075893-8.8471e-05i,-0.00027649-0.00023717i,0.0011908-0.0011007i,0.001716-0.00064883i,0.00065235+0.00033106i,-0.00042713+9.0545e-05i,-0.00039454-0.00028545i,-0.00015221-0.00061174i,-0.00014981-0.00091699i,9.7802e-05-0.0006709i,-7.9498e-06-0.00066147i,0.00054256-0.00063757i,0.0013526-0.00024934i
0.00021254+0.00018301i,-0.00090947-0.0017238i,-0.00013146-0.0014668i,0.00049571-0.00085067i,0.0002955-0.00011531i,0.00086151+0.00062271i,0.0015514+0.0007915i,0.00066762+0.00056835i,-0.00062919-0.00025087i,-0.00039138-0.00036906i,2.8769e-05+0.00095062i,0.00068304+0.0011537i,0.0013585+0.00081793i,0.0012885+0.00074677i,0.00087506+0.00033348i,0.00060116+0.00033293i,0.00096006+0.0005517i,0.00075572+0.00022023i,0.00039487+3.8e-05i,0.00076922+0.00020107i,0.00011586+0.00085934i,-0.00098112+0.0009494i,-0.00018704+0.00048077i
0.0019943-0.00075784i,0.0027486-0.0011966i,0.0022722-4.749e-05i,0.0014247+0.00085755i,0.00046061+0.0002074i,0.00084774-0.00068794i,0.0013879-0.0011107i,0.00071102-0.0013116i,-0.00048501-0.00091694i,-0.00086514+0.00019598i,-0.00055055+0.0015318i,8.7161e-05+0.0017848i,0.00057405+0.0015502i,0.00050525+0.001517i,4.5478e-06+0.0015163i,0.00013756+0.00066555i,0.00043458-5.1093e-05i,0.00060207+9.673e-05i,0.00053417+9.1963e-06i,3.9594e-05-0.00042101i,-4.8043e-05-0.00059255i,0.0010865+2.8382e-05i,0.0014285+5.52e-05i
-0.0005-0.00062922i,-0.0019694-0.00041716i,-0.0022871-0.00028863i,-0.001979+0.0006744i,-0.001113+0.0010054i,0.00086187+0.00045214i,0.0018364-0.00074191i,0.0010635-0.0012149i,8.6758e-05-0.00065196i,0.00011144-0.0002371i,-0.00026644-8.8513e-05i,-0.00030791+7.6012e-05i,0.00082869+0.00049454i,0.0019282+0.00093428i,0.0015252+0.00099922i,0.0008036+0.00074024i,0.00062871+0.00049505i,0.00042748+0.00022788i,-3.3985e-05-0.00015876i,-0.00051333-0.00078613i,-0.00070858-0.00066614i,0.00011451-5.0793e-05i,0.00028829+9.5238e-05i
-0.0011825+0.00048523i,-0.00032338-0.0018345i,0.00044175-0.0016902i,0.00092831+0.00011527i,0.0014042+2.129e-05i,0.0016426-0.00080077i,0.001572-0.0010265i,0.0005741-0.00011105i,-0.00028204+0.00059775i,-5.4921e-05+1.1225e-05i,0.00019326-3.524e-05i,0.00047586+0.00052218i,0.00067102+0.0010504i,0.0001029+0.00095288i,-1.0805e-05+0.00051838i,0.00012675-0.00011035i,0.00022045+3.2006e-05i,-0.00016477+0.00093701i,-9.0246e-05+0.0018195i,-0.00035096+0.0018254i,-0.0010301+0.0006212i,-0.00037787+0.00063916i,-0.00035983+0.00054299i
0.0008621-0.00016494i,0.0012778-0.00044007i,0.0014387-0.00074949i,0.00050644-0.00087684i,-0.00042871-0.00041618i,-0.00014986+8.1372e-05i,0.00025626+0.00028846i,0.0004475-0.00025648i,0.00039731-0.00053962i,8.6836e-05+0.00010102i,-6.0961e-05-8.3286e-05i,0.00042009+7.701e-05i,0.00050073+0.00079994i,0.00028775+0.00068463i,0.0003283+0.00032968i,0.00028015-8.5216e-05i,0.00069709-0.00017245i,0.00088358+2.3658e-05i,6.9486e-05-0.00020982i,8.019e-05-0.00075453i,0.00062221-0.00091769i,0.00070993-0.0001823i,0.00053159-3.8782e-05i
-0.0012895-0.00038991i,-0.0016034+1.6257e-05i,-0.0020954+0.00094297i,-0.0015164+0.0005707i,-0.00012203-0.00022343i,0.00068311-0.00080621i,0.0005516-0.00087945i,-0.0002868-0.00053499i,-0.0010675-0.00018891i,-0.0014914+0.00015501i,-0.0007761+0.0007851i,0.00027356+0.0011271i,0.00047516+0.00095111i,0.00084426+6.4157e-05i,0.0010725-0.00073777i,0.00099934-0.00059361i,0.00017854-0.00019487i,-0.00051448-0.00012106i,-0.00012225+2.7943e-08i,-0.00016839+0.00029269i,5.7537e-05+0.00026495i,0.00034453+7.7719e-05i,8.0457e-05-4.4696e-05i
0.00035268-0.00066914i,0.00071957-0.0013926i,0.0014088-0.0013425i,0.0015727-0.00025814i,0.0013159-0.00021333i,0.0009702-0.00088253i,0.00024523-0.00093014i,-0.0003492-0.0011461i,-0.00075882-0.00085801i,-0.0010469+4.1856e-05i,-0.00080363+0.00057289i,-0.00052403+0.00027823i,0.00037767+0.00021946i,0.00057598-9.5928e-05i,-0.00010235-0.00082651i,-0.00018684-0.00066024i,-0.00025971+0.00029033i,-0.00073136+0.00044472i,-0.00029032-0.00032973i,0.00033174-0.00066351i,-0.00014904-0.00068675i,-0.00021819-0.0012186i,-2.3164e-05-0.00087751i
-0.00027225+0.00040262i,0.00030473+0.0010702i,-0.00020586+0.00048831i,3.1997e-05+0.00020144i,0.00097726+0.00037117i,0.00078852+0.00035271i,0.00073322-0.00042463i,8.2346e-05-0.00098115i,-0.0011774-2.4495e-05i,-0.00059245+0.001129i,4.7124e-05+0.0014441i,-0.00037552+0.0015629i,-0.00026261+0.0011538i,0.00048405+0.00025598i,0.00081228+0.00025408i,0.00077088+0.00030983i,0.00040679+0.00055115i,-0.00034042+0.00058402i,7.9691e-05+0.00030718i,0.0010184+0.00054639i,0.00090103+0.00043482i,0.00019472-0.00030047i,0.00043107+9.7269e-05i
-0.00021722-0.0013792i,-0.0015597-0.0014077i,-0.001254-0.00069115i,-0.00010532+0.00049391i,-0.00088442+0.001219i,-0.00037489+0.00091551i,0.00026771-0.00036118i,-0.00088564-0.00086074i,-0.0016475-0.00056185i,-0.0015987+8.4906e-06i,-0.0013347+0.0011182i,-0.00086419+0.0015117i,-1.3713e-05+0.00071917i,0.00058657+0.00013377i,0.00066611+0.00015745i,0.00015773+6.9913e-05i,4.8199e-05-0.00062653i,0.00036937-0.00063926i,6.5915e-05-0.00015063i,-7.7701e-05+0.00049819i,4.9574e-06+0.00083939i,0.00014423+0.00086873i,0.00075674+0.001691i
-0.0022511+0.0029398i,-0.0021391+0.0011647i,-0.0023321+0.0018755i,-0.0010941+0.0021706i,-8.0088e-05+0.0012879i,0.00026645+0.00047239i,0.001465-4.2674e-06i,0.00072492-0.00026069i,-0.0011956-0.00025351i,-0.0010755+0.00041259i,-0.00063343+0.0011293i,-0.000503+0.00080176i,0.00037333+0.00069616i,0.0012195+0.00043785i,0.0015259+1.4358e-05i,0.0014466-2.7343e-05i,0.00098892-6.9617e-05i,0.0005632+0.0002591i,-0.0002683+0.00071359i,-0.00075329+0.00036055i,-0.00075991-9.5024e-05i,-0.00054416-0.00018105i,0.00022836-0.00036185i
0.00086849+0.0016749i,-0.00032876+0.001199i,-0.00097894+0.0013814i,-0.0004169+0.0015353i,0.0010428+0.00099901i,0.0024873+0.00035282i,0.0022948-0.00014349i,0.00091172-8.4436e-05i,-0.00040977-8.7019e-06i,-0.00052343+2.9894e-05i,0.00050733+0.00052314i,0.00047735+0.00091068i,0.00050567+0.00096482i,0.00091576+0.0011058i,-0.00010675+0.00050821i,-0.00046683-6.0461e-05i,0.00077658+0.00020561i,0.00071124+0.00054649i,-0.00041646+0.00018523i,-0.00073852-0.00044948i,-0.0001707-0.00031193i,-0.00032779+0.00071039i,-0.00051041+0.0013247i
0.0041411+0.00042581i,0.0039301-0.00011321i,0.0032678+2.1539e-05i,0.0019466+0.00028696i,0.00045556+0.00013937i,9.2199e-05-0.00046493i,-9.0133e-05-0.00039242i,-0.000719-0.00037192i,-0.00068932-0.00050093i,-0.00073483+0.00023561i,-0.0010619+0.00050827i,-0.00017004+0.0003331i,0.00078735+0.00081033i,0.00054578+0.0010819i,0.00021875+0.00082586i,0.00016329+0.00019668i,-0.0001411-0.00015287i,-0.00017841+0.00016286i,0.00029998+0.00052491i,0.00050041+0.00039045i,-4.9006e-05+1.8634e-05i,-0.00023326-0.00042256i,0.00037007-0.00026787i
-0.00039058-6.4997e-05i,-0.0015098+0.00049121i,-0.00092086+0.0024297i,0.0010061+0.0018596i,0.0012594-0.00038566i,0.00044116-0.0008697i,0.00044827-0.0014096i,-0.00023496-0.0025124i,-0.001603-0.0014512i,-0.0013831+0.00026213i,-8.4733e-05+0.00067706i,0.00072356+0.00067822i,0.0011546+0.00077086i,0.00089039+0.00034713i,0.00029626-0.00060068i,0.00032821-0.00062917i,8.908e-05+5.9604e-05i,-0.00048968+0.00091797i,-0.00062735+0.0011932i,3.5914e-05+0.00051141i,0.0004973+0.00020739i,-9.5522e-05+0.00033568i,-0.0011933+1.5375e-05i
-0.00053851-0.00062495i,-0.00011511-0.00078353i,-0.00031966-0.00097915i,3.011e-05-0.00068092i,0.0004048+0.00026125i,0.00068506+0.00088428i,0.00066664+0.00018901i,0.00065648-0.00059611i,0.0010371-0.00042138i,0.0012552+0.00012964i,0.001049+0.00062356i,0.00080732+0.00073549i,0.00023889+0.0011832i,-7.1423e-05+0.0015052i,0.00054943+0.00087765i,0.00044982+0.00021522i,-0.00033655-0.00034741i,-7.2001e-05-0.00084645i,0.00033388-0.00098657i,0.00039791-0.00026071i,0.00054961-3.2315e-05i,0.00030815-0.0008931i,2.0722e-05-0.0010059i
0.0023286-0.0012768i,0.0025515-0.0018702i,0.0027032-0.0015912i,0.0022213-0.00046652i,0.002025-0.00061571i,0.0018804-0.0010637i,0.001001-0.0010886i,0.00026918-0.0017201i,-0.00026359-0.001407i,-0.00071451-0.00035918i,-9.9742e-05+0.0006153i,0.00056385+0.00089015i,-0.00025635+0.00020989i,-0.00045423-0.00044919i,-8.2506e-05-0.00018333i,8.8912e-05-7.4999e-05i,-5.7103e-06-0.00013354i,-0.00094097-6.9737e-05i,-0.0011446+5.709e-05i,-0.00049573+0.0006002i,0.00038009+0.00046654i,0.00040517-0.0003799i,-0.00020943-0.00074188i
0.0017445-0.001047i,0.0021758+0.00070919i,0.0027147+0.00099646i,0.0022967+0.00020145i,0.0012491+0.00041604i,0.00078754+0.00066659i,0.0015165-0.00051519i,0.0013163-0.00092965i,8.1023e-05+3.7861e-06i,-0.00046369+0.00087562i,-0.00045028+0.0013499i,-0.00046794+0.0014623i,0.00027687+0.00063843i,0.00085368-0.00030677i,0.00067027-0.0014826i,0.00047178-0.0015395i,0.00035034-0.00084701i,3.4528e-05-0.00023176i,0.00016328+0.00020227i,0.00039578+0.0004803i,0.00035548+0.0008928i,0.0010153+0.0010994i,0.001294+4.3664e-05i
-0.0010458-0.00062726i,-0.00044735-0.0004962i,-0.00075323+0.00021247i,-0.00016935-0.00019205i,7.651e-05-0.00022378i,-0.00088417-0.00042508i,-0.00014896-0.00096116i,-0.00011044-0.001694i,-0.00099182-0.0020256i,-0.00031868-0.00038933i,2.5998e-05+0.00070691i,0.00058455+0.00051077i,0.0011416+0.00072559i,0.00019644+0.0011602i,-0.00036163+0.00073307i,-0.00029173+0.00071022i,-0.00035171+0.0007334i,-0.00031281+2.1214e-05i,-0.00073852-0.0007463i,-0.00096803-0.00019481i,-0.00030573+0.00052987i,0.00018491+0.00049596i,-7.5836e-05-0.00033222i
0.0012304-0.0010333i,0.0010979-0.00030183i,0.00044034-0.00057564i,-0.0007938-0.00082093i,-0.0015047-0.0001605i,0.00022238-0.00012154i,0.00074538-0.0012333i,-0.00096918-0.0017195i,-0.001431-0.00093239i,-0.00069107+0.00043809i,-0.00029441+0.00075715i,4.6641e-05+0.00044083i,0.00080553+4.2837e-05i,0.00017526+6.4121e-05i,-0.00038225+0.00036293i,0.00032026+0.00093451i,1.5038e-05+0.00051549i,0.00016606-0.00080176i,0.00025225-0.0011566i,-0.00019964-0.00097907i,-0.00022535-0.00066827i,-0.00011618-0.00027949i,-0.00024345+0.000321i
-0.00015042-5.8364e-05i,-0.00066408-0.00022135i,-0.00079317-0.00047337i,-0.00065165+8.7789e-05i,0.00042389+0.00048419i,0.00092017+0.00041095i,0.00038611-0.00073263i,-0.00037132-0.0020388i,-0.0014527-0.0020104i,-0.0012937-0.00041753i,-0.00055782+0.00068556i,-0.00066878+0.0010995i,-0.00018141+0.0018457i,0.0001047+0.0014568i,-0.00013904+0.00054581i,-0.000742+0.00030924i,-0.0011857+0.00033665i,-0.00083508+0.00019474i,-0.00014818-0.00065408i,0.00057151-0.00068514i,0.00077815+0.00014604i,0.00099767+0.00012632i,0.00024241-0.00062444i
-0.0013786-0.0023086i,-0.0018835-0.0021516i,-0.0016809-0.0014909i,-0.00082316-0.00050404i,-0.00062818-7.3482e-05i,0.00013053-0.00027344i,0.001113-0.0014041i,0.00071083-0.0016254i,-0.00032362-0.00038096i,-0.00044203+0.00044409i,1.8071e-05+0.00049053i,0.0001085+0.00022065i,0.00016524+0.000393i,0.00055888+0.00038148i,0.0003503-0.00053265i,-0.00016844-0.00076196i,-0.00063727-0.00036749i,-0.00031594-0.0003704i,0.00020903+0.00011784i,0.00038324+0.00081201i,0.00064339+0.00098345i,0.00025041+0.0004255i,-2.5301e-05+0.00015675i
