-0.0017667-0.0016252i,-0.0023791-0.0023627i,-0.0030184-0.0011926i,-0.0026558-0.00022766i,-0.00098712+0.00069526i,-0.00014998+0.0016017i,-0.00059269+0.0015648i,-3.4786e-05+0.0014938i,0.0014104+0.00063091i,0.00097313-0.00048752i,0.00055748-0.00083354i,0.00052679-0.0010024i,0.00042495-0.00038577i,0.00058979+0.0010307i,0.00014631+0.00095154i,-0.00014764-0.00016724i,-0.00040753-0.00039315i,6.5277e-05-4.5131e-05i,0.00097268-4.6687e-05i,0.001067-0.00022193i,0.00082358+0.00033467i,4.468e-06+0.00075926i,-0.00046054+0.00012258i
-0.00024372-0.0011374i,0.00026552-0.0006086i,8.0438e-05+0.00072111i,0.00068541+0.00044201i,0.0015267+5.0792e-05i,0.0020614+0.00032047i,0.0019232+0.00024134i,0.00088869+0.00061466i,-0.00047209+0.00013737i,-0.00065205-0.0010721i,-0.00012434-0.0012573i,0.00017215-0.0011849i,-0.00026195-0.00098097i,-0.00028165-0.00055987i,0.00036419-0.0004432i,0.00056159-0.00071753i,-0.0003882-0.00022816i,-0.00075974-0.00015323i,0.00045887-0.00063428i,0.00045933-0.00035258i,-0.00063274+4.814e-05i,-0.00023393+0.00018622i,0.00028197-0.00028212i
0.0010318-5.0767e-05i,0.0010166-0.00093185i,0.00090428-0.0016309i,0.0010556-0.00064246i,0.0006539+0.00083124i,0.0002096+0.0011307i,0.00048695+0.00012806i,0.00033886-0.0003582i,-0.00038564+0.00016931i,3.5434e-05+0.00035855i,-0.00016707+0.00050185i,-0.00074192+0.00065367i,-3.2044e-05+0.00051113i,0.00056072+0.00017576i,-9.5091e-05+0.00035838i,-0.00070624+0.00054625i,-0.00077719+0.00038318i,-0.00061491-6.1527e-05i,3.3107e-05-0.00017703i,0.00066018+0.00048405i,0.00079558+0.00050802i,3.2717e-05+0.00022544i,-5.8054e-05+0.00038642i
0.00028914-0.0018799i,0.00059113-0.0028011i,0.0006279-0.0023179i,0.00027153-0.0010046i,0.0006103+0.00018759i,0.0014378+0.00077545i,0.00096522+0.00049788i,0.00072803+0.00038772i,0.0003036+0.00023911i,-0.00038529-1.1379e-05i,-0.00034039-0.00011715i,-0.00065929+0.00027513i,-0.00053142+0.00047918i,1.9725e-07+0.00033719i,-0.00022223+0.0003644i,4.6469e-06-0.00036062i,6.2645e-05-0.00088993i,-0.00026864-0.00064046i,0.00054493+0.00012284i,0.00059061+0.00022236i,0.00053501-3.7268e-05i,-4.9873e-05-7.875e-05i,-0.00013369-0.00050085i
-0.00070453+0.0015757i,-0.0010411+0.0010508i,-0.00096472+0.00078563i,0.00045669+0.00093278i,0.0011847+0.00020246i,0.0011405-0.00041563i,0.0010827-0.00016706i,0.00034806+4.2642e-05i,-0.00046084+0.0004952i,-4.4553e-05+9.2983e-05i,0.00083928-0.00022677i,0.00056714+0.00028627i,-0.00022317+0.00022303i,-0.00048988-8.8157e-05i,-0.00078333-0.00014643i,-0.00022492+0.00012895i,0.00052936+0.00071468i,0.00045378+0.00065075i,9.2355e-05+0.00031079i,-0.00017484+0.00036595i,-0.00034326+0.00053092i,-0.00022158+0.00067904i,0.00061854+2.9879e-05i
-0.0012018-0.00021341i,-0.0008125-0.0009691i,0.00056094-0.00034496i,0.0017968+0.00023022i,0.0013831-0.00044603i,-0.00029499-0.00067117i,-0.00026868-0.00037431i,0.00095563+0.0004421i,0.0013556+0.0011704i,0.0011006+0.00087717i,0.0011384+0.00022721i,0.0014302-0.0003845i,0.00085838-0.0008822i,-0.00046761-0.00088153i,-0.00047071-0.00057142i,0.00016017-0.00057153i,0.00041344-0.00084035i,0.00024035-0.0003728i,-3.9036e-05+0.00055854i,0.00010897+0.00077645i,0.00032761+0.0010915i,0.00010482+0.0010157i,-3.5246e-05-0.00013241i
5.2522e-05-0.00065194i,-8.4145e-05-0.00050339i,-0.00051217-0.00061991i,-0.0010994-0.0004252i,-0.00058695+0.0004315i,0.00048757+0.00039453i,0.001026+0.0001585i,0.00083307+0.00055039i,0.00057261+0.00061531i,-1.1279e-05+0.00014679i,-0.00055807-0.00071234i,-0.00078215-0.0011082i,-0.0014682-0.00070798i,-0.0011899+1.1234e-05i,-0.00081701+0.00075563i,-0.00077502+0.00081374i,-0.00028387+0.00064769i,-0.00014733+0.00040697i,0.00051615+0.00037039i,0.00054647+0.00030759i,0.00018945+0.00027383i,-3.9231e-05+0.00077514i,-0.00069322+0.0012352i
0.0012387-0.0019856i,0.00084668-0.0020016i,-4.1592e-06-0.0010232i,5.3025e-05-0.00027029i,0.00097066-0.00037664i,0.0012328-0.00029733i,0.0012548+5.4877e-05i,0.00090551+0.00036336i,0.00047342+0.00075594i,-7.2862e-05-0.00040619i,-0.0005464-0.0011396i,-0.00029137-0.00019646i,0.00058664+7.0117e-05i,0.001163+7.8444e-05i,0.00023034+0.00065755i,-0.0009278+0.00048548i,-0.00077294+0.0001256i,-7.7323e-05-0.00021366i,0.00046219-0.00027296i,0.00018445-6.0043e-05i,-0.00044496-6.7641e-05i,-0.00046066-9.4431e-05i,-5.4916e-05-0.00054839i
-0.00063537-0.001914i,-0.00030402-0.0023511i,-0.000529-0.0017744i,-0.0002698-0.00067847i,0.00023792+0.0010521i,-0.00024578+0.0013813i,0.00017781+0.00081316i,0.00040413+0.00070823i,0.00037663+0.00062756i,0.00046128+0.00023755i,-7.5482e-05-7.7797e-05i,-0.00080021-0.00014799i,-0.00088207-0.00018949i,-0.00087337-0.00042032i,-0.00059642-0.00055609i,-0.00011681-0.00019913i,-6.0892e-05-0.00057402i,0.00027188-0.00087284i,0.00086006-6.4247e-06i,0.00049296+0.00072491i,0.00025885+0.00070784i,0.00027504+0.00077046i,-3.6991e-05+0.0010044i
0.0014427+0.0019595i,0.0023809+0.00036174i,0.0019249-0.00085942i,0.00073968-0.0009971i,0.0010292-0.00092099i,0.00064584-0.00086226i,-4.8357e-05+8.821e-05i,-0.00032238+0.00026375i,0.00022092+5.2383e-05i,0.00043698+0.00017985i,7.5782e-06-0.00029074i,-0.00033289+0.00014631i,-0.00020623+0.00032204i,0.00020225-0.00024149i,0.00057841-0.0004816i,0.00044785-0.0005422i,-0.00015586-0.00049581i,-9.1495e-05-0.00045311i,-0.00017451-0.00027533i,-0.00048108+0.0003791i,0.00022272+0.00088718i,0.0001321+0.00063284i,-0.00069317+0.00014476i
4.3211e-05-0.00086759i,-0.00052351-0.0006408i,-0.0011447-0.00069616i,-0.00027957-0.00045137i,0.00063642+1.1789e-05i,0.0011342-0.0002351i,0.0016156-0.00037954i,0.001301-0.00042002i,0.000723-0.00078232i,0.00091381-0.0007146i,0.0011172-0.00031371i,0.00030391-0.00011341i,-0.00011299-0.00070459i,0.00066438-0.0011517i,0.00089154-0.00040776i,0.00013811+0.00035091i,7.4439e-05+6.8902e-05i,0.00058105-0.00042293i,0.00050644-0.00038405i,0.00012972-7.4053e-05i,-0.00032559+0.00020804i,-0.00022869+0.00034707i,0.00024846+0.00035818i
0.0015565-0.0017981i,0.00083985-0.002089i,-0.00065107-0.0015964i,-0.0015853-0.00095258i,-0.0012123-0.00052051i,7.8098e-05+0.0007286i,0.00060794+0.0016138i,0.00039168+0.0014124i,0.00014734+0.00048736i,-6.7877e-05-0.00017512i,-0.00012942-2.1464e-05i,-0.00042062+0.00037815i,5.0783e-05+0.00047657i,0.00023013+0.00043895i,-0.00049489+0.0009236i,-2.4742e-05+0.0016061i,0.00043808+0.0012459i,0.00055636+0.00099151i,0.0010609+0.00060026i,0.0010703-0.00026214i,0.00037665-8.3072e-05i,-0.00046261+0.00023005i,-0.00099751+0.00011268i
0.00081726-0.0019683i,0.00094141-0.0013972i,0.0011903-0.00058288i,0.0018857-0.00065891i,0.0019901-0.00045761i,0.0012061+0.00049475i,0.00057858+0.0012312i,0.00019566+5.664e-05i,0.00011373-0.00036139i,-0.00011837-0.0004726i,-0.00048423-0.00052765i,-0.0003918+0.00040159i,-0.00049891+0.00081436i,-0.00062187+0.00053706i,-0.00052667+0.00015408i,-0.0001096+0.00053008i,0.00020343+0.00057422i,0.0001281-0.00043738i,-0.00012267-0.00050651i,-0.00024875-0.00027125i,0.00037067-0.00017319i,0.00083854-0.00021741i,0.0006348-0.00055755i
0.0019307-0.0015861i,0.0010133-0.001967i,0.00045163-0.0019085i,-0.00017136-0.00076582i,-0.000538+0.00016991i,-0.00041214-8.7058e-05i,0.00012504+0.00011986i,0.00066014+0.00082823i,0.00094796+0.00082817i,0.00057721+7.9269e-05i,0.00039414-0.00047509i,0.00046705-4.5828e-05i,-3.5558e-05+0.0005208i,-5.0392e-05+0.0003763i,0.00026632+0.00019552i,0.00054682+0.00034913i,0.00056176+0.0001627i,0.00067998+0.00028045i,0.00029147+0.00050211i,-0.00018242+0.00045548i,-0.00040512-0.00013122i,-0.00075523-0.0010332i,1.2954e-06-0.00030452i
0.00048482+0.001444i,0.00083077+0.0022628i,0.00064532+0.0028813i,-0.00015194+0.0019092i,0.00012127+0.00038071i,0.0015931-0.00019434i,0.0020882+9.8483e-05i,0.0010325+0.00041639i,0.00032627+0.00093611i,0.0011546+0.00086487i,0.0014901+0.00027293i,8.5809e-05+0.00016114i,-0.00031664+0.00023307i,-0.00042068+0.00011392i,-0.00044202+8.0048e-06i,-4.9005e-06+0.0002965i,4.4723e-05+0.00067229i,0.00039465+0.00065695i,0.00061719+0.00022042i,0.00025369-7.3597e-05i,-0.00028776+0.00017849i,-0.00042116-0.00015637i,-0.00031869-0.00055402i
0.0018395-0.00046221i,0.0017061-0.0007812i,0.00095129-0.00062299i,0.00034558-0.00073231i,0.00012757+0.0002911i,-5.0687e-05+0.001406i,-0.00018035+0.0010879i,8.963e-05+0.0006835i,0.00075598+0.00041174i,0.00075915-0.00021498i,0.00019594-0.00010377i,0.00039353+0.0001812i,3.7446e-05+0.00034753i,-0.00021266+0.00072263i,0.00012516+0.00059518i,0.00045546-0.00025772i,0.00050722-0.00018318i,-0.00034808+0.0006622i,-0.00086627+0.00032615i,-0.00026581+0.00017091i,0.00024526-0.00027709i,0.00014211-0.00040342i,0.00054199+0.00013487i
-5.5493e-05-0.00214i,-0.00060477-0.0023176i,-0.00066581-0.0015884i,0.00012565-0.00084109i,0.00088128-0.00082047i,0.0012506-0.0016015i,0.0014022-0.0013577i,0.00013628+0.00015452i,-0.00065889+0.0009159i,-0.00024865+0.00030335i,-8.7121e-05-0.00024339i,0.00033563-0.00071318i,9.9476e-05-0.0012883i,-0.00048439-0.0011504i,-0.00024798-0.00083486i,-0.00026771-0.00019376i,-0.00040832+0.00055111i,-0.00048544+0.0007309i,-0.0003279+0.001285i,-0.00076863+0.0015532i,-0.0015397+0.00088871i,-0.0013629-0.00050153i,-0.00016605-0.00044103i
0.00085842-0.00087086i,-0.00020233-0.00064791i,-0.00018591+0.00012332i,0.0005786+6.8388e-05i,0.00054186-0.00040245i,1.7885e-05+0.00078376i,0.00026848+0.001841i,-0.00017557+0.0018736i,-0.0010525+0.0015341i,-0.00090321+0.0009676i,-0.00027727+0.0011388i,0.00027129+0.00058098i,0.00031734+0.00036023i,-0.00052475+0.00093434i,-0.00099715+0.00074184i,-0.00031117+0.00091044i,-4.8586e-05+0.00099934i,-0.00024464+0.00067164i,-0.00029046+0.0011129i,-0.00035825+0.0010295i,-0.00056286+0.0001146i,-0.00047987-0.00039979i,-0.00026586-0.00039774i
0.0017569+0.0015915i,0.0027037+0.00024932i,0.0024744+3.2328e-05i,0.0018968-8.5465e-05i,0.0012502-0.00070456i,0.0011736-0.001007i,0.0017754-0.00069114i,0.001056-0.00020002i,0.00028932-0.00053617i,-0.00031226-0.00080064i,-0.00015757-0.00068271i,0.00043142-0.00039271i,0.00058038+0.00010872i,-0.00051132+0.00044955i,-0.00084797+0.00046123i,0.0001698+0.00023169i,-1.4905e-05+0.00033658i,-0.0008516-0.00027865i,-0.0008763-0.00059257i,-0.00030369-0.00014516i,0.00029457-0.00039375i,0.00026458-0.00051335i,-0.00042464-0.00030172i
0.0013158-5.6969e-05i,0.0009433-0.0012645i,-0.00091423-0.0014674i,-0.0011855-0.0009603i,-6.6716e-05+0.00020027i,-6.9378e-07+0.0012064i,-1.2261e-05+0.0014798i,0.00040435+0.001114i,0.00027917+0.00033508i,0.00024718+1.1229e-05i,-7.3623e-05+7.4776e-05i,-0.00050035+0.00039646i,-8.4623e-05+0.00039438i,-0.00042023+7.8396e-05i,-0.00081934+3.5316e-05i,-0.00014401+0.00015027i,4.1436e-05-0.00013414i,-0.00038602+0.00051901i,-0.0011385+0.0013022i,-0.0010339+0.00051822i,-0.00018396+0.00016236i,0.00038516-0.00013634i,0.00039177-0.00034354i
0.00050528-0.0012419i,0.00070026-0.00016884i,0.00039815-0.000278i,0.00040662-0.0010829i,0.00048048-0.00074383i,0.00087795+0.00028793i,0.0011001+0.00042623i,0.0006132-0.00032069i,0.0001582-0.00028335i,6.5615e-05+4.3015e-05i,-0.00023156+0.0001917i,-0.00021281+0.00062097i,-0.00030492+0.00080896i,-0.00013082-7.9844e-05i,0.00065134-0.00086898i,0.00065598-0.00019879i,0.00028688+0.00044911i,-5.6765e-05-0.00062288i,-0.00023372-0.001395i,-0.00016497-0.00074275i,-0.00017233-0.00039983i,2.2792e-05-0.00054709i,-0.00050738-0.00065049i
0.003101+0.0021416i,0.0025486+0.001839i,0.00046002+0.00034193i,-0.00096061-0.0011214i,-0.00080534-0.00098225i,1.7815e-05-0.00011082i,0.0001481+0.00081076i,-0.00032946+0.0011108i,-0.00064829+0.00036656i,-4.8583e-05-0.00050005i,0.00035606-0.00077299i,2.2192e-05-0.000194i,-0.00086365+0.00018192i,-0.0013242-0.00045538i,-0.00094014-0.0003104i,-0.00067042-0.00051569i,-0.00049119-0.00096183i,-0.00059407+0.00010788i,-0.0003307+0.00066005i,0.00045006+0.00022922i,0.00034743+0.00012354i,-0.00040121+0.00017589i,-0.00072427+6.9281e-05i
0.0021348+0.00090478i,0.0014838+0.00059213i,0.0011261+0.001003i,0.00084704+2.5054e-05i,0.00069949-0.00048703i,0.00054616-0.00025331i,0.0014296+0.00016241i,0.0019206+0.00045314i,0.00073018+0.001334i,-0.0010636+0.00061791i,-0.001525-0.0006038i,-0.0010381-0.00044423i,-0.00081416+0.00075952i,-0.0015892+0.00087127i,-0.0015586+0.00020855i,-0.00053098+0.00053837i,-0.00061251+0.00082566i,-0.00088275+0.00041167i,-0.00015765+0.00022468i,1.5192e-05+0.00046045i,0.00038454+0.00070988i,0.00031607+0.00050518i,-0.00076243+0.00036573i
-0.00082473-0.0025084i,-0.00063942-0.003689i,-0.00050695-0.0028982i,-0.00098532-0.0011956i,-3.3402e-05+6.2923e-06i,0.00066406-6.8029e-06i,0.00092897+0.00017744i,0.00054376+0.00022275i,0.00012271+0.0008448i,-0.00024349+0.00084038i,-0.00027954+0.00025689i,4.2637e-05+0.00013062i,0.00035304-8.3127e-05i,0.00076195+0.00063083i,0.00045677+0.0012758i,-0.0002033+0.00041008i,-0.00041784-0.00015594i,-0.00048707-0.00014463i,-0.00032882-0.00069576i,-5.9466e-05+4.5021e-05i,2.7979e-05+0.00084778i,0.00013557+0.00059224i,0.00011584+0.00056251i
0.0010035-0.0021958i,0.00069886-0.0024937i,-1.6748e-05-0.0017032i,0.00017587+8.9407e-05i,-0.00022814+0.00036331i,0.00039919-0.00042296i,0.0014162-0.00023264i,0.0007886+0.00046599i,-7.4087e-05+0.00067511i,-2.1979e-05+0.00070156i,0.00036958+0.00082036i,-0.00018791+0.0010754i,-0.0007617+0.0012529i,-0.0013012+0.0011222i,-0.0013829+0.00050171i,-0.00024039-0.0001203i,0.00019785+0.00046627i,6.3612e-06+0.0010632i,0.00056512+0.00042644i,0.00043676-0.00022549i,-0.00017737+0.00010038i,0.00010489+0.00033385i,-0.00017592+0.00017179i
0.00097368-0.0011219i,0.0012239-0.00095426i,0.00071071-0.0010706i,-0.00037861-0.00069598i,0.00036094+0.00023812i,0.0015595+0.00052546i,0.0014524+0.00013953i,0.00073538+5.4325e-05i,0.00017197+0.00019456i,0.00039913-8.2303e-05i,0.00057294-0.00042349i,-0.00068773-0.00036701i,-0.00093474+0.00010499i,-7.419e-05+0.00035974i,-0.00049357+0.00015856i,-0.00087466+0.00027611i,-0.00046407-4.6137e-05i,-0.00053321-0.00085815i,-0.00018142-0.0010466i,0.00046942-0.00090174i,0.0004484-0.00040104i,0.00059082+0.00069551i,5.2142e-06+0.0014482i
-0.00056024-0.0008444i,-0.00091094-0.001133i,-0.0014381-0.0013944i,-0.0009224-0.0013566i,1.6119e-05-0.00060758i,0.00058518+0.0007177i,0.0012531+0.00047341i,0.00091576-0.0002149i,-8.0397e-06-0.00028319i,6.2359e-06-0.00036931i,0.00064221-0.00010182i,0.00031427+0.00039235i,0.00042018-0.0001077i,0.0012502-5.9137e-05i,0.00059668+0.00081083i,-0.00014008+0.00027516i,-0.00036787-0.00023712i,-0.00042575-1.2678e-05i,-0.00043257-0.00023728i,-0.0003053-0.00087769i,0.00022519-0.000812i,0.00031144-0.00040533i,-0.00012489-0.00046936i
0.001859-0.00060437i,0.0018543-0.0013584i,-0.00013216-0.0016367i,-0.00065241-0.00060294i,0.00058824+0.00023159i,0.0016935+0.00043621i,0.0013835+0.00042342i,-5.243e-05+0.00066841i,-0.00064068+0.00057077i,-0.00078549+0.00024119i,-0.00083952-0.0002991i,3.715e-05-6.8217e-05i,0.00064002+0.00067589i,0.0004664+0.00094038i,0.00057518+0.00087388i,0.00076528+0.00015201i,0.00066251-0.00011294i,0.00044986-0.00077122i,0.00063133-0.0011192i,0.00072971-0.00057552i,9.592e-05+0.00048211i,0.00027325+0.00025621i,0.00095962-0.00064643i
0.00021921+0.00073156i,0.00060807-0.0014437i,0.0016165-0.0020993i,0.0016958-0.0018101i,0.0012606-0.0017861i,0.00076504-0.00098242i,0.00028335-4.126e-05i,5.3862e-05+0.00061153i,-0.0001009+0.0014011i,-0.00030155+0.00052296i,-0.00047301-0.00092319i,-0.00018326-0.00091463i,5.7274e-05-0.00013393i,-0.00039766+0.00039667i,-0.0011103-9.992e-05i,-0.00096844-0.00053743i,-0.00072738-0.00028166i,-0.00045939+0.00011959i,-0.000459+0.00010554i,-0.0012352+0.00019903i,-0.00085111-0.00048685i,-1.4815e-05-0.00028655i,0.00070678+0.00098678i
-0.000624-0.0001983i,-0.00068156-0.0010801i,-0.0010114-0.00056617i,-0.00036092+0.00019172i,0.0010692+7.8801e-05i,0.0015001-0.00043376i,0.00056999-0.00046691i,-0.00028587-0.0004768i,-0.00028167-0.00082933i,-0.0003001+0.00013906i,-2.7335e-05+0.00092177i,0.00044227+0.00019441i,0.00033649-0.00099655i,0.00041002-0.0012252i,0.00047925-0.00022901i,0.00040163+0.00057931i,0.00018648+0.00061583i,-0.00063343-0.00042978i,-0.0012416-0.00066878i,-0.001255-0.00043684i,-0.00058807-0.00047974i,-0.00066778-0.00061321i,-0.00080084-0.00043188i
-0.00028226+0.0017447i,0.0002483+0.0010094i,0.00077836+0.00088517i,0.00077014+0.00072768i,0.00047921+8.9774e-06i,0.00041002+0.00054603i,0.00060251+0.00077356i,0.00029699+0.00060712i,-3.3579e-05-3.6457e-05i,-0.00028361-0.00044864i,-5.1504e-05+0.0005473i,0.00017602+0.00041581i,6.9367e-05-0.00065361i,0.00013401-0.00099999i,0.00058392-0.00052155i,0.00041109-0.00013088i,4.4574e-05-0.0004355i,0.00093465-0.0003832i,0.0015791+0.00045979i,0.00063759+0.00055576i,-5.2232e-05-0.00027388i,-9.5238e-05-0.00066423i,-0.00042969-0.00012255i
0.0021395+0.0003572i,0.0024103-0.00089103i,0.0016064-0.0010981i,0.00099957-0.00070388i,0.0011258-0.00020575i,0.0011712+0.00019949i,0.0001385+0.00046179i,-0.0005484+0.0003019i,-0.00012081-7.9929e-05i,-6.3894e-05-0.00047276i,-0.00022996-0.00048756i,-0.00058085-0.00012003i,-0.00070323+0.00060906i,-0.00025667+0.00057527i,0.00036614-0.00010541i,0.00052479-0.0004952i,0.00067866-0.00027209i,0.00082691+0.00024789i,0.00081363+0.00032585i,0.00056533+0.00042669i,0.0002474+0.00011438i,2.8402e-05+0.00028918i,-1.749e-05+0.00048921i
-0.0018057-0.0024027i,-0.0028721-0.0033741i,-0.0031698-0.0027027i,-0.00187-0.0014733i,0.00040131-0.00093286i,0.0015968-0.00050538i,0.0018595-0.00044111i,0.001451-0.00069056i,-2.3963e-05+3.3611e-05i,-0.00085859+0.00068421i,-0.00044972+0.00034035i,0.00075123+0.00010733i,0.0014784-0.00054586i,0.0011688-0.0014972i,0.00098488-0.0013025i,0.0009672-0.00045961i,-0.00013635+0.0006524i,-0.0011041+0.00090663i,-0.0012271+0.00044205i,-0.00012655-0.00030489i,0.0013671+0.00032811i,0.0010763+0.00076616i,0.00042267+0.00021614i
0.0016351+0.0015141i,0.0012934+0.0013491i,0.00096892+0.0004992i,0.0011016+0.00036764i,0.00067706+0.00052957i,0.00036489+0.00071105i,0.00027268+0.0016743i,-0.00012317+0.0020051i,0.00066798+0.0015059i,0.00095227+0.00067791i,0.0006189+5.3417e-05i,0.00086556-8.7307e-06i,-2.855e-05-0.00013861i,-0.0012405-0.00014677i,-0.0012607-6.0291e-05i,-0.0003642-0.00019209i,-0.000212-0.00056751i,-0.00087769-0.0009664i,-0.0010801-0.00081426i,-0.0004056-0.00058469i,8.9048e-05-0.00077664i,-0.00019471-0.00071015i,-0.00028641-0.000176i
0.00020178+0.0020738i,-0.00032924+0.0012845i,-0.00036305-5.7923e-06i,-0.00063618-0.00023584i,-0.00086289-6.0462e-05i,-0.00054102+0.00050324i,-0.00015067+0.00054363i,0.00011782+0.0003628i,0.00042152+0.00022802i,0.00052371-0.00019336i,0.00017316-0.00074397i,-0.0004191-0.00056463i,-0.00057453-0.00048859i,-0.00034151-0.00022186i,-8.9256e-05-2.8711e-05i,8.3163e-06-0.00021808i,7.3354e-05+7.8507e-05i,0.00010997+0.00064668i,-0.00030758+0.00070565i,1.7226e-05-8.77e-05i,0.00051458-9.1802e-05i,0.00060067+0.00056456i,0.00073823+0.00022612i
-0.00049064-0.0012597i,-0.00011562-0.0019362i,0.00062544-0.0018725i,0.0013951-0.0008023i,0.00080269+1.3389e-05i,0.00049599+0.00052666i,0.00096625+0.00029226i,0.00019678+0.00041022i,-0.00034918+0.0014656i,-0.00021981+0.0015851i,-0.00054412+0.0010324i,-0.00067114+0.0006716i,-0.00027082+0.00022488i,0.00021574+7.8292e-05i,0.00046568+0.00039737i,0.00078545+0.0001768i,0.00077292-0.00038489i,0.00046909+4.1779e-05i,-0.00059001+0.00032932i,-0.00091667-3.1103e-06i,0.00065719+0.00011979i,0.0014865+0.00021345i,0.00035541+0.001009i
0.00032232-0.0031582i,-0.00076193-0.0034567i,-0.0012574-0.0031885i,-0.00094346-0.0023346i,0.00020626-0.0016323i,0.001386-0.00085837i,0.0010263+0.0002579i,0.00064086+0.00099037i,0.00075765+0.00071964i,0.00044695-0.00033926i,0.00020393-0.00071661i,-1.2365e-05+3.6888e-05i,-0.00027495+0.0010327i,0.00021434+0.00098374i,0.00046546+0.0007165i,-7.0939e-05+0.0004939i,-0.00011505-6.1499e-05i,-5.8565e-05-0.00045647i,0.00024313-0.0003685i,0.00030806-0.00033994i,0.0001211-0.0007793i,-0.00014593-0.00032614i,0.00027612-0.00011959i
0.002665-0.0025061i,0.0024043-0.0027548i,0.0015751-0.0013807i,0.0012837+0.0010474i,0.001014+0.0021385i,0.0014903+0.0012157i,0.0018178+0.00044834i,0.00079203+0.00027093i,0.00036553+0.00013996i,0.00062198+0.0001377i,0.00081471-0.00028024i,0.00075687-0.0002914i,0.00025599+0.00057782i,0.00041488+0.00089887i,0.0013054+0.00049532i,0.0014136+0.00022523i,0.00069889-0.00015655i,2.6621e-06-0.00028814i,-0.00051632-0.00020079i,-0.00076293-0.00010074i,-0.00044589+0.00019991i,-0.0007355-0.00033097i,-0.00087392-0.00037987i
0.00076073-0.00167i,-5.1752e-05-0.0022755i,-0.0015369-0.0026444i,-0.0016488-0.0021633i,-0.00063129-0.00039653i,0.00018705+0.00029701i,0.00078653-8.0482e-05i,0.00086443+0.00038502i,0.00032761+0.00086797i,0.00012884+0.0010298i,8.7939e-05+0.0013114i,-0.00022052+0.0012147i,-5.2435e-06+0.00074518i,0.00034125+0.00038365i,0.00016128+0.00011532i,-8.7872e-05-0.00010234i,-0.00015482+2.0604e-05i,-0.00061412+0.00032385i,-0.00044896+8.8229e-05i,9.341e-05-0.00030062i,0.0001082-0.00095407i,1.9764e-05-0.0012258i,-4.025e-05-0.0010475i
0.0014994-0.00027891i,0.0014222-0.00039863i,0.00087414-0.00093483i,0.00083373-0.00030782i,0.00097367+0.0011089i,0.0010308+0.0015023i,0.00092734+0.00063689i,0.00033075-0.00033802i,0.00043324+0.0001077i,0.00047752-0.00010133i,0.00054834-0.00057844i,0.00035999+9.3262e-05i,0.00010378+0.00080949i,3.034e-05+0.00078625i,0.0002303+0.00045993i,0.00077963-0.00018952i,0.00023693-0.00022581i,-0.00023614+0.00088506i,-0.00034643+0.00023321i,-0.00015827-9.1738e-05i,0.00061995+0.00019898i,0.00010262-0.00033786i,-0.00022931-0.00036886i
-0.0012444+0.00020142i,0.00039193+0.00022464i,0.0010428+0.00028256i,0.00090627+0.00035071i,0.00067667+2.9789e-05i,0.00089904+0.00056438i,0.0010914+0.0011166i,0.000693+0.00079209i,0.00011922+0.0002919i,0.00015034+0.00026684i,0.00066086+0.00015768i,0.00097603-0.00021355i,0.00095106-0.00051194i,0.00078378-0.00052856i,9.6704e-05-8.7637e-05i,-0.0004446+0.00020461i,-0.00054834+8.9946e-05i,-0.00020991+3.2073e-05i,1.0943e-05+0.00075601i,-0.00044503+0.0010811i,-0.00067182+0.00041449i,0.00036251-0.00026514i,0.00088961-0.0010315i
0.0011145-0.001311i,0.00028402-0.0019271i,-0.0011106-0.001408i,-0.00099579-0.0011139i,0.00068424-0.0010334i,0.0012475-0.00015351i,0.00032685+0.00076576i,0.00012227+0.0010172i,0.00011779+0.0012328i,-8.9768e-05+7.773e-05i,-0.00021428-0.00033492i,0.00044764-8.7659e-05i,0.00090322-0.00036509i,0.00054324-0.00092394i,0.00049911-0.00068666i,0.00011973-0.00018225i,-0.00057444-1.52e-05i,-0.00073344+0.00013029i,-0.00058072+0.00013044i,-0.00019843+0.00037837i,-0.00016972+0.00013835i,-0.00010438-0.00037428i,0.0001421+0.00014637i
-0.0022024+0.00069259i,-0.0022298+0.00024195i,-0.0016445+0.00036308i,-0.00067902+0.00032116i,0.00043306-0.00037829i,0.0013476-4.0343e-05i,0.0013385+0.00033049i,5.779e-05+0.00011753i,-0.00059871-0.00016656i,-0.00035355-0.00022554i,-0.00051499-0.00035366i,-0.0007623-0.0010054i,-0.00029277-0.0010581i,0.00061345-0.00086147i,0.00095626-0.00081992i,0.00062061+0.00037505i,-0.0001984+0.00097094i,-4.9942e-05+9.2545e-05i,-0.00038168-0.00063136i,-0.00027298-0.00074791i,0.00023038-0.00018508i,0.00014721-0.00014171i,-0.00013304-5.4847e-05i
0.0018785-0.00076804i,0.0018427-0.0010596i,0.00085384-0.0011118i,0.00045994-0.00059196i,-0.0003078-0.0001556i,-0.0013365+0.0010258i,-0.0011591+0.0012545i,0.0004895+0.00026649i,0.00091689-0.00016147i,-0.00035749-0.00033778i,-0.0014559-0.00022896i,-0.0011584+0.00023203i,-0.00055182-7.7059e-05i,-0.0003596-0.00024994i,-0.00035317-0.00014679i,-0.00024256-0.00052693i,0.00036758-0.00048197i,0.00063273+0.00046196i,0.00025047+0.00097022i,0.00011859+0.00091824i,0.0003813+0.0010176i,0.00065399+0.00070644i,0.00039838+0.00045893i
