-0.0011944-1.6038e-05i,-0.00083352-0.00078031i,-0.00173-0.00088439i,-0.002188-0.0004804i,-0.0021493-0.00054033i,-0.0016206-0.00079918i,-0.0011528-8.2827e-05i,-0.00075482+0.0010287i,0.00043964+0.00041415i,0.00087218-0.00074115i,-6.6031e-08-0.00070968i,-0.0010384-0.00092823i,-0.00098331-0.00066624i,-0.00049284+0.00029883i,-4.6101e-05+0.00033097i,0.00033084-0.00034678i,0.00036561+5.9799e-05i,0.00036447-0.00063849i,0.00050724-0.0013355i,7.2245e-05-0.0012824i,-0.00032474-0.0018533i,-0.00047828-0.0018825i,-0.0009094-0.00099546i
-4.4825e-05+0.0015319i,-0.00036385+0.0021593i,-9.0234e-05+0.002241i,2.7419e-05+0.0017642i,-0.00053169+0.00062324i,-0.0004298+0.00025817i,0.0002412+0.00099212i,0.00050749+0.0019021i,-0.00032817+0.0019004i,-0.00073527+0.00057715i,0.00023293-0.00039661i,0.00069757-0.00086527i,0.00028141-0.0014151i,-4.752e-05-0.0015559i,-6.9238e-05-0.00088892i,0.00055721+0.00054761i,0.00053958+0.00067577i,-0.00018969+8.7288e-05i,-0.000513+0.00049238i,-5.6747e-05+0.00023337i,-7.7325e-05-6.8e-05i,-0.00018962+4.2279e-05i,0.00068139-2.4288e-05i
0.0010877-0.00072255i,0.0014381-0.00026515i,0.00046566+0.0010233i,-0.00024391+0.00021138i,-0.00013571-0.00044082i,-0.00015865-0.00085301i,-0.00080809-0.0011274i,-0.00068063-7.9094e-05i,-0.00012664+0.00063003i,0.00039029+0.0011209i,0.0002063+0.0013462i,-0.00074188+0.00084003i,-0.00067897+0.00021626i,0.00036661-0.00090373i,0.00064368-0.0013392i,0.00054868+0.00019067i,0.00034705+0.00067626i,0.00011214+0.00027877i,7.8562e-05+5.3651e-05i,-0.00015621-0.00048392i,-2.1737e-05-0.0003757i,9.9185e-05+6.9338e-06i,0.00057358-0.00030098i
-0.00023437+0.0012759i,-0.00082011+0.0011785i,-0.0010449+0.00064241i,-0.0014721+0.00040186i,-0.0010725+0.00070414i,0.00020156+0.00062352i,-0.0001747+0.00020644i,-0.00065297+0.00028254i,-0.00064558+0.00078861i,-0.0012719+0.00054458i,-0.00074133-0.00012753i,-5.119e-06+0.00010793i,-5.3968e-05+0.000147i,0.00016988-0.00044245i,0.0001227-4.5405e-05i,-0.0001021+0.00019398i,0.00011119-0.00024409i,0.00014341-0.00042782i,0.00017309-0.00026657i,0.00045196-0.00027708i,0.00064783-0.00036566i,0.0002786-0.00022369i,-9.0324e-05-8.5591e-05i
0.0023139-0.00061548i,0.0020663-0.0013262i,0.0032642-0.0015477i,0.0022416-0.0014608i,-0.00036797-0.0023211i,-0.0015173-0.0021222i,-0.0010687-0.00040338i,-0.00041048+0.0010377i,0.00027301+0.00066543i,0.00078103+8.6863e-05i,9.5524e-05-0.00012105i,-0.00021374-0.00083724i,2.0912e-05-0.0013457i,0.00010251-0.0015759i,0.00085555-0.0013978i,0.00029043-0.00035089i,-0.00051741-0.00022705i,-0.00034809-0.00063203i,-3.8015e-05-2.2539e-05i,0.00029786+0.0002804i,0.00069508+0.00019254i,0.00025377+0.00099053i,-0.00027149+0.00087446i
-0.0010355-0.0020159i,0.00040398-0.0013445i,0.0010095-0.0020175i,0.00043565-0.0015191i,0.00017723-0.00054915i,-0.00034632-0.00058045i,-0.0010569+0.00013464i,-0.0010762+0.00050181i,-0.00086023+4.3977e-05i,-0.00081083+0.00035701i,-0.00083076+0.00084478i,-0.00036505+0.00076462i,-0.00055521+0.00044992i,-0.00043214+0.00014935i,0.00018695-0.00020924i,2.3294e-05-0.00024834i,-0.00017138+0.00012638i,7.9233e-05-0.00040053i,0.00042973-0.00058455i,0.00028522-0.00049857i,-0.0001625-0.00016613i,-0.00015242+0.00067965i,-0.00010264-1.9905e-05i
0.0037924-0.00017977i,0.0031313+0.00054335i,0.002625-0.00044592i,0.00098463-0.0012357i,-0.00045759-0.002084i,-0.00059244-0.0020874i,-0.00065838-0.00097526i,-0.0010365+0.00060865i,-0.0012794+0.00090821i,-0.00083948+0.0011129i,-0.00068057+0.0011561i,-0.00025886+0.0001925i,-0.00011714-1.624e-05i,-0.00036593-0.0004446i,3.6337e-05-0.0004664i,-0.00014441+6.4729e-05i,-0.00042077+2.1092e-05i,-6.8517e-05-4.1008e-05i,0.0010947-0.00040209i,0.0016563-0.00056124i,0.00057305-0.00011863i,-0.00088303-4.8296e-05i,-0.00095987-0.00021466i
0.00010068+0.00011424i,0.0010821-0.0001037i,0.002323+0.00044982i,0.003281+0.00070768i,0.0030237-0.00061961i,0.00096408-0.00119i,-0.00074128-0.00039158i,-0.00090884+0.0006937i,-0.00096762+0.0014778i,-0.001096+0.0010503i,-0.00070534-2.8935e-06i,-0.00039523-0.00088244i,9.6559e-05-0.00071884i,0.00018742-0.0009143i,-0.0008175-0.00068424i,-0.0010224-4.8167e-05i,-0.00069221+0.00026546i,-0.00041973+6.6814e-05i,0.00028159-0.00063356i,4.3054e-05-9.877e-05i,-0.00083024+0.0001516i,-0.0011763-0.00041994i,-0.00089111-0.00018273i
0.0003531+0.00032624i,2.1088e-05-0.00036416i,-0.0001396-0.0016582i,5.4495e-06-0.0024254i,-0.00028045-0.0023177i,-0.0011679-0.0018623i,-0.0010783-0.0008351i,-0.00093486-0.00018124i,-0.00092664-5.6327e-05i,-0.00024833+0.00042353i,0.00044856+0.00029608i,0.00014466-3.5825e-05i,-0.00013861-0.00037831i,-0.00014202-0.00048107i,0.00033677-1.1297e-05i,0.0005455+0.0001464i,9.5984e-05+0.000789i,0.00023545+0.0008906i,0.00092495-0.00021749i,0.0007987-0.00066183i,-0.00050916-0.00049993i,-0.0013969-0.00038342i,-0.0010385-0.00018077i
-0.00038855-0.0013727i,-0.001064-0.0023716i,-0.0017129-0.0028239i,-0.0017442-0.0019082i,-0.001497-0.00067673i,-0.0010287-0.00028165i,-0.00048754+0.0003141i,-0.00016585+0.00042861i,-0.00016056+0.00084151i,-0.00056283+0.001318i,-7.5748e-05+0.00095339i,0.00019486+0.00031932i,-0.00048799-0.00025014i,-0.00066445-0.000324i,-0.00053943-0.00094835i,-0.00011363-0.0013358i,0.0007429-0.00083452i,0.0010056-0.00064187i,0.00085948-0.00021387i,0.00021406+0.00026032i,-0.00014205-0.0005393i,0.00040178-0.00050238i,0.000909+0.00028175i
-0.0019927+0.00072117i,-0.0026488+0.0017496i,-0.0023517+0.0024698i,-0.00076114+0.0022436i,0.00060365+0.001193i,0.00049684+0.00052235i,0.00043015+0.00024827i,0.00089529+0.00032054i,0.00014521+0.00060161i,-0.00051933+0.00067687i,-0.00045416+0.00042285i,0.00035837+0.00025262i,0.00082071+0.00026525i,0.00083782+0.00020436i,0.00065685+3.1719e-05i,0.00069299+9.6196e-05i,0.00055335+0.00021581i,0.00013669-0.00011012i,-9.0873e-05-0.00093342i,6.4044e-05-0.00069157i,-0.00045959+0.00022332i,-0.00067562-0.00038348i,-0.00082778-0.00060761i
0.00028726-0.0004807i,0.00067689-3.0119e-05i,0.0011589+0.0004858i,-0.00016131-0.00017581i,-0.00037675-0.0013047i,-0.00032307-0.001262i,-0.00040404-0.00047328i,-0.00064814+0.00053755i,-0.00083546+0.00089318i,-0.00050651+0.00097197i,-0.00040395+0.0011746i,-0.00035949+0.0008307i,-0.00083945-0.00019192i,-0.00048609-0.00052182i,0.00076856+0.00022344i,0.0002507+0.0005451i,-0.00048614+0.00019147i,-2.8634e-08+2.9611e-05i,-3.7061e-05-0.00031942i,-0.00043865-0.0008429i,-0.00028784-0.00033897i,-0.00036883+0.00042582i,-0.00054801+3.179e-05i
-0.00051483-0.001132i,0.00015808-0.0011911i,-0.00102-0.00094875i,-0.0015627-0.00060143i,-0.00090153-0.00094723i,-0.00084185-0.0021079i,-0.00080489-0.0021376i,-0.00077042-0.00095223i,-0.00087153+0.00029339i,-0.00095199+0.00085968i,-0.00094458+0.00060293i,-0.0012976+6.2738e-05i,-0.00071776+0.00015375i,0.00029194+0.00015905i,0.00040948-8.4691e-05i,-0.00010385+0.00017871i,2.4645e-05-0.00026826i,0.00057326-0.0012438i,0.00059232-0.0011981i,-0.00013444-0.00026237i,-0.00021946+5.5731e-05i,0.00017674+0.00049882i,0.00013033+0.00045055i
-0.0013697-0.0013989i,0.00036273-0.0017119i,-0.00024812-0.0025435i,-0.0013841-0.0021536i,-0.0014075-0.00092317i,-0.00024585+0.00021332i,0.0004034+0.00034429i,-1.6955e-05+0.00030873i,-0.00091151-0.00012012i,-0.0010591+0.00045864i,-0.00049133+0.001468i,-0.00017048+0.00074095i,-0.00044572-0.00051909i,-0.00054737-0.00018063i,2.053e-05+0.00037573i,0.00062114+0.00024602i,0.00051429+0.00048416i,-6.1991e-05+0.00041423i,-0.0007194+3.2975e-05i,-0.00067682+1.892e-05i,-0.00078954+0.0001222i,-0.0012268+0.00042641i,-0.0011596+0.00033656i
0.00091172-0.0020752i,-0.00015986-0.0017011i,-0.0010923-0.0020072i,-0.0019461-0.0014919i,-0.002665-0.00073691i,-0.001883-0.00046794i,-0.0010036-0.00048435i,-0.00089475-5.3259e-05i,-0.00031213+4.4735e-05i,0.00012466+0.00040409i,-0.00017607+0.00086101i,-0.00043217+0.00046543i,-0.00053032-8.9849e-05i,-0.00045574+0.00010679i,-2.4628e-05+2.1447e-05i,0.00012475-0.00010457i,0.00025861-0.00031254i,-0.00047438-0.00052823i,-0.00053767-0.0003515i,-3.6929e-05+0.00032359i,-0.00040046+0.00022859i,-0.00034146-5.7822e-05i,-0.00010486+0.00058435i
0.0012231+0.00015728i,0.00060801+0.00021397i,0.0012205+9.209e-05i,0.0014008+3.3127e-05i,0.00077658-0.00019956i,-6.1908e-05-0.00044731i,-0.00021061-0.00030355i,0.00023624+0.00015904i,0.00041354+0.00022713i,-9.0933e-05+0.00044452i,5.6131e-06+0.0013878i,0.00023451+0.00075459i,7.99e-05-0.00054193i,0.00029883-0.00020263i,-0.00029498-9.3352e-06i,-0.00041425-0.00076159i,-0.00092622-0.00059311i,-0.001256-0.00048722i,-0.00033666-0.00035422i,-5.1712e-05+0.00029125i,1.8104e-06+0.00036944i,0.0005642-0.00017301i,0.00049249-0.000394i
-0.00046972+0.00074038i,4.8082e-05+0.0014354i,5.0623e-05+0.0019107i,9.5396e-05+0.00066641i,0.00084293-0.0006654i,0.00020477-0.00058741i,-0.0011784-0.00010653i,-0.0013511+0.0002748i,-0.00094409+0.00024655i,-0.00052098+0.00091261i,-0.00021874+0.0012995i,-0.00024493+0.00066823i,-4.4388e-05-5.8385e-07i,0.00041213-0.00054866i,0.00086928-0.0011979i,0.0011538-0.0016045i,0.000531-0.00099259i,-0.00027855-0.00012649i,-0.00016596+0.00029124i,0.0005672-0.00012547i,0.00014984-0.00068274i,-0.00065161-0.00054827i,-0.00023072-0.00027257i
-0.00015695+0.00057341i,0.00016009+0.00049341i,0.00042838+0.00039879i,0.00070938+7.8458e-05i,0.00063743-0.00084937i,-2.3018e-05-0.0011566i,-0.00025881-0.0010821i,0.00042884-0.0011635i,0.00029882-0.00022044i,-9.4887e-05+0.00053449i,0.0006002-0.00016851i,0.00052778-0.00078806i,-0.00038053-0.0012777i,-0.00031523-0.00095616i,0.00075007-0.00082239i,0.0007672-0.000542i,0.0004809+0.00042452i,0.0003509+0.00012978i,5.5327e-05-0.0002938i,-7.8022e-05-0.00058693i,0.00064656-0.00042943i,0.00053513+0.00064018i,-0.00043901+0.00048222i
-0.001523+0.00028094i,-0.0020484-0.00020442i,-0.0023978-0.0012662i,-0.0015914-0.00054408i,-0.00060392+0.00026674i,-0.00029048-0.00025622i,-0.00058125-0.00036567i,-0.0011455-0.00017874i,-0.001415+0.00029153i,-0.0012541+0.0003228i,-0.0009034+1.6908e-05i,-0.00056629-0.00047232i,-0.00016605-0.00081187i,0.00030107-0.0003307i,0.00048351+3.0865e-05i,0.00011914-0.00069784i,-0.00043914-0.00064416i,-0.00016235+1.9625e-05i,0.00020757-0.00012082i,-0.00029436-0.00059514i,-0.00072971-0.00096841i,-0.00060002-0.0011271i,-0.00019849-0.0008041i
0.001017-0.00080322i,0.00054045-0.00093515i,0.00022482-0.0022013i,-0.00017454-0.0014868i,-0.00040045-0.00070593i,-0.0010209-0.0011539i,-0.00064306-0.0013197i,0.00019698-0.00018041i,0.0001149-0.00012605i,-0.00070393-0.00039475i,-0.00023472+0.00026094i,0.0007299+0.00097477i,-0.00029023+0.00053909i,-0.00078092-0.00030326i,0.00013362-0.0010283i,0.00069815-0.00078202i,-0.00018754-0.00038805i,-0.00061567-7.3099e-06i,4.6636e-07+5.9769e-05i,0.00094121-0.00055057i,0.00061002-0.00011741i,-0.00066611+0.00040592i,-0.00098825+0.00037631i
0.00047236-0.0010772i,0.0021467-0.00085815i,0.0026626-0.00047447i,0.0027614-0.0008376i,0.0010687-0.0010064i,-9.2555e-05-0.0011301i,0.00017394-0.00092617i,-0.00042886-9.0886e-05i,-0.00089302+0.00058955i,-0.00011241+0.00075396i,0.00064481+0.00020714i,0.0005338-0.00040287i,-0.00047376+9.7635e-05i,-0.0010983+0.00038115i,-0.00035191-0.00028829i,-9.2102e-05-0.00013971i,-0.00050998-0.00019175i,-0.00012863-0.00041347i,0.00035933+0.0004131i,-0.00050264+0.00018118i,-0.0012189+0.00067244i,-0.00093652+0.0013772i,-0.00070754+0.001498i
0.0010623+0.0018216i,0.0008141+0.0018205i,0.00067368+0.0010159i,0.00046305+0.00024183i,-0.0006037-0.00068137i,-0.0010468-0.00088958i,-0.00096528+8.6686e-05i,-0.00068037+0.00023467i,-0.00040026+0.00048438i,-0.00077533+0.001304i,-0.00034646+0.0008887i,0.00025071-0.00019834i,-0.00011171-0.00067302i,-7.0218e-05-0.00072514i,-9.0129e-05-0.00011944i,-7.4655e-05+0.00036671i,0.00039736+0.00064862i,-0.00048192+0.00074912i,-0.0011602+0.00048593i,-0.001075+0.00021568i,-0.0005823-0.00019525i,-0.00023194-0.00028647i,-0.00024068+0.00033283i
0.00063819-1.798e-05i,0.00061026-0.00034746i,0.00063602-0.00034361i,0.00057881-0.00047935i,-1.119e-05-0.00056861i,-0.00018336-0.0006735i,-0.00012614+9.4512e-05i,0.00039693+0.00080407i,0.00048477+0.0010134i,0.00036048+0.0012191i,0.00087953+0.00066474i,0.0011757+0.00011626i,0.00041165+0.00019602i,-0.00056917+5.9158e-05i,4.073e-05-0.00067751i,0.00062611-0.0018437i,5.5182e-05-0.0024202i,0.00044434-0.001785i,0.00087677-0.0018004i,0.00029085-0.0013384i,-0.00037231-0.00017021i,-0.00052983+0.00026754i,-0.00082936+0.00045793i
-0.0016008-0.001062i,-0.0014215+0.00015261i,-0.0020581+0.00072827i,-0.0015279+0.00066046i,-0.00088339+0.00078035i,-0.00044082+9.7645e-05i,-0.00071418-9.5996e-05i,-0.0010321-0.00030675i,-0.00056704-0.0001249i,-0.00070136+0.00090686i,-0.00039821+0.0014628i,-0.00014462+0.00087317i,-0.00058729-4.6152e-05i,-0.00058686-0.00056998i,-0.00025775-0.00054696i,2.9659e-05-0.00040328i,-0.00033388-0.00019663i,-0.00090581+0.00041384i,-0.00066762+7.9177e-05i,-0.00027302-5.0876e-05i,-0.00049039+0.00013425i,-0.00059268+4.4984e-05i,7.4797e-05+0.00056771i
0.0024197-0.00012376i,0.0017134-0.0002415i,0.0016811-0.0014818i,0.0014776-0.0018715i,0.00051686-0.00173i,-0.00082825-0.0011244i,-0.0016871-0.00065758i,-0.0017201-0.00028998i,-0.00078414+0.00040262i,-0.00072335+0.001042i,-0.00063845+0.00055526i,-0.00030499-0.00016036i,-0.00087255-0.00022514i,-0.0009048-4.005e-05i,-0.00031917-0.00026995i,-0.0004467-0.00065901i,-0.00050458+0.000145i,-0.00019672+0.0007483i,0.00013652-0.00024637i,0.00030626-0.00042543i,0.00015862-0.00039708i,0.00028437-0.00095205i,0.00047226-0.0010221i
0.0015792+0.00020662i,0.00093059-0.00024122i,0.0005903-0.00012682i,0.0010424+0.00035941i,0.00048719-0.00011828i,-3.7957e-05-0.00079495i,-0.00071491-0.00059643i,-0.0010347-1.4554e-05i,-0.0003839-0.00033324i,-0.00039671-0.0004818i,-0.00072534+0.00025022i,-0.00033326-0.00015213i,-0.00039719-0.0012402i,-0.00045259-0.0015239i,0.00036653-0.0011156i,2.1079e-05-0.00038873i,-0.00058332+0.00021248i,-0.00013034+4.8592e-05i,0.0002549-0.00015779i,-0.00016024+0.00062944i,-0.00021914+0.00083484i,0.00016027-6.7956e-05i,-7.0296e-05-0.0003871i
-0.0024867-2.6749e-05i,-0.0017306-0.0012892i,-0.0013329-0.0011649i,-0.0018385-0.0007104i,-0.001339-0.00029052i,7.2503e-05-0.0002809i,0.00020563-0.00024619i,-0.00069574+4.8124e-05i,-0.00021368+0.00086134i,0.00032088+0.0006564i,0.00052519-0.00042731i,-0.00034894-0.0011235i,-0.0016743-0.0012596i,-0.0011967+0.00048591i,6.7519e-05+0.0010086i,0.00058364+3.5985e-05i,0.00020069-6.6531e-05i,-0.00033893-0.0010221i,-0.00027654-0.0010905i,0.00030933-0.0007431i,0.0010341-0.0016325i,0.00067712-0.0012927i,-0.0001474-0.00039292i
-0.00084386+0.00083855i,-0.001844+0.00062869i,-0.0013461+0.0014346i,-5.6976e-05+0.00087457i,0.00090073-0.00015364i,0.00029429-0.00038863i,-0.00099036+2.1789e-05i,-0.00095032+0.00013316i,-0.00031553-0.00029841i,0.00022474-0.00017068i,0.00070628+3.01e-05i,0.00035979-6.5793e-05i,-0.00030204-9.5492e-05i,-0.00018226-0.00015245i,0.0002271-0.00036487i,0.00042104-0.00025365i,-8.8751e-05-0.00030505i,-0.0003504-0.00046175i,-6.4045e-06-0.00030005i,0.00031677-0.00029753i,0.00065409-0.00041713i,0.00023855-0.00018252i,-0.00020744+0.00034614i
-0.0019392+0.0021364i,-7.9546e-05+0.0026249i,0.00094586+0.0020123i,0.00055503+0.0008781i,0.00027803-0.00039083i,-0.0002301-0.0011697i,-0.00091712-0.0013445i,-0.00086099-0.0013095i,-0.00070094-0.00092255i,-0.00099538-9.2533e-05i,-0.00090818+0.00010624i,-0.00036357-0.00066859i,0.00016304-0.00049553i,-6.7739e-05+0.00024331i,-0.00061623-0.00012013i,0.00026059-0.00042889i,0.0009453-0.00065604i,0.00053568-0.00097377i,0.00032226-0.00057857i,-1.6622e-05-0.00036792i,0.00025303-0.00021486i,0.00075936+0.00056431i,0.00041758+0.00073875i
0.0018345-0.0012497i,0.0021674-0.0014915i,0.0020671-0.003755i,0.0016868-0.0041199i,-0.00012737-0.0027384i,-0.0011526-0.001122i,-0.00056211-5.3741e-05i,-0.00060945+0.00036805i,-0.00034919+0.00073236i,-0.00011148+0.0012561i,-0.00026538+0.001023i,-0.00048077-0.00023631i,-0.00014988-0.00050014i,-0.00023605-6.8367e-05i,-0.00079971-0.00037264i,-0.00032623-0.00079755i,-0.00021299-0.0010941i,-0.00018104-0.0012501i,-0.00050193-0.00058748i,-0.00075404+0.00017981i,-0.0005847+3.4637e-05i,-0.00034649+0.00036404i,9.8283e-05+0.00042269i
-0.00044725+0.00070216i,-0.00092228+0.0014162i,-0.0016111+0.00046764i,-0.0019786-0.00013323i,-0.00077732-0.00038777i,0.00018892-0.00010381i,-0.00011406+0.00028273i,-0.00042892+0.00043404i,0.00015105+0.00061084i,2.9938e-05+0.00035745i,-0.00011305-0.00012407i,-0.00027956-0.00043048i,-0.0012529-0.00072593i,-0.0013814-0.00044287i,-0.001102-0.0005743i,-0.00053623-0.00071246i,0.00023933+0.00027238i,4.8849e-05+0.00093377i,-0.00065252+0.00031866i,-0.00077514-0.00040495i,-0.00039115-0.0012187i,-0.0007424-0.00080292i,-0.0012934+0.00045726i
-0.0012075+0.0023778i,-0.00068178+0.0017823i,-0.00024475+0.00164i,0.00034606+0.0010737i,0.00088737-0.00017674i,0.0011954-0.00097152i,-0.00012717-0.00061045i,-0.0013676-1.6197e-05i,-0.0011282-0.00014196i,-0.00054276+0.00026872i,-0.00016079+0.0012479i,0.00056512+0.0015799i,0.00091372+0.00066225i,0.00095286-0.00072908i,0.00046213-0.0015199i,-0.00015973-0.0016533i,-0.00016067-0.0013286i,-0.00040236-0.00018419i,-0.00069159+0.00059324i,-0.00066291+0.00037429i,-0.00066029-0.00041309i,-0.00013033-0.0010673i,7.8377e-05-0.00085111i
0.00025347+0.0006723i,0.00084129+0.00078853i,0.00077999+0.0010258i,0.00071854+0.00017297i,0.00053829-0.00032151i,-0.00056529-0.00033884i,-0.0011563+9.3964e-05i,-0.0011405+0.00077424i,-0.0010982+0.0017276i,-0.00081301+0.0015509i,0.00014417+0.00067143i,0.00023853+0.00030605i,-0.00034833-0.00031456i,-0.00056119-0.00038096i,-0.00058371-0.00055588i,-0.0004455-0.0015237i,-0.00020087-0.0015979i,-0.00035974-0.0003985i,-0.00070089-0.0001783i,-0.00041202-0.00025568i,3.2546e-05-3.6695e-06i,3.388e-07+0.00049607i,0.00043957+0.0002468i
0.0015407-0.0013526i,0.00060037-0.0016441i,-0.00025722-0.0023829i,-0.000871-0.0022867i,-0.0013831-0.0016011i,-0.0019321-0.00070084i,-0.0012202-3.6268e-05i,-0.00016954+0.0002512i,0.00014461+0.0003631i,-0.00043061+0.0005925i,-0.00042481+0.00065603i,-0.00053125+0.0002107i,-0.00075952+0.00039656i,-0.00075005+0.00015633i,-0.00030406-0.00052907i,0.00030606-0.00095167i,0.00067312-0.00042336i,0.00055521+0.00033765i,-0.00021386+7.8268e-05i,-0.0008069-0.00011914i,-0.00034409+0.0001367i,0.00012826+6.7314e-05i,-0.00048711+0.00021177i
0.00011615+0.00037221i,0.0006597+0.00033551i,0.0018135-0.00016889i,0.00081868-0.00081388i,-0.00086206-0.0010659i,-0.00094129-0.0010751i,-0.00066297-0.00070062i,-0.00055046-0.00014143i,9.1652e-05+0.00048907i,-2.5292e-05+0.00081896i,-0.00043448+0.00055261i,-0.00045903-0.00010458i,-0.00035365-0.00038974i,0.00034963-0.00049409i,0.00075448-0.00072917i,0.00065848-0.00079412i,0.0004519-2.2991e-05i,0.00073758-0.00024692i,0.0012411-0.00067107i,0.0011409+3.8038e-05i,0.00071779+0.00026464i,4.7161e-05-0.00018283i,0.00010202-0.00058141i
0.00065258-0.00061741i,0.00040204-0.00041391i,0.00045834+0.00094997i,6.4026e-05+0.00089022i,-0.00044737+0.00021808i,-6.9422e-05-0.00057059i,0.00071926-0.0011435i,0.00012055-0.00046505i,6.0124e-05+0.00045938i,0.00053752+0.00063642i,0.00033793+0.0011933i,5.6356e-05+0.0012816i,0.00032657+0.0002079i,9.8769e-05+0.00053299i,-0.00030099+0.00035681i,0.000397-0.00054106i,0.00053622-0.00044443i,0.00063775-0.0004601i,0.00095016-0.00097996i,0.00080288-0.00083197i,0.00036193-0.00018901i,0.00031631-0.00012847i,0.00049442-0.00033398i
0.0010104+0.00049162i,0.00020941-0.00059429i,0.0012803-0.00079905i,0.0018026-0.00079646i,0.0011181-0.00064254i,-0.00053953-0.00043032i,-0.0011601-0.00013156i,-0.0006625+9.0107e-05i,-0.00029291+0.00085581i,-0.00013027+0.0011195i,4.4162e-05+0.0011001i,-0.00030271+0.00056271i,-0.0004631-0.0013984i,0.00012007-0.0018218i,-0.00021411-0.0010657i,-0.00035359-0.0005903i,-0.00015276-0.00010361i,-0.00042345-0.00034786i,0.00015498-0.00025673i,0.0006337-9.6436e-06i,0.00034438-0.0005434i,-0.00016426-0.0010529i,-0.00027624-0.00067717i
-0.0019475+0.001019i,-0.0021584+0.0013636i,-0.0012155+0.0012537i,-1.5854e-05+0.00073726i,0.00011778+5.8682e-05i,-0.00035993-0.00076631i,-0.00055416-0.0010496i,-0.00015602-0.00069988i,0.00023518+0.00029966i,0.0003869+0.00073578i,0.00016817+0.00025832i,0.00013982-0.00042702i,0.00014772-0.00043238i,-0.00035541-0.00036956i,-0.00038358+5.5867e-05i,-0.00023367+0.00039609i,-0.00044241+0.00042541i,-0.00019855+0.00017244i,0.0002203-8.9246e-05i,8.6793e-05-0.00071567i,-0.00033782-0.0008166i,-0.00027593+0.00034017i,-2.552e-05+0.00036892i
0.00047892-0.00052701i,-0.00014417-0.00057389i,-0.00061292+0.00026062i,-0.0011579+0.00019583i,-0.0010359+0.00019025i,-0.0012078-0.00014535i,-0.001686-0.00022877i,-0.0011857+6.1422e-05i,-0.00091853+0.00056208i,-0.00086034+0.00095487i,-0.00035485+0.000295i,-9.4987e-05+8.0531e-06i,-0.0008149+0.00011193i,-0.0010553-0.00024804i,-0.00035364+1.874e-05i,-0.00031996+0.00031446i,0.00027374+7.0281e-05i,0.00095111+3.502e-05i,0.0010511-7.7316e-05i,0.00026616-0.00047958i,-0.00090221-0.00048329i,-0.00083232+8.5737e-06i,-0.00036363-6.3832e-05i
-0.0021077-0.00098922i,-0.0018655-0.0010194i,-0.001845+0.00055284i,-0.0010318+0.00095623i,-0.00077133+0.00028295i,-0.0002264-0.0001912i,0.00045156-0.00051808i,0.00028474-0.00046165i,-0.00035037+0.00017939i,-0.00066029+0.00059807i,-0.00043715+0.00026928i,4.8719e-05-0.00017012i,-0.00041863+0.00014283i,-0.0011538+0.00070163i,-0.0005143+0.00032483i,0.00037863-1.8633e-05i,0.00037258-0.00021286i,2.5005e-05-0.0004063i,-1.0743e-05+0.00025678i,-2.6698e-05-9.6984e-05i,-0.0002784-7.6701e-05i,-0.00044401+0.00035757i,0.00023201+0.00014751i
0.00023391-0.0014356i,0.0012034-0.0018432i,0.00069494-0.0019669i,-2.847e-05-0.0013592i,-0.00021401-0.0001531i,-0.00061626-0.00056671i,-0.00103-0.00048639i,-0.0010535+0.0011064i,-0.00034738+0.00084206i,-0.00044167-3.1049e-05i,-0.00086091+4.1457e-05i,-0.00081784-2.0729e-05i,-0.0010678-6.7379e-05i,-0.00010204-0.00023019i,0.00095099-0.00063365i,-9.2076e-05-0.00073449i,-0.0010304-0.00059355i,0.00023879-0.00036795i,0.0012937-0.00026056i,0.00057513+2.6362e-05i,0.00014483+0.00019459i,-0.00019381+0.00064733i,-0.00035541+0.00040991i
-0.00059153-0.0012249i,-0.00018167-0.0011539i,-0.00084409-0.00090644i,-0.00092336-0.0013851i,-0.0006417-0.0010343i,-0.00039358+8.2302e-05i,-0.00042473+0.00070301i,-0.00084406-0.00046952i,-0.00072334-0.00077767i,-0.00097429-8.5426e-05i,-0.00049523+0.00013486i,0.00011238+0.00060793i,-0.00019003+0.00054231i,-0.00067462-9.2952e-05i,-0.00044401-0.00028874i,0.00037575-0.00044426i,0.00088904-0.00040893i,0.00061045-0.00046407i,0.00028281-0.00075355i,0.00046469-0.00072262i,-7.5174e-07-0.00044303i,-0.00033747-9.6197e-07i,0.000403+0.00023996i
0.00085276-0.00057587i,0.00069595-0.0009504i,0.0013636-0.0017426i,0.00078988-0.001556i,-9.5623e-05-0.0016475i,-0.000369-0.0014915i,-0.0011819-0.00050056i,-0.0016423+0.00030127i,-0.0015685+0.00069323i,-0.0019486+0.00037348i,-0.0013239-6.9892e-05i,-0.00065935-0.00036044i,-0.00021192-0.0011421i,0.00059907-0.0011371i,0.00044986-0.00036631i,-0.00062955-0.00029016i,-0.00058399-0.00040254i,-0.00050535-0.00021722i,-0.0012222+0.00017725i,-0.00095802+0.00052335i,-0.0004821-9.4158e-06i,-0.0011563-0.0002978i,-0.0011482-0.00040748i
