-0.0024501+0.0012906i,-0.0015106+0.00017765i,-0.0026034-0.00057596i,-0.0024612-0.000748i,-0.0016095+0.00030184i,-0.00097825+0.0015617i,-0.00073749+0.0023145i,0.00041891+0.0021082i,0.0016405+0.0012392i,0.00097937+0.00042168i,0.00010791-0.00049031i,0.00053916-0.00057203i,0.0012637+0.00084873i,0.0017669+0.0016716i,0.0012127+0.00066035i,0.00029808+2.1276e-05i,-0.00015236+0.00031309i,-0.00047581-0.00058027i,0.00075282-0.0012143i,0.00099139-0.0007982i,-0.00039923-0.00018168i,-0.00036727+2.5185e-05i,-0.00023058+0.00019537i
0.0013753-0.0015116i,0.0010216-0.0015813i,-0.00040982-0.00094255i,-0.0007979-0.00033529i,-0.00050116+5.2747e-05i,0.00022153+0.00053572i,0.00041083+0.00054291i,0.00041119+0.00071766i,0.00076464+0.00081057i,0.0014539+0.00026206i,0.0019328-0.00029034i,0.001546-0.00021039i,0.00066147+0.00023576i,2.2352e-05-0.00010065i,0.00024397-0.00028463i,0.001102-0.00034265i,0.0014292-0.00042131i,0.0012981-4.7093e-05i,0.0014662+0.00062777i,0.00095563+0.00025473i,0.00021267-0.00068301i,0.00013808-0.00025415i,-0.00013355+0.00023661i
0.00058354+0.0041472i,0.0002565+0.0042717i,0.0017037+0.003271i,0.0021444+0.0023146i,0.00097487+0.00074145i,-3.4962e-05-0.00017541i,-0.00032362+0.00063632i,0.00016991+0.00124i,0.00091045+0.00087698i,0.0011928-0.00035612i,0.0011573-0.0011147i,0.0015671-0.00080032i,0.0024605-0.00054906i,0.001972-0.00069878i,0.00048616-0.00026036i,-0.0006571-0.00016484i,-0.00062244-0.00037648i,0.00024976-0.00037205i,0.00073315-0.00057392i,0.00093567-0.00038203i,0.00042605+4.8379e-05i,-0.0005352-4.9399e-05i,-0.00038158+0.0003166i
-0.0015231-0.00068749i,-0.00089964-2.7686e-05i,-0.0013003+0.00059261i,-0.00065695+4.9875e-05i,-5.4133e-05+0.00042174i,-0.00047033+0.00038668i,-0.0002321-8.2258e-05i,0.00056809+0.00033646i,0.00066073+0.00096178i,0.00013406+0.00036092i,0.00036053-0.00071508i,0.00039255-0.00059746i,-0.00013148-0.00085496i,-0.00035611-0.0012259i,-7.6946e-05-0.001119i,0.00036333-0.00066978i,0.00088989-0.00041915i,0.0005495-0.00038573i,0.00043305-0.00046009i,0.00077028-0.00045282i,0.00083643-5.5457e-05i,0.00090489+0.00039247i,0.00040945+0.0004496i
-0.0017509+0.00016498i,-0.0012587+0.0016088i,-0.0030647+0.0016848i,-0.00155+0.00071196i,-0.00041656+0.00013247i,-0.0002692-0.00025633i,0.00010208-0.00024483i,-9.5176e-05-0.00031626i,-0.00020814-7.0451e-07i,0.00090014+0.00082844i,0.0016145+0.00039483i,0.0010196-0.00023567i,0.00029637-0.0002973i,0.00033331-8.7377e-05i,0.00073013-0.00029557i,0.00061489-0.00037868i,0.000604-0.00034165i,0.00097208-0.00062091i,0.00098011-6.3218e-05i,0.00057372+0.00033323i,0.00011538+0.00063675i,-0.00028314+0.00086884i,-0.00021738-2.6825e-05i
-0.00047087-0.00084136i,-0.00023096-0.000787i,-0.001395-0.00031971i,-0.0017852+0.00010883i,-4.6142e-05+0.0006367i,0.0013415+0.0016383i,0.0010714+0.001147i,0.00047311+0.00038231i,0.00017927-0.0002118i,0.0012778-0.00045144i,0.0019075-1.8474e-05i,0.00083219+0.00020086i,0.00037457-0.00032762i,0.00075694-0.00093374i,0.00046898-0.00084642i,-0.0004592-0.00056863i,-0.00054335-0.0010045i,-0.00050511-0.0007602i,-0.00081102+0.00053027i,-0.00025399+0.00069865i,0.00024873+0.00059482i,0.00033187+0.00041693i,0.00041724+0.00016858i
-0.0002636-0.00073836i,-0.00026904-0.0008728i,-0.00086697-0.0011612i,3.3601e-05-0.001373i,-0.00024753-0.00036322i,-0.00083598+0.00050191i,-0.00034409+0.00066056i,-5.2589e-05+0.000555i,0.00018021+0.00028978i,0.00062317+2.9294e-05i,0.00076352+4.1009e-05i,0.0013737+0.00029534i,0.0018897+0.00056782i,0.0011787+0.00032169i,0.00037486+0.00043447i,0.00047151+0.001047i,-0.00011683+0.00060713i,-0.00048532-0.00031006i,0.00044565-0.00062853i,0.0011831-0.00067421i,0.0011551+0.00030098i,0.00053981+0.00066767i,8.8905e-05+0.00015916i
0.0023604+6.2589e-05i,0.0023754-0.00050668i,0.0014994-0.00033539i,0.0016426-0.00052691i,0.00091386-0.0012083i,-0.00093144-0.00060355i,-0.00054175+0.0006137i,0.00084116+0.0013572i,0.00095343+0.0013306i,0.00070826+0.001035i,0.00073296+0.00051879i,0.00033558-0.00050831i,0.00055161-0.00061031i,0.00077146-0.00059412i,0.00027765-0.00067986i,0.00010353-0.00044405i,0.00083949-9.8652e-05i,0.00096238+0.00011521i,0.00099067-0.00019936i,0.0012869-0.0003638i,0.00060085+0.00024415i,-0.00023546-9.9962e-05i,-0.00044764-0.00042056i
0.00093419+0.00062066i,0.00086478+0.0006214i,0.00074768-1.4556e-05i,-2.9083e-07-0.00035239i,-0.00016652-0.0004149i,0.00015574-5.7032e-05i,-2.1319e-05+0.00018173i,0.00029145+0.00052679i,0.00034646+0.00070771i,0.00048226-0.00014183i,0.00073814-0.00065537i,0.00078644-0.00061544i,0.0007937-0.00045316i,0.00072433-4.727e-05i,5.3132e-05-0.00017392i,0.00011276-0.00053393i,0.00048656-0.00030957i,-0.00022897-0.00018584i,-0.00074038-0.00057696i,-1.8566e-05-0.00013653i,0.00047363+0.00047669i,0.00045154-0.00028961i,-9.0855e-05-0.0011733i
-0.00090816+0.00071678i,-0.0013241+0.0013098i,-0.00095597+0.0010733i,-0.00012593+0.00098897i,-0.00054135+0.000756i,-0.00074512+0.00079589i,-0.00033071+0.0010704i,-0.00061126+0.00072992i,-0.00030262+0.00025652i,0.00025123+4.3094e-05i,0.00076681-0.00022238i,0.0008892-0.00035914i,0.00032953+6.4227e-05i,0.00010238+0.00057158i,0.00035838+0.001022i,0.00011821+0.00086354i,-0.00033792+0.00034174i,-5.3281e-05-0.00072192i,0.00019275-0.00076444i,-0.00010029+0.00031647i,4.464e-05+0.00048103i,0.0010945+0.00053945i,0.00093637+0.00049038i
-0.001542+0.0012682i,-0.0024699+0.0018878i,-0.0013558+0.0012113i,-0.0006811+0.00025516i,-0.00097016+8.9408e-05i,-0.00065059-3.7765e-05i,-0.00093551+0.00024084i,-0.00050953+0.00074751i,0.00023102+0.0009233i,0.0010755+0.0010051i,0.0018142+3.0389e-05i,0.0016262-0.0004453i,0.00075322+0.000326i,0.00033294+0.00096351i,0.00075812+0.00076161i,0.00044255+0.00010581i,-0.0002233-0.00076622i,-0.00013697+0.00021649i,0.00022368+0.0014196i,0.0005376-2.5443e-05i,0.00089342-0.0012978i,0.0011562-0.00070149i,0.0012078+0.0002772i
-0.00073428+0.0025371i,-0.00062206+0.001419i,-0.00096275+0.0018849i,-0.0013138+0.0014418i,-0.00048668+0.0007245i,-0.000342+0.00026031i,-0.0012977-0.0001469i,-0.00050098+7.4583e-05i,0.00047173+0.00041291i,0.00059593+0.00043819i,0.0013179+0.00043578i,0.0014821+0.00028438i,0.001352-0.00014775i,0.0017166+0.00015677i,0.0010225+0.00082228i,-0.00023871+0.0011865i,-0.00064775+0.00038881i,-0.00059406-0.00010737i,-0.00034192-6.7963e-05i,-0.00034392-0.00059476i,-0.00017429-0.0010023i,-0.00036959-0.0010418i,-0.0003993-0.00038207i
0.0011323+0.0002415i,0.00084453+0.00092698i,0.00065668+0.00060693i,0.00058466+0.00079393i,-3.6273e-05+0.00070625i,0.00026021+0.00012679i,0.00051866+0.00042933i,0.00063699+0.00054336i,0.00076819+0.0005253i,0.00028493+0.00029629i,5.4736e-05-0.0006226i,0.00086284-0.00066715i,0.0013851-0.00037443i,0.0010982-0.00049636i,0.00060893-0.00059973i,0.00019899-0.0007871i,-0.00012955-0.00055919i,-0.00012132+3.9662e-05i,0.00037724-0.00033554i,0.00068275-0.00096151i,0.00061945-0.0011119i,0.001038-0.00092957i,0.0003732-0.00056642i
-0.002581-0.00035892i,-0.0025005+0.00046571i,-0.0014358-3.368e-06i,-0.0018404-0.00035455i,-0.0016976-0.0005515i,-0.0010683+0.0003321i,-0.00081011+0.00053298i,-0.00072601-0.00028682i,-0.00029678-0.0004423i,0.00048817+9.7581e-05i,0.00059732+0.00015604i,0.00062326-0.00023276i,0.00058048-0.00056849i,4.3698e-05-0.00067085i,0.0003843+9.3253e-05i,0.00060788+0.00015887i,0.00027119-0.00038293i,-4.6474e-05-0.00025897i,0.00020694-0.00011512i,0.00090932+0.00024969i,0.0011301+0.000646i,0.00041782+0.00056312i,-0.00012489-6.8789e-05i
0.00050902-0.00084697i,0.00093709-0.00063613i,0.001702+7.6058e-05i,0.0015413+0.00039896i,0.0010708+0.00027762i,0.0011327+0.00049523i,0.0015409+0.0010987i,0.00058418+0.00069614i,0.00018746+0.00013329i,0.0011189-9.422e-05i,0.0013195-0.00061105i,0.0012502-0.00053759i,0.00093931+0.00025142i,0.001046+0.00055082i,0.0011818+0.00012146i,-2.4491e-05-0.00051833i,-0.0004269-0.0007227i,0.00014104-0.00061258i,0.00015963-0.00099194i,0.00029925-0.0010289i,9.5844e-05-0.00014149i,-0.00016987-3.3249e-05i,-2.2269e-05-0.00046006i
-0.00095298+0.00054846i,-0.00029277+0.00045714i,-0.0015653+0.00045736i,-0.0016378+0.0005847i,-0.00071028+0.00013908i,-8.624e-05-6.8483e-05i,0.00014131-1.8213e-05i,0.00027885-5.7473e-05i,0.00013225+0.0004356i,7.6516e-05+0.00082208i,0.0012785+0.00033514i,0.0020419-0.00054761i,0.0017443-0.00041784i,0.0010702+0.00071857i,0.00051022+0.0010263i,0.0006861+0.00088076i,0.00055039+0.00072365i,-0.00048239+0.00050563i,3.1114e-05+0.00072732i,0.00039372+0.00080034i,-0.00052365+0.00029683i,-0.0013467+0.00015522i,-0.001477+0.00011602i
-0.0026469+0.00079291i,-0.0028059+0.0017541i,-0.0026759+0.0014326i,-0.0014632+0.0010673i,0.00026277+0.001788i,0.0014002+0.0019875i,0.0011228+0.0012662i,0.0010855+0.0013739i,0.00096282+0.0015214i,0.00065417+0.00043931i,0.00039275-0.00057999i,0.00092051-0.00057681i,0.0013191-1.3392e-05i,-8.3648e-05-0.00018632i,-0.00087661-7.1803e-05i,-0.00017314+0.00063702i,0.00014749+0.00055341i,-0.00066393-0.00035172i,-0.0011294-0.00032474i,-0.00070252-0.00041791i,-0.00030324-0.00058244i,7.662e-05+9.6606e-05i,8.7171e-05+0.00044237i
0.00089711-0.00047158i,0.0013029-0.00040267i,0.0016514-0.00014564i,0.00032105+0.00018799i,-0.00058817-0.00060721i,-0.00093908-0.00065386i,-0.0011266-9.2997e-05i,-0.00058183-0.00021425i,0.00017489-0.00086848i,0.00023507-0.0012419i,0.00043705-0.0011199i,0.0010164-0.00079464i,0.00058832-0.00081091i,-0.00042025-0.00094375i,-0.0002835+8.5926e-05i,1.006e-05+0.0012284i,0.00056018+0.0010417i,0.00046989+0.00082659i,0.00011282+0.00078423i,6.1242e-05+0.00042159i,-0.00030788-0.00025505i,7.4886e-06-0.00067045i,0.00060948-0.00036748i
0.00020569-7.8122e-05i,-0.0004983-0.00032878i,-0.00036907+0.00041835i,-0.00015604-7.0129e-05i,-0.00049751-0.0003326i,8.6924e-05+0.00024017i,0.00018232+0.00095141i,2.1657e-05+0.00074536i,0.00054296-6.2135e-05i,0.0013251-3.2195e-05i,0.00096321+9.9141e-05i,0.00017682-2.3806e-05i,0.00069138-0.0003155i,0.00091014-0.00022218i,0.00063335-0.0002233i,0.00075656-0.00026675i,0.00087994+0.0005542i,0.00051384+0.00040735i,-0.00023693-0.00013552i,-0.00050998-0.0001612i,0.00067158+0.00074139i,0.0010885+0.0010427i,0.00062344+0.00066155i
-0.0005079+0.001935i,-0.00084476+0.003052i,-0.00033015+0.0019461i,0.00067291+0.00013106i,0.00060337-7.5993e-05i,0.00044572+0.00048615i,0.00082641+0.0010372i,0.00083128+0.0012042i,0.00080318+0.0012267i,0.0015113+0.00087068i,0.0018418-9.0099e-05i,0.001642-0.00028503i,0.0014924-2.3287e-05i,0.00173-0.00025332i,0.0015702-0.00052081i,0.0010322-0.00048565i,0.00096952+1.8506e-05i,0.00075298-0.00034661i,0.00036953-0.0010801i,0.00063904-0.00050098i,0.00082914+0.00010587i,-0.00025051+9.7899e-05i,-0.0010574+4.0861e-05i
-0.0008923-2.8618e-05i,-0.0015957-3.5286e-05i,3.0439e-06-0.00061856i,0.00060347-0.00032107i,0.0005893+0.00080619i,6.9301e-06+0.0020318i,-0.00044684+0.001992i,-0.00035834+0.0012805i,0.00039966+0.00037058i,0.00086153-0.00018317i,0.00096733-0.00016936i,0.00048464-0.00040498i,0.00042716-4.6128e-05i,0.00066039+1.9717e-06i,0.00048708-0.0008886i,0.00041584-0.0011448i,0.00027876-0.00066826i,-2.7552e-05-0.00046924i,-0.00033046-0.00075433i,-0.00094405-0.00077703i,-0.00053818-9.5406e-05i,0.00017469+0.00035989i,-0.00034773-5.0375e-05i
-0.00069613-0.00044556i,-0.00082829-0.00069539i,0.00082395-0.0013129i,0.00087878-0.00081239i,0.00056309+0.00043915i,6.0397e-05+0.00032503i,-0.00050172-3.8165e-05i,-0.00018148+0.00069509i,-2.8922e-05+0.0015311i,0.0005553+0.0011655i,0.0011947+0.00016299i,0.00092183-0.00028621i,0.00037781-0.00098493i,9.9208e-07-0.001011i,4.9498e-05-0.0003883i,-0.00025751-3.7163e-05i,-0.0009242-0.00033019i,-0.00058648-0.00035976i,0.00056835-5.264e-05i,0.00086768+0.00023907i,-0.00034899-0.00024409i,-0.0006183-0.0005711i,0.00027042-0.0002651i
-0.0017344-6.851e-05i,-0.0027903+0.0010217i,3.8915e-05-0.00034971i,0.001456-0.00032818i,0.0011552+0.0010373i,0.00032316+0.0014175i,-0.00040691+0.00078936i,-0.00011296+0.00093315i,0.00069592+0.001662i,0.00068562+0.00070191i,0.00083169-0.00019273i,0.00075981+0.00087878i,0.00066268+0.0007256i,0.0011831+4.9859e-05i,0.0011877+0.00093124i,0.000836+0.00098293i,0.00080789+0.0001861i,0.00061407-0.00038684i,0.00021548-0.00042987i,-0.00013036-0.00055145i,0.00013248+0.0001513i,0.00017782+0.00057402i,-0.0001459+7.0211e-05i
0.00069006-0.00088735i,0.00021844-0.0017832i,-0.00087351-0.0013988i,-0.0014327-0.00013465i,-0.00090039+0.00035519i,-0.00030246+0.00092726i,9.792e-06+0.00091126i,0.00025021-7.9475e-05i,0.00037572-0.00052852i,0.00012361-0.00015519i,-0.00018947-0.00027104i,-2.8841e-06-0.00080663i,0.00094163-0.0010636i,0.0010652-0.00047255i,-0.00019818-0.00062927i,-0.00042614-0.00075392i,0.00026322-0.0004402i,0.00018728-0.0002096i,0.00030669-0.00039183i,0.00030782-0.00047963i,-0.00049526-0.00018266i,-0.00091095+0.00071697i,-3.4067e-05+0.00066971i
-0.0010742-0.0030129i,-0.0010099-0.0031869i,-0.0018533-0.0016094i,-0.0017212-0.0001273i,-0.0010805+0.00099057i,-0.00095011+0.00093797i,-0.00074863+0.00044334i,-0.00045102+0.00022627i,-0.00028617+0.00097988i,0.00012074+0.001269i,0.00065148+0.00074253i,0.00070263+0.00012805i,0.00038791+0.00035661i,-0.00013554-0.00035476i,-0.00034459-0.0013755i,0.00027919-0.00082732i,0.0012367-0.00060832i,0.00085173-0.00095308i,0.00077244-0.00052734i,0.00094573-0.00010553i,0.00038982+0.00025829i,9.3952e-05+1.9203e-05i,-6.2227e-07-0.00046698i
0.0014338+0.0001851i,0.00060106-0.00054733i,-0.00096269+0.0015222i,-0.0011103+0.0017358i,-0.0010205+0.00095292i,-0.0007854+0.00053939i,-3.8547e-05+0.00018622i,0.00061487+0.0002683i,0.00094407+0.00060703i,0.0010549+0.00069321i,0.00079371+0.0003458i,-0.00010218+0.00065419i,-7.9019e-05+0.00076168i,0.00037675+0.00031239i,0.00031131-1.5381e-05i,-0.00076697-0.00033085i,-0.0019977-0.0011127i,-0.0014331-0.0013377i,-0.00034667-0.00031549i,-0.00014988+0.00020804i,0.00023848+1.7887e-05i,0.00047577-8.4248e-06i,0.00026922+0.00020687i
-0.0014906+0.0017704i,-0.0015362+0.0015944i,-0.0015281+0.00073498i,-0.00096786+0.00032062i,-0.00011808+0.00024387i,-0.00026875+0.00043672i,-0.0004034+0.00093255i,-7.1404e-05+0.0012948i,0.00076786+0.0011706i,0.001524-0.00016178i,0.0016885-0.0013386i,0.00087055-0.00051132i,0.00012235+0.00013195i,4.1368e-05+0.00020443i,-0.00043162+0.00016427i,-0.00035489-0.00015014i,0.00081159+0.00010523i,0.00086054+0.00051644i,0.00022939+0.00024643i,-0.00026963+5.3287e-06i,-0.00021523+0.00022519i,-0.0002386+0.00013471i,-0.00069408-0.00014681i
-0.00055759-0.00024297i,-0.0001707-0.001298i,-0.00055782-0.0011992i,-0.00078928-0.0001281i,-0.0010729-6.9378e-05i,-0.00094382+6.1163e-06i,-0.00021024+0.00057059i,0.00031836+0.0010811i,0.0011319+0.0017124i,0.0018085+0.0014988i,0.0015965+0.00046095i,0.0012659-0.00067622i,0.0010918-0.00069102i,0.00075709-0.00026932i,0.00080425-0.00069851i,0.00091948-0.00056649i,0.0009066-0.00033521i,0.00083481-0.00038545i,0.00057182-0.00017359i,0.00045754+0.00038213i,0.00034378+0.000755i,0.00042479+0.00032848i,0.00056279+0.00024863i
8.2906e-05-0.00034549i,0.00018432+9.7482e-07i,0.00020129+0.00038388i,-0.00013322-5.6136e-05i,6.5028e-05-0.00034035i,0.00084056-0.00034036i,0.0013685-0.00025654i,0.001371+0.0001093i,0.0015254+0.00050615i,0.0017852+0.00042964i,0.0014877-0.00048418i,0.0013571-4.8276e-05i,0.00078713+1.6176e-05i,6.2865e-05-0.00079809i,-0.00018652-0.00074421i,-0.00049487-0.00071068i,-0.00053122-0.00081083i,-0.00033491-0.00063923i,-0.00015961-0.00061985i,0.00038243-0.0004347i,-3.0817e-05-0.00013809i,-0.0010102-0.00050053i,-0.00088516-0.00061662i
0.00053449+0.00063066i,8.5731e-06+0.0012736i,-0.0015977+0.0018873i,-0.0019265+0.001717i,-0.001251+0.0014697i,-0.0010629+0.0015064i,-0.0014841+0.00096154i,-0.00072993+0.00049216i,0.00027567+0.0005739i,0.0011393+0.00017281i,0.0015936-0.00084492i,0.0013606-0.00020397i,0.0009988+0.00048124i,0.0010024+6.8939e-05i,0.0007735-1.0299e-05i,1.6234e-05+0.00065342i,-0.00013258+0.0005241i,0.00037909+0.00034849i,0.00083374+0.00046429i,0.00072967+0.0001164i,0.00077603+0.00020394i,0.00099234+0.00014688i,0.00042725+0.00040708i
-0.0024528-0.00016186i,-0.0025114-0.00052178i,-0.0024416+0.00021053i,-0.0011002-0.00020153i,0.00028289-1.001e-05i,0.00021283+0.0009378i,-2.6072e-05+0.0010028i,-0.00085396+0.00051857i,-0.0008261-9.0356e-05i,5.7312e-05-0.00017594i,0.00051006-0.0005888i,0.00094882-0.0010587i,0.0011117-0.0005952i,0.00098004+2.7713e-05i,9.5382e-05+0.00043506i,-0.0001992-6.0283e-05i,0.0001804-0.0006601i,0.00033709-4.3073e-05i,0.00017475+0.00073729i,-0.00015328+0.00029987i,-0.00051461-0.00033561i,-0.00046442-0.00065636i,-0.00013917-0.00085369i
0.00028437-0.00075563i,0.00028572-0.00074828i,0.00024142+8.9618e-05i,-6.5729e-06-8.596e-05i,-0.00030812-0.00070822i,-0.00011455-4.9432e-05i,-9.6529e-05+0.00088i,0.00027031+0.0012418i,0.00076063+0.001065i,0.00083485+0.00025584i,0.0010298-9.9506e-05i,0.0010237+0.00030997i,0.00082808+0.00017135i,0.00077249-8.0423e-05i,0.00095104-0.00016854i,0.00090731+0.00017742i,0.00057792+0.00011969i,5.0285e-05-0.00010592i,-0.0004193+6.6332e-05i,-1.1605e-06+9.2758e-05i,0.00040191+0.00063538i,0.00040996+0.0001799i,0.000471-0.0006717i
-0.00018669+0.00072386i,-0.00034685+0.00043785i,-0.00038768+0.0011875i,-5.214e-05+0.0010592i,-0.00012188+0.00069252i,-6.0187e-05-8.2853e-05i,0.00020513-0.00085325i,0.00061165-0.00030011i,0.00056268-0.00035159i,0.0010355-0.00066484i,0.0014004-0.00025979i,0.00046683-0.00031299i,0.00042189-9.1975e-05i,0.00053335+6.6367e-05i,0.0004379-0.00026386i,0.0011047-0.00038112i,0.00052311+2.3051e-05i,-6.9545e-05+0.00079076i,-1.0194e-05+0.00054745i,0.00069472-0.00032412i,0.0013242-0.0009757i,0.00047145-0.00041171i,-0.00053597+0.00061282i
0.00043433+0.00067315i,0.00037044+0.00014429i,0.00049188-0.00059158i,0.0013514+0.0002782i,0.0015447+0.000319i,0.00065833-0.00026372i,0.00014165+0.00047861i,0.00029477+0.0013248i,0.00078693+0.0012147i,0.0011163+0.00034322i,0.0015061-0.00029795i,0.0018505-0.0011646i,0.0020083-0.0011714i,0.0016805-0.0010598i,0.00072471-0.0013057i,0.00090822-0.00060071i,0.00095403-0.00025791i,0.00073744-0.00065819i,0.00095131-4.964e-05i,0.0007686+0.00036851i,0.00039932+0.00039052i,7.1319e-05+0.00071571i,-0.00015485+0.0006381i
-0.0004+0.00084022i,-0.00072737+0.0019083i,0.00016317+0.0033924i,0.0010829+0.0029861i,0.0013784+0.0021185i,0.00051874+0.0018517i,-4.0799e-05+0.001343i,0.00032717+0.00095178i,0.00099761+0.00079218i,0.0012399+0.00059494i,0.00085497+0.0010246i,0.0010112+0.00076459i,0.0011897-8.5247e-05i,0.00088673-0.00027494i,0.00050808+0.00035851i,4.2684e-06+0.00079776i,-0.00034108+0.00054501i,-0.00020775-0.00032932i,-1.4221e-05-7.4988e-05i,-0.00040165+0.00020463i,-0.00021755-0.00042585i,3.9004e-05-0.00077227i,0.00039083-0.00075366i
0.00063039-0.00089752i,0.00031108+0.00043072i,8.7357e-05+0.00044331i,0.0009174-0.00057772i,0.001112-0.0005586i,0.00044389-0.00062008i,0.00056973+0.00017579i,0.00060994+0.00094703i,0.00026554+0.00080248i,0.00093933+0.00026485i,0.0010268-0.00067874i,0.0008294-0.0010989i,0.0016773-0.0010975i,0.00095054-0.0013717i,0.00013556-0.001123i,0.0004904-0.00057671i,0.00031025-0.00032115i,0.00088984-0.00034277i,0.00081277-6.8587e-05i,-0.00027947-9.6768e-05i,-0.00047984-0.00068129i,-9.9999e-05-0.00062167i,0.00042551-0.00025749i
-0.0018184-0.0017341i,-0.002018-0.0026857i,-0.0025412-0.0024574i,-0.0024661-0.00054432i,-0.0015196+0.00032161i,-0.00022495+0.00032593i,-9.9261e-05+0.00066769i,-0.00063592+0.00090757i,-0.00055059+0.0010173i,-0.00055747+2.81e-05i,0.00011026-0.00079465i,0.00096811-0.00046059i,0.00038953-0.00028397i,8.4135e-05-0.00046659i,0.00044267-4.8648e-05i,0.00032159+0.00064837i,0.0004864+0.00060145i,0.00042668-0.00021409i,-0.00022194-0.00092047i,-0.00026229-0.00047688i,-3.7643e-05+0.00034309i,0.00033637+0.0002574i,0.00010705-0.00052451i
0.0014145+0.0017482i,0.0018452+0.0011616i,0.003053+0.0002073i,0.0023559+0.00062249i,0.0010862+0.00058573i,0.00012702+0.00038078i,-0.00010665+0.000889i,-4.123e-05+0.0010413i,0.00034673+0.00065751i,0.0013974-0.0005277i,0.0014716-0.0013689i,0.00087599-0.0010641i,0.0011073-0.00068127i,0.0010972-0.00016299i,0.00098523+8.8395e-05i,0.00083992-0.00044158i,0.00043175-0.00062326i,0.00012964-0.00018094i,0.00019992+0.00032388i,0.00062123+0.00052395i,0.00088207+0.00020082i,-4.7286e-05-0.00022657i,-0.00088574+0.00033285i
0.00039495+0.0011121i,-0.00034026+0.0017023i,0.00010022+0.0013117i,0.0010929+0.0007667i,0.0013639+0.00091705i,0.00081126+0.00049056i,-0.00060006+0.00066972i,-0.00046065+0.0015368i,0.00088554+0.0012794i,0.0018462+0.00013938i,0.0014344-0.00014957i,0.0004547+0.00069094i,0.00044513+0.00085149i,0.00094499+0.00057362i,0.00083635+0.00045356i,0.00071567+0.00022663i,0.00033822-8.2644e-05i,-0.00033627-0.00017646i,-0.000422-0.00070396i,0.00035442-0.00053618i,0.00069972+0.00024044i,0.00074142+0.00025201i,0.00076527+0.00050283i
0.00071958+0.0017901i,0.00024227+0.001207i,0.0004557+0.00087553i,0.00073369-0.0005066i,-6.2838e-05-0.0011039i,-0.00049801-0.0010765i,0.00035093-0.0006798i,0.00060592-6.6158e-05i,0.00065671-0.0002209i,0.00071618-0.00083663i,4.4369e-05-0.001063i,-0.00052586-0.00051562i,-0.00019594-0.00092576i,0.000568-0.0010388i,0.00072283-0.00011409i,0.00023977+3.4832e-05i,-0.00032011+0.0002764i,-0.00020817+0.00037777i,-9.4781e-05-0.00023909i,-0.00031999-0.00026049i,0.00023071+0.00059654i,0.00047652+0.0012349i,-0.00013656+0.00097083i
0.0013794-0.0010042i,0.0011929-0.0011513i,0.0016428-0.0010796i,0.0012799-0.00022512i,0.0001957+0.00065827i,-0.00060021+0.0006425i,-0.0014089+0.00082096i,-0.00076412+0.00069745i,0.00036653+0.00038835i,2.8801e-05-7.735e-05i,0.00013065-0.0007777i,0.0011649-0.00071198i,0.0018887-0.00022323i,0.0011757+0.0002679i,0.00045798+1.9843e-05i,6.6892e-06-0.0010233i,-0.00061148-0.00041965i,-0.0001765+0.0001313i,0.00012757-0.00092031i,-0.00024422-0.00098028i,-0.00067055-0.0002311i,-0.00063928-0.00031221i,-0.0010963-0.00053808i
-0.0022844-0.00015479i,-0.0020166+0.0002465i,-0.0029222+0.00066043i,-0.0025054-0.0001163i,-0.0006786+0.00033159i,0.00019298+0.0012712i,0.00038579+0.00094926i,0.00038201+0.00055399i,7.8496e-05+0.00051142i,0.00035437+0.0010132i,8.3362e-05+0.00052223i,-0.00035399-4.9811e-05i,4.5357e-05+0.00015755i,-3.7405e-05-8.2199e-05i,-0.00022006+7.2059e-05i,0.00033741+0.00050294i,0.00066915+0.00048792i,0.001286-0.00018817i,0.0012881-0.00014388i,0.00074009+0.00046244i,0.00052868+0.00063326i,0.00056339+0.0005745i,0.00024088+0.00013918i
-0.00063417-0.00050141i,-0.00066047-0.0019093i,-0.0002452-0.0025125i,-0.000115-0.0016595i,-0.00026212-0.001148i,-0.00062981+6.1769e-05i,-0.00014843+0.0019429i,4.5089e-05+0.0021589i,0.0001179+0.0016355i,0.0015506+0.0011417i,0.0018807-0.00025731i,0.00078028-0.00070494i,7.8795e-05-0.00046335i,0.00049156-0.00030436i,0.00062357-0.00024046i,2.0577e-06-2.5394e-05i,0.00018938+0.00069815i,0.00031617+0.00085801i,0.00054726+0.00031636i,0.0004354+0.00023094i,-0.0003146+0.00057945i,-0.00081816+0.0003138i,-0.00051154+0.00021268i
0.0004757-0.0011072i,0.0010733-0.0008377i,-9.2056e-05-0.00069734i,-0.0005765+0.00034611i,-0.00010496+0.0009636i,9.8589e-05+0.0008721i,0.00026898+0.0009819i,0.00026889+0.0011885i,0.00034489+0.00098246i,0.00045699+0.00082161i,0.0006486+0.00049985i,0.00080372-0.00016594i,0.00055752-0.00061611i,0.00054362-0.00027504i,0.00057749+0.00034859i,0.00016659+0.00063841i,1.0946e-05+0.0003157i,0.00032673+4.5054e-05i,7.5854e-05-0.00048227i,-0.00018425-0.00054268i,3.0399e-05-0.0003037i,-0.00038836-0.00051853i,-0.00029399-0.00020896i
