-0.0022109+8.8647e-05i,-0.0020511-0.0010635i,-0.0015124-0.0010121i,-0.0014937-5.2184e-05i,-0.0010501-6.3907e-05i,-0.00016508-0.00011159i,7.7922e-06+0.00053177i,0.00045289+0.0010363i,0.0012475+0.00026874i,0.00046792-0.00064221i,0.00024224-0.001041i,0.00039984-0.0012897i,3.3576e-05-0.0011481i,5.4398e-05-0.00084652i,-9.3484e-06-0.00072025i,-0.00046742-0.0006303i,-0.0005337-0.00039118i,7.9679e-05-0.00021914i,0.00079394-5.9147e-05i,0.00034698-0.00026825i,-0.00054256-0.00010716i,-0.0013755+0.00052433i,-0.00085778+0.00036237i
0.0013137-0.00023805i,0.00061197-0.0021529i,-0.00033104-0.002283i,0.00026298-0.0013899i,0.0010408-0.00090879i,0.0010678-0.0003592i,0.00049555-0.00047462i,0.0004167-0.00057397i,-0.0003109+0.00014012i,-0.00082743+0.00033926i,-0.00032881+7.4266e-05i,0.00037862-0.00011207i,0.00053726-0.00068948i,-5.8681e-05-0.00059241i,-0.00048343+0.0003874i,-0.00053049+0.00071752i,0.0002213+0.00034257i,0.00080894+0.00019109i,0.00096024+0.00027874i,0.0012206+0.0011884i,0.00037037+0.0015573i,-0.00068895+0.00078459i,-0.0010657-0.00020514i
-0.0022264+0.00034066i,-0.0018764-0.00063139i,-0.0020227+0.00013445i,-0.0015474+0.00073415i,2.0315e-05+0.00074674i,0.00061264+0.00018917i,-0.00029116-0.0008977i,-0.00105-0.0016042i,-0.00092902-0.00077501i,-0.00061072-0.00018469i,0.00028851-2.8205e-07i,0.0015087-6.2825e-05i,0.0013395-0.00042415i,0.00085116-0.00044896i,0.0012319-0.00030839i,0.0011258-0.00014933i,0.00012348+0.00037814i,-0.00016727+0.0005495i,2.4736e-05+0.0001585i,0.00033041-1.6125e-05i,0.00070439-0.00040177i,0.00058203-0.00055885i,-0.00038813+8.1297e-06i
-0.00027486+0.0010128i,-0.00045715+0.00093476i,0.00023413+0.00094596i,0.00031435+0.00050115i,0.0008535+0.00022555i,0.0020203-0.00066476i,0.0016842-0.0012325i,0.00039566-0.00055421i,0.0001212+0.00033447i,0.00012857+0.00049807i,6.6184e-05+0.00086077i,0.0004349+0.0007177i,0.00084271-0.00012615i,0.00050114-0.00089874i,-0.00010242-0.00092542i,-0.00051197-2.0019e-05i,-0.00099168+0.0003678i,-0.00063822+0.00069936i,0.0004113+0.00046819i,0.0012153-0.0001482i,0.00093825+0.00043322i,0.00043504+0.0005923i,0.00027446-0.0001406i
-0.00091643-0.0013903i,-0.00078768-5.6372e-05i,-0.0018748+0.00020634i,-0.0020317+0.00025415i,-0.00054268+0.0013125i,0.0005615+0.0014168i,0.00072684+0.0010073i,0.00042424+0.00098926i,0.00070098+0.00079817i,0.00041049+0.00069389i,-0.00035015+0.00076907i,-0.00031012+0.00039905i,0.00055586+9.8187e-05i,0.0012088-0.00026973i,0.000663-0.00048926i,-6.8205e-05+0.00044357i,-0.0001981+0.00045919i,0.00057382+0.00019334i,0.00048974-0.00013954i,9.4018e-05-0.00058537i,-0.0003917-0.00031807i,-0.00086432+0.00011733i,-0.00074239+0.00014184i
0.00062714+0.0010482i,0.00010147+0.0001224i,0.00023384+0.00012205i,0.0010075+0.00064064i,0.0013125-2.9597e-05i,0.0013676-0.0017166i,0.0012049-0.0019666i,0.00021318-0.00090244i,-0.00025696-0.00026838i,-0.00029179-0.00026229i,-7.8363e-05-0.00034254i,0.00030492-0.0002679i,0.00043272-0.00041784i,0.00059574-0.0011643i,0.00033919-0.00037119i,-0.00041138+0.00010619i,0.00018688-0.00023108i,0.0011433-0.00047572i,0.00065251-0.0001959i,0.00038313+0.00042035i,0.00092857+0.00039519i,0.00056538-0.00039744i,0.00022933-0.00030768i
0.0003503+0.00097693i,-0.00067401+0.0010839i,-0.0010383+0.00050784i,-0.00073641+0.00015821i,-0.00015396+6.0959e-05i,0.00075656-0.00015157i,0.00063902-0.00028685i,-0.00014821-0.00013995i,-0.00011023-0.00048919i,0.00061353-0.00084495i,0.00060705+5.7797e-05i,0.00028754+0.00028714i,-2.8502e-05-0.0002608i,-0.00018676-0.00010615i,-0.00010288-0.00016382i,-0.00056972+9.9792e-05i,-0.0014597-0.00011089i,-0.00073705-0.00081692i,0.00054391-0.00049127i,0.00058659-0.00015864i,-6.7059e-06-0.00057919i,-0.00069552-0.00077662i,-0.00098273-0.00064576i
-0.0003377+3.463e-05i,-0.00042838-0.00076355i,0.0001108+0.00054803i,0.00096807+0.0014936i,0.0016978+0.00068285i,0.0015696-0.00019987i,0.0010213-0.00075505i,0.00063798-0.00029354i,0.00021085+0.0002172i,0.00020408+0.0001622i,-0.00051181+0.00017315i,-0.00041731+3.3026e-05i,-0.00069981+0.0003107i,-0.00060432-4.7259e-05i,-0.00013279-0.00084829i,-0.00048301-0.00065804i,-0.00066879-0.00061661i,0.00010974-0.00033675i,0.0011846-0.00023855i,0.0010635-0.00046194i,0.0010612-0.00085932i,0.00040963-0.00063589i,-0.00031702+5.3498e-05i
-0.00035891+0.00069986i,-0.00044172+0.00025175i,-0.0010503-5.9273e-06i,-0.00026286+0.00021785i,0.0011666-0.0003288i,0.0016734-0.00078334i,0.0011008-0.00058508i,-8.8734e-05-0.00010022i,-0.00018392+0.00034576i,0.00036119+0.0004946i,0.00011364-0.00025191i,-0.00012466-0.001358i,0.00046453-0.001369i,0.00088946-0.00080984i,0.00056772-0.00080275i,-0.00047737-0.0012805i,-0.00036425-0.0015227i,0.00040728-0.00057932i,-2.8283e-05+0.00060071i,0.00012374+0.00088729i,0.00036821+0.00031792i,-0.00018553-6.2117e-05i,1.0121e-05-0.00019461i
0.00073122-0.00068195i,-8.9148e-05-4.5512e-05i,-0.00090634+9.7698e-05i,-0.0014227-0.00054984i,-0.00095252+0.00021852i,-2.5031e-05+0.00019122i,0.00055067-0.00068461i,0.0004768-0.00012537i,0.0012008+0.0004407i,0.0013559+0.0011555i,0.00055508+0.00095162i,0.00014987+9.0194e-06i,-0.00029988+0.00034237i,-0.00046777+0.00066348i,-0.00038298+0.00066258i,-0.00027725+0.00046501i,-0.00030557-8.4043e-06i,9.2561e-05+0.00015765i,0.00029795+0.00037231i,0.00030615+0.00022971i,0.00047579-8.5434e-05i,0.00047035+6.8367e-05i,0.00015332+0.0014535i
0.0015717+0.00096831i,0.0016023+0.00048947i,0.002122+8.9688e-05i,0.0019448+8.709e-05i,0.001164-0.00025916i,0.0005587-0.00032378i,-0.00016522-0.00033179i,-0.00097365-0.00012437i,-0.0010333-0.00011938i,-0.00045033-0.00060726i,-7.1868e-05-0.00084199i,-0.00053122-0.00078808i,-0.0006514-0.00017808i,-0.00060554-7.0267e-05i,-0.00079646-0.00080139i,-0.00027566-0.0011092i,-0.00038127-0.00083892i,-0.00099889-0.00094224i,-0.0010984-0.00086727i,-0.00041503-0.00070163i,-6.8738e-05-0.00026706i,-2.6329e-05+0.00041067i,-0.00041248+0.00061785i
-0.00071028-0.00034526i,-0.0010983-0.0006229i,-0.0015318-3.8886e-05i,-0.00051784+0.00024838i,0.00081628-0.00021292i,0.00089016-0.00081922i,0.00018616-0.0014857i,-7.5969e-05-0.0018284i,6.4789e-05+4.3939e-05i,5.2809e-05+0.00097844i,0.00017084+0.00053025i,0.000214+0.000755i,-0.00030798+0.00038096i,-0.00013103+0.00044158i,-5.0038e-05+0.00056852i,-0.00051687+0.00019138i,-9.2819e-05-0.00030914i,-0.0002263-0.00092276i,0.00019955-0.0014094i,0.0014522-0.00053764i,0.0016002+0.0010941i,0.0004268+0.00068707i,-0.00094725-0.00016297i
-8.9358e-05+0.00059446i,-0.00029913+0.0006424i,-0.00084549-0.00010298i,-0.0012827-0.00035234i,-0.00048857-0.0008263i,0.00035129-0.00054929i,1.4487e-05+0.00074476i,-0.0005958+0.0007212i,-0.00072056+0.00044261i,-0.00050936+0.00043504i,-0.00055478+0.00045622i,0.00035123+0.00036906i,0.00045972+0.00090584i,-0.00034304+0.0010491i,-0.00083924+0.00023397i,-0.00090752-7.0221e-05i,-0.00058132-0.0002395i,-0.0003088-3.726e-05i,-0.00047558-1.4451e-06i,-0.0005535+9.2758e-05i,-0.00076801+4.1661e-05i,-0.0006155-0.00030548i,0.00014387-0.00017998i
0.0021816+0.00049994i,0.0016903+0.00011406i,0.0014022-0.00099505i,0.00073185-0.0013182i,9.028e-05-0.0013934i,0.00021576-0.0014939i,0.00052301-0.00090869i,-0.00011104-6.0775e-05i,-0.00076025+6.403e-05i,-0.00086529-0.00028668i,-0.00061072-0.00035483i,7.7376e-05-0.00034316i,0.00041678+5.258e-05i,0.00024046-0.00052451i,0.00023841-0.000908i,-0.00035043-0.00032152i,-0.00044046+0.00023936i,-0.00019087+0.00070645i,-0.00043781+0.00064399i,-0.00021698+0.00073379i,0.00021907+0.0005426i,0.00019627+0.0005712i,-0.00032017+0.00066918i
-0.0014573-0.00038507i,-0.0031339-5.1722e-05i,-0.0028433+0.00094852i,-0.00095411+0.0012509i,0.00061498+0.0010557i,0.0013864+0.00019072i,0.00083625-0.00021017i,-9.9062e-05-0.00061829i,-0.00044892+0.00018744i,-0.00015323+0.00097223i,0.00029202+0.00048191i,0.00023045-0.00022409i,-6.1113e-05-0.00035871i,-0.00028577-0.00016476i,-0.00014089-0.00040949i,0.00033969-0.00026425i,0.00035345-0.00022948i,0.00031609-3.9749e-05i,0.00042303-0.00053138i,0.00043581-0.00083718i,0.00090194-0.00042692i,0.00078805-0.00046645i,5.095e-06-0.0006782i
0.0020124-0.0014406i,0.0014637-0.0026876i,0.00032066-0.0031234i,0.00040517-0.0021247i,-0.00017655-0.0019175i,-0.00092579-0.0015416i,-0.0011136-0.00078495i,-0.00048821-6.2917e-05i,0.00010349+0.001009i,-7.6874e-05+0.0009529i,-0.0006343+0.00036879i,-0.00094661+0.00014782i,-0.00020947+0.00078367i,9.4968e-05+0.0011911i,-0.00043499+0.00081827i,-0.00079199+0.00056474i,-0.00015225+7.8519e-05i,0.00045422-0.00065459i,0.00012185-0.00056061i,0.00068765-0.00011357i,0.00067414+0.00035673i,9.1772e-05+0.00058464i,-0.00012349+0.00071605i
0.00027625-0.0016641i,0.00052868-0.0018555i,0.0011481-0.0014906i,0.00084124-0.00050921i,2.6094e-05+0.00012105i,0.00026455+6.2626e-05i,0.00050846+0.00038514i,0.00047471+0.00082806i,0.00048886+0.00063989i,0.00052022-0.00045424i,-1.5199e-05-0.00082889i,-0.0005958-7.7021e-05i,-0.00015815+5.4988e-06i,0.00054871-0.00021105i,0.00037769+0.00014908i,7.0427e-05+0.00045818i,-0.00039607+0.00019907i,-0.00032686+7.3617e-05i,0.00092047-0.00019413i,0.0011338+0.00013436i,0.00053339+0.0010576i,0.00012075+0.00082186i,-0.0002357+0.00069678i
0.0009343+0.0026757i,0.00030095+0.0027321i,0.00083689+0.0020291i,0.0016338+0.00074843i,0.0011737-0.00028391i,0.00080251-0.0013969i,0.0006963-0.0012708i,-6.0615e-05-0.00046194i,-0.00013005+0.00058773i,0.0008792+0.00069726i,0.001097+0.00074212i,0.00030484+0.00068116i,0.00044037-5.7361e-05i,9.281e-05-9.6544e-05i,-0.00074389-0.00036961i,-0.00072154-0.0007474i,-0.00019483-0.00038443i,-0.00021607-0.0003493i,-4.6142e-05-0.00034868i,0.00025636-0.00013649i,0.00027119+0.00052259i,6.9829e-05+0.00074355i,0.00060569-0.00010263i
-0.00060293-0.0022634i,-0.0013477-0.0022505i,-0.0021316-0.00060814i,-0.0016779+0.00089913i,-0.00041645+0.0010359i,0.00024363+0.00031038i,0.00020635-0.00029007i,0.00013122-0.00074566i,-0.00027148-0.0010122i,-2.1829e-05-0.00036363i,0.00022754+0.00024632i,0.00025135-0.00010505i,0.00040763-0.00021778i,0.00031805+0.0001563i,0.00069377+0.00026582i,0.0014392+2.5082e-05i,0.0011892-2.4329e-05i,0.0012373-8.1099e-05i,0.0011369-0.00025973i,-6.171e-05-3.2763e-05i,9.6343e-05+0.0011813i,0.00024714+0.0016731i,-0.00038301+0.0009069i
-0.0024731-0.00037293i,-0.0022733-0.00028182i,-0.0018383+0.00030547i,-0.00050781+0.00033309i,0.00044206-0.00053918i,0.0010326-0.00076293i,0.00086992-0.00027227i,-1.0765e-05+0.00018465i,-0.00043095+0.00025433i,0.00024339+0.00013633i,0.00067072+0.00045329i,0.00019555+0.00054294i,0.00048504+0.00024941i,0.0011418+0.00023013i,0.00069568-0.00015842i,0.00034248-0.00071504i,1.6676e-05-0.00037057i,5.6199e-05-0.00017174i,0.00039709+0.00011301i,-0.0001615+0.00015403i,-0.00056252-0.00039965i,-0.00054002+0.00029967i,6.5026e-05+0.00057156i
0.0031545-0.0012828i,0.001364-0.0014314i,0.00061426-0.0014686i,0.00040431-0.0025857i,-7.9525e-05-0.0019128i,-0.00040181-0.00055514i,-0.00046046-1.0809e-05i,6.0096e-05+0.00090352i,-5.3971e-05+0.00094328i,-0.00024989+0.00042207i,0.00012551+0.00021596i,0.00046789+0.0001265i,0.00027441+0.0006062i,-0.00055677+0.00096876i,-0.00075742+0.00062597i,-0.00031656+0.00033789i,0.00036739-0.00024371i,0.0010813+0.00018007i,0.00063647+0.0011519i,-0.000267+0.00085862i,-0.00035745+0.00036914i,-0.00070727+0.00025337i,-0.001063+0.00049081i
-0.0016665+0.00090468i,-0.0022314+0.00082425i,-0.0018788+0.00078605i,-0.00095255+0.0013616i,-3.1493e-05+0.001527i,0.0010181+0.00049094i,0.00072412-0.00043006i,-0.00019891+0.00012161i,-0.00048717+0.0010919i,-0.00073883+0.0010419i,-0.00012136+0.00085594i,0.00035608+0.00031579i,4.7543e-05-0.00050273i,8.3897e-05-0.0013385i,0.00012147-0.0012299i,-0.00074625-0.00081221i,-0.0012518-0.0010396i,-0.00091983-0.0006708i,-0.00041766-0.00047814i,-0.00020759-0.00035144i,3.2086e-05+0.00030606i,-8.3784e-05+0.00019903i,-0.00023108+0.00056083i
6.509e-05-0.0002976i,-0.00055403-0.0017733i,-0.0012561-0.0024565i,-0.00084105-0.00043196i,-7.8898e-06+0.00043171i,0.00097306+0.00062792i,0.00070125+0.0011196i,-2.2749e-05+0.00019387i,-0.00035363+0.00023966i,-0.00043881+0.0013136i,-0.0003542-0.00011694i,0.00010264-0.00082453i,0.00051568-0.00019006i,0.00033108-0.00097314i,-0.00013707-0.00091383i,7.3582e-05-0.00029761i,0.00051164+8.5767e-05i,0.0013649-0.00017695i,0.0014083-0.00087665i,0.0011923-0.00061564i,0.00091667+0.00028836i,-2.3578e-05+0.00039156i,1.0454e-05-0.00031288i
-0.0023865-0.0012417i,-0.0031973-0.0012245i,-0.0030521-0.0012617i,-0.0012383-6.7198e-05i,-0.00014995+0.0012407i,0.001279+0.0009737i,0.0015136-8.3384e-05i,0.00068338-0.00023429i,0.00031268+7.3988e-06i,0.00040084+0.00052848i,0.00073072+0.00015522i,0.00096788+0.00019622i,0.00034123-0.00012311i,0.00056538-0.00076427i,0.0013942-0.00039229i,0.00079701-0.00010863i,-0.00038339+0.00013378i,-0.00093556+6.9593e-05i,-0.00064409+0.00011822i,0.00044358+0.00037595i,0.00052361+0.0004767i,-5.1005e-05+0.00045i,0.00029523+0.00037759i
-0.00019088+0.00047223i,-0.00088785-8.2829e-05i,0.0010284-0.00052823i,0.0022316-0.00026454i,0.0017063+2.0712e-05i,0.0011668+5.8747e-06i,0.00082427-0.00037026i,0.00045758-0.0012664i,0.00023262-0.0012522i,0.0005615-0.00072694i,-9.9056e-05-0.00034167i,-0.00069674-0.00061279i,-0.00025782+4.2928e-05i,-0.00047183+0.00049639i,-0.00021445-0.00022784i,0.00049835-4.9207e-05i,0.00028267+0.00086126i,0.00040232+0.0008519i,0.00014832-0.00051694i,0.00056406-0.0012101i,0.0012616-0.00057617i,0.00076815+0.00025739i,8.5321e-05+4.1316e-05i
0.0016034-0.00070822i,0.0004722-0.00034437i,-3.8485e-05-0.00038658i,-0.00014896-0.00098812i,0.00012276-0.00040716i,0.00029719+0.00081312i,0.00034059+0.0012294i,0.00025907+0.0012535i,-1.695e-05+0.00044958i,-9.1882e-05+0.00028391i,-0.00021478+0.00033844i,-6.322e-05+0.00060992i,0.00010801+0.00099047i,-2.6951e-05+0.0010019i,0.00014306+0.00033827i,6.2353e-05-0.00011268i,-6.7521e-05+6.9675e-05i,0.00068154+0.00078089i,0.00035416+0.00048733i,-0.00044419+5.6952e-05i,-0.00051208+0.00010247i,-0.00011796-0.00023951i,0.00012176-0.00043839i
-0.00020364-0.0018251i,-0.00016704-0.0014298i,9.8196e-05-0.0002859i,0.0012834+0.00051419i,0.0019786+0.00057005i,0.00086053-0.00024888i,-0.00014688-0.0010884i,0.0002058-0.0015223i,0.00052256-0.00053655i,0.00030567+0.00016779i,7.3158e-05-0.00017269i,-0.00060618-9.2835e-05i,-0.00057186-0.00018861i,0.00058305+0.00024587i,0.0013211+0.0009408i,0.0010898+0.00039861i,0.0005288-0.00010804i,-6.6915e-05-0.00019953i,-0.00029673-0.00037483i,-0.00019376-0.00021319i,0.00015129-0.0004771i,0.00061611-0.00072806i,0.00056559+6.5721e-05i
-0.0011633-0.0012004i,-0.00075254-0.00032352i,0.00017734+0.00015487i,0.0002708+0.00010822i,0.00087456+0.00020524i,0.0017615-0.00018579i,0.00075047+3.6709e-05i,-0.00068824+5.3361e-06i,-0.00015214+0.00044928i,0.00020479+0.00079806i,0.00030846+0.00017813i,0.00081477+8.2903e-05i,0.00044302+0.00033653i,-0.00021428+7.0856e-06i,0.00017613-0.00066516i,0.00088456-0.0008033i,0.00013979-0.00027674i,-0.00078753+0.00033056i,-0.0006662+0.00053488i,2.4308e-05+0.00029024i,0.00053213-4.8389e-05i,0.001493+2.1797e-05i,0.0011287+0.00010969i
0.00092034-0.0034967i,-0.00036152-0.0030944i,-0.00030559-0.0017954i,-9.0136e-06-0.0010809i,-0.00050185-0.00026056i,0.00012848-0.0001407i,0.00034947-0.00070556i,0.00028518-0.00075686i,0.0006983-0.00034257i,-0.00033634+0.00034055i,-0.0002206+0.00085082i,0.00051219+0.0011001i,0.00049066+0.0010971i,0.00047799+0.0010303i,0.00022433+0.00083139i,-2.5532e-05+0.00065693i,-0.00072844+0.00019396i,-0.0012173-0.00061172i,-0.00026964-0.00028361i,0.00073871-0.00015082i,0.00019235-0.00076644i,-0.00033201-0.00058316i,-0.00047959+0.00011075i
-0.0016821+0.00097642i,-0.0016373+0.0016066i,-0.0017092+0.0023534i,-0.00075942+0.0015476i,0.00084161+0.00038883i,0.0013669-0.00045244i,0.0011066-0.00022259i,0.00059293+0.00056212i,0.00032215+0.00028264i,0.00061455-7.0656e-05i,0.00086968+4.8462e-05i,0.00066603+0.00012328i,0.00059111-8.1288e-05i,0.00025996-0.00057742i,0.00030058-0.00050246i,0.00078759-0.00026872i,0.00065722-0.00066242i,2.1319e-05-0.00083204i,-0.00049672-0.00021605i,-0.00066712+0.0001537i,-0.00035779+6.7563e-05i,-0.00050576+0.00031819i,-0.0010951+0.0004365i
0.00046828+0.00058245i,6.2659e-05-0.00012725i,0.00056232-0.00040989i,0.0012446-0.00038421i,0.0011634-0.0011718i,0.00067228-0.0013301i,0.0002548-0.00077142i,0.00034477-1.6781e-05i,0.00055949+0.0005968i,0.0011635-2.5703e-05i,0.00074748-0.00062847i,-0.00016985+9.1572e-05i,3.6445e-06+0.00026613i,0.00041824-0.00044511i,0.000145-0.00064243i,-0.00053285-0.00072355i,-0.00049269-0.0010237i,0.00047667-0.00067182i,0.00031011-0.00018762i,5.0872e-05-0.00026219i,5.2034e-05-0.00023317i,0.00013905-0.00012159i,5.2841e-05+0.00047716i
-0.003453+0.0028717i,-0.003073+0.0024432i,-0.0024295+0.0017555i,-0.0013702+0.00098332i,7.9267e-05+0.00041778i,0.00041776+0.00021127i,-0.00038141-7.7591e-05i,-0.00046406-0.00047536i,0.0003224-0.00020733i,0.00062629+0.00058129i,0.00050936+0.00038869i,0.00042549-6.1951e-05i,-2.8577e-05-6.5269e-05i,-0.00025009-0.0003174i,-0.00011574-0.00099128i,0.00024996-0.001075i,-0.00039806-0.00053202i,-0.00038778-0.00040965i,-0.0004636-0.0010132i,-0.00090919-0.00022306i,-0.00031662+0.0009832i,0.0005803+0.00030754i,0.00023745+9.5176e-05i
0.00083836-0.00063253i,0.0011703-0.00065238i,0.00090704-0.00051846i,0.00065399-0.0012027i,0.00077451-0.001386i,0.0007238-0.00071169i,0.00028395-0.00024772i,-8.8479e-05+6.94e-05i,-0.0002448+0.00030783i,-1.1709e-05-0.00040755i,-0.00016548-0.0010938i,-0.0004786-0.00077815i,-0.00074842+0.00014788i,-0.00078116-0.00046412i,-0.0011504-0.0015585i,-0.00060267-0.00098857i,0.00064172-0.00034622i,0.00047249+0.00011109i,-0.00034315+0.0011786i,-0.00028585+0.0015507i,0.00081191+0.0010658i,0.0010586+0.00042578i,-2.4544e-05-3.6367e-05i
0.00098303-0.00073777i,0.00028165-0.00022845i,0.00021184-0.00023713i,0.0005311-0.00056437i,0.00024103+0.00015262i,0.00015456+6.1891e-05i,0.00016233-0.00053374i,0.00013476-4.3458e-06i,-3.0546e-06+0.00026889i,-0.00010416-6.8748e-05i,-0.00035083+0.00015221i,-0.00068062+0.00044408i,9.2389e-05-0.00016904i,0.00061502-0.00041443i,0.0004899-0.00056711i,-1.2351e-05-0.00027155i,-0.0010645+3.4481e-05i,-0.00070411-0.00019447i,0.0006013-0.00037729i,0.00059013-0.00022296i,0.0004791-0.00029275i,0.00013663+4.6196e-05i,1.8383e-05+0.00023572i
0.00020342-0.0011356i,0.00087576-0.001109i,-0.00076247-0.0010877i,-0.0015004-0.00019477i,0.00028449-0.00039444i,0.00083445-0.00034174i,0.000186-0.00011272i,0.00018816-0.0002089i,0.00025673+0.00020069i,-0.0002817+0.0007353i,-0.00052615+0.00093409i,0.00010074+0.0011667i,0.0005901+0.00065109i,0.00041521+0.0003301i,0.00041654+0.00045778i,4.3049e-05+0.00018356i,-0.00073099-0.00031102i,0.00010742-0.00059346i,0.0012524-0.00028678i,0.00061567-2.4407e-05i,-0.00057605+0.00035864i,-0.00076437+0.00033914i,-7.2861e-05-5.7017e-05i
-0.0019849+0.00085325i,-0.0016824+0.001689i,-0.0016205+0.0021898i,-0.00076228+0.0012047i,0.0013346+5.3977e-05i,0.0022382-0.00055519i,0.0010106-0.00064807i,0.00069248-3.2074e-06i,0.00011512+0.00046842i,-8.833e-05+0.00081912i,-2.2637e-05+0.00081162i,-0.0006865+0.00011135i,-0.00087948-0.00056243i,-0.00069377-0.00050629i,-6.6839e-05-0.00053682i,-0.00017906-0.001352i,-0.00053785-0.0014938i,-5.9709e-05-0.0008343i,1.1539e-05-8.2052e-05i,-0.00011853-7.1519e-06i,0.00024126-0.00014964i,0.00061107-0.00020663i,0.00067093-4.5741e-08i
-0.00021986-0.0011739i,-0.00090166-0.00033742i,-0.0011486+0.00046498i,-0.00070825+0.00052635i,-0.00042998+0.00043026i,4.3824e-05-0.00010321i,0.00078625-0.0005245i,0.00040729-0.00013121i,-0.00041222+0.00038734i,-6.1856e-05+0.00080039i,0.00035856+0.00092404i,0.00022414+0.00018727i,0.00088507+1.001e-05i,0.0012052+0.00054346i,0.0001572+0.00031255i,-1.1891e-05-0.00029302i,0.00029494-5.5137e-05i,-0.00012645+4.7961e-05i,-0.0004274+9.9165e-06i,-0.0002884+0.00071231i,0.00011351+0.0012162i,0.00030164+0.00081555i,0.00046843+0.00022639i
-0.0015566-4.4931e-05i,-0.00088914-0.00042625i,-0.00094539-0.00023278i,-0.00088489+3.1848e-05i,1.0274e-05-0.00055201i,0.0012219+2.7793e-05i,0.0017156+0.00047005i,0.00045621+9.4411e-05i,-0.00010729+0.00024585i,-0.00035317+0.00029719i,-0.00070099+2.8228e-05i,5.9669e-05-0.00036368i,3.4754e-05-0.00043473i,-0.0004031-0.00042571i,-0.00055418-4.3446e-05i,0.00010072-0.00028742i,0.00051842-0.0010271i,5.5154e-05-0.00082808i,0.00047087-0.00074392i,0.00075605-0.00059935i,0.00026532-0.00052769i,0.00012463+3.1378e-05i,-0.00023748-0.0001357i
0.0021417+0.00040695i,0.0024587-0.00059498i,0.0022018-0.0011267i,0.0010886-0.0011323i,-0.00055624-0.00049718i,-0.00051244+0.00025925i,-0.0002889+0.00028968i,-0.00049353+0.00028876i,-0.00053171+0.00053247i,-2.6925e-05+0.0005277i,0.00052+0.00019627i,0.00072206+0.00037639i,0.00054511+0.00062497i,-0.00018563+5.2531e-05i,-0.00017521-0.00041279i,-0.00010712+0.00018081i,-0.00040938+0.0007464i,4.8219e-05+0.00025069i,0.00092148-0.00032408i,0.00066174-6.7308e-05i,-0.00033809-0.00026562i,-0.00054982-0.00023272i,0.00028843+0.00035237i
-0.0020713-0.0011975i,-0.0014867-0.001418i,-0.001726-0.00050489i,-0.00081509+0.00030507i,0.00081217+0.00021289i,0.0016728-0.00046142i,0.0011101-0.00015969i,0.00021111+0.00024657i,0.00029201-0.00051805i,0.00051393-0.00050722i,4.6108e-05+0.0001253i,-0.00020407+0.00018127i,0.00043917-0.00061783i,0.00062337-0.00091218i,0.00039677-0.00099841i,0.00043049-0.00087039i,-0.0006041-5.0832e-05i,-0.00091923+0.00011967i,-0.0001992+0.00019214i,-0.00020214+3.4085e-05i,9.3257e-05-0.00035579i,0.00018001-0.00032901i,-0.000668+1.6074e-05i
0.00031663+0.00058759i,-0.00044392+0.00061074i,-0.00029968+0.00088833i,0.00072867+0.00062786i,0.0013498-0.00016669i,0.0013453-0.00039117i,0.00077553+0.00033241i,0.00078149+0.00032314i,0.00070952+3.6102e-06i,0.00048209+0.00033478i,0.00077559+0.0010093i,0.00046001+0.0013757i,0.00028538+0.00072726i,0.00032173+0.00012305i,0.00034075-0.00037394i,0.00037844-0.00016192i,7.4364e-05-0.00017172i,0.00014168-0.00056212i,0.00049811-5.7934e-05i,0.00019296+0.00064164i,-0.00053391+0.0009341i,-0.00047532+0.0005847i,-0.00078875+2.0756e-06i
-0.0015352-0.00086752i,-0.002352-0.000705i,-0.0023726+0.00022286i,-0.0021008+0.0014925i,-0.00016183+0.0010241i,0.0024688+0.00067758i,0.0022565+0.00076997i,0.00072377+0.00017053i,0.00025379-0.00017056i,0.00054841-0.00054907i,0.00094441-0.00062212i,0.0008554-0.00063319i,0.00038766-0.0006087i,0.00070431-0.00061883i,0.0011175+0.00020042i,7.067e-06+0.0010948i,-0.00092128+0.00062331i,-0.00094385+0.00062423i,-0.00034972+0.00026232i,0.00021595-9.2082e-05i,0.0002142+1.3323e-05i,-0.00064944-0.00027227i,-0.00085623-0.00034375i
-0.0011204-0.0014164i,-0.0015602-0.0016865i,-0.0012918-0.0015666i,-0.00068433-0.0010486i,9.9143e-05+0.00018111i,0.00046193+0.0002557i,0.00041816-0.00059893i,0.00082161-0.00054793i,0.00072859-0.00025881i,-0.00010916+0.00036335i,2.5832e-05+0.00059127i,0.00016383+6.4226e-05i,0.00031969-0.0007918i,0.00084511-0.0010247i,0.0010892+0.00016022i,0.0011638+0.00127i,0.00041492+0.00081876i,-0.00031732+0.00063009i,-0.00023962+0.00065452i,0.00026242-0.00040089i,0.0004497-0.00056949i,0.00036453+3.4451e-05i,0.00087967+0.00062348i
