-0.003207+0.00018381i,-0.0024292-0.00056363i,-0.0037987-6.3141e-05i,-0.0029138+0.00083675i,-0.001157+0.00096386i,-0.00040387+0.00030813i,-0.00013424+0.00023446i,-0.00010493+0.00038759i,4.9826e-05+0.00047816i,0.00024416+0.00010898i,0.00013208+0.00029065i,-0.00033911+0.00057025i,0.00020929+0.00067241i,0.00053123+0.0010316i,-0.00026609+0.00093908i,-0.0009086+0.0015602i,-0.00022466+0.0016382i,0.0008142+0.0004782i,0.0011478-0.00028988i,0.0012038+0.000346i,0.00055291+0.00027081i,-7.0662e-05-0.00061616i,-0.00027711+8.6447e-05i
-0.0022491+0.0015871i,-0.0010716+0.0024978i,-0.001065+0.0021154i,-0.00062058+0.00062991i,0.00029923+4.5036e-05i,0.00078785-0.00034098i,0.0015104-0.00046425i,0.00064749-0.00040247i,-0.00062795+0.00022906i,-0.00069091+0.0002683i,-8.2365e-05+0.00022186i,0.00042197-0.00024468i,0.00068066-0.00075436i,0.0004148-0.0011257i,-0.00015362-0.00082647i,6.7149e-05-0.00015055i,0.00014543-0.00023528i,-0.0012214+8.387e-05i,-0.00078279+0.00022539i,0.0006525-0.00031985i,0.00050752+6.4779e-05i,2.8459e-05+0.00015459i,-0.00010261-0.00032716i
-0.00055049-0.00055115i,-0.0011682-0.00011377i,-0.00065656+0.00062369i,1.3232e-05+0.00064147i,0.00041193-0.00051451i,0.00053655-0.0016605i,0.00030231-0.001281i,-0.00075998-0.00086154i,-0.0015439-0.00032093i,-0.00080587+0.00055597i,-0.00021841+0.00087916i,-0.00050382+0.00095186i,-0.00059925+0.0002001i,5.0783e-05-0.00063523i,0.0011118-0.00066571i,0.0012418-0.00030123i,0.0005576-0.00034518i,1.9087e-05-0.00027937i,0.00020988-3.4389e-05i,0.00058062+0.00026329i,0.00034258+0.00023578i,2.9715e-05-6.0515e-05i,0.00036726+0.00042165i
0.00044939-0.00049133i,0.0013886-3.9533e-05i,0.0013075-0.0015636i,0.0011774-0.0017783i,0.00031824-0.00053845i,-0.00023149+0.00018231i,0.00047907-7.3779e-05i,0.00041037-0.00032769i,-5.0683e-05-0.00074979i,-0.00038928-0.00040033i,-0.000505+0.00051823i,-0.00037581+0.00033727i,-0.00057723-0.00063154i,-0.00036496-0.0010098i,-3.1456e-05-0.00084596i,-0.00010788-0.00020277i,0.00056731+0.00041865i,0.0016333+0.00034253i,0.0011419+5.4507e-05i,0.000713-0.00040911i,0.00020774-0.00046954i,-0.0002404-0.00037183i,-0.00017789+5.2718e-05i
-0.002437+0.0027405i,-0.0014244+0.0025918i,-0.0011742+0.0045671i,-0.00029678+0.003898i,0.00079942+0.0017522i,0.00075815-0.00046539i,-0.00054596-0.00082957i,-0.0010407-0.00025528i,-0.00045242-0.00053728i,-3.9866e-05-0.00068423i,0.00029671-0.00086259i,0.00050169-0.00080398i,-7.4672e-05-0.00012675i,-0.00058855+0.00036773i,-0.00014092+3.3112e-05i,-0.00052742-0.00041868i,-0.00087135+0.00058773i,-0.00088829+0.0009606i,-0.00091199+0.00017897i,-0.0006269-0.00032023i,-0.0010996-0.00076765i,-0.00030735-0.00030745i,0.0008079+0.00010752i
0.0017739+0.0021535i,0.0017199+0.0019317i,0.0021396+0.00073243i,0.0016541-7.1372e-05i,0.0012907-0.00031043i,0.00075793-0.00037253i,0.00072831-0.00014421i,0.0005545+5.3854e-05i,0.00021547-0.00014012i,0.00045956-0.00017045i,2.1143e-05+4.8626e-05i,-0.00033555+1.4067e-05i,-0.00060634-0.00041858i,-0.0010753-0.00039399i,-0.00087569+0.00020497i,-0.00057563+0.00014379i,0.00018019-0.00010433i,0.00069488+0.00031687i,0.00044456+0.00071778i,0.0005805+0.0011219i,-6.512e-05+0.00064946i,-0.00011901-5.1706e-05i,0.00071372-0.0001534i
-0.00058085+0.0011222i,-0.00079149+0.00015274i,-0.0002246+0.0002034i,0.00058624+0.00024655i,0.00047123-0.0011278i,0.0001676-0.0016518i,0.00079985-0.00080135i,0.0009053-0.00050467i,0.0003016-0.00048119i,0.00010149-0.00010965i,0.00010618-9.0295e-05i,8.3822e-05+0.00014283i,8.0002e-05+8.2023e-05i,0.00029785+1.494e-05i,0.00040955+0.00034435i,0.00098034-0.00027813i,0.00089693-0.00059963i,1.8851e-05-5.1589e-05i,-0.00031452+0.00031614i,-3.2302e-05+0.00047184i,0.00062281-8.2705e-06i,2.7348e-05-0.00087611i,-0.00088305-0.00029903i
0.00064807+1.0781e-05i,-0.00014157-0.00017481i,-0.00043242-0.0007164i,-0.00096345-0.0011638i,-0.0010861-0.00095312i,0.00022365-0.00091093i,0.00015637-0.001048i,-0.0004184-0.0010265i,-0.00054316-0.00086863i,-0.0011744-0.00040286i,-0.00085823+0.00024088i,-0.00025919+0.00049805i,-0.00037308+0.00052168i,-0.00032608+0.00015386i,5.5932e-06-0.00013556i,8.0585e-05+0.0001076i,0.0003304+0.0006206i,0.00027169+0.00023594i,-0.00049178-0.00023583i,-0.000631-9.3514e-05i,-0.00046065+0.00041457i,-0.00026929+0.00060401i,-0.00040409+0.00012056i
0.00019666-0.0014178i,-0.00013473-0.0020932i,-0.00098378-0.0027406i,-0.0013277-0.0019943i,-0.00023254-0.00071136i,0.00085889+0.00014229i,0.00081687+0.00048203i,0.00048193-0.00018076i,-0.00037069-0.00037612i,-0.0015072+1.4133e-05i,-0.0011494-0.00019801i,-1.4841e-05-0.00065113i,0.00058603-0.0005838i,0.00030785-1.1158e-05i,-3.8485e-05+0.00039485i,-0.00072855+0.00037816i,-0.0013033+0.00019333i,-0.00094233+0.0002864i,-0.00022586+0.00097915i,0.00029352+0.0010268i,0.00022187+0.00012523i,-0.00049907-0.00048053i,-0.00075369-0.00047732i
0.0017707+0.00021163i,0.0026549+0.0013067i,0.0023032+0.0016846i,0.0023234+0.0008087i,0.0018804+0.0002259i,0.00055095-4.9814e-05i,-6.069e-05+0.00029363i,9.2341e-05+0.00064385i,0.0006193+0.00047005i,0.0011376+0.00038673i,0.00079888+0.00022846i,-0.00014575+0.00014244i,0.00018463+0.00047887i,0.00077675-0.00017815i,0.00041074-0.0012097i,0.00012029-0.001925i,0.00052445-0.00193i,0.0010517-0.00044208i,0.00050147+0.00068031i,-8.5245e-05+0.00074253i,-0.00044448+0.00083733i,-0.0012127+0.00032947i,-0.00087432-0.00018562i
-0.00060188-0.0012214i,-0.0019018-0.00066449i,-0.00146-0.0005183i,-3.6455e-05-0.00039245i,-0.0002961-0.000307i,-0.00078476-0.00046878i,-0.00028273-0.00062174i,-0.00019699-0.00096488i,-0.00057939-0.0008699i,-0.00057727-0.00018832i,-0.00023129+0.00065739i,-0.00046019+0.00092408i,-0.0003552+0.00020653i,0.00060732+0.00027818i,0.00092321+0.00069021i,0.00067943+0.00028584i,0.0006901+0.00012337i,0.000603+0.0005468i,0.00016844+0.00084068i,-0.00016373+0.0003726i,-0.00045277-9.1747e-05i,0.00024822+0.00028465i,0.0009209+0.00021054i
0.00046042+0.001585i,-0.00012437+0.0006654i,-0.00093579-0.00087591i,-0.0009993-0.0011707i,-0.00051229-0.0010072i,-0.00028695-0.0007142i,-0.00041564-0.00099947i,-0.00049234-0.00065679i,-0.0005909-0.00026198i,-0.00083867-0.00048046i,-0.0012408-0.00062866i,-0.00095734-0.00062203i,-0.00086986-0.00021979i,-0.00084474-0.00031597i,-0.0001538-0.00033324i,-7.3745e-05+0.00073739i,-0.00056276+0.00067719i,-0.00010403-0.00055879i,-0.00011478-0.00034478i,-0.00044264+0.00057679i,-0.00018677+0.00055811i,-0.0001619+0.00065119i,-0.00014534+0.0007507i
-0.00034334-0.00046317i,0.00080957-0.00094851i,0.0010069-0.0006558i,0.00018417-0.00068097i,-4.1239e-05-0.00017461i,0.00031389+0.0010917i,0.00044129+0.0005787i,0.00022886-0.00089123i,0.00041902-0.0012893i,-5.8611e-05-0.00034185i,-0.00055854+0.00065248i,-0.00084721+0.00065433i,-0.00080112+0.00028132i,-0.00026021+0.00028617i,-3.1746e-05+0.00043531i,8.0014e-05+0.00061109i,6.4379e-05+0.00031761i,-5.389e-05+0.00034116i,0.00018539+0.0006991i,-0.00021057+0.00062852i,-0.00033823+0.00023874i,0.00030126+0.00051277i,0.00052569+0.00090555i
-0.0006057+0.00082487i,-0.0011642-0.00048465i,-0.0021308-0.0012618i,-0.0022111-0.0012748i,-0.00057124-0.0015175i,0.00037833-0.0016058i,7.5292e-05-0.0012112i,-0.00037467-0.0012417i,-0.00078476-0.0011118i,-0.00062336-0.00065843i,4.944e-05-0.00047373i,-0.00027352+0.00014921i,-0.0012489+0.00050121i,-0.0012731-0.0003843i,-0.00040629-0.00075441i,0.00013428-0.0010879i,0.00022546-0.001071i,0.00032329-0.00017349i,0.0004584+0.00035908i,0.00027959+0.00051954i,0.00028532+0.00067857i,0.00059358+0.00051484i,0.00027523+0.00082854i
0.0010069-0.0010821i,0.00056286-0.00075412i,1.2317e-05+0.00011353i,0.00046622+0.00066447i,0.00068949+0.00054898i,0.00069161+0.00052036i,0.00020376+0.0002233i,-0.00058246-0.00029393i,-0.0010258-0.00050442i,-0.00057217-1.5494e-05i,-0.00012195+0.00047242i,-0.00062924+0.00041641i,-0.0004655+0.00059901i,-0.00031134+0.00066606i,-0.00068218+0.00045085i,-0.0003696-5.4407e-05i,-0.00012096-0.00016802i,-0.00020569+0.00036344i,-0.00041423+7.0568e-05i,-0.00030685-0.00056673i,-0.00022898+0.00022451i,-0.0005437+0.00061348i,-9.41e-05+0.00031774i
4.7404e-05+0.00077643i,0.00028366+0.0015412i,3.0223e-05+0.0021892i,0.00039497+0.001611i,0.00058123+0.0014231i,0.00062457+0.00046233i,-2.8413e-05-0.00070511i,-0.00055795-0.00091774i,-0.00044792-0.00040957i,-0.00039892+0.00043435i,-0.00075042+0.00043522i,-0.0013474+0.0004218i,-0.0012497+0.00023372i,-0.00076947+0.00023306i,-0.00028376+0.00036937i,-8.9999e-05-0.00033141i,0.00025975-0.00053164i,0.000608-0.000112i,0.00037495+0.00019832i,-0.00044171+0.0007912i,-0.0015106+0.00059017i,-0.00069519-0.00060511i,0.00052577-0.00067131i
0.00079521-0.00074271i,0.000301-0.00085001i,-0.00065105+0.00014829i,-0.0010446-3.5914e-05i,-0.00073609-0.00034077i,-0.00060629-0.00029766i,-0.00011333-0.00086633i,0.00030734-0.00087853i,-0.00028139+9.969e-05i,-0.00011201-3.1264e-05i,8.101e-05+0.00014678i,-0.00049249+0.00030389i,-0.00070522-0.00025077i,-0.00094609+0.00020424i,-0.0005946+0.00074915i,-0.0005671+0.00031462i,-0.00077067+0.00018465i,-0.00018868+0.0010452i,0.00037867+0.0011167i,0.00025936+0.0005929i,-0.00032409+0.00025296i,-0.00048973+0.00016668i,0.00017544+0.00078106i
-0.00079586-0.00052546i,-0.00069572-0.0010019i,-0.0012873-0.00093865i,-0.00092021-0.00029591i,-0.00040806-0.00029431i,1.0368e-05-0.00048162i,-0.00015334-0.0013961i,-0.00072373-0.0017702i,-0.00062444-0.001354i,9.2306e-06-0.00075237i,-0.00021564-0.00020836i,-0.00032838+0.00018576i,-0.00025706+0.00054181i,-0.00022889+0.001026i,-0.00038829+0.0014931i,-0.00071765+0.0012795i,-0.00088148+0.0010202i,-0.00082756+0.00048267i,-0.00055536+0.0003107i,0.00050794-0.00055982i,0.0012612-0.0011269i,0.000914+0.00019263i,0.00082228+0.00051748i
-8.0836e-05-0.0011755i,0.00025182-0.00097356i,-0.0003293-0.001862i,-0.0014409-0.00073505i,-0.0011443+0.0007869i,-0.00051303+0.00042972i,-5.2266e-05+4.5453e-06i,-0.00038347-0.00077834i,-0.00035545-0.0014818i,-0.0010853-0.00077149i,-0.0015492+0.00020553i,-0.00078925+0.00059075i,-0.00027504+0.00017985i,-2.4103e-05-0.00084785i,-0.00014464-0.00054754i,0.00016511+0.00038769i,0.00029334+0.00042372i,0.00034865+0.00030559i,0.0005884+0.00043151i,0.00075717+2.687e-05i,0.00071185-0.00034495i,0.00059629+0.00018424i,0.00039275+0.00021794i
-0.0022816+0.00030721i,-0.0010971+0.0014459i,-0.001268+0.00035966i,-0.00081775-0.00047245i,4.2887e-05+0.0002199i,0.00052925+0.00032765i,0.0003946-0.00037337i,0.00038555-0.00088236i,-0.00011591-0.00055371i,-0.00037837+0.00015727i,0.00067409+0.00064956i,0.00061839+0.00088743i,-7.129e-05+0.0011786i,-0.00043979+0.0010152i,-0.00022795+0.00054543i,-0.00016749+0.00035887i,-0.00012836+0.00048783i,6.7037e-05-7.9678e-05i,4.728e-05-0.00048061i,-3.0422e-06+2.9758e-06i,-2.7651e-05+0.00011016i,7.0712e-05+0.00026555i,0.00021077+0.00080788i
-0.00046655-9.0915e-05i,0.00024617-0.0013678i,8.032e-05-0.0016702i,-0.00094636-0.0006866i,-0.0012094-0.00074837i,0.00030242-0.00018702i,0.00090229+0.00051391i,-0.00019664+0.000302i,-0.0005599-0.00020401i,-2.6385e-05-0.00021111i,6.4159e-05+0.00019589i,-0.00024473+0.00013607i,-0.00052538+5.9251e-05i,-0.00062856+0.00046263i,-0.00077247-0.0004108i,-0.00085845-0.0007228i,-0.00028363+0.00082004i,-1.019e-05+0.0012258i,-0.00021178+0.00055015i,2.9738e-05+0.00027682i,0.00012292+0.00029035i,9.3137e-05+0.0001004i,-0.00016031-0.00041391i
0.0010324-0.0011293i,0.00099898-0.00063288i,-0.00060715-0.0029968i,-0.0014289-0.0025513i,-0.00025094-0.00058859i,0.00099728+0.00038177i,0.0001896+0.00061825i,-0.0010622-0.00010575i,-0.0014977-0.00094293i,-0.00082571-0.00080875i,-0.00030908-0.00013562i,-0.00090103+0.00043134i,-0.0018915+0.0011797i,-0.0017313+0.0014251i,-0.00050262+0.0010829i,0.00018867+0.0012404i,-0.00060372+0.0011889i,-0.0013398+0.00092383i,-0.00066985+0.00016545i,-0.00043618-0.00037951i,-0.00078021-0.00052365i,-0.00014757-0.00015783i,-5.0634e-05+0.00023441i
0.0013999+0.0025232i,0.00035695+0.0032435i,0.00033228+0.0012461i,0.00050247+0.00026037i,0.0012081-0.00039594i,0.0016955-0.00073318i,0.0003263-0.00046504i,-0.00011013-0.00054169i,-7.2644e-05-0.0004203i,-0.00070338+3.152e-05i,-0.0005154+0.00064202i,9.1722e-05+0.00094124i,8.8566e-06+0.00040294i,-0.0004982+4.8795e-05i,-0.000654-0.00013267i,-0.00084432-0.00057417i,-0.00050178-0.00070432i,0.00052834-0.00023621i,0.00076423-8.0825e-05i,0.00035035+4.8648e-05i,1.2351e-05+0.00044499i,-0.00025683+0.00012915i,0.0001624-0.00023777i
-0.0004672+0.00094371i,0.0023827+0.0014523i,-0.00029044-0.00019774i,-0.0010091-0.00058523i,0.00027999-0.00066351i,-0.0004428-0.00062978i,-0.0011328+1.9959e-05i,-0.0011342+0.00025639i,-0.0012461-0.00032504i,-0.00090128-0.00031257i,-0.0012965-0.0011287i,-0.00099299-0.0025696i,0.00030728-0.0014326i,0.00026819-0.00037504i,-0.00036217-0.00041396i,-0.00040984-0.00026748i,0.00015708+0.00014928i,0.00040936+0.00029252i,0.00010873-0.00032094i,0.00033953-0.00040677i,0.00064781-0.00043629i,0.00087062-0.00049518i,0.0010214+0.00011107i
0.00087619-0.0031308i,0.00060561-0.0029493i,0.00028922-0.0017076i,-1.1296e-05-0.0015513i,6.674e-05-0.00051595i,0.00050531+0.00030323i,-1.2281e-05-0.00054627i,-0.00081147-0.0011504i,-0.00046572-0.00019946i,0.0001485+0.00077952i,0.00022665+0.00074119i,-0.00075555+0.0004403i,-0.0011945-0.00025039i,-0.00059632-0.0004164i,-0.0006597+0.00034392i,-0.00071563+0.0010742i,-0.00038856+0.0012927i,-0.00047252+0.0011781i,-0.0003908+0.0010747i,0.00032734+0.00016378i,0.00073646-0.00038032i,0.00085282-2.1334e-05i,0.00025481+0.00016223i
0.00040181-0.00036445i,0.00043692-0.00020053i,0.00089186-0.00065209i,-3.8315e-05-0.00026551i,-0.00093701+0.00047671i,-0.00018929+0.00030007i,0.00057236-0.00036086i,0.00012137-0.00026443i,-0.00027823-0.00023311i,-0.00095508-9.2231e-05i,-0.00099305+0.00022729i,-0.00073539+0.00039562i,-0.00087071+0.00015524i,-0.0012165-0.00034815i,-0.0010338+0.00013466i,-6.0588e-05+0.00080659i,-0.00024835+0.00067642i,0.00032145+0.00080056i,0.00092563+0.00082595i,0.00067943+0.00076665i,0.00028414+0.00013203i,-0.00051939-0.0011009i,-0.00029601-0.0013267i
-0.00080552-0.0011445i,-0.00050605-0.0015478i,0.00047589-0.00065164i,0.00057869+1.4278e-05i,0.00067626+0.00027159i,0.00078869-0.00030003i,0.00040496-0.00076571i,0.00027295-0.000568i,-0.00096255-0.00040089i,-0.0023576+0.00018228i,-0.0014516-0.00022441i,-0.00033145-0.00025996i,-0.00018524-4.6394e-05i,-0.00072888-0.00032257i,-0.001157-0.0001337i,-0.00108+0.00016189i,-0.00074218+0.00082351i,-0.00063121+0.00049991i,-0.00052916+2.2737e-05i,-4.4606e-05+3.2763e-05i,0.00082478-0.00050497i,0.00072256-0.00059562i,-1.4831e-05-3.3648e-06i
0.00014703-0.00014186i,0.00017036+0.00053993i,0.00016412+0.0005733i,-0.0004584-0.00020497i,-0.00020469-0.0006771i,0.00064902-0.00092696i,0.00067581-0.00045006i,0.00028339+0.00015155i,0.00013665-2.1542e-05i,-0.00021039-0.00010968i,-0.00034652-0.0004875i,0.00013384-0.00045095i,-0.00064139-1.863e-05i,-0.0012022+0.00027665i,-0.0011079+0.00090391i,-0.00089095+0.00093903i,-0.00067276+0.00038963i,-0.00080056-0.00055889i,-0.00031969-0.00041128i,-8.6575e-05+0.00075925i,6.3412e-06+0.00089524i,0.00038791+0.00052519i,0.00028962+0.00033108i
0.00058411+0.0015865i,0.0018106+0.00074671i,0.0026219+0.0021331i,0.0019799+0.0014874i,0.00143+5.4141e-05i,0.00084212-6.8548e-05i,-0.00027304+0.0001701i,-0.00068737-0.00014795i,-0.00015033-0.00071193i,0.00033851-0.00011542i,-9.2939e-05+0.00020874i,-0.00042393-0.00023683i,0.00031183-4.833e-05i,0.00059103+0.00014745i,0.00010516-0.00042114i,-0.00027564-0.00027342i,-0.00010482+0.00018162i,0.00030631-0.00013325i,0.00045143-0.00068061i,-2.0351e-05-0.000158i,-7.8752e-05+0.00037767i,0.00039473+0.00033261i,7.2199e-05-0.00014602i
0.0019772-0.00092661i,0.0012136-0.0011964i,0.0011477-0.00075518i,0.00078377-0.00021499i,0.00071134-0.0011475i,0.0011161-0.001337i,0.00091895-0.00162i,-0.0001258-0.0018095i,-0.00082097-0.00078722i,-0.0013679-2.9764e-05i,-0.0012931+0.00055788i,-0.00046267+0.00025992i,-0.00018378-0.00054227i,-0.00080617-0.00071582i,-0.00082599-0.00040539i,-0.00029009+0.00072921i,-0.00042533+0.0011101i,-0.0004913+0.00019319i,0.00033269+0.00027492i,0.00012118+1.7475e-05i,-0.00043258-0.00055305i,-0.00075688+0.00052998i,-0.00084867+0.00097175i
0.0022224+0.00031324i,0.0028622-0.00042779i,0.0033095+0.0006462i,0.0026208-1.9205e-06i,0.0017157-0.0011883i,0.00068914-0.0015269i,-0.0001729-0.0014413i,-0.00044835-0.0012056i,-0.00037854-0.0013484i,-0.00057701-0.00095371i,-0.00091067+1.2573e-05i,-0.0010669+0.00032698i,-0.00097516-0.00020756i,-0.0009401-0.00037479i,-0.0010294+6.9515e-05i,-0.00072681+0.00077221i,0.0001631+0.0010112i,0.00048409+0.00082623i,0.000418+0.00071386i,0.00036023+0.00039516i,0.00020454+0.00027844i,0.00054917+6.2862e-05i,0.00033227-0.00026569i
-0.0001404+0.0022914i,-0.0013412+0.0024741i,-0.00084962+0.0018166i,0.00065928+0.00085186i,0.0008461+7.8702e-05i,0.00011002-0.00045938i,-0.00042777-0.00094873i,-0.00078016-0.00064873i,-0.00017247-0.00036839i,0.00056024+2.7554e-05i,0.0012343+0.0003087i,0.00062002+0.00021715i,-0.0007416+0.00013562i,-0.00094591-0.000272i,-0.00044958-6.156e-05i,0.00026836+0.00049198i,0.00049738+0.00034976i,0.00028248-0.00020731i,0.00053693-0.00020615i,0.00067326+0.00034301i,-0.00028712+0.00030344i,-0.00073506+7.0837e-05i,-0.00060002+0.00041031i
0.0018412-0.0028762i,0.0016914-0.0026132i,0.00136-0.0026942i,0.00016221-0.0014466i,-0.0017357-0.00050259i,-0.0014477-6.0558e-05i,-0.00057173+0.00026369i,-0.00042631-0.00012412i,-0.00014049-0.00034213i,-0.00077757-0.00029063i,-0.00067769-0.00038041i,0.00062523-0.00033311i,-0.00047486+0.00077835i,-0.0021881+0.0005469i,-0.0013719+3.3546e-05i,-0.00024392-0.00010156i,-0.00030807+0.00019719i,-1.9212e-06+0.00069384i,0.00058143+0.00032423i,0.00075323+5.1585e-05i,0.00040826-0.00023417i,-0.00014549+0.00033291i,-0.00043631+0.00086013i
-0.0020117+0.00032828i,-0.0012049-0.0018793i,-0.00057095-0.0019245i,-0.00047606-0.00059166i,-0.00035937+0.00012715i,3.7198e-05-8.1592e-05i,0.00055107-0.00029349i,0.00075099+0.00018115i,-0.00020245+8.8527e-05i,-0.00046509-0.00036723i,-0.00035744-0.00014756i,-0.0011355+0.00031896i,-0.0017556+0.00024431i,-0.0014201-0.0003565i,-0.00098726+0.00022672i,-0.00051852+0.00091539i,6.5605e-05+0.00063189i,-0.00043639+0.00051206i,-0.00061997+0.00024977i,-0.00025059+7.8908e-05i,-0.00022206-8.9132e-05i,-0.0002225-0.00019979i,-2.6726e-05+0.00059696i
-0.00084247+0.00022996i,-0.00070296+0.00087024i,-0.00046224+0.0018271i,0.00043222+0.0012145i,0.0004291+0.00018542i,5.5548e-05-2.3885e-05i,-0.00073723-7.79e-05i,-0.0011312-0.00060391i,-0.00060779-0.00036164i,-0.00078964+3.8613e-05i,-0.00069426+0.00056632i,-0.00017501+0.00075754i,0.00017547-0.00032178i,0.00033155-0.00087322i,0.00025599-0.00083612i,-9.1913e-05-0.00069248i,0.00015409+7.0626e-05i,-0.00018167+0.00075329i,-0.0010964+0.00083838i,-0.00095847+0.00057609i,-0.00015272+0.00055873i,0.00067014+0.00071766i,0.000608+0.00078628i
5.546e-05-0.00063056i,0.00054482-0.0013138i,0.00086546-0.001191i,0.00071347-0.00085259i,0.00011325-0.00045495i,0.00054502-0.00052357i,0.00088722-0.0010548i,0.00025253-0.00098017i,-0.00027443-0.00045057i,-0.00077598-0.00017018i,-0.0005204+4.0955e-06i,-0.0004115+0.00058703i,-0.00044583+0.001025i,-0.00098113+0.00079459i,-0.0010898+0.00030875i,-0.00058472+0.00018988i,-0.0005077+0.00062097i,-0.00036094+0.00061058i,-8.4434e-06+0.00029792i,-0.00040059+0.00052013i,-0.00042848+0.00043264i,-0.0002071+0.00069147i,0.0005923+0.0010488i
-0.0017174+0.00013177i,-0.0019591+0.00025504i,-0.0023585+0.0003586i,-0.0018826+0.00069204i,-0.00072705+0.00065045i,-4.2296e-05+0.00010633i,-0.00023665-0.00041654i,-0.00086754+6.8617e-05i,-0.0010937+0.00047286i,-0.0012314-1.1351e-05i,-0.0010235-0.0003825i,1.8124e-05-0.00075746i,0.00038647-0.00035005i,-0.00038415+0.00093077i,-0.00062721+0.0011703i,-0.00093453+0.00055651i,-0.0012919+0.00044963i,-0.00072252+0.00068615i,0.00023098-0.00030328i,0.00057217-0.0010241i,0.00034283-0.00084034i,0.00031337-0.00088354i,0.00074283-0.00033071i
-8.3784e-05-0.0020571i,0.00040032-0.0022089i,0.0008778-0.00085851i,0.00076585+0.00024885i,0.00024497+3.5394e-05i,0.00026296-0.00053734i,0.00037408-0.00063734i,1.5807e-06-0.00039549i,-0.00072942-0.00053456i,-0.00056743-0.00050678i,-0.00016116+0.00018346i,-5.2653e-05+0.00061329i,0.00051271+0.00093529i,0.00039959+5.6381e-05i,-0.00020207-0.0005282i,-0.00081355-0.0005526i,-0.0006173-0.0006179i,-0.00023854-0.00037793i,2.004e-05+0.00012721i,0.00014295+0.00027459i,-0.00013124-3.6819e-05i,-0.00022956-6.3464e-05i,-0.00010241-0.00043483i
-0.0018926+0.0002159i,-0.0018243+0.0010993i,-0.0014012+0.0010679i,-0.0011692+0.0002962i,-0.00040193+0.00029382i,0.00046679-0.00051715i,0.0010488-0.0013382i,0.00035742-0.00084809i,-9.1897e-05-0.00024315i,-0.00014435+0.00012951i,-0.0005156+9.4127e-05i,-0.00056511-0.00013911i,-0.00033402+0.0003723i,-0.00026594+0.0007397i,0.00018258+0.00039188i,0.00014558+8.0293e-05i,-0.00020933+0.00026844i,-3.0321e-05+0.00068944i,0.00026197+0.00068714i,0.00017553-0.00016335i,0.00017105-0.00097166i,-0.00013246-0.00032872i,-0.0002644+0.00019006i
0.00098599-0.0016415i,0.00053219-0.00097098i,0.0010397-0.00011461i,0.00083056+0.0004915i,0.00089065+4.3068e-05i,0.0012269-0.00056042i,0.0013732-0.00084118i,0.0014038-0.00059451i,0.00070852-0.00019292i,-0.00037863-0.00031379i,-0.0012038-0.00015684i,-0.0019196+0.00020275i,-0.0016786+0.0001648i,-0.0011741+0.00010693i,-0.00067128+0.00019906i,-0.00049856+0.00025596i,-0.00062867+0.00015287i,-0.00054857-0.0001134i,-9.1869e-05-0.00015392i,0.00059418+0.00032518i,0.00020129+0.00052709i,-0.00021661+0.00062384i,-0.00028201+0.00033882i
0.0019893+0.00052907i,0.0014854+0.00049902i,0.0008083-0.00070849i,0.00093919-0.0020976i,0.00079317-0.0020909i,-0.00046129-0.0014426i,-0.0006148-0.0012874i,0.00035168-0.00091765i,0.00023811-0.00012743i,-0.00013078+6.9628e-05i,-9.7778e-05-0.00011201i,3.2944e-06+0.00015232i,-0.00030811+8.63e-05i,-0.0011086-0.00023595i,-0.0013655-0.00047269i,-0.00074894-0.0006478i,-0.00011842-0.0002583i,-0.00040833+0.00012602i,-0.00041668+0.00076473i,0.0004751+0.00069518i,0.0011829+0.00016972i,0.00077316+0.00042088i,-0.00027996+0.00091333i
0.0018853-0.00095654i,0.0027438-0.00058865i,0.0026491-0.00086024i,0.0018044-0.00095316i,0.0010236-0.000732i,0.00028325-0.00013112i,0.00033881+6.6167e-05i,0.00075691-0.00060734i,-0.00038876-8.2748e-05i,-0.0017981+0.00029427i,-0.0015952-0.0002793i,-0.0012644+0.00032245i,-0.0016076-3.6513e-05i,-0.001417-0.00033588i,-0.0010108+0.00040552i,-0.00056665+0.00035041i,-0.00047939+5.7186e-05i,-0.00027637-7.8444e-05i,0.00076639-0.00060949i,0.00077758-0.00060308i,-0.0002292+0.00036681i,-0.00040973+0.00063571i,-0.00015392-0.00015258i
0.0004844-0.00034323i,0.00070233+0.0010035i,0.00093849+0.0012982i,0.00086226-0.00021157i,0.0012521-0.0013093i,0.0012223-0.001454i,0.00093816-0.00069263i,0.0003577-0.0004103i,-0.00052771-0.00054194i,-0.0005561-0.00020946i,-0.00049956+0.00047664i,-0.0006962+0.00064011i,-0.00028266+0.00066417i,-0.0002656+0.00079858i,-0.00032782-8.3033e-05i,-0.00056635-0.00064017i,-0.00030599+7.0268e-05i,-8.4284e-05+0.00075812i,3.3342e-05+6.6548e-05i,0.00075566-0.000715i,0.00067732-0.00058832i,0.00092224-0.00040296i,0.001327+1.2768e-05i
