0.0015562+0.00046382i,0.0026363-0.00080411i,0.0013621-0.0018086i,-0.00061833-0.0015953i,-0.0014535-0.00073826i,-0.0020858+0.00069012i,-0.0016145+0.0018693i,-0.00040434+0.0024012i,0.0012347+0.00087957i,0.0018995-0.0014671i,0.001176-0.001669i,0.00014664-0.00057053i,-0.00040774-0.00025445i,-0.00064961-0.00014957i,-0.00047163-2.6662e-05i,-0.00040705+0.0003456i,-0.00058433+0.0001949i,-0.0002702-0.00011851i,0.00089553+0.0006243i,0.0015464+0.0010536i,-6.2059e-05+0.0010831i,-0.001285+0.0002522i,-0.00055953+9.6433e-05i
-0.0012071-0.00097954i,-0.0014361-0.0003292i,-0.0015637+0.0010041i,-0.00068851+0.0019458i,0.0010051+0.0016381i,0.0016763+0.00054526i,0.00063103-0.00017755i,0.00053785+0.00060053i,0.0012296+0.00095929i,0.00062621-8.7553e-05i,-0.00051096-0.00085081i,-0.00073601-0.00087527i,-0.00056229-0.00043476i,-0.0002227-0.00038688i,-0.00030169-0.00012754i,-0.0002807-0.00061562i,0.00037379-0.0011467i,0.0013513+9.7238e-05i,0.00086516+0.00085238i,0.00020039+0.00084384i,0.00046345+0.0010353i,0.00041447+0.00054521i,3.9543e-05+8.0935e-05i
0.00042519+0.0021553i,0.00095943+0.0017359i,0.0022212+0.0017602i,0.0021729+0.0015762i,0.00047075+0.0012565i,0.00030321+0.00015888i,0.00039224+5.5786e-05i,0.00013517+0.00056178i,0.00063291+0.00023097i,0.0011391+0.00017715i,0.00095277-0.0001062i,0.00052858-0.00038075i,0.00073377-0.00049966i,0.0006246-0.00053505i,4.9879e-05+0.00041627i,-6.528e-05+0.00017279i,-0.00023865-0.00061999i,-0.0003325-0.00012506i,-3.5166e-05+7.987e-05i,0.00022209-0.0001721i,1.5831e-05+0.00027393i,-0.00042622+0.00028954i,-0.00093922-0.00020038i
-0.00069108+0.0004522i,-0.00029506+0.00030275i,-0.00047738+9.1396e-05i,5.6077e-05-0.00031771i,0.0011501-0.00025667i,0.0013065-0.00055598i,0.00024899-0.00068967i,-7.1385e-05+1.7816e-05i,0.00056649+0.00079796i,0.0006019+0.0007367i,0.000471+0.00042674i,0.00024922+0.00070642i,0.00015067+0.00028198i,4.8202e-05-6.5164e-05i,-0.00038338+0.00022536i,-0.00061682-0.00030236i,-0.00082405-0.00062392i,-0.00058901-0.00083503i,0.00030645-0.00055482i,0.00054204+7.5131e-05i,0.00061903+0.000163i,0.00027146+0.00048845i,-0.00038791+0.00084865i
0.0016594-0.001588i,0.0010397-0.00071959i,0.00091195-0.00091494i,0.00054702-0.0013738i,0.000131-0.00090079i,-0.00026457-0.00050999i,-0.00043491-0.00070444i,-4.1827e-05-0.00079753i,0.00022645-0.00066421i,-0.00024975-0.00106i,-0.00029139-0.0010416i,-0.00023845-0.00083854i,0.00013105-0.00070271i,0.00039853-0.00024353i,0.0001759-9.563e-06i,0.00052664-0.00026046i,0.00050874-4.2552e-05i,0.00072505-0.00054916i,0.00018554-0.00039587i,-0.0003934+0.00031819i,3.7821e-05-1.7225e-05i,-5.7835e-05+7.8974e-05i,-0.00026143+0.00018819i
0.00099305-0.00072986i,-0.00065981-0.00028529i,-0.00024137-0.00035607i,0.00077946-0.0003323i,-0.00012616-0.00031907i,-0.00058211-0.000488i,0.0001788-0.00047023i,0.00045292-0.00036297i,-3.0443e-05-0.00055786i,-0.00015682-0.0012562i,0.00050442-0.00085876i,0.0010172-0.0005503i,0.00045949-0.0006622i,8.9073e-05-0.00066515i,0.00063377-0.0005399i,0.00056486+0.0002014i,0.00058526-0.00013377i,0.00065681-0.00076197i,0.00039006-0.00095345i,0.0003688-0.00087218i,0.00010718-4.0101e-05i,0.00016468-1.1014e-06i,0.00029292+0.00021404i
0.0006593+0.0015225i,1.844e-05-0.00040481i,0.0011958-0.0013649i,0.0016041-0.00080124i,0.0010655-0.00047896i,0.00049853-0.00010607i,0.00021071-3.7746e-05i,0.00019949+0.00017889i,-2.5311e-05+0.000585i,0.00011847+0.00052666i,0.00062811+0.00022679i,-2.5756e-06+7.7504e-06i,-0.0005845-3.8353e-05i,-0.00025348+0.00027558i,6.1068e-05+0.00076812i,0.00015441+0.00022941i,0.00053512+0.00041797i,0.00046352+0.0011325i,-0.00049221+0.00073751i,-0.00013445+0.00053872i,0.00076137+0.00014392i,7.834e-05-0.00038887i,-8.7102e-06+0.00020588i
-0.00016291-0.00049516i,-0.0003935+5.0137e-05i,-0.00048654-0.00036878i,6.5876e-05-0.00038725i,0.00069662-0.000425i,0.000811-0.00020777i,0.00049417+0.00067438i,0.00045195+0.001565i,-0.00019833+0.0014009i,-0.00089146+0.00035562i,-0.00011842-0.00017813i,9.2823e-06+0.00064889i,-9.6917e-05+6.6708e-05i,0.00044995-0.0011851i,0.00024453-0.00084188i,0.00032252-0.00089837i,0.00045206-0.00047783i,0.00084712+0.00040787i,0.00056579+0.0001671i,0.00026902+8.9402e-05i,0.00070824+0.00084971i,0.00036077+0.00040485i,0.00010884-0.00028552i
0.00055014-0.00056042i,0.00081322-0.00010929i,0.00094442-0.00047131i,-3.5954e-05-0.00049901i,-0.0010588+0.00017444i,-0.0010965+0.00080747i,-0.0012773+0.00083292i,0.00013106+0.00010473i,0.0016691-0.00034908i,0.0012799+0.00039458i,0.00034306+0.0010825i,0.00029545+0.0011544i,0.00029395+0.00076616i,-0.00059321+0.00029622i,-0.0012226-3.4325e-05i,-0.00089109-0.00034747i,-0.00015628-0.00058079i,-0.00027162-0.00070472i,-0.00040365-0.00085725i,-0.00032018-0.00038399i,-0.00037574+0.00038451i,0.00015411+7.0946e-05i,-1.2426e-05+0.0001098i
0.0027405-0.001733i,0.0014181-0.0028721i,0.00079827-0.0031651i,-0.00041125-0.0011959i,-0.0012375+0.00041011i,-0.00073013+0.0013539i,-0.00057335+0.0015827i,8.9132e-05+0.0012888i,0.00049038+0.0002441i,-0.00024619-0.00024652i,-0.00055482+0.00052454i,-0.00023395+0.00020173i,0.0003416-0.00020113i,0.00050208+0.00038727i,0.00020109+0.0012073i,-0.00016789+0.0018438i,0.00010316+0.0013078i,-0.00023618+0.00057273i,-0.00023986+0.00028252i,0.00062881-0.00018873i,0.00046028-0.00025277i,-6.9909e-06-0.00020284i,0.00032201+4.0234e-05i
-2.2315e-05+4.8082e-05i,-0.00023993+0.00028958i,7.9781e-05-0.00041074i,-0.00029605-0.0014009i,-0.00090691-0.0018117i,-0.0013864-0.0013714i,-0.001479-0.00042039i,-0.00016322-6.1913e-06i,0.00081831+0.0001218i,0.00048309+0.00043229i,-3.5201e-05-9.9165e-05i,-8.2998e-05-0.00030403i,0.0001308+0.00011627i,0.00069233+0.00022096i,0.00058482+0.00039551i,-0.00015502-5.2889e-05i,-0.00038003-0.0011227i,-0.00027107-0.00062785i,-4.963e-05+0.00013158i,0.00017+0.00046689i,0.00095561+0.00016979i,0.0012339-0.00028635i,0.00049993-0.00034403i
-0.0012822+0.0010049i,-0.00078399-0.00020364i,-0.00041954+2.1287e-05i,-0.00045134+0.0012392i,0.00034249+0.0013543i,0.00097994+4.1041e-05i,0.0005196-0.00044994i,-0.00011931+0.00011108i,0.00033056+0.00076216i,0.00052414+0.00014928i,-1.7544e-05+0.00023717i,-0.00019161+0.00030997i,-0.00023115-0.0008422i,-0.00044155-0.0014504i,-0.00070455-0.00094259i,-0.00084455-0.00023897i,-0.00038381-0.0002255i,5.3747e-05+0.00025452i,-0.0003258+0.00094619i,-0.00066161+0.00066285i,-0.00025537-2.2039e-05i,6.6837e-05+0.00037265i,-3.8497e-05+0.00099027i
0.00094016-0.00022035i,-6.9891e-05-0.00084895i,-0.00063333-0.0005136i,-0.00075542-0.00035112i,-0.00060099-0.00027595i,-0.0014048+0.00042843i,-0.001388+0.0010971i,-0.00014294+0.00076875i,0.00096042-0.00025053i,0.0007598-0.00011579i,-0.00023545+0.0001391i,-0.00024734+7.1398e-05i,0.0009056-2.5308e-05i,0.001367-0.00055673i,0.0014614+0.00020179i,0.00090233+0.0015838i,0.00022824+0.00034274i,0.00036744-0.0010532i,0.00034877-0.00080914i,0.00053324-0.00080314i,0.00057967-0.0010813i,0.00060561-0.00052389i,0.00055714+0.00041218i
0.00032416-2.5879e-05i,0.00069394-0.00018699i,0.00067129-0.00068941i,0.00010819-0.00069465i,0.00017949-0.0013601i,0.00038913-0.00087393i,0.00020359-9.4703e-06i,0.00019954+0.00022989i,0.00049457+6.6842e-06i,0.00042592-0.00034336i,-0.00017854+3.2731e-05i,-5.3617e-05-0.00024328i,4.8764e-05-0.00025339i,-8.9963e-05-0.00023226i,0.0003701-0.00034815i,-4.2345e-05-0.00010663i,-0.00027915+2.2917e-05i,0.00066048+0.00025838i,0.00043716+0.00083037i,-0.00061215+0.00058845i,-0.00040399+0.00022173i,-3.7404e-05+0.00017284i,-7.3485e-05+0.00098277i
-0.00021999-0.0019302i,-0.0014736-0.0011449i,-0.0015307-0.001342i,-0.0010971-0.00099547i,-0.00092864-0.00022411i,-0.00044438+0.00024502i,-0.00024552+0.0012872i,-0.00046619+0.0015131i,0.00021565+0.00071805i,0.00025929+4.4011e-05i,-0.00018593-7.464e-05i,-0.00064876+0.00021137i,-0.00090169+0.00034544i,-0.00037517+0.00042338i,0.00037706+0.00048255i,0.00014483+0.0001491i,-0.00012969-0.00024179i,0.00018967-0.00077829i,-7.29e-05-0.0011809i,-6.9988e-05-0.00061395i,0.00033118-5.493e-06i,0.00015587-0.00012434i,0.00050063-0.00076288i
0.0020141-0.0022254i,0.0023775-0.0027697i,0.0010277-0.0028448i,-0.00051833-0.002189i,-0.0013399-0.00085783i,-0.0011616+0.00048409i,-0.00068871+0.0010213i,0.00014479+0.00033552i,0.00096894+2.369e-05i,0.00054982-5.2643e-05i,0.0001306-0.00016708i,0.00061561+0.00012517i,0.0011868+0.00015853i,0.00076312+7.7596e-05i,5.2824e-05+0.00048137i,-0.00011917+1.3359e-05i,-1.0308e-05-0.00078217i,-1.9639e-05-0.00049524i,-0.00032841-0.00036305i,-4.521e-05-0.00019219i,-0.00041688+0.00044584i,-0.0010755+0.00025811i,-0.0006201+0.00027107i
0.0018208+0.00070318i,0.0013635+0.00034007i,0.0010904-0.00042021i,0.00053098-0.00010802i,0.00011827-5.3884e-05i,-2.3703e-05-0.00055041i,7.9856e-05+5.6416e-05i,9.442e-06+0.0004474i,-5.668e-07-0.00030714i,0.00020172-0.0011059i,-8.5301e-05-0.00081598i,-8.638e-05+0.00018664i,9.4683e-05+0.000661i,0.00011927+0.00060425i,-3.9325e-05-0.00021245i,-0.00013113-0.00097296i,0.00024465+0.00016381i,0.00024669+0.00068937i,0.00025417+2.0151e-05i,0.00058961+0.0006156i,0.000923+0.00099878i,0.00097837+0.0007111i,0.00025336+0.00023089i
0.00067681+0.0011658i,-0.00036997+0.0023582i,-0.0006474+0.0010525i,0.0001375-0.0001633i,0.00061553-0.00054525i,0.00066446-0.00046679i,0.00047108+7.0834e-05i,0.00042532-1.1807e-05i,0.00059706-0.00049887i,0.00016883-0.00049067i,-0.00046301+0.00035121i,-0.00058242+0.00095978i,-0.00035657+0.00045024i,-0.00020075-0.00067125i,-8.2501e-05-0.00057726i,0.00043854+0.00036186i,0.00026487+0.00035287i,0.00039132-0.00026156i,0.0010193-6.7926e-05i,0.00076728+0.0005616i,-0.00022839+0.00055868i,-0.00068659-8.2014e-05i,-0.0006039+6.2282e-06i
0.0015658-0.0014641i,0.0022195-0.0023666i,0.0022401-0.0015321i,0.0016884-0.0014216i,0.00058208-0.00078244i,2.2702e-05+0.00027924i,-0.00055779+0.00048027i,-0.00031853+0.00084884i,0.00078351+0.0005056i,0.0011537-0.00024575i,0.0011476+0.00041151i,0.00057302+0.00041178i,0.00039159+0.00011737i,-1.3705e-06-0.00021168i,-0.00085627-0.00035196i,-0.00093422-0.00016894i,-0.00045903-0.00018826i,-0.00013977-0.00018339i,-0.00049287-0.0002419i,-0.00030293-0.00021697i,-0.00011418+0.00039817i,-0.00026306+0.00065013i,2.6587e-05+0.00024275i
-0.0010899+0.00054039i,3.1508e-05-9.0527e-05i,0.00052493-0.0007325i,0.0003437-0.001241i,0.0012362-0.00084526i,0.00042607+0.0001191i,-0.00060118+0.00048766i,-0.00022007+0.00068956i,-1.0773e-05+0.00098168i,-0.00021229+0.00077258i,-0.00034326+0.00013081i,9.5136e-05+3.6501e-06i,0.00054977-0.00020423i,0.00038702-0.00091444i,0.00028969-0.0015559i,-0.00039514-0.0015165i,-0.00098718-0.0013015i,-0.00052791-0.0010598i,0.0004778-0.00024241i,0.0002024+0.00065635i,-0.00014159+0.00084358i,9.5909e-05+0.00061899i,0.00034924+0.00012213i
0.0017648+0.0018686i,0.0015868+0.0017163i,0.0013348+0.002141i,0.00063437+0.0015507i,2.4172e-05+0.0010574i,-0.0003712+0.00018881i,-0.00053911-0.00029995i,-9.4728e-05+0.00052407i,0.00071683+0.00042695i,0.00085258+0.00024963i,0.00088084+9.3287e-05i,0.00058857+8.4948e-05i,0.00018385+6.5333e-05i,0.00022957+0.00058633i,3.2694e-05+0.0011916i,8.0107e-06+0.0012883i,0.0007666+0.0015144i,0.00094949+0.00061765i,0.00068706-0.00064105i,0.00020051-0.00062634i,-3.443e-05+9.6841e-05i,0.00022295+6.8754e-05i,-0.00030052+3.962e-05i
-0.0023929-0.00076649i,-0.0025062-0.00072667i,-0.0018223+0.00047808i,-0.0010379+0.00075386i,6.4331e-05+0.00052602i,0.00083957+0.0013886i,0.00079557+0.0010246i,0.00076275+0.00042148i,0.00067227+0.0012545i,-0.00012813+0.001438i,-0.00037324+0.0006028i,4.5312e-05+0.00010039i,-0.00023496-0.00040388i,-0.0011571-0.00022766i,-0.0014411+0.00014997i,-0.00065043-7.7801e-05i,-8.5892e-05+0.00019986i,0.00035057+0.00049367i,0.0006712-2.2195e-05i,0.00049846-0.00032076i,0.00019533-0.00030968i,4.449e-05-0.00037394i,-0.00016111-0.00032503i
-0.00020403-0.00055753i,-0.00091739-0.00054863i,-0.0019339-0.00058413i,-0.0018557+0.00012648i,-0.0023889+6.2044e-05i,-0.0019525+7.7021e-05i,-0.00056412+0.00090536i,0.00033789+0.001225i,0.00099733+0.00059769i,0.00050616+9.3206e-06i,-0.0001264+2.473e-05i,-0.00020912+0.00041649i,0.00041848+0.00097802i,0.00059402+0.0007596i,-0.00023656+4.7414e-06i,-0.00060953-0.00057549i,-0.00043634-0.0006796i,-0.0007027-0.00038561i,-0.00070671+0.000385i,-0.00045231+0.00053705i,-0.00048965+0.00011556i,-0.00056343-0.00016756i,0.00011245-0.00026012i
-0.00015426-0.0021599i,0.00020583-0.0011876i,-1.0627e-05-0.0010219i,-0.00079766-0.0013242i,-0.001246-0.00020013i,-0.0013145+0.00081093i,-0.00073141+0.00071017i,-0.00013649+0.00051928i,-0.00018503-0.0007765i,-0.00043841-0.0016841i,-0.001127-0.0011314i,-0.00093691-0.00058393i,-0.0002445-0.00043336i,3.5696e-05-0.00015464i,-0.00029576+0.00034487i,-0.00091403+0.00040785i,-0.00048784-0.00022594i,0.00013447+0.00052667i,-1.1009e-05+0.00085746i,-0.00012024-4.1072e-05i,-2.3346e-05+0.00014404i,0.00032516+0.00056995i,0.00056515+0.00013047i
0.00010561-0.00025635i,-0.00013083-0.0018451i,0.00091486-0.0017288i,0.0011535-0.0011506i,-0.00043032-0.00088081i,-0.0013132-0.00059897i,-0.0010028-0.00025221i,-0.00058367-2.2838e-05i,0.00010889+0.0001022i,4.5111e-05+0.00010233i,-0.00032282+0.00058984i,8.2792e-05+0.00056852i,0.00056768-0.00014971i,0.00054247-0.0001393i,0.00052395+0.0002219i,0.00027002+9.4466e-06i,-0.00035598-2.0235e-06i,-0.00038999-0.00011719i,-0.00013868-0.00011619i,0.00032052-5.338e-05i,0.00079979-0.00027842i,0.00070587-0.00028587i,-0.00012261-0.00023661i
-1.4417e-05-0.00096086i,-0.00042125-0.00080398i,-0.0012187-0.00099556i,-0.001466-0.00047611i,-0.00076498-0.00029785i,-0.0010652-0.00013203i,-0.0015025+0.00032774i,-0.00084144+0.00036449i,0.00012238-0.00051118i,0.00066528-0.0011911i,0.00015021-0.00081863i,-0.00033745-0.00052665i,-0.00058591-0.00068273i,-0.00021756+1.9826e-05i,0.00033036-8.5684e-05i,0.00018804+0.00010508i,-1.2442e-05+0.00067515i,-0.00018472+0.00067478i,-0.00029905+0.0001418i,4.37e-05+9.0686e-05i,-7.2286e-05+0.00071205i,0.00048261+0.00073587i,0.00032943+0.00049601i
-0.0009693+0.0018659i,-0.001314+0.0026292i,-0.0016371+0.002634i,-0.00095731+0.0015937i,-0.00078829+0.00089371i,-0.00096959+0.0001362i,-0.0011199-0.00090124i,-0.000928-0.00029813i,-0.0008456+0.00050419i,-0.00050358-0.00037048i,2.4756e-05-0.00094836i,-0.00020186-0.00060262i,-0.00015225-0.00020839i,9.8564e-05+7.9551e-05i,8.6999e-05+0.00014934i,-0.00010538-0.00058018i,4.0086e-05-0.0010697i,-0.00032612-0.0009933i,-0.00050227-0.0010033i,-4.8352e-05-0.00087671i,-0.00022431-0.00038692i,-0.00067298+0.00027896i,-0.0013961+0.00034615i
0.00050171-0.0010975i,0.00052904-0.00060874i,0.0016666-2.2511e-05i,0.0014934-0.00026123i,0.00034347-0.0010592i,-1.9306e-05-0.0011946i,9.0144e-05+9.3593e-05i,-0.00031642+0.00036911i,-0.00033831-0.00072134i,-0.0001412-0.0010245i,-0.00048739-0.00062943i,-0.00029918+2.4856e-06i,-0.00035884-0.00011199i,-0.00070584-0.00034138i,-0.00024287-0.00071216i,0.00033632-0.00068746i,0.00039182-0.00036143i,8.6147e-05-0.00014059i,-6.5795e-05-0.00029152i,0.0001068+0.00015052i,-0.0001297+0.00094292i,-0.00072851+0.00033861i,0.00027259+4.7745e-06i
0.0010143-0.0012049i,-0.00015345-0.0024345i,-0.00080898-0.0021099i,-0.00088228-0.001194i,-0.00084249-0.00080831i,-0.0011664+9.3638e-05i,-0.0014021+0.00051135i,-0.00056519+0.00064189i,0.00032897+0.00064351i,0.00088656+0.00034116i,0.0012975-1.687e-05i,0.00049897+0.00069714i,-0.00079616+0.00097718i,-0.00063841-0.00031228i,5.8793e-06-0.0011843i,0.00030396-0.00081809i,0.00053193+0.00010226i,-0.00034439+0.00037906i,-0.0015112+0.00034977i,-0.0012349+4.8399e-05i,-0.00060377+9.3035e-05i,-0.0006929+0.00052035i,-0.0010288+0.00064547i
0.0029292+0.0023647i,0.0024441+0.0013603i,0.0023365-0.0013146i,0.0012283-0.0015151i,-0.00033431-0.00012459i,-0.0011681+0.00029374i,-0.00085823+3.3765e-05i,0.00015073-0.00016926i,0.0007573+0.0001982i,-0.00038409+4.6013e-05i,-0.00066077-9.9355e-05i,-3.2894e-05+0.00049716i,-0.00059657+0.00081482i,-0.00049891+0.0010933i,2.2487e-05+0.00085488i,-0.00041088-7.7414e-05i,-1.1067e-05-0.00035714i,0.00097529+8.8062e-06i,0.0009374+0.00046972i,0.00051865+0.00033592i,0.0008822-0.00036363i,0.00086432-0.00047383i,0.0006418+0.00034129i
-0.0018408-0.00056768i,-0.0023031-0.00016422i,-0.0021248+0.00077164i,-0.0017817+0.00093028i,-0.00091033+0.0011632i,-0.00015695+0.0012925i,-0.0001397+0.00063776i,-0.00051369-5.458e-05i,-0.0007484-0.00037862i,-0.00033001-0.00060773i,-0.00047455+3.3388e-06i,-0.00048582-4.6107e-05i,0.00024657-0.00058551i,-0.00032424-0.00034598i,-0.00053299-0.00023088i,0.00010761+0.0002521i,-4.4544e-05+0.00014155i,0.00034777-0.00051261i,0.00067105+9.0537e-05i,0.00052164+0.00067834i,0.00018295+0.00044785i,-0.00024111+0.00030715i,5.4343e-05+0.00064352i
0.00018412-0.00070272i,-0.00030648-0.0011488i,-0.001314-0.0010823i,-0.0012703-0.00096885i,-0.00097434-0.00068618i,-0.0011028+0.00014824i,-0.0016531+0.0005845i,-0.001411+0.00069308i,-0.00023151+0.00080758i,0.00075794+0.00054251i,0.0006189+0.00021857i,-0.00011365+0.00024628i,-0.00019834-7.002e-05i,0.00013679-0.00058645i,1.5131e-05-0.00039313i,4.9424e-05+2.4458e-05i,0.00059855+0.00059414i,0.00089187+0.00058205i,0.0008115-6.8382e-05i,0.00056407+0.00027684i,0.00051991+0.00082125i,0.00057924+0.00012172i,0.00043706-0.00037964i
0.0014645-0.0012878i,0.00043812-0.00084493i,-0.00059496-0.00095377i,-0.000833-0.00046308i,-5.3984e-05+0.00042663i,-0.00013838+0.00066766i,-0.00046025+0.00064459i,-2.8509e-05+0.00066248i,0.00047065-0.00022834i,0.00071061-0.00088965i,0.00084403+0.00011091i,0.00089675+0.0006871i,0.0011948+0.00040597i,0.0011479+0.00054576i,0.00057257+0.00071047i,-0.00014657+0.00068193i,-0.00032956+0.00032209i,7.9492e-05-0.00063245i,0.00043839-0.00071861i,0.00055525+0.0001375i,-0.00015127+0.00014209i,-0.00056068+0.00022312i,0.00029999+0.00060948i
-0.00017572-0.00050581i,8.0126e-05-0.00015513i,0.00062173-0.00015454i,0.00025034-0.00031883i,-0.0005777-1.8732e-05i,-0.0002567+0.00059695i,-0.0007219+8.7374e-05i,-0.0011248-0.00038271i,-0.00085307+9.7098e-05i,-0.00081622+0.00086481i,-0.00036238+0.00069368i,-0.00021852+0.00020682i,-0.00020858-0.00015279i,-0.00025759-0.00043304i,-0.00047615-0.00027354i,0.00013641-0.00053563i,-0.00027389-0.00072883i,-0.0014674-0.00016502i,-0.00082685+0.00042861i,-0.00065022+0.00053668i,-0.0010168+0.00026347i,-0.00047863+6.8627e-05i,-0.00031559-0.00015267i
-0.0002865-0.001052i,-0.0015995-0.00041152i,-0.0030153-0.00010158i,-0.0025614+0.00066164i,-0.0017797+0.0015314i,-0.00090616+0.0012149i,-5.8644e-05+0.0010938i,-0.00038777+0.00093457i,-0.00033343+5.2443e-05i,-0.00066124-0.0002116i,-0.00085373+8.8011e-05i,-8.2293e-05+0.00067248i,0.00046812+0.00039048i,0.00017368-0.00086004i,0.00010979-0.0012417i,-3.3238e-05-0.00081588i,-0.0002845-0.00061572i,-0.00039719-0.00049256i,-0.00030773-0.00019948i,-0.0002392+0.0005193i,-0.00014611+0.00097921i,0.00022233+0.00098834i,-0.00017078+0.00078277i
-0.0011489+0.00042801i,-0.00052295+0.0018204i,-0.0012267+0.0018408i,-9.7886e-05+0.0011411i,0.00099671+0.0013588i,4.1862e-05+0.00063176i,-0.00076916-7.9494e-05i,-0.00053714+0.00057032i,-0.00039665+0.0009569i,2.3441e-05+0.00083225i,-0.00022624+0.00042292i,-0.00032129-0.00056311i,-9.9033e-05-0.001077i,-0.00013594-0.00067376i,-0.00037606+0.0003877i,-6.5751e-05+9.6388e-05i,0.00057967-0.00028999i,-0.000118+0.00016476i,-0.00093272+0.00027856i,-0.00028442-0.00017374i,0.00056781-0.00097772i,0.00060107-0.00065232i,0.00031269-0.00031031i
0.00058066-3.9835e-05i,0.00050149-0.00060781i,0.0013642+0.00017503i,0.0015706+0.00034606i,0.00093259-0.00033093i,-0.00025377-0.00074428i,-0.0012169-0.00012101i,-0.00076513+0.00049443i,-0.00036594+0.00034485i,0.00021179+0.0004668i,0.0006621+0.00030695i,-0.00011706-0.00061681i,-0.00048722-0.00072636i,-0.00090125-0.00023003i,-0.0011291-0.00018337i,-0.00024732-0.00010997i,-0.00012972+0.00084598i,-0.00093227+0.0016771i,-0.0010083+0.00075587i,-0.00019191-0.00034734i,0.00020134-0.00032815i,-0.00022798-0.00012973i,9.8224e-06+9.9631e-05i
5.1957e-05-0.0011057i,-0.00019695-0.0013712i,0.00017053-0.00031116i,0.00095141+0.00055098i,0.00076336+0.00010918i,0.00010366+9.3765e-05i,8.572e-05+0.0004461i,-2.9934e-05+0.00036677i,-0.00043739+0.00031111i,-0.00087533+0.00010714i,-0.00086855+0.00011052i,-4.8799e-05+0.00019231i,8.28e-05-0.00010952i,-8.8135e-05-4.772e-05i,-0.00059486+0.00023447i,-0.00039354+6.1629e-05i,0.0001826+0.00023507i,0.00010969+0.00019286i,0.00087176-0.00044256i,0.00099715-0.00048241i,-0.00068786-0.00012514i,-0.00078595+0.00016607i,-0.00023874+0.0002023i
-0.00060116-0.00069576i,-0.00072087-0.00028743i,-0.0013131+0.00032565i,-0.00090327+7.1831e-05i,-0.00021707+0.00070096i,-8.4717e-05+0.00043274i,0.00011706+0.00012955i,-7.5515e-06+8.5157e-06i,-0.00033447+5.8081e-05i,-4.3459e-05+0.00071282i,0.0006994+0.00088563i,0.00024658-0.00019112i,-0.0006435-0.00080561i,-0.0011108-0.00038287i,-0.00051735+0.00014121i,0.00033275-0.00024797i,0.00022962-0.00099505i,1.3001e-05-0.00057768i,0.00061265+0.00041291i,0.00080867+0.00035784i,0.00046282+3.3892e-05i,0.00040449+0.00045061i,0.00024726+0.0008998i
-0.00069897-0.00043485i,-0.00053204+0.00038292i,-0.00055612+0.00044592i,-0.00091685+0.00013722i,-0.0016027+3.1904e-06i,-0.00083632+0.00013282i,5.1435e-05+0.00013193i,-0.00018035+0.00028476i,0.00017028+0.00078328i,0.00010289+0.0010046i,-0.00039279+0.00066565i,0.00042708+0.00079827i,0.00069265+0.00049383i,0.00047628-0.00054854i,-0.00036502-0.00056006i,-0.001106-0.00064144i,-0.00037711-0.00030463i,0.00010057+0.00040773i,-0.0003678+0.00021627i,-0.00019882-0.00052945i,-0.00017926-0.00063139i,0.00020569-0.00021813i,-6.1198e-05-0.00060033i
-2.0774e-05-0.00048527i,-5.3562e-05-0.00061237i,-0.0013575+0.00014125i,-0.0010493+0.00087128i,-0.0002519+0.0012893i,0.00033533+0.0011632i,0.00040125+0.00073345i,0.00033546+0.00013148i,4.8436e-06-8.8351e-05i,-0.00034885-6.1814e-05i,-3.3543e-05-0.00038542i,0.00054845-0.00036284i,0.0010335+9.9582e-05i,0.00095614-0.00030666i,0.00043309-0.0002493i,-0.00022328+0.00031136i,-8.2434e-05+3.0479e-05i,0.00011059+0.00025098i,0.00023946+0.00069428i,0.00038131+0.00096298i,-0.00040675+0.00037543i,-0.0010176-0.00070018i,-0.00059333-0.001057i
-0.0013867-0.0013375i,-0.00059484-0.0014556i,-2.9374e-05-0.00090198i,-0.00073467+0.00012832i,-0.0010226+0.00023311i,-0.00081386-0.00040069i,-0.0004876+6.3342e-05i,-0.00018476+0.00032864i,-0.0003665+0.00020206i,-0.0012097-4.8686e-05i,-0.00037337-0.0002861i,0.0005375-0.00024623i,0.00016509+0.00017884i,0.00028197+1.2606e-05i,0.00041364-0.00032518i,0.00030299-0.00051928i,0.00016171-0.0010822i,-5.4898e-05-0.00048566i,-0.00043625+0.00032234i,-0.00059114+0.00064377i,-4.5525e-05+0.00050024i,0.0001631+0.00049133i,-0.00013028+0.00093896i
-0.0011796+0.0017115i,0.00046201+0.0024939i,0.001196+0.0031829i,0.0012577+0.0031487i,0.0011841+0.0013929i,0.00082899-0.00028132i,0.00045908-0.00025053i,0.00084737+0.000709i,0.00036041+0.00070029i,-0.00011663+0.00017282i,5.1853e-05+0.00011878i,9.5533e-05-0.00030927i,0.0003691-0.0015465i,-0.00015665-0.0019162i,-0.0010466-0.0015989i,-0.00086065-0.001096i,-0.00036623-0.00025496i,6.3864e-06+0.00022051i,-0.00024282+0.00025653i,-0.00061189+2.5639e-05i,-0.00059101+0.00026567i,-9.0966e-05+0.00064339i,-4.8356e-05+0.00037982i
