0.0013184-0.00055339i,0.00015241-0.0012702i,-0.0011279-0.0029358i,-0.0021023-0.0020767i,-0.0018297-0.00019323i,-0.001219+0.0010132i,-0.00029664+0.0015362i,0.0010265+0.0006664i,0.0016256-0.00026926i,0.0015928-0.00059317i,0.001075-0.00087026i,0.00042776-0.0010111i,-0.000301-0.00087097i,-0.00037258-0.00024716i,0.00010059-0.00022011i,0.00017979-0.00036773i,-1.8045e-05-0.00019732i,0.00060683-5.5044e-06i,0.00030071-9.8893e-05i,-0.00010404-0.00066687i,-8.5276e-05-0.00046381i,-0.00046955+0.00045673i,-0.00078661+0.0012662i
-0.0015445-0.0012767i,-0.0017279+9.9122e-05i,-0.00332+0.00054123i,-0.0025409+0.00038566i,0.0012905+0.00025291i,0.0034745-0.00059636i,0.0024016-0.0010966i,0.0012177-0.00037861i,0.00097413+0.00013614i,0.00057326-0.00047117i,3.0696e-05-0.00089962i,-0.00023581-0.0011023i,0.00050999-0.00095358i,0.0006157-0.00049856i,0.00033414-0.00050384i,0.00025806-0.0002892i,-8.5718e-05-0.00038316i,0.00010443+0.00015266i,-2.1233e-06+0.00093713i,4.7808e-05+0.00065861i,0.00041957+0.00035822i,0.00040393+0.00064352i,0.00010993+0.00096845i
-0.00060885+0.0027023i,-0.0020081+0.0022523i,-0.0016045+0.0015331i,-0.0011821+0.0020907i,0.00050684+0.0014542i,0.0013149-0.00061573i,0.00073986-0.0018258i,0.00082595-0.00063593i,0.00068476+0.00027885i,0.0001691+6.0737e-05i,-0.00036504-0.00040556i,-0.00015508-0.0010387i,-7.0477e-05-0.00076914i,0.00034718-0.00018601i,0.0012729+0.00045335i,0.0012102+0.00015632i,0.00049427-0.00052436i,-0.00030204-0.00018061i,-0.00022679+0.00014537i,0.00021706+3.8136e-05i,0.00037478-0.00028776i,0.00036003+0.00029259i,0.00022102+0.001017i
-0.0033132-0.0016133i,-0.0043082-0.0027121i,-0.0041384-0.0024347i,-0.0018736-0.00043605i,0.0014919-0.00021493i,0.0033196-0.0018725i,0.0024652-0.0025526i,0.00024432-0.0019221i,-0.00083823-0.0010096i,5.3647e-05-0.00026571i,0.00077807-0.00029434i,0.00067267-0.00048279i,0.00049504-0.00054186i,0.00071796-0.00068856i,0.00097668+1.4254e-05i,-2.6793e-05+0.00022419i,-0.00032832-0.00020671i,9.3099e-05-0.00050667i,0.0005913-0.00033551i,0.00051842+9.2071e-05i,-2.9062e-05-5.0932e-05i,-0.00063786-0.00047573i,-0.0011837-0.00037193i
-0.00095587-0.0019732i,-0.0016422-0.0023872i,-0.0027577-0.0011354i,-0.0023058+0.00075988i,0.00045592+0.0013875i,0.0023225+0.00054428i,0.0018968-0.00066439i,0.00063267-0.00044414i,-0.00034851-0.00010599i,-0.00063422-2.3507e-05i,-0.00010276-2.5341e-05i,0.00058594-0.00042248i,0.00022081-0.0010169i,-0.00021713-0.00073814i,-4.4014e-05-9.2734e-05i,-0.00043018-0.00045491i,-0.0010599-0.00094587i,-0.00066296-0.0010185i,-0.00014859-0.00086729i,0.00016185-0.00056181i,0.00013149-0.00033464i,0.00053489+0.00018542i,0.00064573+0.00028338i
0.0022292-0.0012178i,0.00045351-0.0020966i,-0.0012738-0.0018605i,-0.0019373-0.0014476i,-0.0011285-0.0010566i,-0.0002787-0.0010716i,0.00013771-0.00056982i,0.00025404+3.7656e-05i,0.00064407-0.00012398i,0.00036461-0.00030609i,-0.0007731+3.1512e-05i,-0.0011566+0.00049274i,-0.00073602+0.0012768i,0.00016452+0.0015177i,0.00015895+0.0012047i,-0.00070981+0.00057205i,-0.0011174+3.6226e-05i,-0.00050821+0.00054049i,0.00013556+0.00091456i,4.7983e-05+1.7842e-05i,0.00051307-0.000188i,0.00092494+0.00035521i,0.00082722+0.00028962i
-0.0016999+0.00080629i,-0.002201+0.0019443i,-0.0028559+0.0029852i,-0.0025775+0.0030433i,-0.00055397+0.0017933i,0.0018386+0.0010333i,0.0022268+0.00033284i,0.0012248-3.2853e-05i,0.00044949+0.00065509i,-3.9572e-05+0.00046424i,-0.00057732-0.00074694i,-0.00067105-0.00044461i,-0.00062292+0.00025107i,-0.00098295+0.00047263i,-0.00096554-0.00011817i,0.0005135-0.0012979i,0.0017976-0.00069124i,0.0013598-0.00032524i,-3.7231e-06-1.3455e-05i,-0.00038953+0.00023302i,-0.00010739+3.0798e-05i,0.00010702-0.00043164i,-5.3071e-05-0.00072925i
-0.0014506-0.0015811i,-0.0020701-0.001866i,-0.0032848-0.0023972i,-0.0027233-0.0017586i,0.00010553-0.00014071i,0.0016651-0.00019657i,0.001813-0.00029082i,0.0013623+0.0003205i,0.00050179-7.9071e-05i,4.6393e-05-0.00089705i,0.00020341-0.0010234i,0.00053088-0.00095385i,-0.00028229-0.00086265i,-0.00065879-0.00067893i,-1.4791e-05-0.00048499i,0.00091037-5.7364e-05i,0.0011557-0.00055197i,0.00048471-0.00074593i,-9.2666e-05-0.00016581i,0.000119+0.00043232i,0.00056885+0.00082643i,0.00064418+0.00098865i,0.0005134+0.00041947i
-0.0024953-0.001043i,-0.0035829-0.0015747i,-0.0037234-0.00036238i,-0.0018516+0.00049562i,0.00076536+0.00045494i,0.0020691+5.8266e-05i,0.001179-0.001206i,0.00024542-0.0015129i,-0.00095821-0.0010938i,-0.00089935-0.0010328i,-0.00028696-0.00033259i,-0.00072768-0.00035586i,-0.00038303-0.00074956i,-0.0002702-0.00078472i,-0.00073784-0.00087565i,-0.00053583-0.0014156i,6.1692e-05-0.0015391i,0.00037077-0.00055451i,0.00023357-0.0003266i,7.2682e-05-0.00059935i,1.368e-06-0.00032104i,-6.975e-06+0.00038687i,-0.00017674+0.00044126i
0.00074498-0.00085724i,-0.00040419-0.0022204i,-0.0019339-0.0025998i,-0.0016002-0.0016695i,-1.1157e-05-0.00066807i,0.00070446-0.0010451i,0.00045627-0.00066845i,0.00045074-0.00021229i,0.00071385-0.00051238i,0.00069692-0.00096041i,0.00055775-0.0010563i,-0.00020249-0.0011235i,-0.00033801-0.0011359i,-0.00031682-0.0012266i,-0.00024529-0.00099592i,-0.00018855-7.1265e-05i,-0.00034137+0.00020803i,3.0215e-06+0.00047709i,-0.00015912+0.00058076i,-0.00068497+0.00056743i,-0.00049583+0.00079402i,-0.00035831+0.00041312i,0.00055814-0.00021943i
-0.0020766+0.0019558i,-0.0027542+0.0015006i,-0.0032834+9.7595e-05i,-0.0012643-8.5611e-05i,0.00047815+0.00040498i,0.00079651+0.00053188i,0.0006868+0.00015995i,0.00036957-0.00082292i,0.00061693-0.00046441i,0.00027069+0.00025682i,-7.2788e-05-0.00048819i,7.5429e-05-0.0010471i,3.7104e-05-0.0010511i,-0.00065509-0.00082437i,-0.00064955-0.00010323i,-7.4273e-05+0.0005723i,-4.2592e-05+0.00034785i,0.00052884-0.00032305i,0.00084651-0.00024479i,0.0005414-0.00025512i,-0.00032204+4.0845e-05i,-0.00030257+6.7933e-05i,0.00051433+0.00022378i
-0.0015759-0.0027708i,-0.00040124-0.0033032i,-0.00047532-0.0029352i,-0.0004424-0.0016959i,0.00069179-0.00075383i,0.00050298-0.0018992i,0.00054466-0.0020736i,0.00086223-0.00079257i,0.00048351+0.00042241i,-0.00017356+0.00011473i,-6.1753e-05-0.00058547i,9.7896e-05-0.0002531i,-0.00069166-0.00010534i,-0.00066308+0.00019721i,-6.3593e-05-0.00040044i,7.73e-05-0.0011349i,-4.8748e-05-0.00076361i,-0.00028508-0.00044393i,-0.00073647-8.2288e-05i,-0.0010314+0.00027764i,-0.0011535+0.00035135i,-0.00082492-9.115e-06i,3.8536e-05+3.0079e-05i
0.00014236-0.0017275i,-0.0022096-0.0028435i,-0.0035099-0.00323i,-0.0018888-0.0013066i,0.00043205+0.00029918i,0.0011307-0.00054281i,0.00025352-0.0011556i,5.8105e-05-0.00096194i,0.00011224-0.00095469i,-0.00073254-0.00039062i,-0.0014095-0.00033505i,-0.00045753-0.00069221i,0.00031383-0.00067716i,0.00025198-0.00053006i,0.00033406-0.0005764i,0.00016883-0.00036459i,-0.00010032-0.00016139i,-0.00021926-0.00018458i,-0.00027501-0.0001799i,-7.9819e-05+0.00017949i,0.00017907+0.00082606i,0.00058773+0.0012489i,0.00064037+0.00042425i
-9.1584e-05+0.0023948i,-0.0012277+0.0025631i,-0.0011953+0.0037761i,-0.00032753+0.0029474i,0.0022033+0.00068858i,0.0034955-0.0019772i,0.0016365-0.0026451i,4.901e-05-0.00089552i,0.00016729+0.00025846i,0.00019845+0.00025351i,-0.00041383-0.00047393i,-0.00036081-0.00094084i,-4.4538e-05-0.0013649i,3.3896e-05-0.001673i,0.00036729-0.0017156i,0.00046953-0.00088598i,-5.554e-06-0.00022205i,-0.00013875-0.00010783i,8.7609e-05+0.00079954i,0.00042365+0.0010153i,0.00072167+0.00046594i,0.00023905+0.00021973i,0.00030232-0.00020532i
-0.00094567+0.00084636i,-0.002723+0.00076906i,-0.0028646+0.00038877i,-0.002355-0.0011696i,-0.0010063-0.0017346i,-0.00012455-0.0010625i,-0.00064073-0.00071653i,-0.00026542-0.00024365i,0.00056826+0.00022682i,0.00010109-9.2537e-05i,-0.00012956-0.00053066i,0.00023666-0.00052127i,9.2048e-05-0.00041415i,-0.00025938+0.00033236i,-2.4948e-05+0.00087073i,0.00017276+0.00059863i,0.00045515-0.00021565i,0.00044862-0.00035323i,0.00014462-1.5295e-06i,0.00034507-2.8742e-05i,0.00030684-0.00020243i,0.00013436+0.00035195i,0.00022992+0.00064854i
-0.0029941-0.0022857i,-0.0017062-0.002911i,-0.0032448-6.4688e-05i,-0.00083606+0.0026856i,0.0024656+0.0027789i,0.0036251+0.00024616i,0.001763-0.00096297i,-0.00043015-0.00071438i,-0.00139+0.00024313i,-0.0011053+0.00094985i,-0.00033835+0.00089909i,-4.9261e-05+0.00034999i,0.00024307-0.00022447i,-7.4841e-05-0.00045532i,3.2701e-05-0.00061186i,6.9679e-05-0.0011542i,-0.00016312-0.0013079i,0.00060808-0.00042199i,0.00061367+0.00019186i,0.00073656-0.00011202i,0.0009542+2.1723e-05i,0.00030209+0.00022978i,-6.817e-05+0.0001514i
-0.00011512-0.002345i,-0.0025214-0.0023215i,-0.0040629-0.0022383i,-0.0022626-0.0008386i,0.00097087-0.00020696i,0.0027578-0.00063938i,0.0020173-0.00070435i,0.00043975-0.0006778i,0.0005219-0.00061718i,0.00060859-0.00030709i,-0.00012874-0.00042403i,-8.6324e-05-0.0004979i,0.00043442-0.00028854i,0.0002625-0.00028587i,4.6955e-05-4.6691e-05i,0.00030854+0.00016454i,-0.00019113-0.00017232i,-0.00023077-0.00030964i,-0.00013007-2.6849e-06i,0.00017902-3.0068e-05i,0.00043156-0.00054093i,0.00079882-0.00051161i,0.00050915+0.00040983i
-0.0019796+0.00053872i,-0.002011-0.00050334i,-0.0021567+0.00034435i,-0.00094981+0.00069632i,0.0020611-0.00057425i,0.0036097-0.0027087i,0.0021865-0.0032449i,0.00084798-0.0014017i,0.00039585-0.00024124i,0.00012797-0.0003302i,0.00022934-0.00074903i,1.8062e-05-0.00042346i,-0.00072349-0.0003526i,-0.0012377-0.00095591i,-0.00089129-0.0010017i,0.00021568-0.00038996i,0.00099923+8.349e-05i,0.00072669+0.00014209i,8.0708e-05+0.00014235i,-0.00011978+0.00051234i,-7.2012e-05+0.00074106i,-0.00023114+0.00049853i,-0.00010978+0.00043637i
-0.0020049-0.00037263i,-0.0026591-0.0011743i,-0.0033929-0.00082456i,-0.0022357+0.00023391i,0.00029089+0.00054251i,0.0016431+0.0005276i,0.0018353-6.9775e-05i,0.0013577-0.00049173i,0.00045642+0.00014789i,0.00025762+0.00072589i,0.00012245+0.00065662i,-0.00041747-0.00046536i,-0.00099036-0.0014557i,-0.00053066-0.0012465i,-6.7619e-06-0.00068678i,0.00034478-0.0002327i,8.1158e-05-0.00086529i,0.00010873-0.00099383i,0.00076929+7.8568e-05i,0.00015341+0.00047601i,-0.00090578+0.00028168i,-0.00053339+9.0788e-05i,0.00010437+0.00021087i
0.00045678-0.002577i,0.00043234-0.0031288i,-0.0012641-0.0029357i,-0.00094853-0.0015214i,0.002742+0.00028022i,0.004552+0.00037422i,0.0021233-0.00084549i,9.2646e-05-0.0010015i,-0.00010349-0.0011067i,0.00062057-0.00085653i,0.00075372-7.6598e-06i,0.00086514-0.00022178i,0.0011776-0.00091231i,0.0011526-0.00074848i,0.00051023+8.8464e-06i,-0.00038071+4.0646e-05i,0.00010984-1.0373e-06i,0.000708+7.3781e-05i,0.00013738-0.00048986i,0.00012118-0.00016964i,-0.00035773+0.00038057i,-0.00024781-0.00049584i,0.00045716-0.00044938i
-0.0012931-0.0012392i,-0.0021829-0.0012581i,-0.0025662-0.0015245i,-0.0014306+0.00032965i,0.00038747+0.0017239i,0.001838+0.00054189i,0.0014769-0.001226i,0.00018876-0.00072447i,0.0002003-8.3542e-06i,0.00044148-0.00054762i,-2.1474e-06-0.0012456i,-0.00042377-0.0010129i,-0.00051994+4.8198e-05i,-0.00039987+0.0002183i,-0.00020497-0.00035027i,8.7103e-05-0.00045838i,0.00086595-0.00010431i,0.0011313+0.0002557i,0.00041768+0.0010933i,8.5091e-06+0.0012957i,-0.00035126+0.00053495i,-0.00020888+0.00026105i,-1.0912e-05+0.00046614i
-0.0011691+0.0027576i,-0.0030699+0.0016082i,-0.0037004+0.0018215i,-0.0015908+0.0016387i,0.0012841+0.00052936i,0.0025068-0.000536i,0.0023131-0.001338i,0.00096143-0.00089995i,-0.00022346-0.00022846i,-3.1986e-05-0.00010663i,0.00029544+2.4242e-05i,6.4049e-05+0.0002868i,-0.00025886-5.2757e-05i,-0.00014437-0.00041141i,0.00049885-0.00056037i,0.00071558-0.00045235i,0.00030443-0.00034547i,0.00078952-8.955e-05i,0.0010293+0.00021249i,0.001242+0.00030049i,0.0011041+0.00077696i,0.00086152+0.00043818i,0.00071861-1.5073e-05i
-0.00042824-0.0021483i,-0.0016165-0.0024854i,-0.0028047-0.0016157i,-0.0020157+0.0011076i,0.001093+0.0023368i,0.0028809+0.0011075i,0.0019922-0.00040681i,0.00087254-0.00081657i,0.00081669-0.00045527i,0.00056529-0.00063518i,-7.882e-05-0.00080954i,-0.00077597-0.00089955i,-0.00078863-0.00072912i,0.00028311-0.00021805i,0.00095234-0.00015449i,0.00043924-0.00019867i,-7.5944e-05-0.00012164i,-5.3676e-08-0.00031863i,0.00037642-0.00055466i,0.00075148-0.00042358i,0.001028-0.00014835i,0.00062122-0.00035838i,0.00017087-0.00041613i
-0.00034027-0.0020399i,-0.002113-0.0012669i,-0.003644-0.0018423i,-0.0031877-0.00103i,-0.00096121+0.00040622i,0.0012011+0.00055036i,0.0015424-0.00043493i,0.00054082-0.00038201i,0.00037284+0.00027486i,0.00040808+7.0476e-05i,0.00034754-0.0010304i,0.00035214-0.00074339i,-0.00035723-0.0002328i,-0.00037915-4.4617e-05i,0.00086943+0.00051736i,0.0018997+0.00079711i,0.0015415+0.00019166i,0.00049073-0.00069691i,0.00012267-0.00048606i,0.00045756-0.00070802i,1.6918e-07-0.00028473i,-0.00061431+0.00048934i,-0.00014427+0.00018686i
0.00052687-0.001545i,-0.0011598-0.0027773i,-0.0018034-0.0023301i,-0.0011331-0.0012687i,0.00090182-0.00022616i,0.0016232-0.00076868i,0.0016502-0.0014031i,0.0016665-0.0008538i,0.00070772-0.00067984i,-0.00032461-0.00088405i,-0.00076036-0.00053034i,-0.0008992-0.00039628i,-0.00061729-6.4805e-05i,9.8121e-05+0.00036634i,0.00063598+0.00019258i,0.00042694-0.00045844i,0.00043249-0.00080112i,0.00064273-0.00030843i,0.00031715+0.00044993i,-0.00041759+1.7431e-05i,-0.00047739-0.00045336i,-0.00024622+3.9252e-05i,-0.0003207+0.00038763i
0.001596+0.00090482i,-0.001071+0.0011632i,-0.0029018-6.229e-05i,-0.0022344-0.00073189i,-7.4786e-05-0.00063929i,0.0010779+4.0578e-05i,0.00083216+0.00018568i,0.00024473+0.00012406i,-0.00010598-0.00010433i,-9.903e-05-0.0006106i,0.00022504-0.00013911i,-0.0002107-0.00018337i,-0.00024577-0.0013404i,9.7521e-05-0.00069521i,0.00028216+0.00011761i,0.00088485+0.00049012i,0.00097128+0.0002687i,0.00036915-1.4478e-05i,0.00031937+0.00057084i,-0.00041512+0.00038953i,-0.00051058-0.00021666i,0.00042148+0.00036046i,9.9316e-05+0.00065814i
0.00084924-0.0014502i,0.00048142-0.0019925i,-0.0011507-0.0017691i,-0.0014643-0.001144i,0.00066184-0.00074846i,0.0023988-0.0015909i,0.001274-0.0018341i,-0.00026879-0.0013584i,0.00014277-0.00043624i,-0.00030268-0.00035257i,-0.00064361-0.001002i,-0.00078649-0.00065082i,-0.00056993+0.00023615i,-0.00020009+0.00052685i,-5.5562e-06+0.00036603i,-9.677e-05-0.00040971i,-0.00011997-0.00082816i,0.00035459-9.6315e-05i,0.0008502+0.00025668i,0.00077831+9.4706e-05i,9.0577e-05+0.00027469i,-0.00087313+0.00046052i,-0.00055751+0.00013377i
-0.0022522+0.0001918i,-0.0034452-0.00084467i,-0.0043844-0.0013478i,-0.0028066-0.00015035i,-0.00047942+0.00010403i,0.00069343-0.00019354i,0.00087951-0.00027271i,0.00056357-0.00073874i,0.00029768-0.0007943i,-0.00011465-0.00054434i,-0.00033135-0.000853i,-0.00049327-0.0014623i,-0.00089879-0.0020968i,-0.00083048-0.0019088i,-0.00033619-0.0010703i,-0.00020004-0.00031246i,-2.9775e-05+3.892e-05i,0.00028326+0.00043308i,0.00027604+0.00019972i,0.00015997-0.00023277i,-0.00012039+0.00017385i,-0.00017752+0.00018974i,-0.0005403+0.00014307i
-0.0021807-0.00021428i,-0.0019221+0.0005932i,-0.002108+0.00099045i,-0.0017352+0.0015026i,-0.00016996+0.00087693i,0.0010919-0.00015673i,0.0012326-0.0012929i,0.00064258-0.0018331i,0.00027936-0.0011811i,0.00052597-0.0003545i,0.00021148-0.00027251i,-0.00012741-0.0013094i,0.00026638-0.001335i,0.00012653-0.00024518i,-0.00019655-0.00037408i,0.00027893-0.0010124i,3.1671e-05-0.0010751i,-0.00059523-0.00079959i,-0.00029587-0.0010091i,0.0002724-0.00050209i,6.2089e-05+0.00023199i,0.00030943-0.00027631i,0.00067926-0.00049807i
-0.0026804-0.00088379i,-0.0034451-0.002184i,-0.0031467-0.0027741i,-0.0015836-0.001089i,0.00089552+0.00025861i,0.0021405-0.00030761i,0.0018748-0.0011544i,0.0010804-0.00035917i,-0.00013508+0.00098944i,-0.00036759+0.00075731i,0.00019911+6.6549e-05i,-8.603e-05-0.00076776i,-0.00067581-0.001315i,-0.00078573-0.00047984i,-0.0011674+0.00036596i,-0.0005753+0.00036256i,-0.00011781+0.00032852i,2.1025e-05+0.0012093i,3.7104e-06+0.0014616i,4.217e-05+0.0010567i,-0.00065195+0.00053993i,-0.00030856-0.00017202i,-0.00017653-6.3214e-05i
-0.0015357+0.0013423i,-0.0033095+0.00029852i,-0.0032313+0.0012322i,-0.0015432+0.0019239i,0.00071028+0.00055278i,0.0021061-0.0013362i,0.0011354-0.0018042i,0.00025802-0.00017533i,0.00033997+0.00066033i,0.0002622-0.00066107i,-0.00017212-0.0006676i,-0.00021262+0.00021479i,-2.6142e-05+0.00039972i,7.3619e-05+0.00045155i,2.8454e-05+0.00037415i,-0.00067468+6.5181e-05i,-0.00070877-0.00036277i,-0.00030065-0.00049425i,-0.00086796-0.0010114i,-0.0015897-0.0010564i,-0.00086293-0.00032778i,0.00052667+0.00035035i,0.00083824+0.00045874i
-1.0503e-06-0.00057144i,-0.0013887-0.0032156i,-0.0027891-0.0039087i,-0.0019051-0.0016041i,0.00062629+0.0006635i,0.0016357+0.00088817i,0.00069835+0.00023174i,-0.00039913+0.00020131i,8.6185e-05+0.00096366i,-8.5684e-05+0.0005491i,-0.0004636-0.00099333i,0.00029213-0.0014113i,0.00041695-0.00045963i,-0.00033454+0.0002189i,-4.8796e-05-0.00062108i,0.00074458-0.00071268i,0.00063373+0.00041713i,0.00040144+0.00070372i,-8.1276e-07+0.00026752i,-0.00077723-0.00033545i,-0.0012633+1.2826e-06i,-0.00062191+7.0292e-05i,0.00025649-0.00014707i
-0.00099166-0.0019939i,-0.0020926-0.0019268i,-0.0031375-0.0016334i,-0.0019464-0.00024471i,-0.00043137+0.00081028i,0.00069339+0.00075615i,0.0016654-0.00027861i,0.0015479-0.00067546i,0.00063396-0.00071823i,-0.00016307-0.00047555i,-0.00030751-7.2446e-05i,0.00032299+0.00023196i,0.00071209+0.00019772i,0.00077302-0.00018925i,0.0002546-0.00064906i,-4.4187e-05-0.00069111i,0.00065942-0.00036651i,0.00097078-0.00015075i,-5.0248e-05-0.00034519i,-0.00084362-0.0005302i,-0.00048095+0.00023743i,-9.2968e-06+0.00021536i,0.00033809+5.5018e-05i
0.00012553+0.00078035i,-0.0015354-0.0010567i,-0.0034477-0.0011775i,-0.001875-0.00086217i,0.0012375-0.00093061i,0.001919-0.0016002i,0.0010159-0.0014738i,-0.00017786-0.00069605i,0.00020367-0.00069832i,0.00034453-0.0011208i,8.4203e-05-0.0010118i,0.000254-0.0007683i,0.00042878+3.5309e-05i,-0.00016356+0.00047668i,-0.00032617+0.00083833i,-8.3934e-05+0.00075966i,6.8224e-05+0.00023239i,0.00014978+0.00034785i,-0.00015027+0.00036947i,-0.00021789+0.00028982i,0.00028873+0.0012095i,7.2009e-05+0.0020019i,-0.00052792+0.0017793i
-0.00028902-0.00060951i,-0.0011909-0.00235i,-0.0015234-0.0023723i,0.00034957-0.0001802i,0.0028194+0.00086655i,0.0031433-0.00058504i,0.0020033-0.0020464i,0.00082737-0.0014524i,-7.7882e-05-0.00033434i,-0.00011374+0.00026502i,0.00014629-0.00021065i,4.6093e-05-0.0006598i,-0.00033034-0.00072484i,-0.00053034-0.0012515i,-0.00061007-0.00077549i,-0.0010199+4.2126e-05i,-0.00067148-0.00054817i,-0.00034977-0.00096098i,-0.00085258-0.00039243i,-0.0013303-0.00038197i,-0.0010623-0.00065221i,-0.00080524-0.00015963i,-0.00058959-0.00027056i
-0.00080419+0.0011726i,-0.0027571+0.0011254i,-0.0037319+0.00096982i,-0.0026268+0.0010843i,-0.0003675+0.00032323i,0.0013839-0.00088322i,0.0014022-0.0014827i,0.00056492-0.00052559i,0.00026803+0.00076556i,0.00030603+0.00094844i,1.0051e-05+0.00048563i,-0.00029337+0.00014051i,-0.00060395+0.00036966i,-0.00036579+0.00079638i,0.00053953+0.00020692i,0.00069195-0.00061651i,0.0011682+0.0001348i,0.00074325+0.00050673i,-0.00037752+0.00025114i,-0.00055177-2.9621e-05i,-0.00017118-6.634e-05i,0.00011278+0.00071881i,-0.00030523+0.00073033i
0.0016627-0.0016698i,-0.0007423-0.0029889i,-0.0016245-0.0034573i,-0.0016577-0.0017118i,0.00023943-3.4606e-05i,0.0017314+0.00034255i,0.0016464-0.00033837i,0.00079024-4.0763e-05i,0.00030942+0.00027381i,0.00033556-0.00040874i,-0.00018991-0.00058069i,-0.00081684-0.00049819i,-0.00027247-0.00093068i,0.00015184-0.0016343i,0.00020205-0.0012258i,0.00077938-0.00071183i,0.00072437-0.0006605i,1.7836e-05+5.0061e-05i,0.00014573+0.0002128i,0.00032798+0.00018483i,-0.00029019+0.00041179i,-0.0009234+0.00056686i,-0.00065509+0.00041321i
-0.00098594-0.0015928i,-0.0024139-0.002753i,-0.0028493-0.0024275i,-0.0016826-0.00099833i,0.0010134+2.0511e-05i,0.0028907+4.7205e-05i,0.0019014-0.0013001i,0.001127-0.0014676i,0.00091453-0.00039271i,7.841e-05-0.00057792i,-0.00047377-0.0010496i,-0.000742-0.00045662i,-0.00069999+0.00045249i,-0.00040579+0.00035642i,0.0002852+8.7646e-05i,0.0009818-0.00014458i,0.00098972-0.00068287i,9.7272e-05-0.00036017i,-0.00091139+2.8921e-05i,-0.00085949-0.00017238i,-0.00010364-1.2421e-05i,-0.00035251-0.00015528i,-0.00042405-0.00058186i
-0.0005072+4.7e-06i,-0.00061424+0.00028009i,-0.0026913+0.00066599i,-0.0025665+0.0020863i,0.00036518+0.0024948i,0.0025433+0.0010942i,0.0020073-0.00050925i,4.064e-05-0.00076758i,-0.00069506-0.00055655i,-4.7758e-05-0.0006155i,0.00035742-0.00033252i,-6.5388e-05+0.0003463i,-0.00024373+0.0002913i,0.00025995-0.00059043i,0.00043544-0.000437i,7.8598e-05-0.00038018i,-0.00025585-0.00072734i,-0.00032764-0.000919i,-0.000327-0.00067322i,-0.00047183-6.2451e-05i,-0.00012246+0.00030226i,0.00022633+0.00049486i,9.4834e-05-2.6867e-06i
-0.0013588+0.00017573i,-0.0021798-0.00033425i,-0.0018173-0.0017724i,-0.00086423-0.0021214i,0.00064508-0.0011156i,0.00085581-0.00046789i,0.00074806-0.001319i,0.00063403-0.0013777i,0.00044862-5.5854e-05i,0.00012362-9.5343e-05i,-0.0010872-0.00068019i,-0.0017322-0.00065645i,-0.00089707-0.00014882i,-5.285e-05+0.0002642i,3.9501e-06+0.000712i,-0.00021137+0.00065577i,0.00046208+4.586e-05i,0.00038689+0.00023414i,-0.00023168-0.00025809i,-0.0003287-0.00061377i,-2.1154e-05-5.2797e-05i,0.00032712+0.00029233i,0.00015725+0.00085548i
-0.00057838-0.0018544i,-0.0028721-0.0011919i,-0.0036548-0.001487i,-0.0031081-0.00072818i,-0.0021746+0.00014403i,-0.00046717+0.00034741i,0.00065625-6.4795e-05i,0.0010246-0.00039225i,0.0016338-0.00033526i,0.0012423-0.00023882i,0.00042588+0.00011186i,-9.471e-05+0.00046483i,6.9903e-05+0.0010987i,0.00062052+0.00083933i,0.00048105+0.00012104i,0.0012265+0.0006358i,0.0012837+0.00049691i,0.00039188-0.00025948i,0.00019156+0.00017112i,0.0005875+0.00082219i,0.00068452+0.0004165i,0.00015997-0.0002497i,-0.00016753-0.00038468i
-0.00072517-0.0028998i,-0.00072887-0.0035488i,-0.0010839-0.0020993i,-0.00039729-0.00052756i,0.001252-0.00032802i,0.0026434-0.0007096i,0.0025854-0.00063583i,0.00090925+0.00012668i,-2.0631e-06+0.0001821i,-0.00030224+0.00025413i,-0.00039881-0.00016658i,-8.0195e-05-0.00096618i,-3.9804e-05-0.00054604i,0.00027851+0.00020273i,5.7854e-05+7.9787e-05i,0.00043237-0.00011276i,0.0010706-4.2271e-06i,0.00071851+0.00046207i,-7.9739e-06+0.00030481i,-0.00011888-0.00010137i,0.00048896-9.5469e-05i,0.00040288+6.4707e-05i,-0.00024952+0.00044534i
0.0010219-0.0015229i,-0.001668-0.0010341i,-0.0035961-0.0011154i,-0.0036044+0.00035865i,-0.0020365+0.0019028i,-0.0010271+0.00090935i,-0.00078293-7.4269e-05i,0.00016728+0.00011354i,0.00042224-0.00039674i,-0.0001799-0.00072633i,-0.00031729-0.00021087i,-0.00027888-4.5842e-07i,-0.00071372+0.00023958i,-0.00087686+0.00050948i,-0.00033013+0.00029563i,-0.00016316+0.00064227i,0.00026341+0.00072763i,0.00036034+0.00042616i,-0.00048695+0.00047936i,-0.00090248+0.00032077i,-0.0003585+0.00020568i,0.00028956+0.00045604i,0.00028836+0.0004728i
