4.1105e-05+0.0027645i,0.00050231+0.0017848i,-0.00058547-8.5775e-05i,-0.0017061-0.0017347i,-0.0023158-0.0010515i,-0.0031462+0.00081772i,-0.0019401+0.002159i,0.00012557+0.0030573i,0.0011959+0.0022405i,0.0013099+0.00028149i,0.0007556+0.00015444i,2.7392e-06+0.00061086i,-0.00045667+0.00039243i,0.0001093+0.00030066i,9.9877e-05+0.0003328i,-0.00013735-4.3616e-05i,7.2737e-05-0.00032627i,9.3947e-05+0.00050372i,4.6209e-05+0.00056297i,0.00034878+5.831e-05i,9.4239e-05+0.00038952i,-0.00058344+0.00046767i,-0.00034584-0.00012287i
0.00069397+6.7907e-05i,0.002643-0.00023278i,0.0038314-0.0015943i,0.0018545-0.0021854i,5.1337e-05-0.0011729i,0.00045487+0.00042008i,0.0012418+0.00059687i,0.001667+0.00020713i,0.0021723-4.6603e-05i,0.0019983-0.00049698i,0.0012432-0.00055469i,0.00060066-1.4249e-05i,-0.00045691+0.00053089i,-0.00082364+0.00052841i,-0.00034481+6.0987e-05i,0.00015887-8.49e-05i,5.044e-06-0.00047796i,-0.00049506-0.00031696i,-0.00040652+0.00018201i,-0.00038897-0.00012555i,-0.00045048-0.00035453i,-0.0002193-0.00036759i,6.0135e-05-0.00042913i
-0.00052537+0.00054112i,4.3185e-05+0.0016519i,-8.923e-07+0.0024104i,-0.0010161+0.0015432i,-0.0023651+0.00070639i,-0.0014158+6.9428e-05i,0.00064072+8.3185e-05i,0.0012598+0.00086442i,0.0012536+0.0011463i,0.0013006+0.00061168i,0.00039651+0.0003781i,-0.00088536+0.00069969i,-0.00080877+0.0011229i,-0.00036688+0.0013765i,-0.00028595+0.00065674i,0.00034584+0.00047965i,0.0006133+0.0012104i,0.00031862+0.00067819i,2.2121e-05-0.00036737i,-0.00036765-0.00012876i,-0.00052835+0.00020748i,4.0556e-05-0.00015955i,-5.2842e-05-0.00027173i
3.7624e-05+0.00073336i,0.00097269+0.0018934i,0.0013319+0.0027454i,0.00035152+0.0016442i,-0.0020595-8.7539e-05i,-0.0030744+0.00012745i,-0.0006617+0.00042899i,0.0016322-0.00011567i,0.0018195-0.00036738i,0.00081405-0.00065173i,0.00019802-0.00093253i,0.00015411+7.1019e-05i,0.00064611+0.00079763i,0.00061808+0.00049471i,0.00063498-0.00031741i,0.0012186-0.00088125i,0.00088213-1.6226e-05i,0.0002554+0.00091095i,-2.7001e-05+0.00099657i,6.1316e-05+0.00071109i,2.5315e-05-9.8996e-05i,0.0006458-0.00021147i,0.0016259+0.00053299i
0.0015157+0.00031137i,0.0039311+0.00043622i,0.0050654-0.00025601i,0.002775-0.000748i,-0.0015092-0.00012753i,-0.0024175+0.00095204i,-0.0011074+0.0012513i,8.3393e-05+0.00082657i,0.0014645-8.0069e-05i,0.0016337-0.0010342i,0.00011727-0.00055572i,-0.0011953+0.00027464i,-0.0010277+0.00063426i,-0.00024806+0.00053716i,-0.00017053-0.00013381i,-0.0007572-0.00072384i,-0.0011318-0.00066952i,-0.0010541+3.2903e-05i,-2.4772e-05+0.00030867i,0.00042589-0.00021645i,0.00029161-0.00012512i,-0.00037799+0.00072555i,-0.0011043+0.00081533i
-0.00071482+0.0015305i,0.00057335+0.0024105i,0.001385+0.0039834i,0.00064295+0.0029003i,-0.00045282+0.0011762i,-0.0012159+0.0013143i,4.7553e-05+0.0010171i,0.0015978-2.7537e-05i,0.0011513-0.00017826i,0.001076-0.00057851i,0.0016128-0.00068125i,0.00075453-0.00042811i,1.9309e-05-0.00053596i,2.3768e-05-0.0001539i,0.00037914-0.00052017i,0.00079341-0.00047412i,0.00012692-3.2922e-05i,-0.00012046+0.00013738i,-9.615e-05-0.00015919i,-0.0003822-0.00073568i,-0.00078442-0.00048849i,-0.00082359+0.00015797i,0.00014397+0.00027229i
0.00026952+0.00028099i,0.0015666+0.00050706i,0.0022058-0.00025749i,0.001639-0.00092794i,-5.5428e-05-0.00038758i,-0.001092+0.00053942i,-0.00019212+0.0013516i,0.00097534+0.0016044i,0.0015739+0.0011339i,0.0013315+0.00070815i,0.0013852+0.00047783i,0.0018064+0.00062022i,0.0015291+0.00078042i,0.0013643+0.00036797i,0.00065994-0.00052437i,0.00027827-0.00080751i,-0.00012329-0.00046129i,-0.0008107+0.00014796i,-0.0010563+0.00022339i,-0.00088209+0.00010565i,-0.00053044-4.2722e-05i,-0.00073491-0.00043309i,-0.0011811-0.00060759i
0.0030162-0.00080516i,0.0030522+0.00022921i,0.0015365-4.5741e-05i,-0.0013306-0.0008261i,-0.0043414-0.00064313i,-0.0048576+0.0010977i,-0.0015532+0.0014559i,0.0009748+0.0010248i,0.0016334+0.00088941i,0.0013116+0.00020414i,0.00055033-0.00036842i,0.00027914-0.00029377i,0.00059019+0.00035729i,0.0010583+0.00042413i,0.00071147-0.00072257i,0.00028526-0.00019247i,-0.00015177+0.00081899i,-0.00024583+0.00082623i,-0.00034751+0.00018495i,-0.0001946-0.00084042i,-0.00024164-0.00088172i,-0.00029102-0.00065849i,-9.5865e-05-0.00087871i
-0.0003453+0.00097262i,0.00096089+0.0023279i,0.0019695+0.0026304i,0.0015026+0.0013084i,9.7106e-06+0.00058206i,-0.00012294+0.0011599i,0.00056011+0.001627i,0.0011627+0.00094999i,0.0015444+0.00053545i,0.0011526+0.00038585i,0.00069205-5.6185e-05i,0.00014904+0.00013527i,0.00021059+0.00023307i,0.00079947+0.00056021i,0.0005193+0.00070019i,6.0853e-05-8.8482e-05i,0.00021895-9.1144e-06i,0.0008711+0.00070194i,0.0012221+0.00054183i,0.0009786+0.00027121i,0.00090644+0.00052389i,0.0013175+0.00023897i,0.00066542+0.00030599i
0.00030595+0.0010288i,0.00085071+0.00042208i,0.0016628-0.00022243i,0.00011733-0.00093506i,-0.0024441-0.00052716i,-0.0027829+0.00087192i,-0.00073472+0.001195i,0.0013505+0.00060353i,0.0019812+0.0001714i,0.00156-0.00019583i,0.00034217-0.00049595i,-0.0006268-0.00037642i,-0.00090682+0.00057452i,-0.00056601+0.0015248i,0.00030974+0.00099523i,0.000774+0.00024442i,0.00025694-6.453e-05i,0.00016897+0.00032434i,0.00034823+0.00017537i,0.00017599-5.2481e-06i,-4.882e-05+0.00046336i,0.00013613+0.00021457i,0.00077157-0.00060947i
-0.0010174-0.0011677i,0.00015502+0.00092866i,0.00026008+0.0017527i,-0.0010015-0.00026785i,-0.002247-0.00046296i,-0.0012427+0.0019784i,0.00070649+0.0020331i,0.0013567+0.0011227i,0.00089884+0.00057789i,0.00027392-0.0001853i,0.00045187-0.00036437i,0.0006927+0.00034145i,0.00074271+4.4834e-05i,0.00050827-0.00037042i,0.00019078+0.00035769i,-8.9373e-05+0.00034864i,-0.00030115-0.00061119i,-0.00029418-0.00051751i,-0.00010726+9.7317e-05i,5.8013e-05+0.00027328i,-0.00043467+0.00033873i,-0.00028263+0.00032842i,0.00028923+0.00042362i
0.00069676+0.001313i,0.00021433+0.001943i,0.000993+0.003493i,0.0018621+0.0030651i,0.00087032+0.0015715i,-2.5402e-05+0.0016995i,0.00064763+0.001105i,0.0012739+0.00070048i,0.0014168+0.0010591i,0.0016856+0.00049597i,0.0011576+0.00012686i,0.00078321-0.0004424i,0.00064417-0.00083429i,-0.00022804-0.00050634i,-0.00089661-0.0003391i,-0.00046768-0.00025181i,0.00037847+3.3542e-05i,0.00064875+0.00047998i,0.00030705+3.0263e-05i,-0.00016416-0.0003418i,-0.00044023-0.00030745i,-0.00027605+9.9902e-05i,-0.00021932+0.00019869i
4.9636e-06-0.00024622i,0.0022818-0.00076136i,0.0036404-0.0018607i,0.0011513-0.0012084i,-0.0021287-0.00056185i,-0.0028643-0.00077429i,-0.0013406-0.00044796i,0.00065338-0.00018072i,0.0019341+0.0003345i,0.0014687+0.00046028i,4.6893e-05+4.0898e-05i,-0.00011488-0.00011599i,6.4772e-05+0.00025399i,0.00012645+0.00057392i,0.00031854+7.3395e-05i,0.00015446+0.00040586i,0.00034365+0.00014999i,0.00029832-0.00024559i,-0.00023752-0.00035064i,0.00020182-0.00056401i,0.00059623-0.00022358i,0.00053892+4.7589e-05i,0.00044684-0.0001571i
-0.00037321-2.6679e-05i,0.0019609+0.0019236i,0.0020796+0.0025882i,-8.4127e-05+0.0012708i,-0.0022362+0.00025599i,-0.0023501+0.00091922i,-0.00092298+0.0010934i,0.00032316+0.00074244i,0.00066475+0.00061663i,0.00075889+0.00071162i,0.00030105+0.00063333i,-0.00012574+0.00055182i,-7.3204e-05+0.00082086i,0.0003513+0.0011849i,0.0010078+0.0014827i,0.00096939+0.0011604i,0.00030347+8.7253e-06i,-0.0003093-0.00056474i,-0.00023763-0.00060821i,-1.0719e-05+0.00013042i,-0.00034136+0.00076324i,-0.00040818+0.00048946i,2.204e-05+2.0491e-05i
0.00036931+0.0029596i,-1.9257e-05+0.0025975i,0.0017301+0.0019234i,0.0016973+0.00038443i,-0.0010456-0.00063371i,-0.0022052-9.6413e-05i,-0.00063687+0.001197i,0.0010305+0.0026102i,0.0019298+0.0023598i,0.0015843+0.00074888i,0.00094001-0.00024866i,0.00014865+0.00014283i,-0.00022412+0.0011429i,-0.000206+0.00066519i,-0.00033955-0.00015274i,0.0002934+0.00013885i,0.00021496-0.00047804i,-0.00023626-0.00064514i,-0.00039936+0.00028152i,-0.0005837+0.00078102i,-0.00063252+0.00049756i,-0.00044142+0.00081223i,0.00030675+0.00015433i
0.0015924-0.00068781i,0.0021571-0.00066513i,0.0024871+3.5114e-05i,0.0012291-0.001185i,-0.0011708-0.0022198i,-0.0015718-0.0010265i,0.00029293+0.00035799i,0.0016204+0.00094859i,0.0018792+0.00086394i,0.001946+0.00069772i,0.0013048+0.00050445i,0.00057748+0.00038603i,0.00011765+0.00040432i,-0.0003037-0.00033398i,-1.6532e-06-0.00045379i,0.00019535-5.03e-05i,0.00027083-0.00028849i,0.00045431-0.00053854i,6.8544e-05-0.00033086i,-0.00070506+0.00019206i,-0.0010602+0.00038177i,-0.00099483+0.00011036i,-0.00081172-3.001e-06i
0.00073834+0.0005978i,0.00094532+0.0016992i,6.5248e-05+0.0019642i,-0.00071146+0.0016899i,-0.0012876+0.00090044i,-0.00097418+0.00063782i,-7.7824e-05+0.00066642i,0.00045594+0.0003354i,0.00066779+0.00060696i,0.00073046-8.7304e-05i,0.00067225-0.00038982i,0.00032716+0.00026757i,0.00011046+0.00020125i,-0.00011097-0.00071665i,-0.00010564-0.00088258i,3.4169e-05-0.0001175i,0.00014232+0.00027909i,-0.00026387+0.00021709i,-0.00039439+0.00052807i,0.00021567+0.0012192i,0.00049169+0.00094377i,0.00027799+0.00045585i,-0.00013874+0.00013261i
0.001279+0.0016895i,0.00058794+0.0012184i,0.0025418-0.00036266i,0.0017642-0.0019074i,-0.00089571-0.0010158i,-0.0024329+0.0011564i,-0.0015016+0.0017746i,8.9586e-05+0.0019304i,0.001172+0.001433i,0.0013995+0.00019976i,0.00072269+0.00016028i,-0.00015152+0.00053864i,0.00011895+0.00071665i,0.00073009+0.0016468i,0.0007191+0.0011404i,0.00068244-0.00065356i,0.00036639-0.0010152i,-0.00033118+3.2952e-05i,-0.00037822+0.0005441i,0.0001285-0.0001855i,-0.00010483-0.00018865i,-0.00023492-0.00052777i,-0.00026237-0.0010722i
0.00088324+0.00057718i,0.0026092+0.0021598i,0.002788+0.0030725i,0.0012304+0.0015042i,-0.0006771-6.1287e-06i,-0.0004222+0.00035355i,0.0011384+0.0006074i,0.0020626-5.9324e-05i,0.0018205-0.00013654i,0.0011159+0.00013752i,0.00069919-0.00015861i,0.00029124-0.00089319i,-0.00022351-0.0009659i,0.00021461-0.00064912i,0.00079202-0.001071i,0.00046592-0.00041046i,0.00046648+0.00053258i,0.00067346+0.00054657i,0.00071625+0.0004271i,0.00062846+0.00019894i,0.00020134+1.0643e-05i,0.00016254+5.5108e-05i,0.00076674+0.0012056i
-0.001248-0.00027051i,-0.00054282-0.00027963i,-0.0011254-0.00013201i,-0.0010636+0.00061339i,-0.0015054+0.00091521i,-0.0018593+0.00092767i,-0.00031976+0.0010837i,0.00088298-2.4872e-05i,0.00033875+0.00022748i,0.00033985+0.0011789i,0.0013913+0.0005727i,0.0013893+0.00059682i,0.00066552+0.00067558i,0.00026441-9.5902e-05i,0.00021526-0.00052909i,0.0003653+0.00019387i,0.0005799+0.00063174i,0.00040287+0.00076036i,-0.00042496+0.00067627i,-0.00039301-0.00010939i,0.00024128-0.00043059i,-9.7947e-05+0.00010388i,-0.00028159+0.00025434i
-1.0231e-05+0.0024516i,0.0018696+0.001938i,0.0046444+0.0021863i,0.0049542+0.0023593i,0.0029017+0.0017219i,0.0019934+0.00018936i,0.0022311+9.387e-05i,0.0020663+0.00070282i,0.0018211+0.0016191i,0.0018405+0.0015239i,0.0012772+0.00024076i,0.00033233-0.00021162i,-0.00045137-0.00021165i,-0.00089827-0.00041504i,-0.00079388-0.00068197i,-0.00068136-0.00010488i,-0.00072988+0.00062717i,-0.0013758+0.00034672i,-0.0019821-0.00050448i,-0.0014802-0.00088073i,-0.00047685-0.00098707i,-3.564e-06-0.00021055i,-0.00046973+0.00060898i
-0.00086307+0.00049231i,-0.0001947+0.0017373i,-0.00087206+0.0021944i,-0.0018204+0.0015461i,-0.0022727+0.0010779i,-0.0014812+0.0010765i,0.00042264+0.00064187i,0.0010012+0.00031464i,0.0014509+0.00058075i,0.0022164+0.00087267i,0.0014069+0.00012579i,0.00025748-0.00020216i,0.00019962+0.00043656i,0.00047211+6.5477e-05i,0.00050409-0.00015466i,0.00034517-8.438e-05i,-0.00053038+0.00016484i,-0.0011825-7.4966e-06i,-0.00053481-0.00075435i,0.00020799-0.00043417i,0.0006049+0.00053549i,0.00052777+0.00067513i,0.00039316-2.5034e-05i
-0.00084009+0.0005321i,0.0012128+0.00051865i,0.0013569+0.0014246i,0.0013377+0.001259i,0.00081179+0.00078868i,0.00053521-0.00029063i,0.0010839-0.0005925i,0.0014622+0.00029649i,0.0012858+0.0011826i,0.0013571+0.0014979i,0.0013311+0.00067544i,0.0010215-0.00019543i,0.0010131-0.0010154i,0.00047277-0.00060317i,-0.00028901+0.00016745i,-0.00047462-0.00011042i,-0.00050312-0.00022344i,-0.00021109+5.1893e-05i,8.3151e-05+0.00042933i,5.5633e-05+5.6043e-05i,0.00020273-0.00024151i,0.00099516+0.00023593i,0.0014595+0.00036336i
0.0013372+0.00071765i,0.002937+0.0023043i,0.0042063+0.0024256i,0.0018027+0.00098164i,-0.0015106-0.00026521i,-0.0024849+5.9534e-05i,-0.0011626+0.00034221i,0.0011893+0.00035597i,0.0019027+0.00063998i,0.0012001+5.9006e-05i,0.00014173-0.00035312i,6.2364e-05-0.00011734i,0.0012464+0.00076958i,0.0016101+0.0012425i,0.00080496+0.00063114i,0.00042063-0.00022217i,0.00010674-0.00017738i,-0.00010081+0.00039702i,-0.00024605+0.00059093i,-0.00058019+0.00040336i,-0.00075539+0.0002632i,-0.0007684+0.00031147i,-0.00033637+0.00087175i
0.00020518+0.00061187i,0.00039142+0.0019892i,0.00024336+0.0015661i,-0.00091929-0.00042969i,-0.003295-0.0010413i,-0.0045046+0.00052416i,-0.0022597+0.0018245i,0.0015511+0.0017268i,0.0031171+0.00064012i,0.0026113-0.00064525i,0.0011132-0.00064623i,4.7642e-06+0.00031696i,2.8591e-05+0.00098558i,0.00034919+0.00114i,0.00063073+0.00082745i,0.00031184+0.0009699i,-4.5294e-05+0.00039745i,-3.7516e-05+0.00010943i,-3.7517e-05+0.00064938i,0.00048885+0.00029672i,0.00086669-0.00021177i,0.00056965+0.0003437i,0.00051497-0.00027979i
0.001923-0.0014705i,0.0036875-3.6345e-05i,0.0040406+0.00088569i,0.0013974+0.00083737i,-0.0017714+0.0013579i,-0.0023106+0.0018882i,0.00019065+0.0012075i,0.0018045+0.00022233i,0.0013497+0.00023429i,0.0010518+0.00010893i,0.0011037-0.0004233i,0.00097277-0.00057725i,0.00094497-0.00020802i,0.00065649+0.00011057i,0.00017418-0.00017404i,-9.8966e-05+1.068e-05i,-0.0009821+0.00053935i,-0.0013133+0.00021869i,-0.00054812-0.00034693i,0.00012899-0.00035856i,0.00032395-0.00028384i,-0.0001077-0.00069493i,6.937e-05-0.00087128i
-0.00024274+0.00061912i,-8.5126e-05+0.00031639i,0.00021583+0.00013795i,-5.0074e-05-0.00017777i,-0.0013713-0.00039143i,-0.00099743+0.00076418i,0.0013365+0.0014396i,0.0028335+0.00093004i,0.0021526+0.00022927i,0.0010482-0.00086621i,0.00012445-0.0014057i,-0.00022506-0.00062378i,6.6401e-05-1.1409e-06i,-0.00012477-0.00033917i,-0.00085682+0.00024971i,-0.00096286+0.0011323i,-0.00085608+0.0013076i,-0.00093003+0.00072862i,-0.00035744-0.00019641i,-0.00019145-0.00066011i,-0.00070258-0.00051438i,-0.00040735-0.00075716i,-0.00020314-0.0012132i
-0.0020061+0.0022721i,-0.00027612+0.0018376i,0.0026222+0.00064077i,0.002785-0.00030612i,0.00037245-0.00091318i,-0.00062058-0.00077878i,-0.00025495-0.00045084i,0.00072658+0.00011235i,0.0013542+0.0013093i,0.0020365+0.00081593i,0.0020508-0.00045632i,0.0010899-0.00048191i,-3.9116e-05+0.0004586i,-0.00022993+0.0012041i,0.0003409+0.00072211i,0.00074092+0.00039097i,0.00057423+0.0008382i,0.00047851+0.00055727i,0.00068821+0.00046916i,-5.1112e-05+0.00041375i,-0.00034967-0.00052855i,-0.0002024-0.00076708i,7.3161e-06-0.00020273i
0.0025669-0.0008559i,0.0032602+0.00055885i,0.0028043+0.001815i,0.00073032+0.0018099i,-0.00097684+0.00072664i,-0.0010167+0.00079827i,-0.00012099+0.0014909i,0.0010987+0.0011633i,0.0019489+0.00080309i,0.0017614+0.00055277i,0.0014414-0.00025087i,0.0011091-0.0002336i,0.00079793+0.00016546i,0.00029295+0.00092579i,-0.00069479+0.0013396i,-0.00086061+0.00038648i,-0.0004347-0.0007542i,0.00011306-0.00078103i,0.00030509-0.00011945i,0.0002233+0.00012831i,-0.00026756+0.00018896i,-0.00064539-0.00018442i,-9.5621e-05+3.9912e-05i
8.6595e-05+0.00046013i,0.00034352+0.0013414i,-0.00014144+0.0020094i,-0.00068672+0.001015i,-0.0013442+0.00019433i,-0.0018649-0.00023464i,-0.00099815-1.6317e-06i,0.00066418+0.00058983i,0.0022375+0.00084703i,0.0028019+0.00097881i,0.0014686+0.00037456i,-0.0001856-0.00048527i,-0.00063348-0.00047584i,-0.00064255+0.00041517i,-0.00072173+0.00073439i,-0.00078952+0.00047881i,-0.0003291+0.0010548i,-8.7563e-05+0.0010743i,-5.3875e-05+1.0419e-05i,0.00029418-0.00028637i,1.4739e-05+0.00062219i,4.4102e-06+0.00070209i,0.00034733-4.5676e-05i
-0.00078254+0.0022014i,0.0012127+0.0022594i,0.0030638+0.0017798i,0.0022557+0.00056696i,-0.00034437-0.00050211i,-0.0015517-0.00044605i,-0.00053829+0.00087845i,0.00094448+0.00086069i,0.0018663-3.8411e-05i,0.001932+5.064e-05i,0.00078222+0.0006786i,0.00021702+0.00041642i,5.3643e-05-5.9451e-05i,-0.00042485+6.4263e-05i,-0.00031164+0.00035117i,0.00045015+0.00056897i,0.0010434+0.00071786i,0.0006958+0.00082269i,-0.00012739+0.001192i,8.5857e-05+0.00026946i,0.00057396-0.00063205i,0.001-0.00086334i,0.00094656-0.00020957i
0.00020017+0.00010808i,0.0018587+0.00030474i,0.00219+0.00042858i,0.00073343+0.00079085i,-0.00044403+0.00086101i,-0.0015496+0.00061778i,-5.2352e-05+0.00051337i,0.0023302+0.00071486i,0.0019833+0.00071345i,0.0013394+0.00012426i,0.0013611-0.00021902i,0.00090935-0.00051618i,0.00081307-0.00041907i,0.0005447-1.45e-05i,-4.5656e-05-0.00029323i,0.0002543-0.00044411i,0.0011624-0.00035282i,0.0010364-0.00064619i,0.00078195-1.9339e-05i,0.00012318+0.00098579i,-0.0011271+0.00049767i,-0.0010959-0.00026909i,0.00039907+2.4458e-05i
0.0013277+0.0018778i,0.0015895+0.0026325i,0.0020754+0.0021729i,0.0010064+0.00035636i,-0.0012685-0.00059981i,-0.0022143+0.00013937i,-0.0010198+0.0014732i,-2.5976e-05+0.0015656i,0.00070875+0.0010074i,0.0012306-0.00028267i,0.00085062-0.00095732i,0.00064521-0.00030598i,0.00052663-0.00049925i,0.00063617-0.00015964i,0.00067897+0.00092673i,4.4249e-05+3.4168e-05i,-0.00021947-0.00074283i,-0.00069988-0.00023124i,-0.00013937-0.00033845i,0.00039933-0.00047289i,-0.0005742-0.00013268i,-0.0013753-8.0386e-05i,-0.00046916+0.00039212i
-0.00030533+0.00097099i,0.00069938+0.0023352i,0.00088951+0.003115i,-0.0001017+0.0022958i,-0.0014654+0.00092798i,-0.0011107+0.00088252i,0.00062381+0.0011862i,0.0015552+0.00073346i,0.0021791+0.00074783i,0.0021203+0.0011394i,0.0015269+0.00059626i,0.0012074+9.5571e-05i,0.00052821-0.00028735i,0.0002707-0.00069547i,0.00087109-0.00034757i,0.001134+1.5307e-05i,0.0011039+6.5562e-05i,0.00036389+0.00012897i,-0.00056275-4.2206e-05i,-0.00038533-0.00062784i,7.5863e-05-0.00020277i,-0.00043047+0.00017856i,-0.00097252-0.00013671i
6.534e-05+0.00021347i,0.0025016+0.00089118i,0.0030807-0.0001625i,0.0013004-0.00037419i,-0.0011855+7.5027e-06i,-0.0023916-1.5948e-05i,-0.00065868+0.00038327i,0.0011985+0.00068948i,0.0019843+0.00047496i,0.0021914+0.00045375i,0.0012737+0.0007478i,0.000347+0.00022464i,8.7503e-05+0.00017666i,0.00025514+0.00082393i,0.0010095+0.00093373i,0.0011952+0.00061238i,0.00087913+0.00026436i,0.000411+0.00020917i,0.00049084+0.00013377i,0.0010719-0.00016849i,0.00029718-0.00033074i,-0.000253-0.00035614i,0.00054088-0.00050214i
0.00030075-0.00068075i,0.0017642-0.00018568i,0.0013409+0.00064807i,-0.00032957+0.00098608i,-0.0025015+0.0010908i,-0.0020415+0.0014849i,-0.00035261+0.0016641i,0.0011007+0.0010431i,0.001958+0.0011653i,0.0013153+0.0015605i,0.00071695+0.0009051i,0.00038207+0.00055893i,9.5337e-07-4.0096e-05i,-0.00034472-0.00049303i,-0.00077201-0.00082114i,-0.00026399-0.00081111i,-0.00010708-6.3557e-05i,-0.0003944+3.4898e-05i,-0.00022642-0.0003736i,-0.00024944-0.00039962i,-0.00063515-0.0003553i,-0.00025024-0.00035361i,0.00079638+0.00014474i
0.001443+0.0015781i,0.0019634+0.0016878i,0.0025968+0.0009607i,0.0010252-0.00030634i,-0.001766-0.0019189i,-0.0018915-0.0013656i,0.00054025+0.00075638i,0.0016227+0.00069494i,0.0018172+0.00052457i,0.0019259+0.00032946i,0.0011902-0.0002709i,0.00032602-9.6862e-05i,0.00026293-0.00084488i,0.00036248-0.0010263i,-4.845e-06+0.00046756i,-8.5048e-05+0.0015314i,0.00016243+0.0015685i,-0.00065008+0.00055664i,-0.00050212-0.00039769i,-0.00047852-0.00088226i,-0.0007727-0.00036356i,-0.00082734+2.4354e-05i,-0.00045862-0.00028278i
0.00052978+0.0011635i,0.0013509+0.0027068i,0.0022222+0.0029475i,0.0012383+0.0018782i,-0.00069668+0.00065576i,-0.00022377+0.00041147i,0.00095915+0.0010609i,0.001367+0.0002581i,0.0020258-0.00041368i,0.0013836-0.00018209i,0.00070959+4.7791e-05i,0.00021205+0.00035429i,0.00030182+0.00029134i,0.00081766+0.00044686i,0.00091585+0.00022718i,0.00044041+0.00014417i,8.2106e-05+0.00016842i,0.00015044+0.00014074i,-0.0003205+0.00054279i,-0.0006371+0.00066986i,-0.00064746+1.7244e-05i,-0.00013076-0.00079379i,-4.9877e-06-0.00059218i
0.00022303+0.0013105i,-9.8563e-05+0.0012225i,0.00065316+0.00043571i,7.151e-05-0.0014398i,-0.0016972-0.0021859i,-0.0027948-0.0007164i,-0.0018707+0.00083596i,0.00032682+0.0013593i,0.0014471+0.0011939i,0.0020392+0.00065627i,0.0012737+0.00019451i,-0.0003987-0.00015741i,-0.00036286+3.8673e-05i,-0.00037381+0.00072134i,-0.00013305+0.00076968i,0.0005266-8.2241e-05i,0.00088537-6.9001e-05i,0.00049287+0.00063434i,-0.00030295+0.0005633i,-0.0003513+0.00013224i,-0.00021259-0.00054109i,-0.00030722-0.00068556i,-0.00037862-0.00033066i
0.00048886+0.00011334i,0.001316+0.0023834i,0.0015915+0.0027898i,-0.00057316+0.0011896i,-0.0026185-0.00019683i,-0.002308+0.0012609i,-0.00058823+0.0020003i,0.00094411+0.00101i,0.0022941+0.0009203i,0.002004+0.00133i,0.0010036+0.00062756i,0.00088951+0.00062164i,0.00084104+0.00063715i,0.00072356+0.00013574i,-0.00013895+0.00062938i,-0.00016264+0.00050839i,-0.00019184-7.524e-05i,-9.4864e-05+0.00015599i,0.00038256+0.00037954i,-2.7375e-05+0.00023165i,-0.0003093+0.00052174i,0.00011972+0.00035816i,0.00034037-0.00047033i
0.0019719-0.00015651i,0.0028086-0.00012741i,0.0027201-0.00063858i,0.00052972-0.0015273i,-0.0022861-0.00082359i,-0.0022023+0.0010518i,0.00042149+0.0017035i,0.0022709+0.0011381i,0.0024197+0.00050151i,0.0016593+0.00011146i,0.00092645+0.00016071i,0.00033519+0.00020218i,0.00025864+0.00031444i,0.00041787+0.00059002i,0.00042607+0.00079923i,-0.00034388+0.00070809i,-0.0014475+0.00038897i,-0.0012556+0.00037947i,-0.00053019+0.00036004i,-0.00019795-3.9093e-05i,-0.00018129-2.9226e-05i,-0.00054809+1.191e-05i,-0.00094233-4.2499e-05i
-0.0015841+0.0011337i,-0.0010908+0.0014043i,-4.7977e-05+0.0013548i,0.00069698+0.0010937i,0.00027025-0.00015051i,-0.00017949-3.034e-06i,0.00053878+0.00055466i,0.0015682+0.00059625i,0.0012748+0.00087122i,0.00082579+0.00052719i,0.0007148-0.00019417i,0.00017807-0.00012187i,0.00019649+0.00056961i,0.00049731+0.00010522i,-0.00049409-0.00013887i,-0.00070228-0.00017316i,0.00024437+5.1096e-05i,0.00018982+0.00034437i,-0.00079728+0.00051975i,-0.00066207+0.00049197i,-4.6644e-06+0.00023611i,6.4832e-05+0.00073661i,-3.8337e-05+0.0011827i
0.0016491+0.00042089i,0.0019175+0.0017942i,0.0026713+0.0021028i,0.0014181+0.0011237i,-0.00070396-0.00036424i,-0.00067123-0.00058833i,0.0011142+0.00035699i,0.0023932+0.0011194i,0.0020939+0.0010537i,0.00096058+0.00026083i,-0.00021279-0.00043856i,-0.00057456-0.00042i,2.9206e-05+0.00019402i,0.00074137+0.00087511i,0.00073913+0.00071875i,0.00046151+0.00030754i,0.00018302-0.00030582i,0.00031009-0.00052905i,0.00021362+0.00020583i,-0.00028791+0.0010206i,-0.0003287+0.00055612i,-0.00025173-0.00039717i,-9.3536e-05-0.00077467i
-0.00038675+0.00045507i,0.0020774+0.00054053i,0.0033613+0.0005005i,0.0010898+0.00015503i,-0.0014438-0.00075068i,-0.0014062-0.00017342i,1.3743e-06+0.0010464i,0.00092213+0.0013893i,0.0013748+0.0009387i,0.0014855+7.6429e-06i,0.0020017-0.00041796i,0.0019774+0.00033383i,0.0012456+0.00030759i,0.0013579+0.00023229i,0.0011027+0.00055702i,0.00028577+0.00017068i,-0.0001814-0.00043287i,-0.0004221-0.00054063i,-0.00073218+0.00031413i,-0.00073217+0.00085931i,-0.00051547+0.00058696i,-0.00040334+0.0001681i,-0.00011651+4.625e-05i
