-0.003152-0.00015175i,-0.0025506+0.00079276i,-0.0032528+0.0026992i,-0.002596+0.0025915i,-0.0012437+0.0021511i,-5.8591e-05+0.0019713i,0.00061309+0.00097204i,0.0012277-0.00016761i,0.0017301-0.00054466i,0.0018767-0.00012317i,0.001384-0.00010577i,0.00063509-0.00059544i,0.00063156-0.0011868i,0.00065724-0.00099386i,0.00043376-0.00023397i,-0.00027397+6.5118e-05i,-0.0010694+0.00077068i,-0.00075182+0.0004575i,0.00026635-0.00077091i,0.00071991-0.00048295i,-4.3004e-05-3.2433e-05i,-0.00095985-0.00033334i,-0.0012578-0.00022715i
0.00029663+8.7336e-05i,0.00059179+0.00021937i,0.0002701-2.1103e-05i,-0.00018098-0.00022529i,0.00033054-0.00045544i,0.00068903-0.00038932i,0.0009162-0.00030686i,0.00038978-0.00046593i,0.00017097-0.00063201i,0.00028971-2.0011e-05i,0.00026813+0.00035039i,0.0001043+0.00018865i,0.00030986+0.00070016i,0.00019959+0.00068638i,-0.0010787-0.00033745i,-0.0014255-0.0004081i,-0.00097968-2.1204e-05i,-0.00028494-0.00051918i,0.00045252-0.00026985i,0.00027438+0.00037103i,-8.6223e-05+0.00021365i,-0.00023168+0.00052214i,2.8073e-05+0.00050511i
-0.002056-0.0016897i,-0.0023326-0.001765i,-0.0028199-0.00070263i,-0.0015943+0.00084201i,-0.00045003+0.0013047i,4.1323e-05+0.00032023i,-0.00037786-0.0008644i,0.00047784-0.0012539i,0.001365-0.00025229i,0.00040989+0.00084058i,-0.00026199+0.0010628i,-0.00016953+0.0003878i,-0.00040583-7.8728e-05i,-0.00060557-8.746e-05i,-0.00059528-0.00028517i,0.00023346-0.00019012i,0.00047503-0.00026924i,-0.00022141-0.0002827i,-0.0010713-0.00013142i,-0.0007953+0.00016319i,0.00037342+0.00048476i,0.00070606+0.00024842i,0.00033463-0.00027559i
0.0023439-0.00011118i,0.0020763-0.0010835i,0.0022752-0.0011946i,0.002382-0.00097713i,0.0023255-0.0010856i,0.00024703-0.0012349i,-0.0014879-0.001646i,-0.00055334-0.0014052i,0.00051727-0.00062516i,0.0002273+0.00012245i,-0.00074948+0.00012725i,-0.00069509-0.00019932i,-0.0011494+0.0005244i,-0.0010202+0.00028184i,-0.00021165-0.00038251i,-0.00063447-0.00031463i,-0.00057606-0.00048712i,-0.00063565-1.3073e-06i,-0.00065356+0.00027348i,0.0003202+7.6042e-05i,-6.5168e-05-0.00032125i,-0.000409+0.00031061i,-0.00033241+0.0016654i
0.00017408+0.00034862i,-0.00070559-0.00047413i,-0.00090343-0.0016146i,-0.0002345-0.0012459i,0.00015526-0.00031501i,6.8469e-05-0.00020241i,-0.00045922-0.00031363i,6.0346e-05-0.00057418i,0.0012725-0.00097974i,0.0014021-0.0010636i,0.00088405-0.00061132i,1.2052e-05-0.00043821i,-0.00028771+0.00041938i,-0.0001948+0.0007475i,0.0003378+7.327e-05i,0.00036538-0.00017102i,-4.2499e-06-0.00042043i,0.00064592-0.00059012i,0.0011089-0.00034705i,0.0011414-0.00078603i,0.00083208-0.0010223i,0.0004292-0.0003642i,0.00044065-0.00017698i
0.002007+0.001465i,0.0012581-0.00017602i,0.00098105-0.0013538i,0.0005827-0.0020107i,0.00019951-0.0026877i,-1.2411e-05-0.0018375i,-0.00049017+0.00016265i,-0.00062874+0.00050421i,-0.00043924-0.00028752i,5.4986e-05-0.00062865i,-0.00010648-0.00066995i,-6.4386e-05-0.00028599i,-1.5466e-05-0.00032579i,-0.00046297-0.00084769i,-0.00033413-0.0015369i,-0.00052983-0.0013153i,-0.0010159-0.00063418i,-0.00073824-0.00035743i,1.2201e-05-0.00012531i,0.00027292+0.00032851i,0.00028714+0.00048669i,9.7064e-05+8.1618e-05i,-0.00022314+0.00032553i
0.00024744-0.00089808i,0.00091941-0.00064035i,0.00061246-0.00022337i,-0.00015176+0.00014801i,0.00040015+0.00064546i,0.00062916+0.00067868i,0.00036207-0.00079526i,4.9887e-05-0.0019079i,-0.00061936-0.001448i,-0.0013771-0.001319i,-0.0014772-0.001067i,-0.0010601-0.00012701i,-0.00047641-0.00013792i,0.00030584+2.7105e-05i,0.00046003+0.00022849i,0.0005213-0.00031169i,0.00014436-4.0716e-05i,-0.00056257+0.00071547i,-0.00062766+0.00060113i,-0.00047965-0.00026325i,-0.00035447-0.00036987i,-0.0004088-0.00035021i,-0.00049231-0.00095748i
0.0013323-0.0008718i,0.0011573-0.00077231i,0.00047448-0.0011498i,-0.00015291-0.0013564i,-0.00076905-0.0012989i,-0.00109-0.00058738i,-0.00065791+0.00033365i,-0.00020408-0.00017302i,0.00013761-0.00028259i,0.00054166+0.00049573i,0.00024794+4.1031e-05i,9.4333e-05+0.00016522i,0.00039026+0.00028469i,0.00054353-0.00041535i,0.00063907-0.00060114i,-0.00010352-0.00033726i,-0.00040776-0.00018067i,0.00039644-1.2974e-05i,-4.6424e-06-0.00023694i,-0.00026633-0.00043184i,-0.00021636-0.0003283i,-0.00057172-0.00034783i,-0.00047575-0.00035534i
-0.0012024-3.2287e-05i,-0.0018323-0.00094843i,-0.0013425-0.0004414i,-0.00040653+0.00055992i,-7.465e-05-0.00013959i,-0.00039027-0.00083197i,-0.00084856-0.0005561i,-0.00081918-2.9186e-05i,-0.00080266+5.9485e-05i,-0.0003401-0.00026132i,0.00010903-0.00015792i,0.00016204+0.00019825i,-0.00035583+0.00073102i,-0.00051472+0.00067905i,-0.00020117+0.00046329i,8.7802e-05-0.00039871i,-2.6309e-05-0.0010903i,-0.0005584-0.0010966i,-9.0274e-05-0.00098463i,-6.1111e-05-0.00014645i,-0.00055055+0.00065953i,-0.00064953+0.00040678i,-0.0005269+4.6482e-05i
-0.00012951+0.00053453i,-0.00042468-0.00041129i,-8.9835e-05-0.00076633i,0.0012252-0.00065374i,0.0023363-0.00089626i,0.0014982-0.00089344i,-0.00021338-0.00083336i,-0.00062251-0.00053494i,2.7466e-05-0.00074526i,-0.0002267-0.00072548i,-0.00044026-0.00043095i,-0.00015399+4.2175e-05i,-0.00037769+0.00037065i,-0.0011227-6.1983e-05i,-0.001093-0.00055054i,-0.00053223-0.00097793i,-2.1439e-05-0.00077152i,-0.0004069-0.00011644i,-0.00081833+0.00012967i,-0.00032358-0.00055746i,0.00023477-0.00072266i,-0.00034781+0.00050989i,-0.00098994+0.0010296i
0.00038732-0.00010848i,-0.00027133-6.0081e-05i,-0.00069764-0.00016145i,-0.00033783+0.00027966i,0.00039937+0.001083i,0.0002754+0.00039523i,0.00030493-0.00012716i,0.0012149+0.0002773i,0.001168+0.00037514i,0.00027232+0.00063234i,-0.00017595+0.0007967i,-0.00040328+0.00034043i,-0.00053018-0.00027344i,-0.00022194-7.9359e-05i,0.00033849+0.00034205i,0.00042054+0.00032801i,0.0005323+0.00029055i,0.0011652-0.0003491i,0.00056668-0.001156i,-0.00040674-0.0013388i,-0.00037448-0.0013401i,0.00036152-0.0011937i,0.00085371-0.00075739i
-0.0022227+0.0020384i,-0.0020829+0.0015051i,-0.00095626+0.002501i,0.0008955+0.0017218i,0.0018239-0.0002904i,0.0011212-0.001422i,-6.9075e-05-0.0014065i,-0.00017622-0.0011804i,-6.1927e-05-0.00094665i,0.0001047-0.00025802i,0.000793+5.422e-05i,0.00042514-0.00023348i,-2.7279e-05-0.00052875i,9.7356e-05-0.0006424i,-0.00032272-0.00049164i,-0.0012687+0.00035941i,-0.0011085+0.00067913i,-0.00033751+0.00061895i,1.372e-05+7.3372e-05i,-0.00015635-0.00015785i,-1.422e-05+0.00045383i,0.00063655+0.00023348i,0.00083437+1.2388e-05i
-0.0013288-0.00072003i,-0.00098702-0.0016753i,-0.0010212-0.00097838i,-0.00017546+0.00050658i,0.00077612+0.00056771i,0.00097592-6.8674e-05i,0.00070393-0.00063785i,0.00091436-0.001109i,0.0011131-0.0005916i,0.00029877+0.00045604i,-0.00011108+0.00046129i,-0.00024952+0.00018898i,1.6977e-06-8.2023e-05i,0.00035699-0.00037439i,7.4415e-05-0.00057162i,-0.00020176-8.2138e-05i,-0.0001046+0.00040301i,-0.00078893+0.00030523i,-0.0012071+0.00029063i,-0.0012587+0.00084309i,-0.00083474+0.00061953i,-5.1568e-05-9.559e-05i,0.00021496-0.00019136i
-8.2135e-05+0.001015i,0.0010115+0.0008692i,-0.00035368+0.0016884i,-0.00034482+0.001656i,0.0010685+0.00034595i,0.0014516-0.00090356i,0.00079072-0.00072526i,0.00063618-0.00043124i,0.00050102-0.00055941i,5.5019e-05-0.00039847i,0.00093339+0.00023373i,0.0011902+0.00069632i,0.00020339+0.00031987i,-5.5166e-05+0.00038069i,0.0004407+0.00082745i,0.00045855+0.0004108i,6.1087e-05+0.00055542i,-0.00072246+0.00086369i,-0.0011035+0.00055329i,-0.00093782+0.00040221i,-0.00069787+0.00017726i,-0.00030664+0.00061199i,-9.2234e-05+0.0015309i
-0.0020519-0.00045949i,-0.0018918-0.00085794i,-0.0015833-0.00023184i,-0.00061976+0.00044612i,0.00088936-0.00031365i,0.00062787-0.0011463i,-0.00032962-0.00074473i,-0.00029872-0.00025689i,2.8583e-05-0.00015873i,0.00042383+0.00046893i,0.0005104+0.00038592i,0.00062947-0.00048209i,0.00025282-0.00052343i,-0.00018093-0.00014663i,-0.00022049+2.5505e-05i,0.00020969-0.00014415i,0.00079288-0.00082653i,0.00074296-0.00069951i,0.0004994-0.00041728i,0.00042403-0.00084277i,-0.00012232-0.0014477i,-0.00081018-0.0015353i,-0.0014029-0.0011127i
0.0011864-4.0071e-05i,0.00048362-0.00069447i,-0.0011005-0.001463i,-0.00084356-0.0017594i,-0.00054677-0.0015361i,-0.00022848-0.00085855i,0.000623-0.00012776i,0.00040018+0.0003144i,-0.00038086-5.5067e-05i,0.00014414+7.7662e-05i,0.00021236+0.00041925i,-0.00025121+0.00035968i,0.00028787+0.00062281i,0.00094921+0.0010158i,0.00042541+0.00017281i,-0.00033445-0.00098563i,-0.00033444-0.00077347i,-0.00011307-3.5006e-05i,-0.000455+0.00024769i,-0.00030694+0.00029076i,0.0001961+0.00011789i,7.5599e-05-0.0003338i,-1.0621e-05+0.00011709i
-0.0008909-0.0020343i,-0.0013627-0.0013416i,-0.0016259-0.00041847i,-0.0011843+0.00064522i,-0.00055065+0.00075976i,-0.00046978+0.0008893i,-0.00069344+0.00036115i,-0.00052595-0.00057539i,-0.00047709-0.00042121i,-0.0013336-0.0003702i,-0.0013773-3.2289e-05i,-3.9832e-05+0.00059395i,0.00099424+0.00054954i,0.00055212+0.00022981i,4.4664e-05+0.00010181i,0.00024133+0.00028909i,6.8191e-05+0.00022505i,-0.00030113-0.00029305i,0.00019075-0.0010292i,0.00029963-0.00055624i,3.4858e-05+3.9209e-05i,-0.00037512+0.00012551i,-0.00079787+9.9444e-05i
-0.00043224-0.0022873i,-0.0014304-0.0033165i,-0.00050605-0.0030344i,-4.7524e-05-0.0020911i,-0.00018787-0.0014587i,4.2816e-05-0.0011291i,0.00064459-0.0010585i,5.3936e-05-0.0010734i,-0.00045769-0.0014434i,-0.00046454-0.00041775i,-0.00049142+0.001i,-0.00046112+0.00061789i,0.00058261+0.0001523i,0.00078333+0.00018761i,0.00083935+0.00019901i,0.00085558-3.7839e-05i,0.00090208+0.00014368i,0.00052513+0.00099842i,0.00011317+0.00051407i,-0.00038543-5.5914e-05i,-0.0014664+0.00013539i,-0.00097321-0.0001494i,-0.00024185-0.00035051i
0.0012987-0.0001167i,0.0021251-0.0013256i,0.0013917-0.0013701i,0.00099642-0.0012595i,0.00075566-0.0014533i,0.00047688-0.001892i,0.00037702-0.0014273i,-5.4602e-05-0.00058779i,-3.0473e-05-0.00089618i,0.000182-0.0012579i,0.00016138-0.00024417i,1.6078e-05+4.8181e-05i,-0.00032392-0.00030455i,-0.00018937-0.00083627i,0.00044137-0.0011023i,0.00067581-0.0010089i,0.0012705-9.6934e-05i,0.0011184-0.00017542i,0.00084114-0.00079892i,0.00047373-9.2131e-05i,-0.00034508+0.00032896i,-0.00062861+4.5286e-05i,4.7738e-05+0.00071935i
-0.001835-0.0013896i,-0.0017144-0.00031604i,-0.0020913+0.00023967i,-0.0015332+0.00015578i,-0.00063886+0.00082313i,-0.00029532+0.0016581i,0.00020679+0.0012704i,0.00095296+5.7014e-05i,0.0010252+0.00019439i,0.0005797+0.00080328i,0.00032453+0.00072642i,0.00021553+0.00023082i,0.00014389-0.00011885i,0.00063249-0.00021277i,0.00030042-0.0002999i,-0.00059773-0.00038707i,-0.00083794-0.0001964i,-4.6548e-05+0.00052091i,0.0003757+0.00085942i,-0.00019784+0.0002268i,-0.00031662+0.00032417i,-0.00054743+0.00071286i,-0.00024962+0.00029678i
0.0012444+0.0005108i,0.0013317-0.00073309i,0.0014173-0.00058378i,0.0015668-0.00085558i,0.0015315-0.0017076i,0.0011881-0.0013006i,0.00069069-0.00013i,0.00067978+0.0004765i,0.00060869+0.00030327i,4.9523e-05-0.00073201i,-0.00026576-0.00065035i,-0.00022357+0.00036377i,-0.00044254-0.00047613i,1.5e-05-0.0011004i,0.00035374-0.00029425i,0.00016522+1.0351e-05i,8.8473e-05+0.00049003i,-5.6966e-06+0.00062321i,-0.00011423-0.00018796i,-0.00010906-0.00052763i,-3.7269e-05-0.00045237i,-0.00019601+3.8369e-05i,-0.00040047-3.7124e-05i
-0.0012227-0.0014271i,-0.00078421-0.0017457i,-0.00055897-0.001905i,0.00016421-0.0011395i,0.00091022-0.00035772i,0.00090347-0.00021425i,0.00058925+0.00049612i,0.00039984+0.0014173i,0.00029182+0.00082537i,-0.00040245+0.0001237i,-0.00057672+0.00060514i,-0.00035313+0.0013066i,1.1897e-05+0.00092873i,0.00028043-0.00036414i,-0.00034209-0.00069976i,-0.00045541-9.9941e-05i,0.000465+0.00022627i,0.00081282+0.00014993i,0.00046696+0.00011886i,-0.00013667-0.00018444i,-0.00013941-6.5438e-05i,-0.00010602+0.00017396i,0.0001462+0.00049525i
-0.0015838-0.0014148i,-0.0019385-0.0012934i,-0.0022799+0.00049869i,-0.00054352+0.0020711i,0.0014153+0.0011288i,0.0013489+0.00068468i,0.00098516+0.0004689i,0.00074046-0.0002572i,0.00018856-0.00058214i,-0.00012411-0.00033052i,0.00011688+0.00011166i,0.00090586+0.00052689i,0.0012147+0.00064379i,0.00098244-0.00036946i,0.00050468-0.0014465i,0.0004336-0.0011935i,0.00097236-0.00039853i,0.00020444-0.00047649i,-0.00062594-0.0011239i,-0.00038684-0.00059926i,-0.00048757+0.00020695i,-0.0003303+0.00027416i,-0.00033591+0.00035406i
-0.00082135-0.0019878i,-0.0012209-0.0025845i,-0.0020164-0.0033311i,-0.0029534-0.0020809i,-0.0028233-0.00028436i,-0.00079032+0.00048753i,0.00023583-2.5806e-05i,0.00024138-0.00093736i,0.00031024-0.00045357i,-0.0003583+0.00029898i,-7.3968e-05+0.00019312i,0.00068033-3.5531e-05i,0.00039514+7.0522e-05i,0.00014045+0.00030239i,-0.00030787+8.6512e-05i,-0.00059508-0.00090084i,0.00057833-0.00062677i,0.0012666+6.7913e-05i,0.00015509-0.00077232i,-0.00043386-0.00076314i,-0.00083479-0.00023314i,-0.00071344-0.00030896i,-0.00030043-0.00023206i
-0.002252+0.00059784i,-0.0013373+0.00062137i,-8.818e-05+0.0013702i,0.0012121+0.00070713i,0.0026318-0.00024521i,0.0018148-0.00084736i,8.2045e-05-0.0010244i,-0.00054649-0.0011954i,0.00018518-0.00040506i,0.00097175+0.00054168i,-0.00023896-3.9107e-05i,-0.0012335-0.00058198i,-0.00084486+4.484e-05i,-0.00041436+0.00099745i,-0.00015239+0.00084556i,-0.00051436-0.00047626i,-0.0004285-0.00089947i,-0.00034669-0.00022827i,-0.0005602+0.00038581i,-0.00034478+0.00029656i,-0.00014062+0.00012706i,-0.00046056+0.00026903i,-0.00028371+0.00035091i
0.00089853-4.0377e-05i,0.00010582+6.7002e-05i,0.00030413-0.00036024i,0.0014312+0.00012115i,0.0015513+0.00023508i,8.0866e-05-8.9323e-05i,-0.00083469-0.00029067i,-0.00051283-0.00032653i,0.00050957+0.00036745i,0.00090337+0.00055i,0.00018595+0.00041813i,8.0037e-05+0.00089288i,0.00018787+0.0007425i,1.6844e-05+0.00025279i,0.00057775+0.00043724i,0.00024327+0.00017969i,-0.00055522-0.00038368i,-0.00039851-0.00025192i,-4.6117e-05-0.0001969i,0.00020202-0.00017009i,-0.00014538+0.0002863i,-0.00074124+0.000373i,-0.00013628-0.00013676i
2.1096e-05-0.00054482i,-0.0011042-0.00078731i,-0.0011307-0.0011032i,-0.0009714-0.00052812i,-0.0001937-0.00037962i,-0.00021056-0.0003572i,-0.00054153-0.00034226i,0.00037205-0.00085383i,0.00054708-0.0012953i,-0.00021378-0.0011494i,-0.00013283-0.00013356i,0.00083883+0.0007102i,0.0010602+0.00070622i,0.00017236+0.00070466i,-0.00011845-5.2557e-05i,-0.00010725-0.00075234i,-0.00015446-0.00086061i,-0.00047725-0.00018186i,-0.00041837+0.00038007i,-0.00017283-7.7687e-05i,-6.4168e-05-0.00064548i,0.00027013-0.00020955i,0.00046957-0.0002766i
-0.0014277-0.003665i,-0.0023015-0.0048004i,-0.0016402-0.0045369i,-0.00024623-0.0024584i,-0.0007534-0.00034333i,-0.00071233+0.0008401i,0.00092655+0.00074478i,0.0011317-0.00025934i,0.00032621-0.0005982i,-0.00028267-0.00027705i,-0.00056428-0.00051359i,-0.00024793-0.00046832i,0.00018052-3.0663e-05i,-0.00010013-0.00025525i,-0.0001697-0.00078407i,-0.00020988-0.00053315i,-0.00056287+8.2759e-05i,-0.00077037+0.00017444i,-0.00076578+1.5733e-05i,-0.0005657-0.00038119i,-3.3806e-05-0.00026173i,0.00020363+0.00021759i,5.3263e-06+0.0002906i
5.3913e-05+0.001159i,0.0012195+0.00086404i,0.0010951+0.0014744i,0.0008477+0.0016081i,0.0012899+0.00062361i,0.0012684-0.00095522i,0.0013388-0.00081828i,0.00071796-0.00035719i,-0.00030195-0.00062894i,-0.00053308-0.00065935i,-0.00011235-0.00081287i,5.3802e-05-0.00072311i,-0.00075453-7.2078e-05i,-0.00026643-0.00065518i,0.00059722-0.00088297i,0.00017769-0.00022954i,4.1016e-05+0.00010855i,0.00036681+2.434e-05i,0.00054737-3.662e-05i,0.00070575+0.00061862i,0.0010505+0.00093306i,0.00088741+0.0007466i,-0.0002552+0.00061518i
-0.00017467-0.0019241i,-0.0015961-0.0021551i,-0.00082691-0.0010555i,0.00021459-0.00053252i,0.00060046-0.0012378i,0.00047952-0.0016024i,-0.00022115-0.00096927i,-0.00057874+0.00010473i,-8.8377e-05+0.00078882i,0.00019986+0.00066211i,-0.00023246-2.9671e-05i,-0.00017555-5.4498e-05i,-0.00025984+0.00036484i,-0.00023688+0.00029539i,0.00052544-7.3084e-06i,0.00053356+3.0286e-05i,-0.00023191+0.00032059i,-0.00052253+0.00018305i,8.1283e-05-0.00059351i,-2.8235e-05-0.00021305i,-0.00016382+0.00080225i,-0.00048258+0.00059488i,-0.00027386+0.00013904i
0.0029783-0.0030624i,0.0023087-0.003141i,0.00072676-0.0032356i,0.00013299-0.0026691i,-0.00057517-0.0010503i,-0.0016621-0.000168i,-0.0013413-0.00050373i,-0.0004171-0.00027594i,-4.9808e-05-0.00057151i,0.00036931-0.0013641i,-0.00010033-0.0012232i,-0.0010008-0.00046017i,-0.00077592-0.00030785i,-0.00051716-0.00073421i,-0.00054944-0.0011275i,-0.00062335-0.00098205i,-0.00065327-0.00062719i,-0.00014453-0.00042318i,0.00036904-0.00012736i,0.00026766-5.587e-06i,-0.00056453+0.00010358i,-0.0012891-3.3907e-05i,-0.00082428-0.00036055i
-0.00065353-0.0007141i,-0.00016589-0.00091281i,-0.0014537-0.001122i,-0.0010609-0.0010337i,0.0012106-0.00032095i,0.0013401+0.00031392i,0.00055462+0.00066032i,0.00014625+0.00057432i,0.00026105+0.0004969i,0.00018788+1.9909e-05i,-0.00021878-0.00068756i,-0.0002087-0.0005291i,5.6342e-05-0.00058842i,0.00057044-0.00010195i,0.00046655+0.00079744i,-0.00039715+0.00058533i,-0.00078505+0.00018491i,-0.00023581-0.00016142i,0.0011965-0.00039749i,0.0014139-0.00021768i,0.00010951-0.00024248i,-1.8057e-05+6.5895e-05i,3.5763e-05+0.00026213i
-0.0012818-0.0010737i,-0.0021899-0.0015704i,-0.0015846-0.00104i,0.00041654-0.00048829i,0.0013448+7.7073e-05i,0.0012094-0.0002503i,0.00078926-0.00066269i,0.00059713-0.00048399i,-0.00027728+3.0565e-05i,-0.00028694+0.00057378i,1.4992e-05+0.00030894i,0.00032244+0.00053883i,0.00057026+0.0011882i,-0.00031234+0.00087404i,-0.00056559+0.00033317i,-0.00010447+0.00034228i,-0.00044529+5.2971e-05i,-5.6093e-05-0.00041017i,0.00053503-0.00036872i,-0.00015383-0.00029832i,-0.00048226-0.00041868i,-0.00013421-0.00036669i,0.00017563-0.0007974i
0.0019566-0.001502i,0.002121-0.0027796i,0.0014384-0.0032623i,0.0014765-0.0021671i,0.0020793-0.0014844i,0.001272-0.0015424i,0.00043642-0.0014344i,-0.00020034-0.00034374i,-0.00053045+0.00017464i,-6.5893e-05-0.00022459i,-7.0021e-05-0.00023646i,-0.00035494-0.00011838i,-0.00039225-0.00058711i,0.00016312-0.00071463i,-0.00023232-0.00016458i,1.4635e-05+6.4637e-05i,0.00084836-0.00020817i,0.00025152-0.00031546i,-0.00074247-0.00049342i,-0.0002085+0.0001276i,0.00041283+0.00037272i,-7.7346e-05-0.00014861i,-0.00022008-0.00010783i
0.00011632+0.00060607i,-0.00074489+0.00014457i,-0.00021298-0.0006415i,0.0006035-0.0010154i,0.00039897-0.00032577i,-0.00021601+0.00066227i,-0.0002749+0.0004658i,-0.00031153+0.00069477i,0.00023857+0.00058356i,0.00061814+0.00058027i,-0.00044121+0.00027686i,-0.0006063+7.8046e-05i,0.00031996+0.00072032i,0.00043623+0.00054764i,-3.3271e-05-0.00032601i,-0.00040738-0.001049i,-0.00025496-0.0013762i,-8.9993e-05-0.0011958i,-0.00018747-0.0010637i,5.998e-05-0.00058149i,0.00053539-0.00014094i,0.00056504+1.3266e-05i,0.00039266+0.0007418i
-0.00062685-0.00050066i,-0.00026943-0.00083143i,-0.00017585-0.00099184i,0.00040802-0.00045713i,0.0015075-0.00057468i,0.0016147-0.0011816i,0.00019719-0.0005255i,-0.00082039+0.00040149i,-0.001047+0.00084298i,-0.00026981-0.00030488i,0.00028751-0.00085176i,-0.00030471-0.00019723i,-0.00077873-0.00019931i,-0.0004444-6.452e-05i,0.00014407-0.00050063i,9.0168e-05-0.0010408i,3.1298e-05-9.9973e-05i,0.00012097+0.00019986i,0.00034435-0.00013944i,0.00020308-0.00035519i,-0.00066203-0.00012934i,-0.00076248+0.00013854i,-0.00050623+0.00010046i
0.0018544-0.0016149i,0.001508-0.0019431i,0.00093705-0.0018877i,0.0010229-0.0014856i,0.0011885-0.00062486i,0.00044687-0.00048611i,3.2839e-05-0.00068664i,0.00045673-0.000589i,0.00075082-0.00052888i,0.00064054-0.00030922i,8.3493e-05-0.00023699i,-0.00029162-0.00086812i,4.6992e-06-0.00048235i,-0.00039791-0.00081165i,3.2446e-05-0.0016846i,0.00048495-0.00077266i,0.00036239+0.00026956i,0.00080706+0.00029338i,0.0012578-0.00017836i,0.00088464-0.00024914i,-0.00020027-0.00030229i,-0.00054542-0.0002249i,-0.00049637-0.00042245i
-0.0032898+0.00082969i,-0.0023822+0.00056553i,-0.0013374+0.0015059i,-0.00095688+0.0017114i,0.00014767+0.00069487i,0.0007884-1.9996e-06i,0.00082477+0.00012963i,0.00044014-0.00036378i,0.00046831-0.00078794i,0.00069925-0.00054991i,4.7167e-05-0.00030878i,-0.00064505-0.00030088i,-0.0011902+6.9386e-05i,-0.00055881+0.00030361i,0.00059604-7.6137e-05i,0.00021109-0.00068761i,-0.00033453-0.00063633i,-0.000564-0.00050071i,-0.00039094-0.00098431i,0.00017029-0.00049981i,0.00020264+0.00035286i,0.00064215+0.0001142i,0.00093729+0.00020065i
-0.00015866+0.00019231i,-0.00047636-0.001662i,-0.0010307-0.0017996i,-0.00010844-0.00040343i,0.00053883+0.0006889i,0.0003764+0.00095026i,0.00016882+0.00017003i,0.00037736-0.00061124i,0.00019227-8.5269e-05i,-0.0009546+0.00078233i,-0.0014035+0.00059079i,-0.00050355+5.4283e-05i,9.1626e-05+0.00011542i,-0.00050127-0.00034878i,-0.0006476-0.0004472i,-0.000159-0.00014711i,-0.00025523-5.9913e-05i,-0.0010933+0.00013385i,-0.0015751+0.00015665i,-0.001146-0.00017028i,6.5603e-05-0.0002412i,0.00071284-0.00024456i,-3.7148e-05+0.00013886i
0.00099725+0.0023111i,0.00045169+0.00054545i,-0.00029975-0.0002261i,0.00089951+0.00031033i,0.0023036-0.00054527i,0.0022686-0.0014208i,0.0012994-0.0011335i,0.00024064-0.00079189i,0.00022217-0.00070367i,0.0010806-0.00045375i,0.00061559-0.00020941i,-0.00045891+8.635e-05i,-0.00021948+0.00072962i,0.00045913+0.00082644i,0.00078596+9.5581e-05i,0.00090542-0.00047201i,0.00017054-0.00031955i,-0.00026045+0.00032658i,0.00015137+0.00046573i,0.00036396+6.9368e-05i,-0.00040134+0.00030927i,-0.0012904+0.00029849i,-0.0010096+0.00078573i
0.0012439+0.00027534i,-0.00021065-0.00017404i,-0.00049928-0.0012316i,-0.00042134-0.00023854i,-0.00045445-0.00047702i,-0.00022412-0.00075032i,-0.0004935-0.00030359i,0.00040394-0.00018593i,0.0013866-0.00013773i,0.00053862-0.00037148i,0.00018951-0.00038356i,0.0010584+2.7955e-05i,0.0010311+0.00032135i,0.00012616+0.00017259i,0.0001034-0.00048331i,0.00013822-0.00057445i,-0.0003436+3.3457e-05i,-9.9935e-05-0.00024022i,0.0006473-0.00028519i,0.00076474-0.00027157i,0.00073768-0.00036498i,0.00068828+0.0004052i,0.00033487+0.00061532i
-0.00040449+0.0013419i,-0.00017986-0.00011749i,-0.00032802-0.0001123i,8.127e-05-0.00027126i,0.00092228-0.0012778i,0.00038159-0.0018192i,-0.00077492-0.001309i,-0.0011084-0.0011567i,-0.00043872-0.00057131i,0.00010592+0.00062433i,0.00015506+0.00083599i,-0.00039102+0.00080731i,-0.00087255+0.00040444i,3.7284e-05-0.00025876i,0.00047134+1.0679e-05i,4.2489e-05-8.0808e-05i,-4.5926e-05-0.00090833i,-0.00071434-0.00042475i,-0.00068883+0.00079899i,0.00074603+0.00081832i,0.0011909+1.2332e-06i,0.00019407+0.0001158i,-0.00030218+0.00017895i
-0.0019645+2.5561e-05i,-0.00035904-0.000265i,-0.00070047+0.00065156i,-0.00053091+0.00077562i,0.00084409-0.00027182i,0.0014497-0.00072115i,0.0005776-0.00060108i,8.7879e-05-0.00067785i,6.359e-05-0.0007722i,0.00033568-0.00029153i,0.0010955-0.00029757i,0.0013063-0.00031409i,0.00095799-0.00041158i,0.00072698-0.0010061i,0.00065622-0.0008309i,0.00046692-0.00048956i,0.00027683-0.00059714i,0.00070603-0.0010744i,0.00075578-0.00037027i,7.4017e-05+0.00041575i,6.645e-05+0.00073236i,0.000101+0.00087698i,-0.00033679+0.00064953i
