-0.0025938+0.0014952i,-0.0018796+5.3705e-06i,-0.0032678-0.00020808i,-0.0029176-5.8162e-05i,-0.0013569+0.00015054i,-0.00069697-3.9131e-05i,-0.00064091+0.00033233i,-0.0004778+0.0015722i,0.00028862+0.0020448i,0.0010526+0.001256i,0.001181+0.00063129i,0.0012961+0.00065842i,0.00055759+0.00019469i,0.00018352-0.00012268i,0.00045941+0.00019247i,0.00081+0.00041421i,0.0007314-0.00020408i,0.00025546-0.0010277i,0.00086462-0.00055409i,0.0018113+0.00032728i,0.0016039+0.00045251i,0.00019938+0.00015574i,0.00021167-0.00024381i
-0.0013013-0.0012128i,-0.00126-0.0012663i,-0.0017339-0.00082392i,-0.0009448-0.00072874i,-0.00010002-0.00058266i,0.0011982-0.00088998i,0.0009438-0.001526i,-0.00043316-0.00092248i,-0.00040813+0.00060063i,0.00021408+0.0011386i,0.00079009+0.0017498i,0.00087043+0.0025517i,0.00066853+0.0019857i,0.00052468+0.00085156i,0.00046434+0.00035878i,0.00035177+2.1634e-05i,0.00089002-0.00054485i,0.00097684-0.00063125i,0.00018953-0.00058676i,0.00021402-0.00053573i,0.00025181-0.00041408i,-0.00020022-6.6276e-05i,-0.00047811+0.00010466i
-0.00090573-5.528e-05i,-0.0011794+0.000298i,-0.0010262+0.001361i,-0.00015344+0.0017387i,7.6825e-05+0.00062144i,-0.00066118-0.00089413i,-0.0011289-0.0013494i,-0.00065873-0.00094007i,9.3882e-05+0.00043042i,0.00022383+0.0014056i,-4.1062e-05+0.0015551i,0.00067666+0.0011617i,0.00064348+0.0010562i,0.00016437+0.00087838i,0.00024475+0.00083044i,0.00020477+0.0004594i,0.00067409+0.00025184i,0.0012123+0.00054135i,0.00089262+0.00088294i,0.00099041+0.00091046i,0.0010007+0.00042581i,0.00035928-6.2763e-05i,-0.00018173-0.00072238i
0.0004385-8.655e-05i,0.00082452+5.4266e-05i,-1.4939e-05-0.0010633i,-0.00080782-0.0022096i,-0.00031976-0.0025208i,4.3821e-05-0.0011707i,-0.00054561+0.00040853i,-0.00036695+0.00043193i,0.00012892+0.00063266i,-3.7782e-05+0.0014404i,0.00012801+0.0017643i,0.0004615+0.0016746i,0.00064402+0.0014257i,1.7956e-05+0.0013317i,-0.00044236+0.00051637i,-0.00029323+0.00019179i,8.1055e-05+9.666e-05i,2.7084e-05-0.00023884i,5.1383e-05+0.00047499i,0.00042082+0.00076883i,7.7215e-05+0.00028747i,-0.00037205+0.00027219i,-0.0011821+0.00011465i
0.0022379+0.00011678i,0.0014861-0.00030532i,0.0020409-0.0014661i,0.0015185-0.0013633i,-0.00022019-0.00088006i,-0.00021778-0.00092204i,-3.8617e-05-0.00070321i,-0.00033859+0.00035682i,-0.00041106+0.00080675i,0.00021593+0.00026351i,0.00092876+0.00020977i,0.00081283+0.0010906i,4.5094e-05+0.0007196i,0.00022842+0.00033632i,0.00084369+0.00062518i,0.00024838+0.00071932i,0.00029645+0.001116i,0.0009798+0.00056651i,0.0010294-0.00073299i,0.00089019-0.00089791i,0.00041822-0.00028593i,-0.00031875-0.00021576i,-0.00060751-0.00035306i
-0.00027056+0.00081924i,-0.0004439+0.00096411i,-0.0004905+0.0010483i,-6.8531e-05+0.00094714i,0.00060947-5.5657e-05i,0.00061769-0.001284i,6.2073e-05-0.001309i,0.0004142-0.0011312i,0.00062379-0.00039502i,0.00067868+0.00071742i,0.00096332+0.00070833i,0.0012121+0.00038662i,0.00085237+0.00026579i,0.00037419+0.00051766i,-7.4991e-05+0.00034255i,-0.00013272-0.00054099i,3.79e-06-0.00054835i,-0.00010735+0.00010084i,-0.00023346+0.00040825i,-0.00020049+0.0001361i,0.00042977-0.00011285i,-0.00026193-0.00087736i,-0.0013963-0.0014184i
0.0014415+0.00073952i,0.0018754+0.0011215i,0.0019383+0.00053187i,0.0013481-0.00035811i,0.00024451-0.0014296i,-0.0010427-0.0016663i,-0.00060084-0.0011191i,-9.9702e-05-0.00064615i,-2.0052e-05+9.1725e-05i,0.00095274+0.00027408i,0.0014272+0.00049304i,0.0013229+0.0010472i,0.001394+0.0009283i,0.00030531+0.00058307i,-0.00035632+0.00066405i,-0.00039593+0.00015914i,-0.0010384-0.0011221i,-0.00057084-0.001676i,0.00012659-0.0013367i,-0.00021086-0.00065892i,-0.00010542-0.00020982i,0.00066936+0.00019258i,0.00055505-8.8994e-05i
0.00016938+0.00023344i,0.00023454+0.00028101i,0.0010102-7.5675e-06i,0.0008772-0.00063464i,6.149e-05-0.00026491i,-7.3478e-05-0.00033146i,0.00014616-0.00084106i,-5.8707e-05-0.00036867i,0.00048245+0.00038491i,0.0011501+0.00027188i,0.00085105+0.00015723i,0.00053835+0.00091106i,0.00052498+0.00063926i,0.0010048+0.00033912i,0.00056793-0.0001113i,-0.00037254-0.0012649i,0.00035368-0.0010702i,0.001202-0.00018468i,0.0013203-0.00028987i,0.0010466-0.0010191i,-0.00026721-0.0010097i,-0.0009807-0.00035373i,-0.00020723+8.9982e-05i
-0.0025861-0.00016266i,-0.0026797-8.169e-05i,-0.0036505-0.00061798i,-0.0026693+0.00030595i,-0.0011794+0.0012155i,0.0005832+3.5096e-05i,0.0015523-0.00094742i,0.00062492-0.00023785i,9.705e-05+0.0010114i,6.05e-05+0.0012386i,-0.00032924+0.0013865i,-0.00017157+0.0017425i,0.00032498+0.0012145i,0.00058384+0.0014132i,0.0011899+0.0015775i,0.0018642+0.00055795i,0.0018838-0.00033957i,0.0012165-0.00082406i,0.00070965-0.00098365i,0.00074917-0.0011278i,0.00038342-0.0010001i,-7.3174e-05-0.00051683i,0.00086438+0.00018614i
-0.0024214-0.0020528i,-0.0021164-0.0028052i,-0.0012482-0.0026034i,-0.00046295-0.0011215i,-3.8161e-05-8.909e-05i,0.00057723-0.0006008i,0.00031768-0.00092703i,-0.00039068-6.3058e-05i,-4.8501e-07+0.00082745i,0.0010655+0.0019223i,0.0016486+0.0022868i,0.0013624+0.0016688i,0.0010042+0.0008294i,0.0012392+2.4631e-05i,0.0011171+0.0001813i,0.00091564+0.00058835i,0.00077698-5.6195e-05i,0.00042145-0.00074869i,-2.2738e-05-0.00032387i,-7.9023e-06+8.8879e-05i,0.00023024-2.8004e-05i,0.00010148-0.00047548i,-3.9792e-05-0.00071142i
-0.0025286-0.00012703i,-0.0037619+4.3091e-05i,-0.003632+0.00059002i,-0.002228+0.00075753i,-4.4713e-05+0.00071877i,0.00087113+0.0001791i,-1.9847e-05-0.0018907i,-0.00035296-0.0022576i,-0.00019041-0.00046547i,-0.00027154+0.00076145i,0.00016993+0.00076349i,0.0013021+0.0014736i,0.0014501+0.0020703i,0.0011685+0.0014205i,0.00046531+0.00064667i,0.00020444-0.00015791i,0.00074267-0.00081668i,0.0010234-0.001143i,0.00076449-0.00079546i,0.00061495-6.1693e-05i,0.00086196+2.2521e-05i,0.00066418-0.00023709i,-0.00043319-0.00064969i
-0.0023711-0.0009396i,-0.0023602-0.00096887i,-0.0032836-0.00098396i,-0.0031371-0.00054418i,-0.0013528-0.00025251i,0.00016914-0.0004817i,1.0228e-05-0.00082172i,-0.00033741-0.00031034i,-0.00038493+0.00028125i,-0.00023616+0.00072653i,0.0002539+0.0015225i,0.0007657+0.0013174i,0.0016717+0.00070032i,0.0013744+0.00077475i,-6.8765e-06+0.00058744i,-1.8544e-05-7.5598e-05i,0.00038022-0.00016875i,0.00037889+0.00035603i,0.00040478+0.00020154i,-0.00047416-2.4712e-05i,-0.001095-0.00053597i,-0.00080634-0.0012i,-0.00021597-0.00090545i
-0.00071787-0.00075966i,-0.0011592-0.00050798i,-0.0013182+0.00013085i,-0.0005079-0.00024137i,0.00043445-0.00098658i,0.00036254-0.00049811i,0.00020855-0.00053424i,3.9867e-05-0.00032955i,-0.00022958-0.00019476i,-0.00014256-0.00017615i,0.0005802+0.00061682i,0.00071605+0.0012942i,0.00077815+0.0017315i,0.0017627+0.001148i,0.0012537+0.00064301i,0.00024292+0.00029695i,0.00084767-1.8782e-05i,0.0013778+0.00019689i,0.0011702+3.7958e-06i,0.00062897+9.5477e-05i,-0.00014937-0.00014319i,-0.00043934-0.00048247i,-3.0739e-05-2.1602e-05i
-0.00061901-0.00030293i,-0.00033303-0.0002029i,-0.00068562-0.00093742i,-0.00034871-0.00057208i,0.0002859-0.00046451i,-0.00022583-0.00089067i,-0.0011014-0.00059138i,-0.00083732-8.6577e-05i,-0.00039433+0.00030054i,-0.00024193+3.2272e-05i,0.0003221-6.4908e-05i,0.00082217+0.0004019i,0.00062122+0.00048434i,0.00068917+0.0010509i,0.00095726+0.0010844i,0.00062731+0.00035946i,0.00034235+9.5195e-05i,0.00052445+0.0003367i,0.0007579+8.2997e-05i,0.0010744-0.00027883i,0.00046979-7.3729e-05i,-0.00053644-0.0005029i,-0.00011849-0.00016333i
0.0017143+0.00067742i,0.00068153+0.00043727i,0.00030185-0.00051035i,-0.00015854-0.00099434i,-0.00031189-0.0012004i,0.00010975-0.0012634i,5.2974e-05-0.0012362i,0.00051568-0.00080151i,0.00071094-8.5391e-07i,0.00039082+0.00070625i,0.00087235+0.00092651i,0.0017073+0.0014918i,0.0012661+0.0018081i,0.00062899+0.0011538i,0.00045168+0.00011321i,0.00086619-0.00027688i,0.00087521+8.8396e-05i,0.00090848-0.0003731i,0.00099172-0.00039619i,0.0006242+1.3113e-05i,0.0003107+0.00030124i,0.00017062+0.00041939i,-0.00017465-0.00023394i
-0.00068304-0.00099668i,-0.00063618-8.4019e-05i,-0.0019169+0.00072587i,-0.0013042+0.00086907i,0.00062604+0.00042088i,0.00084541-0.00084547i,-0.00027463-0.0011444i,-0.0013148-0.00037038i,-0.00087154+0.00052445i,0.00039908+0.0017882i,0.0010127+0.0014577i,0.0010714+0.00031291i,0.0015069+0.0010023i,0.001463+0.0016436i,0.0012989+0.001137i,0.0010535+0.00079841i,0.00093628+0.00016594i,0.0010468+0.00013146i,0.00059493-0.00010928i,0.00025128-0.0010176i,-2.054e-05-0.0011048i,-0.00087454-0.00054922i,-0.0016416-0.00042894i
0.0016294-0.00096098i,0.0018857-0.00060262i,0.00079433+0.00012263i,0.00086688-3.5316e-05i,0.0016333-0.00028942i,0.0013836-0.00038889i,0.0009059-0.0010986i,0.0012713-0.0010673i,0.00083425-0.00036329i,0.00025074-4.7654e-05i,0.00062454+2.9879e-05i,0.00069761+0.0001025i,0.00086144+0.00041731i,0.00095199+0.00027358i,0.00064749-8.737e-06i,0.00058585-0.00016909i,0.00072381-0.00070183i,0.00063252-0.0012091i,0.00045702-0.0013601i,0.00062055-0.0014031i,0.00058734-0.00065412i,4.5382e-05-0.00054584i,-0.00031373-0.00066912i
-0.000338+0.00098986i,0.00083912+0.0019319i,0.0013522+0.001506i,0.00095656+0.00053459i,0.00074223-0.00035714i,0.00057916-0.0011316i,0.0003097-0.0013374i,-0.0002399-0.00056052i,-0.00035773+0.00012164i,-3.9883e-05+0.00087822i,0.00032594+0.0012907i,0.00060556+0.00081603i,0.00075415+0.00096708i,0.00041387+0.0019071i,-2.2892e-05+0.0013589i,0.00032903+1.5364e-05i,0.00043678-0.00023297i,0.00045595+7.0808e-06i,0.00080628+0.0001853i,0.00071292-0.00052179i,0.00033118-0.00063738i,-0.00023351-0.00055037i,-0.00066199-0.0010211i
-0.00057579+0.00047199i,0.00012007+0.00029226i,0.00030892+0.00087193i,0.00077676-7.9249e-05i,0.0014104-0.0010615i,0.00055058-0.0017351i,-0.00031803-0.0019237i,0.00037512-0.00080161i,0.00082302+0.00088709i,0.00042863+0.0019304i,0.0002408+0.0015154i,0.00068023+0.0010445i,0.00016918+0.00059216i,-7.6092e-05+0.00012245i,0.00047722+0.00042059i,4.5442e-05+0.00051833i,-0.00023713+0.00040484i,0.0001936+0.00025536i,0.0006867+0.00024433i,0.00018225-0.00062423i,-0.00011365-0.00046636i,-0.00012817+0.00049251i,0.00016973+0.00013298i
0.0018287+0.0020884i,0.0018637+0.0023637i,0.0024854+0.00143i,0.0026087+0.00038023i,0.0018527-0.00034196i,0.00097508-0.00039133i,0.00046904-0.00050549i,0.00025095-0.00055021i,-0.00016409+0.00024817i,0.00027837+0.00077795i,0.0010697+0.00067974i,0.0012058+0.00049935i,0.00033961+0.00024564i,0.00059189-0.00037619i,0.0016259-0.00099226i,0.0013398-0.0010876i,0.0014991-0.0006824i,0.0017457-0.0002817i,0.0012219-1.122e-05i,0.0012318-0.00022665i,0.0016463-0.00053265i,0.00081499-0.00069168i,-0.00044752-0.00075836i
-0.00049123+0.0010195i,-0.0008509+0.00068545i,-0.00049104+0.001553i,0.00076333+0.0014189i,0.00051889-0.00038565i,0.00056612-0.0021357i,0.0007373-0.0019232i,0.00031964-0.00067327i,-0.00014416+0.00014951i,-0.00038998+0.0010357i,-8.2974e-06+0.0014804i,0.00016835+0.0014873i,-7.5841e-05+0.00095361i,0.00015247+0.0005141i,0.00023181+0.00012933i,0.00029237-0.00036625i,0.00044669+1.8675e-05i,4.5828e-05+0.00036508i,8.248e-05-0.00013898i,0.00045244-0.00073187i,0.00029802-0.0012559i,-0.00049961-0.0007216i,-0.0015578+0.00028807i
0.00025007+2.1242e-05i,0.0012498+3.0807e-05i,-0.00062295-0.0011378i,-0.0013823-0.0014088i,-0.00094763-0.0012713i,-0.0010175-0.00093263i,-0.001241-0.00077429i,-0.00065624-0.00096334i,-0.000357-0.00034278i,-0.0001241+0.00091684i,0.00043272+0.0016494i,0.00040335+0.0016535i,-0.00027667+0.00098069i,-0.00014674+0.00036674i,0.0003807+0.00025597i,-0.00063184+0.00037191i,-0.00052139+0.00013348i,0.00071311+0.00024344i,0.00069444+0.00017516i,0.00015137-0.00042516i,-3.5389e-05+0.0002113i,-0.0002501+0.00062374i,-0.00044168+0.0003619i
0.0035344+0.0023388i,0.0057846+0.0016942i,0.0022987+0.0023238i,0.00013023+0.0015761i,-0.00061721-0.0007434i,-0.0012234-0.0016426i,-0.0011716-0.00094804i,-0.00074558+5.5779e-05i,-0.00083995+0.00068922i,-0.00075172+0.00090769i,-0.00034519+0.00054228i,0.00027699-1.0938e-05i,0.0011178-0.00011168i,0.00078419-0.0003779i,0.00060951-0.0007259i,0.00062076-0.00084485i,5.0645e-05-0.0006698i,-7.6794e-05-0.00026335i,5.0661e-05+1.4798e-06i,0.0002036-0.00025132i,0.00020447-0.00046915i,-0.00028706-0.0011337i,-0.00088514-0.0015234i
-0.0018057-0.00036343i,-0.0014848+0.0002045i,-0.00010449-0.00054488i,-4.897e-05-0.00022922i,0.00019057+0.00045042i,0.000299-0.00061906i,-0.00053859-0.0016915i,-0.00061878-0.0003581i,0.00025003+0.0013354i,0.00065555+0.0014752i,0.0006764+0.0011341i,0.00099944+0.0011052i,0.00079756+0.0012363i,0.0011821+0.0011829i,0.0013479+0.00044238i,0.00074939-0.00044962i,0.00047159-0.00081194i,0.00070989-0.00049602i,0.00052765-0.00012392i,-0.00041496-1.6162e-05i,-0.001022+0.0006781i,-0.00073705+0.00076228i,-0.0006891+0.000208i
0.00082245-0.00053131i,0.00046691-0.00023481i,0.00060052-0.00038513i,0.00098587-0.0008683i,-7.6459e-05-0.00083266i,-0.0018831-0.0003931i,-0.0010389-0.00069399i,-0.00025782-0.00037173i,-0.00080475+0.00082071i,-0.00066377+0.001257i,0.00079236+0.00089234i,0.0012305+0.00068074i,0.00031359+0.00049865i,0.00019244+0.00023956i,0.00041003+0.00016024i,0.0010712-0.00036247i,0.0012273-0.0010249i,0.00051453-0.0010293i,6.5114e-05-0.0005757i,8.2893e-05+2.8534e-05i,-2.9272e-05+0.00059595i,-0.00016148+0.00035119i,1.5386e-05-0.00050471i
-0.00021561+0.001086i,-0.00074839+0.00078638i,-0.00039891-0.00097293i,0.00050756-0.00097496i,0.00095127-0.00052759i,0.00098595-0.0014425i,-4.46e-05-0.00096647i,4.2039e-05+9.0121e-05i,0.00070198+0.00027454i,0.00012034+0.00022609i,0.00096254+0.00056809i,0.00156+0.00036414i,0.0008613-0.00041165i,0.00080391-3.3194e-05i,0.00049667+0.00019829i,0.00011819-0.00029174i,0.0003815-0.00026473i,0.00081686-0.00022422i,0.00086562-0.00022555i,0.00027628+4.0704e-05i,0.00017376-0.00027225i,0.00020893-0.00040103i,0.00016955-6.422e-05i
0.0010049-0.002003i,8.7404e-06-0.0034712i,0.00076712-0.003385i,0.0020722-0.002216i,0.0020312-0.0009713i,0.0013205-0.00049658i,0.00049749-0.00096132i,-0.00041729-0.00088328i,-0.00030492-0.0002241i,0.00043077+0.00058488i,0.00076625+0.0012458i,0.00075091+0.0017938i,0.00037983+0.0013609i,-0.00039336+0.00044326i,-0.00021421+0.00010912i,9.986e-05+0.000303i,0.0002271+0.00065042i,0.00082382+0.00065135i,0.00095698+0.00066087i,0.00021815+0.0008172i,-0.00051443+0.0004894i,-0.00094563+0.00025423i,-0.00079845+0.00021987i
-0.00075417-0.0003157i,-0.0013994+0.00031059i,-0.0024578+0.00058316i,-0.0023619+0.00025363i,-0.00099159-0.00015446i,0.00014044-0.00060808i,0.00045504-0.0010522i,0.00067889-0.00042102i,0.00034386+0.00088254i,0.0002951+0.00075706i,0.0010428+0.00051221i,0.0014329+0.00065969i,0.0012832+0.00047133i,0.00078695+0.00035949i,0.00019559+0.00013962i,0.00049315+0.00058637i,0.0010434+0.00086095i,0.0016854+0.00057188i,0.001296+0.00012754i,3.1847e-05-0.00065696i,0.00037315-0.0010735i,0.00098027-0.00064297i,0.00046634-0.00026506i
-0.00097977-0.0012781i,-0.0015648+8.2117e-05i,-0.0006561+0.00010768i,-0.00056728-0.00011959i,-0.00041549-0.00050772i,0.00071288-0.00077719i,0.0011107-0.00042136i,0.00069565+0.00053973i,-0.00020029+0.0011092i,0.00017018+0.0012275i,0.0001844+0.001377i,-0.00032161+0.0013409i,0.00037678+0.00093596i,0.00032679+0.0008813i,0.00031932+0.0001126i,9.3446e-05-0.00011i,-0.00041181-0.0002661i,-0.0003552-0.00077052i,-0.00011568-0.00089107i,-0.00014807-0.0012401i,-0.00011849-0.00087609i,-6.0943e-05+0.000141i,4.1294e-05+0.0012641i
-0.0022539-0.00024502i,-0.0011326+0.00019938i,-0.00021317+0.0011622i,0.00040469+0.00085208i,0.0011852+0.00010403i,0.001167+0.00026709i,0.0002748+0.00010939i,-0.00014113+4.4155e-05i,-8.785e-06+0.0012889i,0.0003653+0.0020428i,0.00023925+0.0018958i,-2.6979e-05+0.0012699i,0.00038285+0.00074954i,0.00030763+0.00055945i,0.0003302+0.0007953i,0.00057874+0.0010132i,0.00053703+0.00075141i,0.00045173+0.00011311i,0.00023525-0.00054781i,0.00091764-0.00092465i,0.0013984-0.00067507i,0.00065867-0.00027065i,7.5437e-05-0.00012471i
-0.0013845-0.00072026i,-0.0018068-0.00032834i,-0.0017368+0.00038725i,-0.0010461-0.00048474i,0.0005133-0.0013457i,0.001356-0.0012064i,0.00078004-0.00094299i,-0.00014915-0.00069348i,2.89e-05+3.2709e-05i,0.00076933+0.00046231i,0.0013644+0.00050442i,0.00090762+0.0010725i,0.00022865+0.00051777i,0.0008861+6.2572e-05i,0.001968+0.00019155i,0.0013723+0.00013466i,0.00022118+0.00042314i,0.0002195+0.0003957i,0.00098258-0.00060525i,0.001096-0.0012038i,0.0010142-0.00087494i,0.0010142-0.00012106i,-0.00042992-9.4112e-05i
0.00063691+0.00018152i,0.00043884-0.00033483i,0.0018644-0.00011563i,0.0020446+0.0004345i,0.0012141-0.00071497i,0.00018716-0.0023192i,-0.00011857-0.0026813i,-1.9801e-05-0.002045i,-9.5574e-05-0.00010079i,-2.8033e-05+0.0013314i,0.00080353+0.0015234i,0.0020086+0.0010514i,0.0016411+0.0010741i,0.00044685+0.001203i,6.8762e-06+0.0011977i,0.00059658+0.00097537i,0.00099384+0.00085138i,0.0012091+0.00042908i,0.0011836-0.00045739i,0.00099635-0.00039225i,0.0012852-0.00013948i,0.00074602-0.00059885i,-8.9304e-05-8.9486e-05i
-0.00067808-0.00070224i,0.00030288-0.0011386i,0.00039783-0.0012997i,-0.0002955-0.00080424i,-0.0006117+0.00017544i,-7.8741e-05+0.0011023i,-0.00032343+0.00027553i,-0.00078147-0.00084455i,-0.00010772+8.9216e-05i,0.00021561+0.001219i,-0.00025673+0.001116i,0.00021441+0.00061345i,0.0010765+0.00065556i,0.00089895+0.0010869i,0.00067149+0.00076402i,0.00097889+0.00041386i,0.0010154+0.00027669i,0.00091372-0.00028046i,0.0010971-9.6024e-05i,0.00071505-9.3453e-06i,0.00014412-0.00060075i,-0.00031876-0.00052867i,-0.00011545+0.00014185i
0.00069913-0.0017033i,0.00078239-0.00083979i,0.00039205-0.00089652i,0.00066802-0.0016037i,0.00090176-0.0017213i,0.00044199-0.0017167i,-0.00059528-0.0013521i,-0.0008747-0.00089772i,-0.00049026-0.00069249i,0.00048147-0.00023388i,0.00078922+0.00033194i,0.00019087+0.00089271i,-0.00042668+0.0010929i,-0.0001816+0.00031253i,0.0010922-0.00025278i,0.0013108+4.8514e-05i,0.00030017+8.4759e-05i,0.00030279-0.00059905i,0.00081115-0.00069408i,0.00082135-0.000335i,0.000229-0.00031269i,-0.00071087-0.00054548i,-0.0006043-0.00052801i
0.0015579+0.0012609i,0.0014157+0.0010434i,0.0019761-0.00013436i,0.00062369-0.00080763i,-0.00052672-0.0012009i,-0.00019698-0.0018017i,0.00063547-0.0012367i,0.0011335-1.5209e-06i,0.0010538+0.0011283i,0.00029382+0.0013923i,5.4887e-05+0.00096072i,0.00037859+0.00094991i,0.00089479+0.00040717i,0.0009382-9.8337e-05i,8.421e-05+0.00013123i,-0.00090861+0.0004681i,-0.0012106+0.00020165i,-0.00074192+0.0001589i,-2.0582e-05-0.0001486i,0.00044113-0.00074652i,0.00043533-0.0014002i,0.00038899-0.0015511i,-0.00011613-0.00109i
0.00033207-0.00036495i,0.00010318-0.00093695i,2.7092e-05-0.00025404i,0.00057639+0.0004225i,0.00091092-0.00031472i,0.00088157-0.00049448i,0.00062695-0.00066675i,-5.7705e-05-0.00095084i,-0.00047256-0.00014653i,-0.00054764+0.0015842i,-0.0006883+0.0022605i,-0.00032878+0.001857i,0.00011075+0.0010066i,0.00040327+0.00028858i,8.6159e-05-0.00051852i,0.00010102-0.00077026i,0.000792-0.00052662i,0.0010092-0.00035888i,0.00031078-0.00019041i,-0.00023939-0.00017812i,0.00050007-0.0010512i,0.00074727-0.0015805i,-8.4279e-05-0.00084687i
0.002535+0.00062036i,0.003388-0.00034889i,0.0038956-0.001195i,0.00195-0.0014135i,-0.00019191-0.0016971i,-0.00050299-0.0020377i,0.00037021-0.0014555i,0.00040283-0.0011832i,0.00018915-0.00035454i,0.00030613+0.00051718i,0.00065908+0.000738i,0.00099199+0.0007612i,0.00059986+0.00033943i,9.9623e-05+0.0012678i,0.00020769+0.0010633i,0.00049803-0.00028011i,0.00027047-0.00059689i,0.0005581-4.9988e-05i,0.00053234+0.00050483i,0.00027367-0.0002632i,-9.421e-05-0.00099803i,-0.000117-0.00059875i,7.3273e-06-0.00067391i
8.8793e-07+0.0033797i,-5.9034e-05+0.0035702i,0.00045255+0.0035083i,0.0010665+0.0015502i,0.0010744-0.00070668i,0.0013637-0.001781i,0.00021851-0.00099376i,-0.0009237+0.0002426i,-0.00080873+0.00056755i,0.00033665+0.00097253i,0.0019551+0.0013013i,0.0023394+0.0010927i,0.0018955+0.0014952i,0.0013585+0.001471i,0.00094361+0.00046654i,0.00040026-2.4834e-05i,0.00028961+0.00011412i,0.00074623+0.00043185i,0.00098529+0.00046484i,0.0010588+2.5235e-05i,0.00088321-0.00046195i,0.0003451-0.00031206i,2.8326e-05+3.5132e-05i
-0.00065696-0.00014594i,-0.00086409-9.0514e-05i,-0.00090721-0.00068487i,-0.00028035-0.00054038i,0.00016596-0.00011845i,-0.0001857+0.00041876i,-0.00053131+0.00036051i,-0.00092033+0.00011948i,-8.6533e-05+0.00016745i,0.0010741+0.0012929i,0.00035154+0.0017503i,-9.5809e-05+0.0013877i,-0.00017969+0.00058164i,-0.00066385-0.00045698i,-0.00010979-0.00032135i,0.00076522-0.00021315i,0.00039364-0.0010938i,-3.7339e-05-0.00098094i,0.00013909+0.00015246i,-0.00042652-4.0293e-05i,-0.00088326-0.00054716i,-0.00047652+7.6039e-05i,3.5254e-05+0.00041551i
0.0021444+0.00047874i,0.0033453+0.00058497i,0.0042895+0.00014852i,0.0027881-0.00026449i,0.0015076-0.00054769i,0.00084561-0.00095514i,0.00063858-0.0011695i,0.00027758-0.00025238i,0.00042205+0.00018917i,0.0011564+0.00033908i,0.0016084+0.00061778i,0.0012715+8.9306e-05i,0.00071957+6.89e-05i,0.00055844+0.00042878i,0.00051689+0.00016971i,0.00030483+0.00038141i,0.00019016+0.00033277i,0.00025149-5.1694e-05i,0.00099354-0.00010083i,0.0012154-0.00013112i,0.00028533-0.00058715i,-0.00015578-0.00057691i,-0.00029833-0.00026841i
-0.00053176-0.0011462i,-0.0020201-0.0010047i,-0.0020849-0.00027457i,-0.0012112+0.00074236i,0.000131+0.00083813i,0.00079499-0.00041533i,0.00017547-0.0011905i,-0.00040502-0.0013657i,0.0001347-0.0008554i,0.00040851+0.00056656i,0.00043324+0.0014033i,1.8197e-05+0.0012023i,-0.00042472+0.00035156i,0.00019248+0.00032608i,0.00048412+0.00024955i,-0.00034799-0.00035117i,-0.00082711-0.00089893i,-0.00057457-0.0010714i,-0.00021224-0.00080428i,0.00024362-0.00077421i,0.00037931-0.00069915i,0.00044877-0.0013343i,0.00098984-0.0021152i
-0.0017267-0.00067116i,-0.0024451-0.00067823i,-0.0023249-0.0011477i,-0.00069187-0.00057184i,0.0006952-0.00099109i,0.0011364-0.0016889i,0.000599-0.0015404i,0.00039194-0.00052084i,0.00027843+0.00065381i,0.00038693+0.0012935i,0.00045039+0.0014807i,-0.00033791+0.0013535i,-0.00090696+0.0013959i,-0.00070067+0.0011952i,-0.00022307+0.00067707i,1.3454e-05+0.0004818i,0.00068394-0.00026702i,0.001014-0.00091519i,0.00080737-0.00077905i,0.00072592-0.00098662i,0.00046323-0.00044516i,-3.3534e-05+0.00023481i,-0.00053168+0.0002429i
-0.0020199-0.002129i,-0.0013495-0.0022797i,-0.0013875-0.002626i,-0.001344-0.0015272i,-0.0018592-0.00054596i,-0.0020359-0.0006798i,-0.0013614-0.0010907i,-0.0010026-0.00055459i,-0.00054582+0.00045868i,-0.00014305+0.0012637i,0.00025533+0.0020254i,0.0011192+0.0023136i,0.0015012+0.002195i,0.0011325+0.0013449i,0.00053092+0.00020659i,0.00065006-0.00034489i,0.00092399-0.00073196i,0.00058417-0.00053373i,-0.00012735-0.00038186i,-0.00033603-0.00079388i,7.876e-05-0.00019727i,0.00019986+0.00041346i,0.00012566+0.00033189i
0.00063126-0.0010313i,0.00013624-0.00040487i,0.00012921-0.00069849i,7.9285e-05-0.00016494i,-0.00020886-0.00021459i,0.00020046-0.0011316i,0.00013903-0.0014681i,-0.00069933-0.00088572i,-0.00034992+0.00039462i,0.00048201+0.0013264i,0.0012878+0.0012709i,0.00043026+0.0011889i,-0.00076633+0.0012284i,-0.00073051+0.0010032i,2.8258e-05+0.00081985i,0.0010188+5.856e-05i,0.0014203-0.00027194i,0.0014734+0.00024635i,0.00080487+0.00020141i,5.1573e-05-0.00046246i,0.0010742-7.9502e-05i,0.0014739+0.00049183i,-0.00043215+0.00025006i
