-0.0018372+0.0015117i,-0.0026575+0.0014668i,-0.0019751+0.0013235i,-0.0016842+0.00040113i,-0.001536+0.00044434i,-4.3846e-05+0.0012682i,0.00058538+0.0020009i,0.00099688+0.0013575i,0.0013506+0.0006581i,0.0014639+0.00099607i,0.0014284+8.8361e-05i,0.0005678-0.0011474i,0.00032685-0.00071129i,0.0002756-0.00027763i,-7.7113e-05-0.00028954i,-1.383e-05+0.00017894i,0.00022596+0.00038705i,0.00053848+0.00064845i,-3.8827e-06+0.00057057i,-0.00023965-0.00024375i,0.00057584-0.00037238i,0.00062091+6.6361e-06i,-0.00016999-7.3893e-05i
-0.00064622-0.00027261i,-0.00062532+0.0010913i,0.00035105+0.0013996i,0.00064258+0.0007487i,0.00032199+0.00066139i,0.00011603+0.00080762i,3.8341e-05+0.0010875i,-0.00020852+0.00089321i,-0.00031626+0.00024593i,0.00011379-0.00077505i,0.00027389-0.001483i,0.00014644-0.00052957i,-0.00019015-0.00023625i,-0.00036046-0.0011719i,-0.00094047-0.0011624i,-0.0011438+0.00032288i,-0.00013147+0.0006629i,2.0054e-05+0.00094917i,-0.00058011+0.00096773i,-0.00072741+0.00082194i,-0.00045757+0.00085021i,-0.00036534+0.00095068i,-0.00035307+0.00058434i
0.00036045-0.00068661i,0.00012458-0.0010848i,-0.00065898-0.00053272i,-0.0010775+0.00075256i,-0.00054787+0.0014148i,-0.00011106+0.0010669i,0.00013555-0.00015534i,0.00045485+0.00021339i,-0.00024755+0.00060377i,-0.00029444+0.00026336i,1.9458e-05+0.00023009i,0.00022774-0.00037462i,0.00021568-0.00070542i,0.00041875-0.00018047i,0.00087056+0.00014381i,0.00086022+0.00059117i,0.00064495+0.00099912i,0.00031766+0.00080738i,0.00036281+0.00051593i,0.00081006-1.0026e-05i,0.00068997+0.00045981i,0.00038436+0.00081673i,-0.00035487+0.00068047i
0.00054096-0.0013021i,0.00079085-0.00053463i,-0.00025109+0.00037526i,-0.0018012+0.001413i,-0.0011462+0.0019335i,-9.3301e-05+0.0022113i,-2.9284e-05+0.0016575i,0.00057075+0.0010383i,0.00051479+0.00018957i,0.00026206-0.0001503i,-0.00036531+0.00040148i,-0.00070987+0.0001362i,-1.8901e-05+0.0002937i,0.00032677+0.00075289i,-0.00038956+0.00053321i,-0.00058323+0.00011512i,5.3259e-05-3.3084e-05i,0.00085532+1.6144e-05i,0.0006371-0.00016731i,0.00048684-0.00068189i,0.00095022-0.00019617i,0.00043474+0.00041311i,8.0576e-05-0.00024293i
0.00048395-0.00086735i,-0.00040742-0.0007998i,-0.0012576-0.0018633i,-0.0016917-0.0020335i,-0.0012472-0.00028524i,0.00021143+0.0012062i,0.0011887+0.00067946i,0.0016331-8.9798e-05i,0.0017465-0.00022988i,0.00087358-0.00062873i,0.00079347-0.00066989i,0.0010466+0.00015787i,0.0008383+0.0010466i,0.00079126+0.00051163i,0.00080359-0.0005695i,0.00046348-0.00040262i,0.00029099+0.00095498i,-0.00010791+0.0012779i,-7.7016e-06+8.1102e-05i,0.0004181-0.00033953i,2.6107e-05-0.00040154i,-0.00070283-0.00049477i,-0.0011731-0.00024461i
0.00037387+0.0023097i,0.00096256+0.0020881i,0.00081074+0.0019578i,0.00019875+0.0024364i,4.1813e-05+0.0022715i,0.00087827+0.0012142i,0.00092883+0.0010252i,0.00087856+0.0018212i,0.00065467+0.0010924i,5.25e-05-4.5022e-05i,-0.00054847-0.00022136i,-0.0014791-0.0011448i,-0.0018898-0.0024782i,-0.00077176-0.0023357i,-0.0001922-0.00081719i,7.3016e-05+0.00021073i,0.00034225+0.00059948i,1.4245e-05+0.00029353i,-0.0006496+0.00016643i,-0.00020258+0.0011532i,0.00051274+0.00074225i,9.2553e-05-0.00046731i,-0.00047114-0.00044563i
0.00026636-0.00055487i,0.00014454-0.00068333i,2.2657e-05-0.00095354i,-0.00023962-0.00042524i,-0.00011248+0.00029436i,0.00078672+0.0011257i,0.00166+0.00098959i,0.00096988+0.00013997i,0.00026735-0.00017509i,-0.00012826-0.00032712i,-0.00026874-0.00038513i,-2.6187e-05-0.00078075i,-0.00028368-0.00070417i,-0.00082589+0.00018992i,-0.00036203+0.00052399i,0.00014393+0.00053504i,-8.6182e-05+0.00058216i,-0.00055309+0.00026115i,-0.00022861-2.1231e-05i,0.00037512+0.00045663i,0.00074379+0.00032718i,0.00051301-0.00016123i,0.00023477+0.00026271i
0.00026417+0.00045267i,0.00011653+1.4198e-05i,-0.00029704+0.0010992i,-0.0011247+0.0023583i,-0.0010112+0.0029382i,0.00044104+0.0023097i,0.0010788+0.0006534i,0.0011714-0.00035788i,0.00078312-0.00094692i,2.2615e-05-0.00071322i,-0.0003393-0.00050366i,-0.00038233-0.00076873i,-0.00033898-0.00091806i,0.00047176-0.0010546i,0.00053123-0.00048258i,0.00030753-1.3553e-05i,0.00052523-0.00060923i,-0.00010736-0.0012342i,-0.00010279-0.00091767i,-3.2144e-05+7.3368e-05i,-0.00048755+0.00017726i,6.3987e-05-0.00027049i,0.00015797+5.1151e-05i
0.00070849-0.00074172i,0.00093252-0.0015884i,0.00071018-0.0017073i,-0.00038909-0.00054995i,-0.00077235+0.00066107i,0.00016833+0.0016284i,0.0014361+0.0018873i,0.0016098+0.0013258i,0.00092203+0.00025244i,0.00046027-0.00058372i,0.00090477-0.00021786i,0.00064892-9.4528e-05i,0.00028909-7.2683e-05i,-6.7096e-07+0.00033548i,-0.00034185+0.00052651i,-4.1125e-05+3.4049e-05i,0.00033632-0.0003446i,0.00020837-0.00040953i,0.00018507-0.00017486i,0.00043785-0.00010661i,0.0008253-0.00095344i,0.00069668-0.00058308i,6.7998e-06+0.00015919i
-0.0014231-0.0015427i,-0.0029329-0.0016633i,-0.0038776-0.00053073i,-0.003327+0.0015462i,-0.0025061+0.0022325i,-0.0021042+0.0014172i,-0.00083439+0.00064622i,-0.00046035+4.3018e-05i,-0.0013753-0.00051394i,-0.0006995-0.00026305i,0.00064105-0.00022178i,0.001157-0.00068984i,0.00058198+0.00024598i,-0.00036146+0.00048033i,-0.00053681+1.9953e-05i,-0.0001083+0.0011125i,0.0003487+0.0017693i,0.00022115+0.0011758i,-0.00039832-9.9071e-05i,-0.00056335-0.00048199i,0.00069225+7.9742e-05i,0.0011939-7.7956e-05i,0.0004291-0.00010269i
0.002223-0.00091595i,0.0019092-0.001738i,0.0011-0.0015586i,0.00022149-0.00047071i,0.00031909+0.0013401i,0.0011829+0.0025676i,0.001487+0.0016747i,0.001465+0.00022584i,0.00046224-0.00017403i,-0.00070158-0.000309i,-0.00039142-0.00020784i,-0.00054157+4.7166e-05i,-0.00089949+0.00069515i,-0.00076397+0.0013767i,3.3239e-06+0.0016254i,0.00067668+0.0011694i,0.00025416+0.00040132i,-0.00031172-6.3377e-05i,-0.00018479-0.00038077i,6.0185e-05-0.00046297i,-0.000239-0.00026801i,-3.3783e-05-8.1192e-05i,-0.00029035-0.00031988i
0.00074355+0.00027628i,0.00041344+0.00062265i,-0.00044349+0.0016597i,-0.00051799+0.001505i,0.00069049+0.0015096i,0.0015539+0.002266i,0.0021197+0.001982i,0.0017547+0.00052163i,0.0010936-0.00048309i,0.00060478-0.00024168i,0.00022683-0.00049864i,4.7036e-05-0.0005851i,-0.00034726+0.0003424i,-0.00066455+0.0009929i,-0.00062895+0.00048584i,3.0364e-05+0.00021259i,0.00075418+0.00095054i,0.00093568+0.00064111i,0.00060844+0.00033296i,0.0005154+0.00077116i,0.00060476+0.00067175i,0.00057993-0.00028968i,0.00039247-0.0013224i
0.00015536+0.0013669i,-0.00058644+0.0016939i,3.6199e-05+0.0006108i,7.8836e-06-0.00040681i,-0.00037151+0.00078012i,-8.8664e-06+0.0017564i,0.0002956+0.0015275i,0.00027929+0.00089017i,0.00012825+0.00057551i,0.00013934+0.00034186i,4.672e-05+5.9638e-05i,0.00021841+3.591e-05i,-0.00038978+3.6056e-05i,-0.0011997+0.00029667i,-0.0018595+7.1111e-05i,-0.0017242-0.00015772i,-0.00061522+0.00028913i,-9.5392e-05+0.00063399i,0.00045852+0.00040348i,0.00040882-0.00013604i,2.8806e-05-0.00061159i,-0.00023639-0.00027985i,-0.00036138+0.000203i
0.0012025-0.0021442i,-6.3878e-05-0.0016629i,-0.0014401-0.00052247i,-0.0017246-7.5387e-05i,-0.0016878+0.00066025i,-0.00092587+0.0011284i,-0.00024079+0.0015297i,-0.00016849+0.0018615i,-0.00045897+0.00089123i,-0.00092366-0.00059988i,-0.00040435-0.00067972i,0.00029802-0.00066714i,7.7765e-05-0.00075657i,-0.0001511+0.00026166i,0.00017194+0.00040964i,4.1772e-05+0.00017543i,-0.00025213+0.00028736i,0.00035819+1.4369e-06i,0.00030214+5.5688e-05i,0.00040739+5.9665e-05i,0.00097053-0.00045384i,0.00057294-0.00025656i,-8.2415e-05-6.6262e-06i
-0.00018611-0.00060942i,-0.00041194-0.001225i,-0.0015865-0.0016074i,-0.0014614+7.0195e-05i,-0.00022359+0.0021875i,0.000274+0.0027499i,0.00071038+0.0016021i,0.0011196+0.00018706i,0.0013006-0.00056278i,0.0013122+0.00021373i,0.00088778+0.00075478i,0.00055803+0.00025376i,0.00069078+0.00027996i,0.00064337+0.00069933i,0.00035632+0.00069901i,0.0004166+0.00013984i,0.0010675-0.00010457i,0.0006137+0.0005025i,-9.2325e-05+0.0002526i,-0.00015571-0.00026305i,-9.0735e-05-0.00054583i,0.00097292-0.00082038i,0.00079202-6.0461e-05i
-0.00062399+1.6633e-06i,-0.0010748-0.00016735i,-0.0013117+0.00013604i,-0.0021574+0.00072022i,-0.0015342+0.0018644i,0.00022325+0.0022542i,0.0013135+0.0015866i,0.00083624+0.00070898i,0.00014116+0.00014942i,0.00038814-9.1134e-05i,0.00026975+0.00010304i,-0.0007163+0.00022281i,-0.00082447-0.00035114i,-0.00030155-0.00046905i,0.00022772+3.5636e-05i,0.00022138+0.00035507i,0.00072427+0.00014468i,0.00080337+9.8631e-06i,-0.00030702+0.00058287i,-0.0008282+0.00067924i,-3.1125e-05+8.4349e-05i,0.00038897+3.8462e-05i,-9.1732e-05+0.00098753i
-0.00068535-0.001663i,-0.00011292-0.0027187i,0.00026159-0.0033553i,-0.00057032-0.0019449i,-0.00088422+0.00015281i,0.00057058+0.0019204i,0.0013846+0.0019643i,0.0010326+0.00075182i,0.00057252-0.00019498i,0.0001478-0.00067903i,-0.00013308-0.00075276i,-8.9365e-05-0.00059367i,3.201e-05+0.00025857i,-0.00022946+0.00082946i,-0.0004305+0.0002908i,-0.00057721-0.00038584i,-0.0005193-0.00024589i,-0.00037204+0.00039955i,0.00013166+0.00037229i,0.00078888+4.4067e-05i,0.0006175-0.0001513i,-0.00061997-0.0001724i,-0.00070187+0.00039308i
1.8e-05-0.0013149i,-0.00019889-0.0020694i,-0.00031284-0.00085562i,-0.00086676+0.00069923i,-0.00093462+0.002018i,-0.00047318+0.0024639i,-3.2701e-05+0.001287i,-6.6432e-05-5.476e-05i,-0.00045897-0.00011446i,-2.7085e-05+0.0003991i,-0.00011365+0.00048928i,-0.00098678+0.00032453i,-0.00074103+6.767e-05i,9.0097e-05+0.00014789i,0.00038042-8.1008e-05i,0.00028504+6.8997e-05i,-0.00045831+0.00077254i,-0.00077301+0.0010457i,-0.00046173+8.5358e-05i,-0.00079324-0.00044416i,-0.0012611-0.00010701i,-0.00086166+0.00030848i,-0.0010024+0.00085444i
9.1328e-05-0.0009812i,0.00062056-0.00046288i,0.00054303+0.00087035i,-0.00045228+0.00095862i,-0.00050076+0.0005886i,0.0010253+0.0010387i,0.0023112+0.00078058i,0.0024453+0.00062463i,0.0014104+0.00075142i,0.00034199+0.00019111i,0.00049354-0.00086024i,0.00090758-0.00081848i,0.00075752+0.00012764i,0.00025441+0.00021511i,0.00037823-0.00044297i,-0.00016391-0.00052042i,-0.00081673+0.00011365i,-0.00048907+0.00075839i,-0.00082053+0.00097934i,-0.0011985+0.00047893i,-0.00079002-0.00030969i,-0.00081113-0.00058252i,-0.00085849-0.00015321i
-7.0873e-07+0.00042062i,-0.0011229-2.5762e-05i,-0.0008586+0.00069024i,-0.00065079+0.0012297i,-0.00048712+0.00098781i,-7.8252e-05+0.0010617i,0.0010913+0.0012309i,0.0014957+0.001147i,0.00057702+0.00071668i,-3.8681e-05-0.00019321i,-0.00021095-0.00074266i,-0.00019241-0.00097446i,0.00031062-0.00066857i,0.00045521+0.00082822i,3.395e-05+0.0012814i,-0.00036184+0.00012728i,0.00035574-0.00025828i,0.00054074-0.00058757i,-0.00051616-0.0017057i,7.494e-05-0.0015263i,0.0011442-0.00038658i,0.00054691+4.9353e-05i,0.00081901-0.00018226i
0.00099749+0.0012089i,0.0012199+0.00048377i,0.0013682-0.0003471i,0.00016268+0.00036233i,-0.00034848+0.0013172i,8.3015e-05+0.001839i,-2.9828e-05+0.002343i,-0.00042686+0.0018612i,4.2417e-05+0.00041485i,-8.1692e-05-0.0002841i,-0.00041714-0.0003234i,-0.00030165-4.7439e-05i,-0.0011062+0.00011998i,-0.0015634+0.00024177i,-0.001037+0.00021411i,-0.00065373-0.00079448i,-0.00016476-0.00094303i,0.00025375-0.00010861i,0.0001265+0.00076596i,0.0002615+0.00057722i,0.00024041-8.9294e-05i,-0.00050609-0.00022542i,-0.001291-0.00061221i
-0.001852-0.00038046i,-0.00090203-0.0015964i,-0.00046278-0.0013213i,-0.0016067-0.00058379i,-0.00206+0.00076995i,-0.00037316+0.0018533i,0.00075627+0.0017895i,0.00071667+0.00096811i,0.0005156+0.0014918i,0.00034496+0.0018824i,0.0011422+0.00092391i,0.0017047+0.0003412i,0.0011572+0.00010165i,0.00066299+0.00021482i,0.00073695-0.00013862i,0.00052215+0.00025093i,0.00082415+0.0006581i,0.00089121+0.0001633i,0.00043023-7.2149e-05i,9.3993e-05+0.00055641i,-0.00033115+0.0010685i,-0.00033363+0.00019077i,8.8315e-06-0.00023931i
-0.0016013+0.00010812i,-0.0018384-0.00049862i,-0.0015447+0.00024152i,-0.00088466+0.00068857i,-0.00077157+0.00082843i,-0.001028+0.0013783i,-0.0004873+0.0013428i,0.0003916+0.001075i,4.0173e-05+0.00067344i,-6.4252e-05+0.00020404i,-0.00025635+0.00042562i,-7.5896e-05+0.0010195i,0.00041523+0.0014787i,-0.00028887+0.0012099i,-0.0004445+0.00065802i,0.00055871+2.376e-05i,0.0012472+0.00031125i,0.00086497+0.00081852i,0.00021189-1.8689e-05i,-0.00037363-0.00079883i,-0.00036053-0.00041204i,-1.5399e-05+0.00027043i,-0.00021768+0.00064957i
0.0023764-0.0001204i,0.0018573+0.00087589i,0.0011152+0.001084i,0.00045799+0.0001495i,0.00051439+0.00033579i,0.0010473+0.0011763i,0.0011778+0.0015924i,0.0011474+0.001113i,0.0014647+0.00032496i,0.0015831-6.4971e-05i,0.001185-0.00022146i,-0.00015172-0.0005944i,-0.0015881-0.0007568i,-0.00096386-0.00022466i,1.8316e-05+0.00060623i,0.00049081+0.00062608i,0.00092177+0.00046819i,0.00023304+0.0006316i,0.00012232+0.00086863i,0.00021321+0.001301i,-5.1783e-05+0.00091724i,-0.00017659+0.00073396i,5.1894e-05+0.0011033i
3.7158e-05+0.00025407i,0.0012261+0.00026935i,0.00098577+0.00077599i,-0.00054644+0.00091931i,-0.00048221+0.0015575i,0.0012834+0.0023337i,0.0013165+0.0023746i,0.00063722+0.0017073i,0.00040404+0.00033673i,0.00043554-0.0003827i,0.00024022-0.00057845i,0.00013752-0.0002861i,-0.0002961-0.00037212i,-0.00073502-0.00078445i,-5.122e-05-0.00033805i,0.00019293-0.00055145i,-0.00052546-0.00039905i,-0.00022714-0.00021877i,-0.00026565+3.5359e-05i,-0.00072291+0.00087845i,-0.00095928+0.00066507i,-0.00060138+0.00046676i,-0.00026344+0.00034593i
0.0011985+0.0015125i,0.0014222+0.00067165i,0.001039-0.00015392i,7.2944e-05-0.0005451i,-0.00071059-0.00013771i,-0.0003708+0.00099838i,0.00056082+0.0016933i,0.00092634+0.00089664i,0.0011689-0.00031668i,0.0013998-0.00011559i,0.0012168+0.00090412i,0.00054579+0.00032751i,-0.00030869-0.0011249i,-0.0006215-0.00074627i,-0.00090203-0.00038494i,-0.00016974-0.00048685i,0.00051755+9.8087e-05i,-0.00079401+0.00074502i,-0.0016068+0.00042024i,-0.00092431-0.00034615i,0.00025705+2.4532e-05i,0.00052581+0.00054134i,-9.5094e-05+0.00036339i
0.0027812-0.00030924i,0.0022388-0.0012691i,0.0015298-0.0017243i,0.0005075-0.001195i,-0.00052483-0.0002976i,-0.00023948+0.00096502i,1.97e-05+0.0020649i,-0.00051885+0.0017965i,8.5431e-05+0.00064637i,0.0005451-0.00048321i,5.5774e-05-0.0013853i,0.00010824-0.0016077i,0.00055402-0.0012534i,0.00060741-0.00071751i,-8.6712e-05-0.0001975i,-4.8005e-05+0.00011892i,0.00027143+2.6487e-06i,-0.00053393+0.00023729i,-0.00094537+0.0006654i,-0.00016471+0.00032107i,0.00053199-0.00020438i,0.0005773-0.00041886i,9.3656e-05-0.00024738i
-0.0018246+0.0022326i,-0.0018313+0.0019967i,-0.00084338+0.0014851i,-0.00066032+0.0018221i,-0.00028402+0.0017069i,0.0011259+0.0014352i,0.00098182+0.00084007i,0.00012051-6.742e-05i,0.00043892-0.00038891i,0.00097077-0.00073095i,0.00090669-0.00068951i,-1.3124e-05-0.00056432i,-0.00015703-0.00097825i,0.0004205-0.0012194i,0.00034436-0.00092835i,0.00017683-0.00036512i,0.00031227-7.1385e-05i,0.0008897+0.00030865i,0.00059196+0.0010299i,-0.00039705+0.0014961i,-0.00078701+0.0007653i,-0.00060267-0.00026166i,-0.00071834-0.00054348i
-0.00032169+0.001572i,0.000518+0.0015871i,0.00072164+0.0020736i,0.00086512+0.0026084i,0.0014618+0.0028067i,0.001907+0.0015436i,0.0013501+0.00095005i,0.0001028+0.00095362i,-0.00045657+0.00052156i,0.00017803+0.0003981i,0.0014781+0.00010384i,0.0015033+2.0449e-05i,0.00056702-0.0004093i,2.7025e-05-0.00028698i,0.00057882-0.00041615i,0.0007131-0.00019856i,1.3027e-05-0.00023728i,6.8351e-05-0.00031101i,0.00072897+0.00019754i,0.00050311-8.5311e-05i,0.0005522+0.0001289i,0.0002266+0.00010975i,-0.00091518+0.00017195i
-0.00051939+0.00053486i,-0.00099491+0.0011175i,-0.0018878+0.0010689i,-0.0023706+0.00090966i,-0.0014098+0.00091966i,0.00021191+0.0016697i,0.0008775+0.00043018i,0.00075252-0.00044115i,0.00016859+0.00030798i,-0.00011516+0.00036189i,0.00024266-3.1655e-05i,0.00046033-0.00024075i,0.00023285+1.2819e-05i,0.0005844+0.00010934i,0.0014844+0.00052529i,0.0012855+0.00096296i,0.00034337+0.00054235i,0.00043182+8.5575e-05i,0.00090803+6.1396e-05i,0.00052375+0.00068271i,0.00013722+0.00022739i,0.00067228-0.0011502i,0.0007579-0.00079854i
0.0014241-0.0012466i,0.00045285-0.0028779i,0.00040217-0.0021589i,0.00056227-0.0010922i,0.00019626-7.8325e-05i,0.00074647+0.00071245i,0.00118+0.001067i,0.00046557+0.0014232i,-0.00015584+0.0010042i,-0.00091049-0.00018626i,-0.0011037-0.0004349i,-0.00065594+0.00035986i,-0.00055812+0.0010226i,-0.00045116+0.00045985i,-0.00080761-0.00042329i,-0.0010408-0.00058388i,-0.00044711-0.0012709i,1.5331e-05-0.00097172i,0.00030624-0.0006046i,0.00049919-0.0010235i,0.00052463-0.0013557i,0.00077999-0.0011772i,5.1255e-05+0.00013401i
-0.00033968-0.0010208i,-0.0012709-0.0012928i,-0.0021198-0.0017311i,-0.0018144-0.00017778i,-0.0008299+0.0014136i,-0.0003073+0.0012001i,2.2071e-05+0.001063i,0.00053919+0.00072802i,0.00079092+0.00013688i,0.00013985-8.9038e-05i,-0.00046232-0.00038203i,-0.00025321-0.00097793i,4.1461e-05-0.00071492i,0.00025753+0.0001157i,0.00046749+0.00038582i,0.00069891-0.0001282i,0.00065347-0.00047072i,-4.7143e-05-0.00013945i,-0.00018913+0.00020001i,0.00020899+0.00047157i,0.00046583+0.00039965i,-0.00023293+0.00012849i,-0.00080351-0.00060077i
-0.00091433-0.00081019i,0.00027056-0.00085838i,-0.00091065-0.00039167i,-0.0017772+0.00072508i,-7.5313e-05+0.0015659i,0.0010215+0.0019254i,0.0011319+0.0014523i,0.00045634+0.0013009i,-0.00046673+0.001174i,-0.00049953+0.00042442i,-0.00032801-0.00053464i,-0.00086976-0.00078823i,-0.00088952-0.0008031i,-0.00022259-0.00038418i,7.9936e-06+0.00019592i,-0.00019434-7.0865e-05i,-1.1298e-05+9.634e-05i,-0.0002237+0.00066261i,-0.00068993+6.3895e-05i,-5.8426e-05+0.00018171i,0.00059603+0.00055244i,3.2196e-05+0.00065835i,-0.00052533+0.00080894i
0.00061638+0.00070116i,5.8813e-05+0.00021911i,-0.000542-6.2179e-05i,-0.00024983-0.0003862i,-0.00024975+0.00026228i,-0.00029199+0.0013114i,0.0010671+0.0013741i,0.0014983+0.0012068i,0.00066329+0.0011191i,0.00065889+0.00024387i,0.00031222-0.00055697i,0.00025748-0.00091042i,0.00025214-0.00051414i,-0.00028042-0.0003655i,0.00014203-0.00071921i,-0.00039646-0.00024456i,-0.0006278+0.00028731i,0.00018457+0.00058382i,0.00016255+3.1095e-05i,-0.00029506-0.0007815i,-0.00093274-0.00014265i,-0.00099102+0.00072941i,-0.00011157+0.00028194i
-0.00089853+0.00059864i,-0.00037638+0.00070798i,-0.00048512+0.0015527i,-0.0010737+0.0025898i,-0.0012292+0.0029856i,0.00024032+0.0028304i,0.00037763+0.0016903i,-0.00056882+0.001219i,-0.00019614+0.0012184i,0.00020074+0.00052864i,0.00079036+0.00029788i,0.0010027+5.5072e-05i,-6.8576e-05-0.00082593i,-0.00024876-0.0011554i,0.00077707-0.00076413i,0.0011523-0.00048524i,0.00065872-0.00056054i,-0.00019009-0.00065766i,-4.5008e-05-0.00014529i,0.00029734-6.2969e-05i,0.0001668-7.3701e-05i,0.00019652-0.00031131i,-0.00012802-0.0006967i
-0.00054137+0.0011762i,-0.00088958+0.00024593i,-0.0018312-0.00056402i,-0.0011917-0.00065429i,0.00042131+0.00054242i,0.0007506+0.001783i,0.00088793+0.001748i,0.0012616+0.0010177i,0.0013786-0.00012208i,0.00090683-0.0012576i,-0.00011817-0.00099545i,-0.0011103-0.00082631i,-0.001514-0.00078614i,-0.0010763-0.00020869i,-0.0002857-0.00038416i,0.00024994-0.00096475i,0.00095925-0.00066758i,0.00070204-0.0001431i,0.00036207-0.00023882i,0.00089075+0.00011535i,0.0010308+0.00061973i,0.0010275+0.00026039i,0.00085999-7.8088e-05i
-0.00037274+0.00089062i,-0.00011564-2.4637e-05i,-0.00036351+0.00077229i,-0.000755+0.0020146i,-0.00083845+0.0020707i,-0.00040615+0.0017166i,0.00016595+0.0017274i,0.00038299+0.0021198i,0.00046652+0.001748i,0.0012999+0.00042951i,0.0013348-0.00055548i,0.00084127-0.00062768i,0.00045456-0.00063577i,5.6629e-06+1.4644e-05i,-0.00019459+0.00020308i,-0.00038231-4.0991e-05i,-0.00069437+0.00079466i,-0.00083928+0.0011194i,-0.00067348+8.6044e-05i,-0.0004731-0.00036043i,-0.00010568-0.00014335i,0.00012951-0.0002322i,0.00013727-0.00013275i
-0.0011973+0.0012411i,-0.0012985+0.001066i,-0.0010923+0.0010471i,-0.00014666+0.00067162i,0.00046911+0.001271i,0.00071915+0.0015312i,0.00068401+0.0010269i,-0.0002324+0.00055723i,-0.00047723+0.00022793i,0.0008107-3.2696e-05i,0.00060046+2.743e-05i,-8.8785e-05-0.00039613i,-0.00017501-0.00040946i,-0.00046621-0.00059238i,-0.00047186-0.00024556i,-6.387e-06-0.00026024i,0.00065861-0.0003429i,-0.00026342+0.00061855i,-0.00057254+0.00033179i,0.00046785-0.00011298i,0.0013581+6.6935e-05i,0.0014392+0.00025671i,0.00023672-0.0001965i
0.0014859-0.00050074i,0.0021404-0.00056734i,0.0014945+0.00046488i,0.00018385+0.0018442i,0.00014666+0.0015649i,0.00077604+0.001071i,0.0011481+0.0017607i,0.000733+0.0019809i,0.00067762+0.0012392i,0.0012462+0.00059839i,0.0009871+9.0331e-05i,0.00042915-0.00016137i,0.00084162-0.00022377i,0.0012255-0.00053307i,0.0008701-0.00074167i,0.00045935-0.00048999i,0.0008593+0.0001234i,0.00077696-3.8876e-05i,-0.00017808-0.00021046i,-0.00092556+0.00010528i,-0.00093167+0.00023319i,-0.00047904-0.00020432i,-0.00010699-0.0009541i
0.00089608-0.0011999i,0.0011197-0.00076776i,-0.00019336-0.0017057i,-0.0012333-0.0017523i,-0.00056713-0.00011574i,0.0011953+0.00023261i,0.0017986-0.00043084i,0.0017991+0.00017573i,0.0011009+3.1572e-05i,0.00031862-0.00039455i,0.00048958-2.6921e-05i,0.00028383-0.00028324i,-5.935e-05-0.00046576i,-0.00015928+0.00018003i,3.0832e-06+0.00074235i,0.00025578+0.00045824i,-9.3454e-05-0.00016569i,-0.00088044-3.3609e-05i,8.7307e-05+0.00019352i,0.00087197+9.8452e-06i,0.00069945+0.00012972i,0.00075203+0.00027112i,0.00085315-0.00049116i
0.00013105+0.0013712i,0.00040584+0.00093871i,-0.0006311+0.00060509i,-0.0019536+0.00032672i,-0.0018795+0.001434i,-0.00051856+0.0027686i,0.00033684+0.0024942i,0.00063967+0.001746i,0.0001123+0.00080905i,-0.0003604+0.00060132i,-0.00035982+0.00062717i,-0.00035883+1.9334e-05i,0.00028841+0.00053217i,0.00030288+0.00093391i,-4.6863e-05+6.3235e-05i,-0.00067181+0.00020063i,-0.00097872+0.00032504i,-0.00094826-0.00013425i,-0.00072832-0.00037439i,-7.9124e-05-0.0011101i,0.00011834-0.00057789i,-0.00053725+1.8073e-06i,7.8179e-05+0.00021975i
-0.0002504+0.00012353i,-0.00071208+0.00021666i,-0.00051074+0.00083063i,-0.00031097+0.0009287i,-0.00035527+0.0010774i,-0.00019389+0.0020732i,0.00049977+0.0019833i,0.00086473+0.00084653i,0.00083543+0.00051003i,0.00071338+0.00014587i,0.00021597-0.00035087i,0.00060049-0.00086228i,0.0012853-0.0008297i,0.0012036-0.00075857i,0.00037567-0.0005898i,0.00032547-0.00057052i,-9.057e-05-0.00021725i,-0.00072231-1.4873e-05i,-0.00037678-0.00015317i,-0.00022273+0.00019503i,-0.00010668+8.0742e-05i,0.00037545+0.00010153i,-0.00013566+0.00033398i
0.0029618-0.0009005i,0.0025085-0.0013559i,0.00028534-0.0011334i,-0.0021273-0.00048597i,-0.0016648+0.00033124i,-6.5077e-05+0.0013259i,0.00082794+0.0011904i,0.00097287+0.00059833i,0.00081786+0.00012586i,0.00050713+2.1948e-05i,0.00074699-0.00014628i,0.00096648+5.5833e-05i,0.00027176+0.00043856i,-0.00042466+0.00038153i,-0.0010504+0.00043555i,-0.00159+0.00031184i,-0.0011109-0.00039918i,-0.00015818-0.00017627i,0.00022611+0.00097588i,0.00050844+0.00088381i,0.00060258-0.00040052i,0.00048781-0.00050089i,0.00042908-0.00011545i
0.0013202-0.0011137i,0.0015656-0.0010037i,0.00090841-0.00012764i,0.00026608+0.00036299i,0.00019172+0.00062414i,0.00063663+0.001829i,0.00071668+0.0018488i,-0.0002299+0.00068606i,-0.00044286-0.00015099i,-6.1347e-05-0.00071518i,0.00025977-0.0010472i,0.00048646-0.0012884i,-5.9011e-05-0.0008329i,-0.00041017-0.0004424i,-0.00030627+0.00028816i,-0.0011376+0.0010109i,-0.0011109+0.0011564i,-0.00030612+0.00066469i,-7.7744e-05+0.00048361i,0.00023206+0.00082594i,0.00022757+0.00058597i,-0.00058158-0.000108i,-0.00099191-0.00059617i
