-0.0023526-0.00034587i,-0.0023543-2.8613e-05i,-0.0023316+0.00091185i,-0.0016678+0.00024174i,-0.0012784+0.00028846i,-0.0019696+0.0019826i,-0.0011883+0.0024676i,0.00053239+0.0022262i,0.00073099+0.0008054i,0.00074537-0.0010951i,0.00093811-0.0015233i,-7.7388e-06-0.00094553i,-0.00060719-0.00049054i,-0.00018624-0.00028741i,0.00019934-3.2738e-05i,0.000287-0.00039035i,-3.2552e-05-0.00057297i,-0.00026766-0.00020329i,-0.00061023-0.00051946i,-0.0011929-0.00076259i,-0.00054788-0.00074507i,0.00022498-0.00062048i,-0.00027105-0.00037561i
-0.0021037-0.00074233i,-0.0020217-0.00074662i,-0.0026574+0.00078479i,-0.0015339+0.0019924i,0.00062811+0.0016412i,0.0011677+0.0013866i,0.00070817+0.00072724i,0.0013434-0.00025287i,0.0020346-0.00025251i,0.0014789+0.00015418i,0.00047572+0.00042227i,-9.6621e-05+1.4623e-05i,-0.00022256-0.00064052i,-0.00046529-0.00091632i,-0.00049883-0.00060701i,-0.00042116-0.00098278i,-0.00042384-0.001046i,-0.00052298-2.1826e-05i,-0.00092365+0.00070558i,-0.00081175+0.00050174i,-0.00025467+9.9156e-05i,-1.0268e-05-9.139e-06i,7.2583e-05-0.00011784i
0.00029554+0.00015663i,0.0014567+0.00040499i,0.0010614+0.0009561i,0.0002401+0.00080374i,0.00039332+0.00025664i,-0.00026251-3.5876e-05i,-8.289e-05-0.00017533i,0.00027063-0.00030287i,-0.00011497-0.00081307i,0.00011588-0.00042902i,0.00027113+0.00060379i,0.00039084+0.0013501i,0.00033449+0.0015404i,-0.00036362+0.0018967i,-0.00098396+0.0018407i,-0.00065312+0.00070091i,-0.00077698-9.1279e-05i,-0.0012192-9.701e-06i,-0.0010707-0.00019441i,-0.00065605-0.0002867i,3.1044e-05-3.9311e-05i,0.0003085+0.00044215i,-0.00010786+0.0008052i
0.0013068+0.00027918i,0.00054838-0.00080481i,0.00033669-0.0013904i,-0.00010272-0.00049853i,5.4435e-05+0.00025374i,0.00019728+0.00092149i,0.00034123+0.0013134i,0.0003445+0.000546i,-0.00039419-0.00039416i,-0.0011278-0.0007173i,-0.0014342-0.00026373i,-0.00049082+0.00096029i,0.00040198+0.00071217i,0.00013454-0.00041377i,-0.00034232-0.00026722i,-6.242e-05+0.00022681i,-1.5711e-05+0.00097276i,-0.00048623+0.0010599i,-0.00080393+5.0012e-05i,-0.00077576-0.00032066i,-2.5694e-05-0.00053437i,0.00045089-0.00071968i,0.00075752-0.0010576i
0.00054547-0.00052639i,0.00091811+0.00053541i,0.0013893-6.2817e-06i,0.0015406-0.00031545i,0.0016728+0.0004182i,0.0013164+0.00081202i,0.0003607+0.00062037i,-0.00017802-0.00022103i,0.00016257-0.00024248i,-0.00051512+8.542e-05i,-1.4538e-05+0.00064902i,0.00055058+0.0011931i,-0.00016867+0.00049916i,0.00025741+0.00074637i,0.00015613+0.0012096i,-0.00034823+0.0002473i,-9.0405e-05-0.0010433i,0.00015234-0.0017106i,0.00030137-0.00082891i,-0.00040859-0.00015132i,-0.0011704-3.5533e-05i,-0.00068556+0.00084826i,0.00041793+0.0011019i
0.00017477-0.002478i,-0.00076767-0.0010178i,-0.00041267-0.00068986i,0.00033277-0.0011544i,0.00014082-0.0013096i,-0.00017652-0.00073259i,0.00026412+0.00052862i,0.0010971+0.00064168i,0.00117+0.00024055i,0.00039207+0.00027755i,0.00015833-9.5156e-05i,0.00019554-0.00040009i,9.1132e-05-0.00015002i,0.00030955-0.00046286i,0.00041607-0.00058376i,0.00030785-0.0001375i,0.00055005+7.2062e-06i,0.00051455+0.0005532i,6.1905e-05+0.00048708i,3.3811e-05-0.00034579i,0.00010026+0.00025193i,0.0001103+0.00076953i,-0.00011356+0.00016532i
4.3298e-05+0.0019066i,0.0012699+0.0022621i,0.0017278+0.0025475i,0.00057847+0.0015697i,0.00022864+0.00070799i,-9.4901e-05+0.00083818i,-0.00030352+0.0014004i,6.8082e-05+0.0015561i,0.00054426+0.0010588i,0.00044912+0.00052678i,0.00028398-0.00076346i,0.00045301-0.0011608i,0.00021738-6.9005e-05i,-0.00025755-5.0485e-05i,-0.00015226-0.00037617i,0.00015872-0.00046819i,0.00030314+7.4281e-05i,0.00035252+0.00068847i,-1.4899e-05+0.00038084i,-0.00010389+0.00043294i,-0.00053328+0.00051416i,-0.0013774-0.00018942i,-0.0010974-0.00080656i
-0.0019522+0.0022129i,-0.0015839+0.002571i,0.00035484+0.002903i,0.0018061+0.0015162i,0.0012599+0.00079551i,0.00045316+0.001042i,6.455e-05+0.0011073i,-0.00026798+0.00017712i,-0.00013081-0.00045064i,0.00038533+7.7626e-05i,0.00015437+0.00025662i,-4.2254e-05+2.4757e-05i,-0.00044295-0.00016654i,-0.00017389-0.00068881i,-1.8352e-05-0.00050984i,-0.00050574-0.00017377i,-0.00019855-0.00060795i,-4.9891e-05-0.0004345i,-0.00034013-0.00014044i,6.1505e-05-0.00047294i,-0.00026488-1.4449e-05i,-0.00081061+0.00054432i,-0.001205+0.00028524i
0.00072843-0.0022248i,0.00073193-0.0022853i,-0.0003604-0.0022509i,-0.0012369-0.00037969i,-0.0012974+0.0012444i,-0.00047438+0.0015339i,0.00043091+0.00094932i,0.00026051+0.00052564i,-7.428e-05+0.00040285i,-0.00018358+3.5877e-05i,-0.00021569+7.0688e-05i,0.00012483+0.00018423i,0.0014457-0.00020209i,0.0013977-0.00031024i,-0.00015252-0.0011297i,-0.00067501-0.0012408i,-0.00063009-3.1168e-05i,-0.00097011+0.00017963i,-0.00069432+0.00049752i,-0.00017905+0.00024497i,-0.00022315-0.00040883i,0.00020372-0.00056491i,0.00034085-0.0003206i
-0.0011904+0.0025488i,-0.00074137+0.0025843i,0.00023066+0.0031714i,0.0011993+0.0028615i,0.0017019+0.0025529i,0.0014211+0.0021231i,0.0011724+0.0014512i,0.00098906+0.00049596i,0.00038195-0.00042958i,0.00042045-0.00075531i,0.0010546-0.00070184i,0.0011453-0.00013122i,0.00046647+0.00039539i,-0.00039932+0.00044364i,-0.00069423+0.00055604i,-0.00029403+0.00019679i,-0.00065298-9.4467e-05i,-0.00052396+1.7307e-05i,-0.00058643+0.00033428i,-0.0010058+0.00036743i,7.8203e-05+0.00013371i,0.00012713-0.00014073i,-0.00059503-0.00055617i
-0.0022554-0.0019461i,-0.0019208-0.0018526i,-0.0019783-0.00041811i,-0.00066689+0.00067042i,0.00056916+0.0014201i,0.00012872+0.00046398i,-0.00012684-0.00012014i,0.00025509+0.00028458i,-5.8776e-05+0.00016426i,-0.00045687+0.00033047i,-0.00041049+0.0011776i,-0.0005878+0.00092997i,-0.00061453-0.00022082i,-0.0001732-0.00043991i,0.00038869-0.00018602i,-0.00027346+0.00021987i,-0.0012545+0.00077645i,-0.00065857+0.00087776i,-0.00025837+0.00091804i,-0.00014382+0.00030904i,0.00050184-0.00028595i,0.0005647-0.00047413i,-8.2679e-05-0.00068367i
0.0014315+0.0012881i,0.0019501+0.0026862i,0.003046+0.0020412i,0.0031174+0.00017371i,0.0022596-0.00059522i,0.00061539-0.00046397i,-0.00080742+0.00025612i,-0.00079549+0.0011688i,-0.00045842+0.00091855i,2.1422e-05-0.00029841i,0.00028527-0.00055691i,-0.00031713+0.00029914i,-0.00088585+0.00033649i,-0.0011661+2.2134e-05i,-0.0013382+0.00073875i,-0.0010293+0.00082333i,-0.00015908+8.8087e-05i,-9.2113e-05-0.00039774i,0.00072758-0.00037566i,0.00075857-0.00023154i,-2.7585e-05+0.00027685i,-0.00011967+0.00045271i,-0.0001849-0.00041821i
0.0013684+0.0015944i,0.0010344+0.00062222i,0.0011825-0.001108i,0.00053568-0.0019404i,-0.001121-0.0024048i,-0.0017709-0.0014888i,-0.00072079+0.00031386i,0.00019589+0.00093303i,0.00070873+0.00011794i,0.00021034-0.00023071i,-0.00013178+6.8909e-05i,-0.00025436+3.1361e-05i,-0.00086179+0.00071438i,-0.0011221+0.0010947i,-0.00056582-0.00014002i,-9.6965e-05-0.00059533i,-0.00059564+6.4273e-05i,-0.00095778-0.00012016i,-0.00027271-0.00032016i,0.00032718-0.00037184i,0.00030508-4.7121e-05i,0.00020501+0.00088153i,0.00018734+0.00040944i
-0.00081037-0.00014089i,-0.00070405+0.00036471i,-0.0012427+0.0010919i,-0.0001517+0.0017519i,0.000672+0.0016271i,0.000787+0.0012903i,0.00037786+0.001232i,0.00033824+0.0007467i,0.00075384+0.00012038i,0.0010591+0.00018183i,0.00044623+0.00043593i,4.8373e-05-6.4211e-05i,0.00060602-3.6514e-06i,0.00045884+0.00050273i,0.00025222+0.00077061i,0.00027751+0.00062277i,-0.00010398+0.00037429i,-0.00051346+0.00041757i,-0.00024002+0.00020172i,-1.7225e-05+0.00037768i,-0.00064481+0.00063925i,-0.00037762+0.00027812i,0.00043322+0.00023312i
-8.4757e-05-3.7815e-05i,9.1938e-05+0.00062992i,-5.0541e-05+0.0011147i,-0.00049677+0.00037763i,-0.00044578+0.00094588i,-0.0003358+0.002037i,0.00058306+0.0011621i,0.0014259-0.00022098i,0.001025-0.00053993i,0.00065689-0.00051292i,0.0011312-0.00049722i,0.0011407-0.00071393i,0.00079877-0.00016013i,0.00022645+0.00063036i,-0.00021809+0.00064235i,-0.00038011+0.00060488i,-0.00025053-0.00012383i,0.00042312+5.7507e-05i,0.00026921+0.00029816i,-1.4804e-05-0.00012199i,-0.00018797-0.00040276i,-5.1538e-05-0.00027528i,-0.00041635-0.00044903i
-2.3092e-05-3.4576e-05i,0.00024254-0.00056722i,0.0006072-0.00036273i,3.4253e-07+0.00013818i,-0.00015071+0.0014493i,-3.763e-06+0.0018991i,0.00031727+0.0013738i,0.00057988+0.00077163i,0.0005446-0.00015715i,-0.00031409-0.00012592i,-0.0004764+0.00025683i,-3.9063e-05+0.00024954i,-0.00020638+0.00051584i,0.00017709+0.00048684i,0.00069384+0.00021832i,-6.1573e-05+0.00048886i,-0.00097634+0.00073374i,-0.00013127+0.00052393i,0.00075888+0.0005139i,0.00090703+0.00060505i,0.00013491+0.00047845i,-0.00066661+0.00026623i,-0.00074908-0.00058886i
0.0010067-0.00081375i,0.0014928-0.000181i,0.002075+0.00048858i,0.0023209-3.37e-05i,0.0022887-0.00046244i,0.0015303-0.00020903i,0.00076661+4.2509e-05i,0.00069347-0.00013949i,0.00075446-0.00024028i,0.00087813+0.0001285i,0.001176+0.00054669i,0.00045489+0.00036013i,-0.00033426-0.00075345i,-0.00045816-0.00098524i,-0.000351-0.00048191i,-0.00022745-0.00021814i,0.00035604+0.0002196i,0.00076923+1.7754e-05i,0.000541-0.00073566i,0.0003519-5.7068e-05i,0.00052476+0.0010031i,0.00082799+0.00097995i,0.00071269+0.00075793i
-0.0004327+6.0021e-05i,0.00011343-0.00028185i,-0.0010683-7.5195e-05i,-0.00079436+0.00025144i,0.0011015+0.00062467i,0.0013115+0.0011905i,0.00070283+0.0013446i,0.00063712+0.0011091i,-0.00026189+0.00078459i,9.1194e-05+0.00091338i,0.0011883+0.00043713i,0.0011942-3.1944e-05i,0.00077361+0.00025078i,0.00076145-0.00012436i,0.00075879-0.00063394i,-8.0885e-05-0.00070489i,-0.00024715-0.00035502i,0.00021755+5.1454e-05i,0.0004411+0.00034609i,0.00065257-0.00017224i,0.0013076-0.00098797i,0.0011301-0.00056752i,0.00050059+0.0004454i
-0.0016096+0.0014308i,-0.0011008+0.0015363i,0.00040007+0.0016626i,0.0014643+0.00094718i,0.0014139-0.00021134i,0.00076778-0.00055741i,6.7195e-05+0.00013258i,-0.00012087+0.00068812i,0.00044549-6.0374e-05i,0.0014178-0.00088158i,0.0017997-0.00091657i,0.0014078-0.00062775i,-6.6477e-05-2.899e-05i,-0.0010414-0.00022952i,-0.00084702-0.00042758i,-0.00098348+6.4271e-05i,-0.00084844+0.00051405i,-0.00024397+0.0006558i,-0.00014216+0.00089189i,-0.00026616+0.00046302i,-0.00078491+0.00033323i,-0.0013248+0.00047737i,-0.0012416+0.00077593i
-0.0019359-7.3896e-05i,-0.0022608-0.00054684i,-0.0028502+0.00018176i,-0.0021286+0.00060535i,-0.00072188+0.0001873i,-0.00030266+0.0007342i,0.00014126+0.0010034i,2.7049e-05+0.00085866i,0.00035689+0.001005i,0.00072748+0.0009833i,0.00059055+0.00046478i,0.00049563-0.0009622i,0.00027652-0.00071717i,0.00015143+0.00036677i,-6.8054e-05+0.0002443i,-8.8814e-05+0.00040486i,4.765e-05+8.6779e-05i,-0.00024622-0.00089059i,-0.00043712-0.00063649i,-0.00066778-4.6235e-05i,-0.00062508+2.5607e-05i,-7.5608e-05-1.1821e-05i,0.00044326-0.0001939i
0.0017123+0.0021607i,0.0017879+0.0015069i,0.0024575+0.00102i,0.002132+0.00080728i,0.00065459+0.00058791i,-0.00017647+0.0012371i,-0.00012645+0.0014296i,0.00068956+0.0012786i,0.0012719+0.00058046i,0.0015066-4.0793e-05i,0.0010147-0.00086307i,4.1695e-06-0.0015651i,-0.00060323-0.0008322i,-0.00026615-1.7751e-05i,0.00042055+0.00024546i,-0.00071902+0.00067018i,-0.0016258+0.00037823i,-0.0013335+1.2224e-05i,-0.00059322+0.00047795i,1.1794e-06+0.00086741i,-2.5813e-05+0.00076314i,0.00014169+0.00043465i,0.00085295+0.00036888i
-0.0010464-0.0010329i,-0.00048686-0.00040609i,0.00076756+0.0011265i,0.0020291+0.00135i,0.002685+0.0011624i,0.0016465+0.0014453i,0.00062107+0.0009551i,0.00034738+0.00042408i,-0.00011434+4.3777e-05i,7.0011e-06+0.00025314i,0.00014239+0.00044516i,0.00047363+0.00065189i,0.00074296+0.00049934i,3.7148e-06-0.00055423i,-0.00014896-0.00088183i,0.00022682-0.00019144i,-0.00014226+0.00086504i,-0.00019884+0.0014219i,0.00022785+0.0014007i,-0.00011347+0.0011663i,-0.00050172+0.00050115i,-0.00051024+0.00031973i,-0.00050036-1.3656e-05i
0.00022618+0.0010766i,-0.00062187+0.00072167i,-0.00069608+0.00092592i,0.0013383+0.00099614i,0.0030831+0.0014224i,0.0024863+0.0010499i,0.0014167-0.00021881i,0.00051728-0.00020495i,-8.9848e-05-0.00026912i,9.9971e-05+0.00059939i,-5.4937e-05+0.00096107i,-0.00028905-1.6491e-05i,-0.00027177-0.00088227i,3.0724e-05-0.00020713i,0.00031204+0.00013805i,-0.00035917-0.0006165i,-0.00088415-4.2681e-05i,-0.00074038+0.00090646i,-0.0008464+0.00075405i,-0.00066379-0.00019194i,-9.8587e-05-2.7569e-05i,-0.00011102+0.00054084i,-0.00011887+0.00073605i
-0.0028978+0.00056645i,-0.0025796+0.00089196i,-0.0013007+0.0015669i,-8.9527e-06+0.0020582i,0.00096745+0.0014514i,0.00049323+0.00074942i,7.4901e-05+0.00021674i,0.00065864+0.00013814i,0.00091184+0.00024607i,0.00071201+0.00024207i,0.00077674+0.00043855i,0.00078614+0.00024581i,0.0006739-4.5417e-06i,0.00084286+7.3295e-05i,0.00057448+4.97e-05i,0.00026854-0.00022698i,0.00018399-0.00052043i,2.5893e-06-0.00096191i,-4.6578e-05-0.00065219i,-3.0628e-05-0.00089913i,0.000107-0.00091204i,-0.00034493-0.00023775i,-0.00094118+0.00012557i
0.00013586-0.00027291i,0.00077195+0.00022914i,0.0012363+0.00037543i,-0.00035418-0.0005532i,-0.0012692-0.00036951i,-0.00081409+0.00036576i,-0.00013163+0.00080481i,0.00047709+0.00025439i,0.0013811-4.0197e-05i,0.001583+0.00013858i,0.00072272-0.00014483i,-0.00012947+8.2312e-05i,-0.00060906+7.9956e-06i,-0.00083535-0.00014391i,-0.00052186-0.00044882i,-0.00031572-0.00027928i,-0.00052286+0.00016523i,-0.00047307-0.00037655i,-4.9639e-05-0.00073231i,-0.00017264-0.0002986i,-0.00023573-0.00012826i,0.00032972+0.00032184i,0.00034866+0.00025116i
0.00046979+0.00095382i,0.00016065+0.0010926i,0.00010267+0.0011907i,-0.0001981+0.00085303i,-0.0012119+0.00081685i,-0.0018228+0.0012965i,-0.00085026+0.00097115i,0.00080785-0.00022319i,0.0011855-0.0011174i,0.00046643-0.00099943i,0.00010631-0.00081606i,-0.00011284-0.00070382i,2.0526e-05-0.00063008i,7.9828e-05+0.00011159i,-0.00039638+0.00046218i,0.00036168+0.00016256i,0.00072388+0.00020936i,0.00040464-7.6275e-05i,0.00050215-0.00054501i,0.00066847+0.00013038i,0.00012498+0.00068551i,-0.00050526+0.00052991i,-0.00031948+8.7318e-05i
-0.0026243-0.0017578i,-0.002441-0.0011117i,-0.0022538+0.00085748i,-0.00061219+0.0024732i,0.0012483+0.0026057i,0.0012305+0.0016496i,0.00034619+0.00076492i,-0.00022333-7.3643e-05i,-0.00057365-0.000355i,-0.00031303+0.00020307i,-0.00031354+0.00074445i,-0.00013127+0.00048111i,0.00045875+0.00033405i,-0.0004571+7.9798e-05i,-0.00035803-0.00066468i,0.00024588-0.00013132i,-7.7878e-05+0.00048688i,0.00015439+0.00037929i,-0.00031972-8.4181e-05i,-0.00059493-0.0010159i,-0.0003588-0.0013442i,-4.6527e-05-0.00046291i,-0.00021185-0.00011782i
-0.0005218-0.00019289i,-0.00023667-0.00013207i,0.00037879+0.00020964i,0.00085674+0.00086732i,0.00044773+0.0014879i,0.0011558+0.0013987i,0.0011376+0.0005891i,-0.00050122+9.9865e-05i,-0.00077298+0.00020021i,-0.00028408-3.7497e-05i,-7.5507e-05-7.8194e-05i,2.4121e-05-0.00016825i,0.00081479-0.0001912i,0.00087976-0.00020776i,0.00051233-0.00064497i,0.00071485-0.0008004i,-0.00015851-0.0001078i,-6.5259e-05+0.00028529i,0.0010334-4.0772e-05i,0.00048758+0.00030559i,-0.00063357+0.0004881i,-0.00067678+0.00043197i,-0.00035874+0.00020103i
-0.001211+0.00046352i,-0.0014002+0.0009749i,-0.00191-0.00034528i,-0.0015663-0.00080682i,-0.00050417+0.00017391i,0.00046911+0.00049208i,0.0010546+0.0010295i,0.00078516+0.0016838i,0.00061111+0.0011459i,0.00069679+0.0010188i,0.00038823+0.00095707i,0.00026437+0.00033114i,-0.00058493+0.00078631i,-0.0013899+0.0010175i,-0.0010497+0.00076473i,-0.0010537+0.00015503i,-0.0010414-0.00056079i,-0.00076933-0.00087143i,-0.00047615-0.00017863i,-0.00018745+0.00066261i,-0.0002083+0.00043502i,0.00021251+0.00027072i,0.00022233+0.00041128i
-0.00087163+0.00095064i,6.9455e-05+0.00045463i,0.00053406+0.00086703i,0.00093288+0.00057939i,0.00072217+0.0005507i,0.00064313+0.00021771i,0.00090159-0.0002067i,0.00052855+0.00054952i,0.00022958+0.00095719i,-0.00015852+0.00071271i,-3.6471e-05+0.00027876i,0.00071997-8.3966e-05i,0.00065979+0.00012188i,-0.0005526+7.7021e-05i,-0.00067729-0.00078573i,8.5206e-05-0.00083437i,-0.00026433+3.4139e-06i,-0.00075891+0.00025313i,-0.00044563+0.00014751i,-0.00032795-7.995e-05i,-0.00061503-0.00045558i,-0.00026165-0.0001203i,-4.5696e-05+0.00071464i
5.6223e-05+0.00019865i,0.0002801+0.00019229i,-0.00010755+0.00085453i,-0.00028816+0.00068288i,0.00021211+0.00025018i,-7.0026e-05-0.00018352i,2.172e-05+0.00015909i,0.00019433+0.0007374i,0.00012895+5.6272e-05i,0.0005623+0.00030307i,0.00054998+0.0004776i,0.00043853+1.5225e-05i,0.00010221+0.00018505i,-0.00024462+0.00018417i,9.0004e-05+7.584e-05i,-0.00012352-3.9431e-05i,-4.2291e-05-0.00020496i,-0.00010693-0.00021184i,4.6264e-05+9.8956e-05i,0.00011778+0.0003284i,-0.00038668+0.00010945i,-0.00023956+0.00069491i,-0.0001623+0.0012933i
-0.0019045+0.0015567i,-0.001901+0.002903i,-0.0019447+0.0030625i,-0.00078359+0.0027345i,-1.32e-05+0.0016251i,0.00010775+0.00049078i,-0.00028255+0.00077116i,-0.0010627+0.00028347i,-0.00064024-0.00043765i,0.00074929-0.00013932i,0.00092063+6.6809e-05i,4.5435e-05-0.00044665i,-0.00035386-0.00047464i,-0.00018498-3.3644e-05i,6.7407e-05+0.00037633i,2.1881e-05+0.00097633i,7.7957e-05+0.0009886i,0.00045786+0.00066105i,-0.00035346-0.00039644i,-0.00084035-0.00062928i,-0.00017486+0.00011382i,9.1618e-05+0.00032997i,-0.0002699+0.00013294i
-0.00061519-0.0020501i,-0.0013382-0.00094608i,-0.0023316+0.0005025i,-0.0014678+0.0014542i,-0.00033254+0.0021026i,0.00016125+0.0018256i,0.00046977+0.001544i,0.00037969+0.00073802i,-9.0962e-05+0.0001655i,6.4574e-05+0.00013335i,0.00046422+0.0006257i,-1.3845e-05+0.0007139i,-0.0002412+0.0006076i,1.0585e-05+0.00096959i,0.00041169+0.00048732i,0.00011386-0.00079264i,4.0428e-05-0.0015232i,-3.4472e-05-0.0013245i,6.5731e-05-0.00057242i,9.017e-05-2.8284e-05i,1.1036e-05-0.00041098i,0.00048767-0.00070986i,0.000334-0.00035381i
0.0014003-0.00089034i,0.0014432-0.00020748i,0.0009744+0.00033374i,-0.00025203+0.00072241i,-0.00015335+0.001211i,0.00054392+0.0019235i,0.00058252+0.0017917i,0.00022115+0.00089089i,0.00019891+0.00090914i,-0.00027651+0.0015103i,-0.00088178+0.0012973i,-0.00085121+0.00015411i,-9.2608e-05-0.00049838i,0.00064048+3.9894e-05i,8.8608e-05+0.0001189i,-0.00035022-0.00064895i,-2.1522e-05-0.00070692i,2.7396e-05-0.00047034i,-0.00068641-0.0001369i,-0.0010747+0.00022609i,-0.00062381+8.4489e-05i,-3.5259e-05-0.000426i,0.00021328-0.00079574i
-0.0017901+0.0011734i,-0.00030152+0.00024009i,0.0012706+0.0014356i,0.0021904+0.0016233i,0.0020219+0.00060133i,0.0011003-0.00033983i,0.00075635-0.00014704i,0.0013359+3.5448e-05i,0.0010009+0.00046305i,0.00016354+0.0013358i,9.9688e-05+0.0013229i,0.00058885+2.0137e-05i,0.00036932-0.00088236i,5.0701e-05-0.00090281i,-0.00025536-0.00062422i,-0.0007539-0.00056099i,-3.2969e-05+0.000183i,0.00047291+0.00048049i,0.0006946+0.00030311i,0.00083992-4.8951e-05i,0.00073219-0.00060879i,-5.7266e-05-0.00037566i,-0.0009625+0.00029869i
-0.00053808+0.0011675i,-0.000954+0.0012927i,-0.00086094+0.0013262i,-0.00039912+0.00039415i,2.6922e-05-0.00023971i,-0.00016793+7.9445e-05i,0.00017322+0.00086663i,0.00031804+0.00065846i,0.00068104+0.0002249i,0.0010743+0.00067422i,0.00075794+0.00027487i,0.00022063-0.00048513i,-0.00036404-0.00082503i,-0.0010964-0.00035763i,-0.0011617-0.00014187i,-0.00049628-0.00070675i,0.0003835-0.00051398i,0.00071234-0.00024743i,0.00066614-0.00024396i,0.00039789-0.00014322i,-0.00054894-0.00014408i,-0.00012283-0.00025368i,0.00060046-0.00011806i
-0.00095644+0.00050364i,-0.0014486+0.00082098i,-0.00070403+0.00091871i,0.00011945+0.0011997i,0.000389+0.0011091i,0.0007565+0.00017926i,0.001001-0.00018616i,0.0011654+0.00035392i,0.0007089-1.6107e-05i,0.00081507-0.00029697i,0.0013892+0.00011685i,0.00076998-7.6492e-05i,-0.00058376-0.00015378i,-0.0011939+0.0010599i,-0.00054234+0.0011188i,-0.00041186+0.00048536i,-0.00041374+0.00082636i,0.00040376+0.00088704i,0.00056176-0.00021515i,-0.00033221-0.00045989i,-0.00064082-7.293e-06i,-0.0008033-0.00020757i,-0.00070837-0.00046954i
0.0013819+0.00052049i,8.9886e-05+0.0015714i,0.00033086+0.0022567i,0.0015443+0.0018703i,0.00052707+0.0010383i,-0.0013514+0.00062294i,-0.0014232+0.00084521i,-0.00095604+0.0011995i,-0.00029871+0.00074177i,0.00049725-0.00014132i,0.00029301-0.0004532i,0.00015399-0.0001369i,0.00017857+0.00022083i,0.00041819+0.00030086i,0.00069679+0.00016594i,0.00039615-5.7078e-05i,0.0002111+0.00032832i,-0.00027399+0.00068177i,-0.00040184+0.00089447i,0.00013018+0.00055927i,0.00045893+0.00014829i,9.0798e-05+0.00039154i,-0.00022634+0.00064804i
-0.0025617+1.1078e-05i,-0.0024898+0.000802i,-0.0010433+0.00085779i,1.7321e-05+0.00054869i,7.833e-05+0.00031852i,0.00024695+0.00027362i,0.00070232+0.00019363i,0.00079251+0.00037378i,0.0001345+0.00069156i,-0.00021597+0.00038761i,-6.7439e-05+0.00023545i,-0.00020404+0.00057363i,-0.00021586+0.00046056i,-0.00039182+0.00017061i,-0.0008091+0.00040099i,-9.1533e-05+0.00016194i,-7.5803e-05-0.00037582i,-0.00026834-0.00086271i,0.00061241-0.00082153i,0.0015205-0.00034782i,0.0015926-7.7083e-05i,0.0015741-0.00021393i,0.00091949-2.284e-05i
-0.0034531-0.00013759i,-0.0024535+0.0015533i,-0.00044184+0.0030858i,0.0013837+0.0036345i,0.0023779+0.0032264i,0.0016993+0.0012857i,0.00049364-0.00033522i,-0.00012241-3.9313e-05i,-0.00014073+0.0013127i,-0.00044813+0.0012538i,0.00021035+0.00048572i,0.0010389+0.00072322i,0.00096118+0.00050319i,0.00067639+0.00019428i,0.00034981+6.5883e-05i,-0.00023533+0.00020575i,-0.00093099+0.00042042i,-0.00055203-0.00043539i,0.0004393-0.0008375i,0.00029584-0.00099126i,0.00044498-0.0012984i,0.00095518-0.00062847i,0.00050635+0.00024792i
-0.00076128+0.0032965i,0.00019355+0.0034367i,0.0016372+0.0020078i,0.0027058+0.00034179i,0.0030116-0.000181i,0.0025227+0.00018811i,0.001942+0.00037386i,0.0020022+0.0005146i,0.0016239+0.00098656i,0.0011786+0.0010242i,0.00096705+0.0005139i,0.00097733-9.2716e-05i,0.00055014-0.00064975i,-0.00019785-0.00060289i,-0.00031332-0.0008289i,-0.00019-0.0013145i,1.4922e-05-0.00063944i,-0.00030879+0.00029585i,-0.00049187+0.00059793i,-0.00034489+0.00039615i,-0.00042872+0.00039319i,-0.00062351+0.00065629i,-0.00078378+0.00077433i
-0.00053853+0.00089823i,-0.00094982+0.00064537i,2.8255e-05+0.0010785i,0.0010881+0.00073376i,0.0013238+7.3587e-05i,0.00066326+0.00074768i,-7.7838e-05+0.0015816i,0.00018904+0.00092683i,0.0015167+5.8631e-06i,0.0015997-0.00036292i,0.0001927-0.00045823i,-8.356e-05-5.9221e-05i,1.5375e-05+0.00049127i,-0.0010318+0.0002342i,-0.00092829-9.4804e-05i,-0.00063237+0.00026451i,-0.00063426+0.00022225i,-0.00049961+8.9709e-05i,-0.00094815+7.4514e-05i,-0.00077704+3.5147e-05i,-0.00016214+0.0002563i,-0.00012347+0.00060223i,8.7566e-05+0.00089981i
0.0022155+0.00010235i,0.0025917+0.0004902i,0.0015367-0.00012353i,0.00039492-0.00079474i,-0.00011758-0.00065012i,-0.00020079+8.6633e-05i,0.00035312+0.0009811i,0.00091522+0.0006417i,0.00069155+3.4386e-05i,0.00017929-0.00056839i,0.00036335-0.0011422i,0.00069148-0.00025483i,-0.00012841+0.00049192i,-0.0004617+0.00038874i,-0.00027603+0.00055078i,-0.0010688+0.00064037i,-0.0010793-0.00018781i,-0.00091095-0.00086346i,-0.00041983-0.00027982i,0.0007436+0.0012249i,0.00042239+0.0012631i,-0.00083776+0.00041954i,-0.0007975+0.00010249i
