-0.0031383+0.0009368i,-0.0019266+2.0515e-05i,-0.0040192-0.00077736i,-0.0041781-0.00031509i,-0.0026715+0.00060438i,-0.0018202+0.0010001i,-3.0971e-05+0.0014441i,0.0017356+0.0021071i,0.0020167+0.0013851i,0.001646+0.00010864i,0.00062027-0.0012769i,-0.0005654-0.0022931i,-0.0016446-0.0014291i,-0.0010258-0.00016414i,-0.00029656-0.00014273i,-0.00043255-3.6832e-06i,-0.00017292+0.0003151i,0.00024732+0.00059134i,0.00012247+0.00043501i,-0.00048678+0.00095421i,-0.00049712+0.0016165i,-0.00062038+0.00065523i,-0.00016255-0.00059549i
0.00056254+0.0018577i,-0.00026908+0.0032001i,-0.00016564+0.0022537i,-0.0005902+0.00079704i,-0.00091735+0.00013172i,-0.00080028+0.00037438i,0.00046395+0.00024845i,0.00086675+6.1133e-05i,0.00027963-0.00053811i,0.00012606-0.0015919i,-0.0003182-0.0019207i,-0.00079633-0.0020096i,-0.00054504-0.0018452i,-0.00051913-0.00088742i,-0.0011125-0.00010961i,-0.00095899-0.0005396i,-0.00073893-0.00047264i,-0.00030919+0.00075802i,0.00032139+0.0014457i,0.00013084+0.0010313i,-1.0751e-05-8.8405e-05i,0.00052396-0.0005565i,0.00075952+0.0002948i
-0.0034924-0.0020265i,-0.0033356-0.002244i,-0.0030352-0.00098116i,-0.0023942+0.00083168i,-0.0024246+0.0027078i,-0.0014932+0.002865i,0.00030992+0.0019218i,0.00061203+0.00042955i,0.00038554-3.384e-05i,0.00036526-5.806e-05i,0.000729-0.0012951i,0.00017696-0.00096873i,-0.0010515+0.00026419i,-0.00019161+0.0002443i,0.00081192+8.283e-05i,0.00071694+0.0006252i,0.00054473+0.00061769i,-0.00019891+0.00043374i,-0.00063089+0.0008881i,-0.0001642+0.00078801i,-0.00035735+0.00042102i,-0.0002818+7.5933e-05i,0.00066614+8.8279e-05i
0.0030934+0.00052384i,0.0042593+0.00099056i,0.0028685-0.00014795i,0.0010572-0.0012842i,0.00038908-0.00072357i,0.00021745+0.0003706i,0.00043909+0.00054731i,0.00065711+2.4304e-05i,0.00055734-2.4698e-05i,-0.00034637-0.00036888i,-0.00071189-0.0015021i,-0.00065788-0.0016494i,-0.00074761-0.00086236i,-0.00056912-0.00063972i,-0.00072875-0.0010138i,-0.00081334-0.00074026i,-0.00025071-0.00044773i,0.0002455-0.00052567i,0.00029086-0.00034294i,0.00022115-0.00018889i,1.483e-05-0.00050421i,0.00073716-0.00052805i,0.00091281+1.3033e-06i
-0.00046739+0.001152i,-0.00058319+0.00071422i,6.5551e-05+3.8834e-05i,0.0010433+0.00026499i,0.0013321+0.0003106i,0.00084668+0.0010155i,0.00085109+0.0012129i,0.0012237+0.00086399i,0.0012223+4.2332e-05i,0.00044863-0.0010018i,-7.5971e-05-0.0010695i,2.2084e-05-0.00023593i,-0.0001242-0.00085585i,5.55e-05-0.0019648i,0.00043173-0.0010171i,0.00011983-0.00050852i,-0.00010674-0.00042344i,0.00025727+0.00048595i,0.00039045+0.00092016i,-6.3673e-06+0.0012787i,-0.0001908+0.0012465i,0.00020726+0.00066973i,0.00055443-0.00022256i
0.0012212-0.00014971i,0.00064281-0.00010999i,0.00016072+0.0018207i,-0.00064621+0.001717i,-0.0010706+0.00096165i,-0.0010399+0.00096507i,-0.00038827+0.00054393i,-4.799e-05+0.00074391i,-0.0003463+0.0005522i,0.00016589-0.00063739i,-3.1e-06-0.001601i,-0.0009448-0.0010909i,-0.0009687-7.3681e-05i,-0.00063349+0.00063311i,-0.0011405+5.907e-06i,-0.0015037-9.0877e-05i,-0.0010155+0.00075143i,-0.00046804+0.00063031i,-8.7286e-06+0.00092984i,-0.00010608+0.00088614i,-0.00038132+0.000246i,-0.00071716+0.00040231i,-0.00071605+0.00076496i
0.00093735+0.00041229i,0.0019055+0.0012227i,0.0024235+0.00099763i,0.0012674-0.0004528i,0.00090669-0.0002721i,0.00080744+0.00036316i,0.00052967+9.8156e-05i,0.00080109-0.00044592i,0.00085538-0.00073778i,0.00027369-0.001055i,-2.5598e-05-0.0016815i,-0.00042797-0.0020448i,-0.00082676-0.0015535i,-0.0008426-0.00049669i,-2.0738e-06+0.00012068i,0.00019251+0.0006917i,-0.00036966+0.00052831i,-0.00037016+0.00040382i,-0.00019332+0.00085949i,-0.0001093+0.00070823i,-0.00040899+0.00018355i,-9.7575e-05-1.2341e-05i,0.0003215+0.0001784i
0.00080829+0.0016034i,0.00056711+0.0014626i,0.00058292+0.00066601i,0.00046005-4.8071e-05i,-0.00071448+0.00041012i,-0.0015561+0.0004624i,-0.00081405-0.00065497i,-0.00029276-0.00068863i,-0.00023094-0.0006591i,-0.00026994-0.001326i,-0.00024208-0.0022226i,-0.00039636-0.0018951i,-0.00014934-0.00048971i,-3.3901e-05-0.00044658i,-3.6373e-05-0.00060976i,0.00021366-0.00016149i,-8.3009e-05+0.0007354i,-0.00061747+0.00081666i,-0.00052541+0.00026157i,-0.00048287+0.00043227i,-0.00092901+6.9829e-05i,-0.001849-0.00016628i,-0.0013308+8.1154e-05i
0.0025231-0.00071925i,0.0020809-0.0013669i,0.0013633-0.00091232i,0.00045262-0.00030326i,-0.00032131+0.00027129i,-0.00052726+0.00075013i,0.00049585+0.00082048i,0.00075623+0.00011417i,0.00011429-0.0010377i,-0.00045819-0.0018819i,-0.0009361-0.0018589i,-0.00075618-0.0015054i,-0.00012701-0.001279i,-0.00028067-0.00033488i,-0.00060713+0.00074077i,-0.00086087+0.0010423i,-0.00091344+0.00062858i,-0.00057133+0.00043417i,-0.00020851-0.00027472i,0.0005064-0.0001862i,0.0011448+0.00086669i,0.0007236+0.00099017i,0.00027469+0.00037926i
-0.0020389+0.0004093i,-0.0022888+0.001978i,-0.001962+0.0024804i,-0.0011752+0.0019168i,3.8785e-05+0.0026761i,0.00080054+0.0026023i,0.00054546+0.0011883i,0.00097917+0.00038224i,0.0010148-0.00042897i,0.00075159-0.00089692i,0.00098311-0.00090186i,-0.00024945-0.00075498i,-0.0010226-0.00037296i,-6.048e-05+0.00012424i,0.00019862+0.0004324i,5.507e-05+1.7173e-05i,-1.0218e-05-0.00032767i,-0.00051118-0.00066162i,-0.00035486-0.00068799i,0.0001769+0.00016269i,0.00028191+0.00076865i,-6.8642e-05+0.00079236i,-0.0001517+0.0005391i
0.0011765-0.0014097i,0.0026838-0.00017043i,0.0021509-0.0010853i,0.0016402-0.0025806i,0.0014709-0.0019221i,-8.5591e-05-0.00037106i,-0.00083434+0.00034333i,-0.0005151+0.00011368i,0.00021645-0.0005993i,0.00025123-0.0013494i,-0.00055175-0.0017081i,-0.0010322-0.0015537i,-0.0013975-0.00073998i,-0.00063051-0.00016913i,0.00022768-0.0004878i,0.000432-0.00070015i,0.00055223+1.2715e-05i,0.00066627+0.00053824i,0.00069591+0.00026293i,0.00019137-9.9834e-05i,-0.00010941-0.00041694i,-0.00026454-0.00049593i,7.0548e-05-0.00084455i
6.973e-05-0.0011571i,0.00054501-0.00094166i,0.00087872-0.00042036i,-0.0002524-0.00033413i,-0.0013585+0.00038786i,-0.0013597+0.0013497i,-0.00078922+0.00040011i,0.00055504-0.00048528i,0.0019197+0.00025066i,0.0012671-0.00010574i,6.042e-06-0.00090755i,-0.00090872-0.00042966i,-0.00088054-0.00020801i,-0.00056148+5.2159e-05i,-0.00047593-0.00058365i,-4.3324e-05-0.0010171i,-0.00048405-0.00047033i,-0.00045076-0.00017514i,0.00032856-0.00030925i,0.00041618-0.00026327i,0.00021279+0.00010328i,0.0002562+0.00025671i,0.00032331+8.8911e-05i
0.0015378+0.00048085i,0.00088723+0.00064569i,0.0015956-0.00021546i,0.0011653-0.00088918i,7.013e-05-0.00018768i,-0.00033068-0.0003871i,-0.00031284-0.00050538i,0.00029653+7.6704e-05i,0.00031359+5.0268e-05i,0.00051558-4.2006e-06i,0.00041413-0.00072939i,-0.0005997-0.00082899i,-0.0015546+0.00028474i,-0.0011043+5.4686e-05i,-6.9279e-05-0.00073879i,0.00062756-0.00049022i,0.0010504+0.00016033i,0.00058347+0.00061604i,-0.00016233+0.0010323i,0.00014657+0.00080942i,0.00065688+0.00039056i,0.00020693+0.00010753i,-0.00024108-0.00079587i
-0.00060244+0.0011851i,-0.00054422+0.00048599i,-0.00047387+0.00042963i,-0.00029595+0.00094503i,0.00023694+0.00058048i,-8.1069e-05+0.00048652i,0.00031259+0.00067504i,0.00043093+0.00048384i,-0.00055506+0.00052076i,-0.00068928+0.0001611i,-0.0002716-0.0011413i,-0.00051778-0.0012529i,-0.00054804-0.00013424i,0.00017021-7.987e-05i,0.00044494-0.00028874i,-0.00013902+0.00019274i,-0.00070434+0.0010971i,-0.00082065+0.00071366i,-0.00023983+0.00022869i,0.00012874+0.00041972i,0.00042453-3.5779e-05i,0.00097436-0.0001837i,0.000304+9.3644e-05i
-0.00054054+0.00049927i,-0.00044401-0.0001423i,-0.00012984-0.00010743i,-0.00094411+0.00012863i,-0.00084703+7.9827e-05i,-3.5043e-05+0.00099958i,0.00024558+0.00068237i,0.00039801-0.00053727i,0.0001705-0.00053481i,0.00073515-0.00091798i,0.00035798-0.0014411i,-0.0006925-0.00061267i,-0.0010191+0.00033319i,-0.00056311+0.00026481i,-0.00058735-0.00016796i,-0.00070392+9.7818e-05i,3.1056e-05-3.5882e-05i,-0.00033891-0.00023928i,-0.00079322-7.3387e-05i,-0.00076057-0.00024196i,-0.00048918-0.00041719i,0.00013548-0.00011509i,-0.00040334+3.2731e-05i
-0.0011999-0.00083443i,-0.0011409-0.00042483i,-0.0019114+0.00058455i,-0.0020535+0.001755i,-0.001806+0.0029688i,-0.0011385+0.0025317i,-0.00032223+0.0020993i,-0.00028397+0.0020659i,-0.00047101+0.00068093i,-0.00018495-0.00023009i,-0.00032424-7.4684e-05i,-0.00050155-4.0587e-06i,-0.00024519-0.0003335i,-0.00065618-0.00027315i,-0.00034694-5.9837e-05i,0.00023451+0.00062701i,-0.00029822+0.0010825i,-0.00037762+0.00048704i,-0.00011411+0.00089145i,-6.4017e-05+0.0014178i,0.00035634+0.0014556i,0.00048465+0.0011821i,0.00012096+0.00031632i
-0.0011581+0.00042621i,-0.00075966+0.0010703i,-0.00063622+0.0012224i,-0.00068165+0.00052613i,-0.0011786+0.00054161i,-0.0014623+0.00046947i,-0.00037838-0.0001618i,0.00038327-0.00023409i,0.00036096+0.00010281i,0.00012464+3.7166e-05i,5.5221e-05-0.0003851i,-0.00032023-0.00090351i,-0.00075798-0.0004246i,-0.0010194-0.00033512i,-0.00033253-0.00058989i,0.00039942+0.00027463i,0.00058709+0.00054956i,0.00025748+0.00041386i,0.00015941+0.00040702i,6.8598e-05+0.00060756i,-0.00069561+0.00081541i,-0.00045064+0.00052676i,9.2777e-05-4.9276e-05i
0.0009117-0.0012839i,0.0015344-0.0018381i,0.0016144-0.00079463i,-6.7399e-05-3.6904e-07i,-0.00047656+0.00054404i,0.0006239+0.0022663i,0.0011085+0.0021621i,0.00076626+0.00088787i,0.00077673+0.00024281i,0.001368-0.0005916i,0.00087667-0.0008187i,-0.00072694-0.0004521i,-0.00082211+1.0648e-05i,-5.892e-05-4.8264e-05i,0.00014442+0.00010748i,0.00045603+0.00090193i,0.0001505+0.0013163i,-0.00036372+0.00062991i,0.00011631+0.00047556i,0.00059565+0.00095738i,0.00090831+0.00046851i,0.0007574+0.00026699i,-4.9661e-05+0.00032405i
-0.0015387+0.0014541i,-0.0014325+0.0012558i,-0.0012197+0.0018732i,-0.0010118+0.0019873i,-0.00097831+0.002168i,-0.00074669+0.0015278i,-0.00017239+0.00030059i,0.00091763-0.00034376i,0.0017631-0.00034696i,0.0014352-0.00063507i,0.00046648-0.00080373i,-0.00063505-0.0004011i,-0.00056677+0.00030713i,1.5333e-05+0.00027685i,-3.2746e-05-0.00031999i,-0.00035382-0.00020952i,0.00014306+0.000349i,0.00082539+0.00057782i,9.761e-05+0.00029696i,-0.00091521+0.00022636i,-0.000608+0.0005023i,0.00043152+9.4233e-05i,0.001008+3.3716e-05i
0.00055745+0.00078953i,0.00046401+0.0017161i,0.00057481+0.0018751i,-3.9655e-05+0.0021089i,-0.00098761+0.0019537i,-0.001191+0.0012564i,-0.00021582+0.00092381i,0.00079927+0.00037012i,6.834e-05+0.00022625i,-0.00072263-0.00022385i,-0.00074429-0.0010345i,-0.0009947-0.00094693i,-0.00058743-0.00017755i,0.00055052-1.301e-05i,0.0011781-0.00065613i,0.0011725-6.0943e-05i,0.0010492+0.0009899i,0.0009978+0.00019101i,0.00093983-0.00042479i,0.00026038+0.00083744i,-0.00057142+0.0010501i,-0.00090067+0.00082971i,-0.00097641+0.00075472i
-2.0909e-05+0.00093054i,-8.8535e-07+0.00017172i,0.00059647+0.0010482i,0.0010063+0.0013347i,0.00048251+0.00086183i,-0.00011463+0.00077233i,-0.00052812+0.00063163i,-1.3759e-05+0.00017178i,5.8286e-05+0.00015128i,-0.00025254-0.00025511i,0.00018207-0.0011691i,0.00018111-0.0010242i,-0.00047998-0.00059674i,-0.00057511-0.0008208i,0.00040748-1.101e-05i,0.00095035+0.00082013i,0.00041108+0.0012516i,-0.00067855+0.0012686i,-0.00081685+0.00019194i,-3.9182e-05-0.00062403i,0.00064621-0.00037833i,0.0012318+0.00016572i,0.0008706+0.00026677i
0.00083364-0.0017128i,0.0012901-0.0013998i,0.0028775-0.00013736i,0.0029402+5.0768e-05i,0.00049408+0.00050293i,-0.00021354+0.00035502i,0.00055016-0.00037613i,0.00024649-0.00071047i,0.00063148-0.00077021i,0.001426-0.0017043i,0.00037123-0.0024149i,-0.0011546-0.0016095i,-0.0014537-0.0007967i,-0.0011526-0.00051976i,-0.00055719+1.051e-06i,-0.00040189+0.00029455i,-0.00069048+0.00048237i,-0.00085334+0.00056162i,-0.00071402+0.00083246i,0.00028609+0.00081321i,0.00071021+0.00068679i,0.00091104+0.00030022i,0.0010258+0.00047042i
-0.00090808-0.00013821i,-0.0014418+0.00021491i,-0.00032432+0.0036362i,8.2531e-06+0.0027965i,0.00030584+0.00086893i,0.00097191+0.00055342i,0.00074211+0.0010999i,0.00025049+0.0011474i,0.00021878+0.0012791i,0.00033249+0.00055091i,0.00064997-0.00025139i,-0.00019343+0.00013334i,-0.0015914-3.5578e-05i,-0.0017027+0.00034281i,-0.0010999+0.0012574i,-0.00098153+0.00066633i,-0.00081959-0.00019549i,-0.00025707+9.1238e-05i,-2.0366e-05+0.00049335i,-0.0005298+0.00047653i,-0.0010925+0.00052926i,-0.00048962+0.00072921i,2.6956e-05+0.0010963i
-0.0012359-0.00098566i,-0.00088037-0.00027966i,-0.00070911-0.00015483i,-0.00091727+0.0005078i,-0.00080629+0.0012415i,-0.00045161+0.0012334i,-0.00061524+0.0003792i,-0.0003952+0.00020473i,-4.7615e-05+0.00044384i,0.00030311-0.00035193i,0.00029447-0.00097823i,-0.00056558-0.0012527i,-0.00039437-0.0010976i,0.00074304-0.00056935i,0.00091281-5.8312e-06i,0.00011946-9.7687e-05i,-0.00076782-0.00027124i,-0.00042124+3.926e-05i,0.00012804+3.9151e-06i,0.00069806+0.00051677i,0.00029182+0.00057481i,-0.00057179+0.00069897i,-7.2456e-05+0.00053251i
-0.00099162+0.0017434i,-0.00061627+0.0017402i,-0.0017062+0.00020376i,-0.0020794+0.00039046i,-0.0011547+0.00097116i,0.00045301+0.0011293i,0.0014997+0.0001034i,0.0017776-0.00067592i,0.0011297-0.00022178i,0.00037641-0.00018134i,0.00028037-0.00088642i,-1.6167e-05-0.00065234i,-0.0001227+0.00054456i,-0.00035632+0.00078653i,-0.00056236+0.00034778i,-4.1265e-05+0.00063328i,-0.00016027+0.0011265i,-0.00045641+0.0009736i,-0.00071466+0.00067496i,-0.00096545+0.0004768i,6.0683e-05+0.00057489i,0.00047516+0.00024312i,-0.00020695-0.00018882i
0.00010497+0.00237i,-0.00021651+0.0026324i,-0.00027644+0.0024115i,0.0004125+0.0028651i,0.0010135+0.0027111i,0.00049839+0.00124i,0.00027168+0.00063044i,0.00032891+0.00066721i,0.00069003+0.00060763i,0.0015742+0.00062698i,0.0010077+2.287e-05i,0.00031789-0.00019922i,0.00063534-0.00019488i,0.00044191-0.00028565i,0.00055487-0.00068537i,0.00024986-0.0009136i,-0.00091427-0.00041843i,-0.00084681+0.00021909i,2.447e-05+0.0013142i,3.1503e-05+0.0015497i,0.0004185+0.00060357i,0.0011786+0.00011661i,0.00096165+0.0001717i
-0.00036281-0.0020817i,0.00064783-0.0025956i,-0.00061714-0.0023415i,-0.0015773-0.00070097i,-0.001368+0.00088216i,-0.00093572+0.0010234i,-5.341e-05+0.00062493i,0.0003114+0.00016713i,0.00020052+0.00048911i,-0.00064521-5.4865e-06i,-0.001443-0.00081689i,-0.0018753-0.00086895i,-0.001907-0.00047703i,-0.0017776-7.0699e-05i,-0.0013686+6.5886e-05i,-0.00032707-0.00024309i,-0.00035939-0.0002744i,-0.00035134+0.00064233i,8.2469e-07+0.00066779i,-0.0010784+5.533e-05i,-0.00088886+0.00017677i,-8.1344e-05+0.00055951i,-0.00041268+0.00066633i
0.0020421+0.0013297i,0.0019842+0.0010922i,0.0016167+0.00062159i,0.0012359+0.0007773i,0.00029501+0.00024401i,-0.0008117+7.1504e-06i,-0.00017845-0.00018806i,0.00070819-0.00083906i,0.0013565-0.00099043i,0.0014136-0.00080447i,0.00042459-0.0011324i,-0.00049465-0.0014108i,-0.00080927-0.00016974i,-0.00070354+0.00075518i,4.8217e-05+0.00026795i,0.00080416-0.00044581i,1.4815e-05-4.8375e-05i,-0.00088488+0.00072235i,-0.00086028+0.00096416i,-0.00067027+0.0012987i,-0.00010144+0.00079747i,4.832e-05+0.000209i,0.00052589+0.00018923i
0.00021875+2.2212e-05i,0.0013951-0.00071477i,0.0010871-0.0015886i,4.5263e-06-0.0011341i,-0.00044418+0.00025911i,-0.0010689+0.0012636i,-0.00058966+0.0009712i,0.00064648+0.00036426i,0.0010409+0.00024498i,0.00051161-0.00084244i,-0.00024876-0.0013251i,-0.00034424-0.00035855i,-0.0005959-0.00017058i,-0.00095148-0.0006424i,-0.00050928-0.00049349i,-0.00033107+0.0003624i,-0.00074526+0.0004525i,-0.00075055+3.3724e-05i,-0.0005043+6.339e-05i,-0.00010766+0.00060322i,-0.00013718+0.00083615i,-0.00048701-0.00033686i,-0.00042949-0.0010317i
-0.0006529+0.0024482i,-0.00079896+0.0037158i,-0.00019542+0.0039437i,0.00068936+0.0029337i,0.00065412+0.0019909i,0.00070693+0.0019688i,0.0010384+0.0014193i,0.0009331-0.00020985i,0.00016578-0.00043417i,0.00021403-0.00044011i,0.00030007-0.001584i,-0.00014683-0.0014578i,6.3938e-06-0.00063651i,0.00072764-0.00060362i,0.00034522-0.00077601i,-0.00045916-0.00036739i,1.1752e-05-0.00046159i,0.00061508-0.00033871i,0.00030153-4.0939e-06i,-0.00062783-2.0237e-05i,-0.0010276-0.00010096i,-0.00068052+5.3385e-05i,-0.00013426+0.00069964i
0.00083328-0.00010644i,0.0012999-0.00061014i,0.0013881-0.00036825i,0.00064195-0.0002316i,-0.00033063-0.00059348i,-0.0011722-4.9253e-05i,-0.00082756+0.00067554i,3.4895e-05+7.7095e-06i,-0.00019849-0.00056607i,-0.00011452-0.00078053i,0.00029327-0.0012721i,0.00021023-0.0017309i,-0.00010541-0.0014546i,-0.00084976-0.00048208i,-0.00093356-0.00036502i,-0.00060461-0.0005706i,-0.00065833-0.00036686i,-0.00099955+1.1779e-05i,-0.0010548+0.00012609i,-0.00094961-0.0003012i,-0.00030406-0.00048212i,0.00020072-0.00049215i,-0.0003063-0.00040732i
-9.097e-05-0.0021354i,0.00026306-0.0014436i,-0.00015519-0.0013712i,-6.0956e-06-0.00041418i,-2.3664e-05+0.0004075i,0.00029351+0.00078049i,0.00083424-7.9604e-05i,0.00062138-0.00081421i,4.6602e-05-0.00028329i,0.00013797-0.00044354i,-0.00020732-0.0012559i,-0.0008251-0.00060976i,-0.00077863+0.00060672i,-0.0007925+0.00082677i,-0.00059464+0.0004618i,-0.00017018+2.4967e-05i,0.00039335+3.9533e-05i,0.00024937+0.00068669i,0.00015673+0.00079223i,0.00013435+0.0012035i,0.00044131+0.0010197i,0.0013613-4.1641e-06i,0.0015011-0.00034246i
-0.0011213+0.0027434i,-0.00179+0.0020474i,-0.0013708+0.0012316i,-0.00030254+0.0011808i,-0.00082046+0.0012766i,-0.00060233+0.0012821i,3.0639e-05+0.0013958i,-0.00032241+0.00048878i,0.00026423-0.00014477i,0.0015581-0.00053351i,0.0018905-0.0012131i,0.000676-0.00068649i,-0.00091948+1.7829e-06i,-0.00098025+0.00024048i,-0.0007248+0.00077029i,-0.00080781+0.0010814i,-6.9368e-05+0.00076235i,0.00034981+0.00042502i,-0.00038005+0.00035294i,-0.00041242+0.00012159i,4.1719e-05-7.9343e-05i,-0.00025887-0.00031186i,-0.00089289+6.776e-05i
-0.00015604-0.0014386i,-0.0011074-0.0020623i,-0.0014853-0.0021437i,-0.00059662-0.00085931i,-0.00018853+0.0017077i,-0.00072722+0.0023792i,6.1625e-06+0.0020072i,0.0015688+0.00086586i,0.0016593-0.00069379i,0.0011744-0.00090758i,-6.7001e-05-0.0012158i,-0.0013015-0.001379i,-0.0011955+7.4163e-05i,-0.00032152+0.0008274i,0.0002257+0.00033838i,0.00035802+0.00025813i,0.00021281+0.00035927i,0.00048822+0.00023638i,0.00055321+0.00016192i,-9.9788e-05+0.00016654i,-0.00052732+0.00010504i,-0.00034919+0.000175i,-0.00026805-0.0001134i
0.00055707-0.00093753i,0.00079706-0.0018681i,0.00092951-0.0015641i,7.7956e-08-0.00046672i,-0.0003958+0.00064043i,-0.00022927+0.0010571i,4.8391e-05-0.00019281i,-0.00016163-0.00071542i,-0.00030029-0.00034536i,0.00029849-0.001234i,-0.00016475-0.0019133i,-0.0015032-0.0014297i,-0.0013047-0.00059097i,-0.00078043+8.9605e-05i,-0.001011+0.0011419i,-0.0013978+0.0020079i,-0.00051928+0.0017788i,0.00023803+0.00046356i,0.00013699+0.00012329i,-0.00017681+0.00070426i,-0.00017452+0.00086621i,-0.00012508+0.00036185i,-0.00011244-0.00011362i
-0.00013944-0.0016248i,-0.00046726-0.0015765i,0.00010762-0.00065441i,0.00010036+0.00036877i,-0.0010052+0.00046937i,-0.00092926+0.00070025i,-0.00028831+0.00049602i,-6.9091e-05+0.00051815i,0.00054723+0.00021417i,0.00039442-0.00039906i,-0.00011228-0.00072871i,-0.0008067-0.00077932i,-0.0010333-0.00022106i,-0.00064355+0.00049916i,-0.00074183-3.0984e-05i,-0.00024174-0.00028654i,0.00028628-0.00011042i,0.00022413+0.00024362i,0.00022915+0.00089309i,0.0003717+0.00083834i,0.00049305+0.00040628i,0.00067109+0.00021408i,0.001238+0.0005359i
-0.00013368+0.00070529i,-0.00015754-3.1654e-05i,-0.00061253+0.00037906i,-0.00087219+0.00011319i,-0.00021286+0.00063382i,0.0003388+0.0011568i,0.0002038+0.00022648i,0.00090106-0.00055639i,0.001099-1.4961e-05i,0.00047359+0.00028402i,0.000111+0.00025838i,-0.00066922+0.00011781i,-0.0010342+3.9628e-05i,-0.00043222-0.00034531i,-0.00037231-0.001025i,-0.00037544-0.00085438i,-0.0004723-0.00050111i,-0.00095207-0.00018178i,-0.00048321+0.00024657i,-0.00014584+0.00039307i,-0.00044795+0.00022902i,9.1768e-05+8.1566e-05i,8.7499e-05+0.00045775i
0.00022854-0.001704i,-0.0001132-0.0017052i,-0.00052631-0.0022585i,-0.00059526-0.0014519i,-0.00065012+7.1425e-05i,-0.0010112+0.0011061i,-0.00053198+0.0012889i,0.00029743+0.00066585i,0.00065631+0.00013445i,0.00052964-0.00056084i,0.0002169-0.0010385i,-0.0011853-0.0011523i,-0.0019296-0.00055203i,-0.0011788-0.00047429i,-0.00087548-0.0011026i,-0.0011081-0.0005324i,-0.00085712+0.0003922i,-0.00072816+0.00026327i,-0.00069501+0.00033679i,-0.00035354+0.00039896i,0.00041395+0.00043561i,0.0017288+0.0004837i,0.0012289+0.00023105i
0.000159+0.00051556i,-0.00058237+0.001077i,-0.0018609+0.0014152i,-0.0024021+0.00095039i,-0.0023074+0.0012905i,-0.0011168+0.0022302i,0.00069729+0.0016391i,0.0015633+0.0002276i,0.0011335-0.00067562i,0.00032999-1.6382e-06i,-0.00016819-0.0003056i,-0.00091291-0.00092836i,-0.0012795-0.00040333i,-0.00041269-0.0003638i,0.00063987-0.00071452i,0.0011628+0.00038925i,0.00057551+0.00093627i,0.0002933+0.00069863i,0.00046235+0.00080426i,0.00070179+0.00036326i,0.00020062+0.00064672i,-4.6102e-05+0.00084711i,0.00041468+0.0003819i
-0.0011222+0.0017137i,-0.0014622+0.0024181i,-0.00016273+0.0021485i,0.00096976+0.0019908i,0.00092388+0.0017371i,0.00053548+0.0014493i,0.00033526+0.00098324i,0.00061921+0.00023957i,0.00024694+0.00022963i,0.00030145-5.5077e-05i,0.00019966-0.0010596i,-0.00095473-0.0012469i,-0.00052078+0.00010032i,3.3247e-05+0.00049741i,-4.9351e-06+0.0004681i,-0.00050921+0.00032749i,-0.0010141-0.0001031i,-0.0013626-0.00023625i,-0.0008088-0.00016486i,0.00010488+0.00051785i,-0.00013668+0.00066419i,-0.00039258+0.00014741i,-0.00044965-0.0002647i
0.00091184-0.0007124i,5.6129e-06-0.00065472i,0.00098401-0.00030412i,0.0010459+0.0001661i,-0.00030847+0.0005964i,-0.001208+0.00093927i,-0.00085636+0.00056284i,0.00021138-0.00014663i,0.0015431-0.00058672i,0.001406-0.00069453i,-2.4682e-05-0.00077315i,-0.00072961-0.00059035i,-0.00042297-0.00049305i,-0.00040472-0.00038218i,-0.00091804-0.00051327i,-0.00076666-0.0007055i,-0.00079947-0.0005161i,-0.00058237-0.00026882i,-0.0002975+0.00089295i,-0.00073183+0.00092007i,-0.00064045+0.00034758i,-8.5929e-05+0.00010973i,0.00012582-0.00024017i
0.00046601+0.0014971i,0.0017234+0.00065851i,0.002044+0.00071361i,0.0011453+0.00045134i,0.00012056+0.00014463i,2.7953e-05+0.00067392i,0.00058049+0.00088964i,0.000565+0.0002745i,0.00079535-0.00043854i,0.0013895-0.00068711i,0.00060894-0.00087276i,-0.0010979-0.0011506i,-0.0013653-0.0010929i,-0.00047486-0.00071729i,-0.00032469+3.3395e-05i,-0.0010265+0.00055955i,-0.00087905-8.3228e-07i,-0.001003+0.0001448i,-0.0011707+0.0006394i,-0.00031705+0.0010645i,0.00039112+0.00084071i,0.00025482+0.00052551i,0.0001076+0.00075982i
-0.0014469+0.0027409i,-0.0005581+0.002895i,-0.00020843+0.0040539i,6.3265e-05+0.0037793i,2.0501e-05+0.0022074i,0.00012187+0.00060514i,0.00089608+0.00043136i,0.00086248+0.00057956i,0.0011155+0.00014094i,0.00098996-0.00082043i,0.00026559-0.0020467i,-0.00044891-0.0020662i,-0.00018621-0.0013653i,8.5403e-05-0.00087667i,-0.00014282-0.0004496i,-0.00033463-0.00013597i,-0.000398+8.9705e-05i,-0.00032733+3.839e-05i,3.5992e-05+3.0042e-05i,0.0004551+0.00099217i,0.00060238+0.0014853i,0.00031941+0.00075656i,-0.00057182-0.00021425i
