-0.0036742+0.00085606i,-0.0032992+0.0010976i,-0.004636+0.0028344i,-0.0046205+0.0031304i,-0.0028941+0.0019882i,-9.6272e-05+0.0011297i,0.001697+0.00084558i,0.0023756+0.00075432i,0.0025057+0.00084739i,0.001493+0.00044287i,0.0013786-0.00020354i,0.0014534+0.00019623i,0.0005795+0.0012413i,0.00040879+0.0015306i,0.00046457+0.00077614i,-9.5435e-05+0.00082564i,6.8375e-05+0.00067374i,-0.00021005+7.775e-05i,-0.0014962+0.00058078i,-0.00085534+0.0011867i,0.00040312+0.0015377i,0.00061624+0.00073531i,0.00039848-0.00030329i
-0.00062741+0.0010163i,-0.00086347-0.00057231i,-0.00051029-0.0024915i,-0.00042549-0.0036455i,-0.00073919-0.0037646i,-0.00066746-0.0028718i,-0.00031537-0.0012117i,0.00031093-0.00075709i,0.00065269-0.00016475i,0.00038093+0.00047067i,-0.00016189+0.00034707i,-5.3152e-05+0.00068766i,0.0001402+0.00062697i,0.00021324+0.00017266i,0.00044776+0.00040858i,0.00053131+4.2965e-05i,0.00056939-0.0004691i,-1.5502e-05-7.5463e-05i,-0.00064055-1.1938e-05i,-0.0011882-9.5213e-05i,-0.0010837+0.00051104i,-0.00062776+0.00095546i,-0.00065777+0.00068529i
-0.00038928-0.00063537i,0.00037758-0.0018093i,0.0012187-0.003001i,0.00071844-0.0036834i,-0.00043287-0.0043191i,-0.00015541-0.0030082i,0.00026237-0.001295i,-0.00010225-0.0011859i,-0.00032028-0.00062474i,0.00017776-0.00029102i,-9.0281e-06+0.00040788i,-0.00043164+0.00086422i,-0.00071734+0.00011887i,-0.00033041+0.00030418i,0.00038175+0.00084182i,0.00074375-0.00020906i,0.00051715-0.00044635i,-0.00020446-1.609e-05i,-0.00075855-1.3132e-05i,-0.0010999-3.597e-05i,-0.001105-0.0010059i,-0.0004747-0.001246i,-0.00040237-0.00014886i
0.0010198-0.00028596i,0.0011317+0.00033706i,0.0014269-0.0025133i,-0.00014333-0.0049796i,-0.0021631-0.0042882i,-0.0017924-0.0025542i,-0.00015236-0.00082557i,-0.00013276+0.00019284i,-0.00045783+0.0011317i,-0.00051542+0.0011594i,-0.00069577+0.00040766i,-0.00039127+0.00014007i,-0.00050575+0.00062346i,-0.00088938+0.0010375i,-0.00071308+0.00041755i,-0.00075839-0.000208i,-0.001115-0.00016084i,-0.00092634-0.00019136i,-0.00045877-0.0010066i,0.00015887-0.00069389i,0.00021869+0.00046458i,6.2626e-05+0.00058444i,-0.0002919-0.0002579i
-0.0016872-0.0059031i,-0.0024664-0.0055714i,-0.0041496-0.0064839i,-0.0054193-0.0061982i,-0.0048732-0.0048569i,-0.002361-0.0029931i,-0.00017345-0.0014011i,0.00035344-0.00057134i,0.00012696-0.00013954i,3.3915e-05-0.00043359i,-0.0001694-0.00021837i,-0.00065063+0.0010021i,-0.00036398+0.0018262i,-0.00030272+0.00098832i,-0.00051851+0.00019347i,8.7283e-05+0.00034725i,0.00055039+0.00055496i,0.00054567+0.0004204i,0.00065438-7.711e-06i,0.00033757-0.00041218i,-0.00018539-0.00020886i,-0.00023162+0.00067114i,0.00013865+0.0012262i
0.0020613-0.00034805i,0.0019933-0.0018615i,0.0015542-0.0035996i,-0.00032873-0.0034242i,-0.0019689-0.0024931i,-0.0014249-0.0016239i,-0.00042306-0.00083308i,-0.00037927-0.00026116i,-0.00050123-0.00069492i,-0.00029909-0.00061061i,-0.00098291-2.0141e-05i,-0.0011613-5.5485e-06i,-0.00045846+4.7303e-06i,0.000325+0.00010331i,0.00097762+0.00049838i,0.00066664+0.00014286i,-0.00036102+8.3688e-05i,-0.00048421-5.4635e-05i,-0.00034924-0.00029486i,-0.0002342-0.00047224i,0.00015748-0.00076521i,-0.00026308-0.00061044i,-0.00042363-0.00013099i
-0.0003437+0.0045001i,-0.00074942+0.0030882i,0.00017664+0.00243i,0.0014259+6.0243e-05i,0.0012863-0.0022458i,0.0013915-0.0017197i,0.00093901-0.00067121i,0.00037784-0.00095468i,0.00078145-0.00097838i,0.00039308-3.0505e-05i,-0.00046377+0.00030822i,-0.00063552+0.00032762i,-0.00059173+0.0009827i,0.00025836+0.00082594i,0.0009871+0.00062262i,0.00014442+0.00023921i,-0.00025888-0.00088725i,-0.00015421-0.0010478i,-0.00023236-8.3646e-05i,-0.00035473+0.00020758i,-9.8129e-05-0.00011073i,0.00012941-0.00063932i,-1.1625e-06-0.0011077i
-0.0009507-0.00086109i,-0.0010468-0.0031378i,-0.00049893-0.0047243i,-0.00062567-0.0055778i,-0.0015097-0.0052612i,-0.0014245-0.0031643i,-0.00031998-0.0016056i,0.0010255-0.00098252i,0.0010595-0.00010653i,0.00042781+0.00014704i,7.7031e-05-0.00046053i,-0.00019733-0.00035555i,-0.00014687+0.00055696i,0.00050211+0.0008393i,0.00053955+0.00050541i,-0.00015995+5.9072e-05i,-0.00021558-0.00042391i,-0.00070807-0.00035671i,-0.0012327-0.0004837i,-8.4481e-05-0.00073058i,-0.00012103-0.00053807i,-0.0011091-0.00042039i,-0.0010409-0.00042936i
0.0019215+0.00059662i,0.0018532-2.3457e-05i,0.00076983-0.0016736i,-0.0014688-0.0027034i,-0.0026557-0.0028203i,-0.0016956-0.0022594i,0.00010269-0.0012384i,0.00049082-0.00022996i,0.00010554+0.00024251i,4.2731e-06+0.00064347i,0.00088674+0.00091391i,0.00099872+0.0012959i,0.00014511+0.0016831i,-0.00034676+0.0013378i,-0.00031368+0.0004088i,0.00045432+0.00022967i,0.00081703+0.00040009i,0.00072853+0.00028806i,0.00016039-0.00039422i,-0.00092844-0.0011455i,-0.00087337-0.001384i,-0.00036702-0.0011128i,0.00042569-0.00087496i
-0.0025472-0.0014967i,-0.0028607-0.0026311i,-0.0037289-0.0045316i,-0.0027457-0.004196i,-0.0011842-0.0027108i,0.00032528-0.0015157i,0.0013457-0.0010277i,0.00052347-0.00064799i,-0.00068251-0.00067743i,-0.00075383-0.00042133i,-0.00031719+0.00071175i,-6.3543e-05+0.0013038i,9.0296e-06+0.00091259i,-0.00084143+0.00033463i,-0.00082078+0.00067615i,-5.1886e-05+0.0011133i,-0.00029366+0.00072269i,-0.00089961+0.00044728i,-0.00051636-0.00017104i,0.00055852-0.00019497i,0.00052226+0.00049165i,-5.9066e-05+0.00043613i,0.00011843-1.7584e-05i
-0.00044644-0.0011362i,0.00027009-0.0012954i,-0.00078587-0.0015415i,-0.0010481-0.0016122i,-0.00070227-0.00094838i,-0.00022377-0.00056378i,0.00087063-0.0011788i,0.0013727-0.0010076i,0.00079489-0.00080079i,0.0004639-0.00034464i,-0.00046326+0.00044486i,-0.00055031+0.00099054i,0.00010574+0.0015468i,0.00074805+0.0010611i,0.00078892+2.0619e-05i,0.0005146-0.00032459i,0.00094177-9.1437e-05i,0.001143-0.00057452i,0.00098831-0.00092663i,0.0010392-6.7488e-05i,-9.0314e-05+0.00098287i,-0.0014648+0.00047755i,-0.0008526-0.00090468i
0.00053908+0.00011583i,9.1976e-05-0.0016882i,0.00051972-0.0043563i,0.00090166-0.0051023i,-0.00059623-0.0042975i,-0.0016273-0.002316i,-0.00036476-0.0013882i,0.00069611-0.0015937i,-3.3682e-06-0.0014657i,-0.00071425-0.00084112i,-0.00071787-0.0006312i,-0.00085713-0.00031268i,-0.00061856+0.00098106i,-8.5535e-05+0.00092618i,0.00032325-0.00024612i,0.00065538-0.00053274i,-9.6562e-05-0.00029714i,-0.00056562-0.00073549i,-0.00092327-0.0012489i,-0.0010292-0.00051241i,-0.00036408+0.00015211i,0.00011214+0.00026142i,0.0007101-0.00049981i
-9.5529e-05-5.7659e-05i,0.00075577-0.0030097i,0.0014574-0.0041647i,0.0012962-0.004212i,0.00063896-0.0029595i,0.00030476-0.0023149i,0.00045172-0.0026393i,0.0008087-0.001586i,2.8092e-05-0.00049753i,-0.00046075+2.4059e-05i,1.4333e-05+0.00067699i,-1.1567e-05+0.0011657i,0.00035361+0.00067426i,0.00049282-0.00022656i,0.00012236-0.00035694i,0.00063189-0.00054895i,0.00026847-0.00036663i,-0.00056469+4.2956e-05i,-0.00013615+0.00031228i,0.00056918+0.00039563i,0.00053399+0.00067994i,0.00049559+0.00084131i,0.00079389+0.00057536i
-0.0024803+0.0012094i,-0.0027957+0.00031771i,-0.0024367-0.0010629i,-0.0020458-0.0018789i,-0.0014-0.0021775i,-0.00062023-0.0016918i,0.00017186-0.001113i,-0.00042182-0.0011096i,-0.0008667-0.00063535i,0.0002778+0.00017346i,0.00083266+0.00083861i,1.9732e-05+0.0011195i,2.7716e-05+0.00029604i,0.00067255+0.00014449i,0.00050368-0.00011072i,0.00017769-0.00049788i,0.00042145-0.00016609i,0.0002613-0.0006872i,-7.5999e-05-0.0011515i,0.000145-6.7349e-06i,-0.00024575+0.00060512i,-0.00036852+0.000317i,-4.887e-06+0.00098373i
-0.00051503-0.0018424i,-0.00092262-0.0030906i,-0.00070598-0.0039433i,-0.00059215-0.0036811i,-0.0010157-0.0031723i,-0.000757-0.0024376i,-0.00014386-0.0018772i,-0.0011415-0.0013467i,-0.0016154-0.00070985i,-0.00024473-2.0745e-05i,0.00083104+0.00050215i,2.0713e-05+0.00089335i,-0.00022768+0.00059948i,0.0009624-0.00030025i,0.0012518-0.00025947i,0.00082487+0.00036782i,9.4146e-05-9.2352e-06i,-0.00049194-0.00021239i,-0.00061854+0.00013372i,-0.00030041+1.5751e-05i,2.6712e-05-0.000374i,-3.9836e-05-0.00057024i,0.00018119-0.00080079i
-2.6458e-05+0.00039804i,8.4433e-05-0.00052336i,0.0011472-0.0011226i,0.00056973-0.002187i,-0.00075555-0.0030972i,-0.0012676-0.0019713i,-0.0010055-0.00080724i,-0.00055341-0.00026706i,-0.00022248+0.00061072i,-8.5496e-05+0.00054211i,0.00075409+8.6747e-05i,0.0013368+0.0003703i,0.0011863-9.9988e-05i,0.0008207-0.00061639i,0.0003145+8.5635e-05i,0.0001393+0.00031867i,-0.00053173+0.00016178i,-0.00087969+9.4959e-05i,0.00027947+0.00036434i,0.00053326+0.00060048i,-2.3302e-05+0.00031949i,-0.00015495-0.00041955i,8.6103e-05-0.00039863i
-0.00080982-0.0027075i,-0.0023691-0.0035205i,-0.0026457-0.0060079i,-0.0023941-0.0065169i,-0.003142-0.0055651i,-0.0040923-0.0036854i,-0.0053802-0.0018719i,-0.0068532+0.00070082i,-0.0062486+0.0041209i,-0.0041452+0.0060765i,-0.0018568+0.0056979i,0.00030199+0.0041821i,0.0017889+0.0030875i,0.0012421+0.002078i,0.00034415+0.00085019i,0.00028529-0.00020897i,0.00015841-0.00032039i,0.00039371+0.00059056i,0.0002021+0.00053998i,-0.00028336-0.00013956i,-0.00077079+1.3193e-05i,-0.0012436+0.000403i,-0.0012749+0.0004975i
0.0020354+2.0832e-05i,0.0021452+3.7757e-05i,0.0015238-0.00077697i,0.0012851-0.002807i,6.4904e-05-0.0029863i,-0.00037157-0.001566i,0.00095521-0.00056608i,0.0016942-0.0012737i,0.0018183-0.0017493i,0.0010319-0.00089045i,0.00029883+3.7554e-05i,0.00033223-0.00031218i,0.00033194-0.00012327i,-0.00021641+0.0011203i,8.8182e-05+0.0016318i,0.0009047+0.0013099i,0.00051557+0.00017784i,-0.00027517-0.00049644i,-0.00035899-0.00032744i,-0.00013135+0.00012037i,-0.00080583+0.00016773i,-0.0011044-3.1119e-06i,-0.0007088-2.6647e-05i
-5.8617e-05-0.00083547i,1.7091e-05-0.0023343i,-9.498e-06-0.0031756i,-0.0013024-0.003506i,-0.0023366-0.003061i,-0.001003-0.0018456i,0.00063471-0.0017455i,0.00085325-0.0023422i,0.00049059-0.0021193i,0.0003435-0.0010745i,0.0001715-0.00034204i,-0.00049014-0.00043716i,-0.00054083+2.82e-05i,-2.0209e-05+0.00027099i,0.00011416-0.00052662i,0.00016453-0.0007505i,0.00024496-0.00051193i,-0.00057167-0.00018941i,-0.0011607+0.00019633i,-0.0013099+0.0003838i,-0.00048063-3.6765e-05i,-0.0002029+6.1351e-05i,-0.00081448+0.0013052i
-6.7351e-05-0.00033285i,-0.00077328-0.00075591i,-0.00099285-0.0011048i,-0.0015394-0.0009246i,-0.0016105-0.001381i,-0.00089197-0.0024972i,-0.00029444-0.0022414i,0.00033411-0.0010388i,0.00065283-0.0009234i,0.00024116-0.00093248i,-0.00013216+3.2897e-05i,2.6992e-05+0.001134i,0.00014358-0.00017877i,0.00043264-0.00058736i,0.00096118+0.00062202i,0.0012685-0.0002116i,0.0010817-0.00093998i,0.00033356+0.00019788i,0.00012552+0.00052071i,1.3234e-05+0.00027908i,-0.00022362-0.00058176i,-0.00050216-0.00044619i,-0.00084719+0.00078314i
-0.00052028+0.0015767i,-0.00056274+0.001065i,0.00045917+0.00060139i,0.0011617-0.00086285i,1.396e-05-0.0020714i,-0.00033143-0.0017221i,0.00047329-0.0010493i,0.00092186-0.00082036i,0.0011753-0.00053424i,0.0009777-0.00036016i,-0.00027057-0.0003008i,-0.0014965-0.00030223i,-0.0007217-0.0001668i,0.00078745+5.3019e-05i,0.00095227+1.2612e-05i,0.00080026-0.00054075i,0.00080071-0.00064758i,0.00080987+1.7608e-05i,0.00065412+0.00030287i,0.00079095+0.00035422i,0.00051178-0.00016455i,7.3415e-05-0.00046792i,0.00017188+0.00013328i
0.0023171-0.00013507i,0.001932-0.0012796i,0.0018567-0.0032619i,0.0017466-0.004893i,0.00046436-0.0040684i,-0.00058944-0.0022192i,0.00064757-0.0011496i,0.0010008-0.00062215i,0.00050413-0.0008347i,0.00026001-0.00061802i,-0.00023198-0.00017385i,-0.0004833+8.3912e-05i,0.00020708-0.00022105i,0.0010532-0.0011023i,0.00051954-0.00077202i,0.00026716-0.00043296i,5.306e-05-0.00059421i,-0.00050595-0.00046627i,-0.00056496+0.00023572i,3.0928e-06-7.9425e-05i,0.00015206-0.00088775i,-0.00051688-0.00070377i,-0.00084567-0.00046507i
0.0012083-0.0018302i,0.0010448-0.0016421i,0.001467-0.0022516i,0.00078382-0.0038751i,-0.00069009-0.0035166i,-0.00060694-0.0019345i,0.00020225-0.0013812i,0.00056474-0.00066133i,0.00073615+0.00016478i,0.0001906+0.00017582i,-0.00036732-0.00038566i,-6.3196e-06-0.00053264i,-8.4748e-05-8.5337e-05i,-0.00041553-1.4561e-05i,-0.00078132-0.00025895i,-0.001164-0.00014189i,-0.00059664+0.00025433i,-0.0010949-0.00063625i,-0.001843-0.0015998i,-0.0016233-0.0017169i,-0.00095314-0.0010169i,-0.00041845-0.00037109i,-0.00039638-0.00059589i
-0.0006361+0.00045195i,-0.0010965-0.001122i,-0.00092483-0.0019485i,-0.00054902-0.0026265i,-0.00063434-0.002669i,-0.00098172-0.0025879i,-0.00021734-0.0022383i,0.00032846-0.0010024i,-0.00059831-0.00059178i,-0.0018051-0.00095433i,-0.0019516-0.00061988i,-0.00085518-0.00029896i,0.00046652+0.00013816i,0.0015698+0.00015664i,0.0018098-3.7957e-05i,0.00074088+0.00015135i,0.00016175-1.2826e-05i,-0.00021936-0.00051407i,-0.00081092-8.1627e-05i,-0.00060533+0.00019326i,-7.2202e-05+0.00017705i,-0.0003509+0.00060624i,-0.00031258+0.0011346i
-0.0018615-0.0012554i,-0.0018985-0.0010688i,-0.0033153-0.0010464i,-0.0037974-0.0016358i,-0.0022822-0.0017267i,-0.00076209-0.00020376i,0.00068623+0.0003276i,0.0013214-0.00014035i,0.0013017-0.00023261i,0.00024205+2.58e-05i,-0.00095855+0.00051584i,-0.0010848+0.00073348i,-0.00050236+0.00049337i,-0.00013347+0.00011892i,-0.00024897-0.00017832i,-1.3315e-05+1.3009e-05i,0.00093792+0.00013277i,0.0011815-0.00030167i,0.00014656-0.00010141i,-0.00048994-0.00018779i,-0.00038138-0.00037733i,-0.00026143+0.00010431i,-0.00027924-3.3815e-06i
0.0013149+0.0036131i,0.0019137+0.0021614i,0.0025059-1.0839e-05i,0.0021347-0.0020176i,0.00095786-0.0037332i,0.00084621-0.0035412i,0.0010766-0.0019866i,0.0014875-0.0005636i,0.0015347-0.00010732i,0.00078547+6.1789e-05i,0.00053649+0.00035862i,0.0011553-0.00053973i,0.0010702-0.00086339i,0.00035838+0.00012213i,0.00013093+0.00055526i,0.00040332+0.00035297i,0.00066841-0.00016191i,0.00017697+0.00019228i,-0.0004751+0.00065542i,5.376e-06+0.00059404i,0.00074888+0.00025083i,0.00045961-0.00051311i,7.2166e-05-0.00010956i
0.00021618-0.001023i,0.0018515-0.0018956i,0.0013482-0.0016995i,0.00010463-0.0019184i,-0.0010974-0.0022984i,-0.00029877-0.0023351i,0.0010039-0.0019945i,0.00099784-0.0013242i,0.00067315-8.0281e-07i,0.00092392+0.0003524i,0.00089637-6.6693e-05i,7.5612e-05-0.00025597i,-0.00042478-1.7793e-05i,6.8562e-05+0.00025202i,0.00081947-0.00021687i,0.00029077-0.0003535i,-0.00055088-0.00026899i,-0.00030604+0.00039601i,-6.2562e-05+0.00074811i,4.2035e-05-0.0001369i,-0.00017373-0.00059842i,-0.00036318-0.00029082i,-0.00033377+0.00033766i
-0.0012173+0.0003582i,0.00024984-0.00070166i,-0.00026029-0.0019947i,-0.0010969-0.0029935i,-0.00052009-0.0026474i,-0.00019016-0.0018565i,-0.0002671-0.0016263i,0.00021833-0.0012408i,-6.6375e-06-0.00058119i,-0.00028042+0.00046746i,-5.8775e-05+0.0010991i,0.00015338+0.00078416i,0.00055027+0.00014361i,0.0002525+1.0511e-05i,1.8056e-05+0.00014085i,0.00040239-0.0001074i,0.00043959-0.00013938i,0.00040975-0.00024276i,0.00039086-0.00071908i,0.00038825-0.00061765i,6.0018e-05-0.0003498i,-0.00036965-3.151e-06i,8.6495e-05+0.00027949i
-0.0016485+0.0011911i,-0.00062488+0.00043503i,-0.00076376+0.0008477i,-0.0010611-0.0009085i,-0.00057452-0.0017823i,0.00053121-0.0010994i,0.0014948-0.00076692i,0.0013785-0.00032679i,0.00064745+5.3932e-05i,-3.6367e-05+0.00037255i,-0.00056694+0.00059297i,-0.00075184+0.00047496i,-0.00030552+0.00038775i,0.00017855+0.00034668i,0.00022226-1.8507e-05i,0.00028882-0.00018882i,0.00032622-0.00019782i,0.00014637-0.00015148i,0.00022794+0.00028571i,-0.00012433+0.00064883i,-0.00011566+0.00073881i,0.00040999+0.00072437i,-3.1217e-05+0.00086748i
0.00089332+0.0010134i,0.0020512+0.00069016i,0.0027985-0.00033565i,0.0018147-0.0014826i,0.00025684-0.0030437i,0.00025146-0.0033578i,0.0011927-0.0019968i,0.0011237-0.00092227i,0.00067712-0.00071217i,0.00019181-4.5287e-05i,-3.1602e-05+0.00022797i,0.00066719-0.00044792i,0.00093782-0.00026044i,0.00031567+7.6578e-05i,6.5427e-05-0.00033058i,0.00056322+0.00011197i,0.00060989-4.6915e-05i,0.00047203-0.00047761i,0.00017415+0.00033617i,-0.00018897+0.00018366i,-8.3463e-05-0.00090308i,-0.0004491-0.00044694i,-0.00069339-1.9392e-05i
0.0017055-0.00030484i,0.0018997-0.00091873i,0.0017015-0.0019642i,0.00067911-0.0042373i,-0.00012547-0.0053589i,-0.00049077-0.0039331i,-4.2484e-05-0.0019393i,0.00024209-0.00063946i,-0.00024107-0.00041721i,-0.00048221-0.00076551i,0.00059236-0.0007582i,0.0012501-0.00050113i,0.00024695+7.1285e-05i,-0.00028212+0.001072i,0.00019958+0.0011013i,-6.9765e-05+0.0005392i,-0.00039172+0.00034025i,-0.00021538+0.00053313i,-0.0002318+0.00041603i,-0.00073988+0.00013701i,-0.00043138+0.00048257i,0.00026627+0.00047312i,-0.00027638-2.8475e-05i
-0.00037842+0.00046453i,-0.0012481-0.00023074i,-0.00067777-0.0010239i,0.00049215-0.0023144i,0.00038529-0.0023677i,-2.4825e-05-0.0017695i,-9.6415e-06-0.0014655i,-0.00018154-0.00092421i,-0.00056477+8.5302e-06i,-0.00080096+0.00035359i,-0.00074329+0.00048024i,-0.00047183+0.00076058i,0.00039494+3.0835e-05i,0.00053497-0.00029684i,6.8795e-05-4.55e-05i,-0.00022426-0.0002908i,2.8827e-05-0.00047625i,0.00010668-0.00065706i,0.00037927-0.00080081i,0.00045509-0.00034406i,-0.00037734-0.00018575i,-0.00079536-5.2612e-05i,-0.00047072-0.00027882i
-0.00065488-0.0023952i,-0.00060367-0.0019225i,-0.0014958-0.0023401i,-0.0021743-0.0038204i,-0.0025979-0.003784i,-0.0016653-0.0018468i,0.00014082-0.0010203i,0.0005855-0.00098379i,-0.00034544-0.00042023i,-0.00076844+0.00039791i,-0.00049335+0.00045958i,-0.00046159+0.00024932i,-0.00061308+0.0008777i,-0.00035009+0.0014144i,-0.00033187+0.00097314i,-5.448e-05-2.9195e-05i,0.0007163-0.00041731i,0.00032693-0.00073284i,-0.00066074-0.00022036i,-0.0012433+0.0007443i,-0.0011986+0.00058283i,-0.0011539-0.00013343i,-0.00017329-0.00023689i
-7.0607e-06+0.00076521i,-0.00075363+0.0003322i,-0.0012011-0.0010547i,-0.0012481-0.0023393i,-0.001019-0.0025339i,-0.0001537-0.0023517i,0.0010898-0.0014926i,0.0018826-0.0006034i,0.0015432-0.00011106i,0.00095178-0.00010142i,0.00021317-0.0002839i,-0.0002243+0.00021737i,0.00010665+0.00084865i,0.00085299+0.0008202i,0.0011537-6.6871e-05i,0.00062494-0.00044653i,0.000168-0.00052713i,0.00016964-0.00066369i,-0.00026911-0.00023548i,-0.00078811-8.5724e-05i,-0.00045348+0.00035299i,-0.00053153+0.00090258i,-0.00084916+8.5556e-05i
0.00053458+0.00089676i,0.0012833-0.00083516i,0.0014687-0.0021432i,0.0010268-0.0026883i,0.00043253-0.003322i,9.5408e-05-0.0026258i,0.00021409-0.001387i,0.00015454-0.0010421i,-5.7687e-05-0.00034072i,0.00025931+0.00010528i,8.757e-07+0.00027048i,-0.0004848+0.00019974i,-0.00081113+0.00013772i,-0.00036247+4.9013e-05i,-2.6642e-05+0.0005004i,-0.00045378+0.00085556i,-0.0010177+0.00057086i,-0.0014263-0.00067036i,-0.0008377-0.0006935i,-0.0002521+0.0004223i,-0.00055754+0.00011903i,-0.00050182-0.00038299i,-0.00025864-4.1891e-05i
0.00049869+0.00089869i,0.00060278-0.00074102i,0.0021704-0.0017204i,0.0019175-0.0023219i,0.00060076-0.0022238i,0.0001491-0.0013417i,0.00045834-0.0011501i,0.00055677-0.0013061i,0.0006499-0.00056854i,0.00091789+0.00046111i,0.00023239-0.00012555i,-4.5224e-05-0.00043464i,-2.3507e-05+0.00026431i,0.00039329+0.00070777i,0.00098922+0.00093854i,0.00079789-0.00034381i,0.00026762-0.00094155i,-0.00018916-0.00061807i,-3.7681e-05-0.00036918i,0.00010829+0.00013551i,0.00036767+0.00019517i,0.00048641-0.0002276i,0.00031801-0.00016526i
0.0026634-0.0008603i,0.0022421-0.00097072i,0.0017843-0.0037164i,2.584e-05-0.0055185i,-0.0021881-0.0054307i,-0.0022411-0.0039457i,-0.00099782-0.0023227i,-0.00027896-0.001588i,-6.6467e-05-0.0017183i,-0.00029324-0.0020325i,-0.00067733-0.0013102i,-0.00072562-0.00078988i,-0.00032306-0.00057051i,-0.0010633+0.00027057i,-0.0017058+0.00024667i,-0.0006312-0.00069153i,-0.00021828-0.00052165i,4.7485e-05-0.00032199i,3.9153e-05-0.00044453i,-0.00071642-0.00036036i,-0.00068284-0.00072044i,-0.00038928-0.00055519i,-0.00016822-1.2395e-05i
0.00021903-0.0013808i,0.00030997-0.002165i,-0.00054914-0.0025704i,-0.0016027-0.0035776i,-0.0011098-0.0033204i,-0.0010205-0.0019244i,-0.00058381-0.001108i,-0.00028633-0.00035052i,-5.7657e-05-0.00054283i,0.0001108-0.0007987i,-3.7039e-05+8.255e-05i,0.00016526+0.00071289i,0.00071105+0.00032028i,-0.00013207-7.7358e-05i,-0.0010713-0.00057477i,-0.00094218-0.00087892i,-0.00061848-0.00056282i,-4.7658e-05-0.00051924i,0.00037481-0.00053233i,-6.9244e-05-0.0008871i,-0.00064184-0.0011657i,-0.00072906-0.0010211i,-0.00011588-0.00073955i
-0.0012721-0.00066193i,-0.00050713-0.0012989i,0.00026088-0.0023112i,-0.00047457-0.0027558i,-0.0012989-0.0022323i,-0.00082508-0.0011301i,0.00040738-0.00070666i,0.00078509-0.0008534i,0.00079897-2.6502e-05i,0.00054746+0.00084273i,-0.00033241+0.00045961i,-0.00064765+0.00064416i,-0.00083007+0.0015047i,-0.001235+0.0013707i,-0.00048649+0.0001638i,0.00075723-0.0007338i,0.00061022-0.00043471i,-0.0001862-0.00053233i,-0.00089869-0.00030487i,-0.0011482-5.6986e-05i,-0.00060059-0.00054082i,5.8631e-05-0.00047407i,0.00080215+0.00076737i
0.0010592+0.001496i,0.0018665-0.00010061i,0.0025313-0.00068554i,0.0014871-0.0016016i,0.00052703-0.0019378i,-0.00010174-0.0013537i,-0.00032271-0.0010023i,0.00023395-0.00054547i,0.0001486-0.0001726i,-8.0617e-05-0.00014295i,-0.00099225+7.3378e-05i,-0.0014722+0.00089564i,-0.0005675+0.0014586i,0.00029622+0.000906i,0.00032843+0.00082535i,0.00036677+0.00074836i,0.00069545+0.00049811i,-4.7092e-05+0.000289i,-0.00014594-0.00028854i,0.00022653-0.00052073i,1.705e-05-0.00039556i,0.00032175-1.9038e-05i,0.00018038+9.3682e-05i
0.0011479+0.0019665i,0.0018853+0.0005733i,0.0014768-0.0017754i,0.00010471-0.0027329i,-0.00032316-0.003425i,-0.00025326-0.0029473i,0.00025126-0.0015097i,0.00047078-0.00066112i,-0.00010352-0.00037607i,-8.4937e-05-0.00022713i,0.00030775+1.5659e-05i,0.00050087+0.00021963i,0.00067047+0.00021987i,0.00098587+0.00037806i,0.00099197+0.00025646i,0.00014751+0.00029716i,0.00010434-4.4246e-05i,0.00065091-0.00020929i,0.00058603+0.00015523i,0.00029957+0.00031444i,-0.0006821+0.00063944i,-0.001043+0.0007196i,-0.00067386+0.00028514i
-0.00030444+0.00030431i,-0.00065775+0.00031534i,-0.001488-0.0017113i,-0.0012282-0.002674i,-0.0013357-0.0018212i,-0.00057035-0.00078038i,0.00062255-0.00094859i,0.00077062-0.0012717i,0.00030423-0.0012836i,0.00061784-0.00042958i,0.00054608+0.00045387i,0.00018628+0.00074113i,-0.00017658+0.00019812i,-0.00017156-1.233e-05i,0.00016122+0.00013761i,0.00039786-0.00016752i,0.00014826-0.00029782i,-0.00019092-0.00024913i,7.9266e-05-0.00042591i,0.00037776-0.00059237i,0.00040069-0.00045066i,-0.0001356+6.9363e-05i,-0.00067613-0.00016408i
0.0005791-0.00064522i,0.0019414-0.00082455i,0.0025617-0.0013204i,0.0006833-0.0017401i,-0.00041788-0.0022724i,-0.00015091-0.002776i,0.00041179-0.0024557i,0.0010754-0.0015547i,0.00081233-0.00019143i,0.00049822-0.00038064i,-9.7309e-06-0.0003491i,-0.00034702+0.00094169i,2.6354e-05+0.00094808i,4.7938e-05+0.00083281i,0.00024877+0.00026747i,0.00024716-0.00032117i,-8.8487e-06-4.1777e-05i,0.00028378-0.00046022i,0.00018408-0.00053889i,5.2545e-05-0.00030393i,-9.8163e-06+0.00018646i,-0.00022464+0.00033744i,-0.00043945+0.00046219i
